eval/episode_success_easy,step,training/entropy,training/log_alpha,eval/episode_success_hard,training/actor_loss,_timestamp,eval/episode_reward_near,training/alpha_loss,eval/episode_success,training/sps,render,eval/episode_reward_survive,eval/episode_reward,eval/episode_success_any,eval/episode_dist,training/critic_loss,eval/episode_reward_dist,eval/episode_reward_ctrl,_runtime,_step
125.5146484375,6412288.0,0.0,0.0,0.0,-20.704519271850586,1773900934.3082013,0.0,-1.7238835425814614e-05,103.064453125,22020.64070198986,,797.85546875,103.064453125,0.1533203125,5849.9609375,0.9775781035423279,0.0,-1504.2783203125,805.992816246,6412288.0
105.0322265625,6666240.0,0.0,0.0,0.0,-21.624895095825195,1773900959.9764476,0.0,5.161392255104147e-05,81.81640625,22113.626477127524,,811.0693359375,81.81640625,0.142578125,6221.375,0.9878119826316833,0.0,-1408.3359375,831.849113492,6666240.0
102.24609375,6920192.0,0.0,0.0,0.0,-21.646162033081055,1773900985.832771,0.0,-1.9885388610418886e-05,84.0693359375,22020.096238451617,,780.5703125,84.0693359375,0.1318359375,5997.6689453125,0.9960675239562988,0.0,-1372.331298828125,857.453139444,6920192.0
130.091796875,7174144.0,0.0,0.0,0.0,-22.9805965423584,1773901011.4367592,0.0,-7.994192856131122e-05,100.380859375,22239.32911127506,,698.8603515625,100.380859375,0.1708984375,4901.9755859375,1.0160303115844727,0.0,-1270.291015625,883.313258677,7174144.0
147.6806640625,7428096.0,0.0,0.0,0.0,-22.757125854492188,1773901088.9330068,0.0,5.1367613195907325e-05,129.109375,22001.211926765292,"{'_type': 'html-file', 'sha256': 'aa7cfc3d3e335c97633676b925f42c8fd39f84ef129dceef69ce395394b48552', 'path': 'media/html/render_7428096_aa7cfc3d3e335c976336.html', 'size': 3875657.0}",884.9931640625,129.109375,0.1728515625,6274.001953125,0.9947232007980347,0.0,-1605.271240234375,934.948839189,7428096.0
155.2119140625,7682048.0,0.0,0.0,0.0,-23.053909301757812,1773901089.1396463,0.0,5.313372821547091e-05,117.689453125,22136.145802573155,,746.966796875,117.689453125,0.1806640625,5338.5498046875,0.9963705539703369,0.0,-1450.35595703125,961.010937855,7682048.0
192.5029296875,7936000.0,0.0,0.0,0.0,-24.113086700439453,1773901114.994642,0.0,-6.603798101423308e-05,172.2333984375,22020.728565267782,,916.6328125,172.2333984375,0.23046875,6309.927734375,0.9864651560783386,0.0,-1789.944091796875,986.648596798,7936000.0
156.4794921875,8189952.0,0.0,0.0,0.0,-24.364858627319336,1773901140.6316943,0.0,5.815370604977943e-05,128.1767578125,22170.119589969137,,803.0283203125,128.1767578125,0.1884765625,5674.9814453125,0.9782200455665588,0.0,-1600.5357666015625,1012.470365778,8189952.0
176.8701171875,8443904.0,0.0,0.0,0.0,-24.929166793823242,1773901166.4539595,0.0,-4.461422577151097e-06,134.6337890625,22075.462641063335,,824.130859375,134.6337890625,0.197265625,5633.5126953125,1.0022341012954712,0.0,-1649.41943359375,1038.104730208,8443904.0
161.599609375,8697856.0,0.0,0.0,0.0,-25.26889991760254,1773901244.4020362,0.0,-1.7627342458581552e-05,150.4169921875,22163.264103948823,"{'path': 'media/html/render_8697856_1078dc4da1aa63278f0d.html', 'size': 3860293.0, '_type': 'html-file', 'sha256': '1078dc4da1aa63278f0d8299b04031068e86879dedb271efc20a8c70be8e936e'}",843.3359375,150.4169921875,0.201171875,5989.0771484375,0.9662055373191833,0.0,-1532.94189453125,1090.417820598,8697856.0
170.462890625,8951808.0,0.0,0.0,0.0,-24.946285247802734,1773901244.6216779,0.0,6.702091923216358e-05,154.138671875,22000.362601189045,,907.3369140625,154.138671875,0.201171875,6465.32421875,0.9586563110351562,0.0,-1684.44384765625,1116.305727333,8951808.0
181.251953125,9205760.0,0.0,0.0,0.0,-26.91230010986328,1773901270.2888882,0.0,-7.928405102575198e-05,155.080078125,22157.603832897745,,836.24609375,155.080078125,0.24609375,5781.34375,0.9712144732475281,0.0,-1561.613525390625,1142.14172794,9205760.0
168.7314453125,9459712.0,0.0,0.0,0.0,-26.538715362548828,1773901296.1254523,0.0,8.98504295037128e-05,147.1650390625,22051.005239772454,,762.4912109375,147.1650390625,0.2197265625,5319.02880859375,0.9395017623901367,0.0,-1431.2806396484375,1167.766198787,9459712.0
134.2021484375,9713664.0,0.0,0.0,0.0,-27.91294288635254,1773901321.749773,0.0,-2.896168916777242e-05,122.888671875,22201.578288527002,,889.0810546875,122.888671875,0.1748046875,6626.67578125,0.928368091583252,0.0,-1645.129150390625,1193.581246042,9713664.0
162.955078125,9967616.0,0.0,0.0,0.0,-28.196399688720703,1773901399.2778852,0.0,-5.0910744903376326e-05,149.109375,22110.47749159875,"{'path': 'media/html/render_9967616_df1ff2fe7c0aae2590a3.html', 'size': 3860033.0, '_type': 'html-file', 'sha256': 'df1ff2fe7c0aae2590a3df6555ffa927a0ef33557d47d588996c0e40ed4e2eda'}",947.025390625,149.109375,0.2158203125,7019.0546875,0.9323770999908447,0.0,-1788.7080078125,1245.293692848,9967616.0
227.8681640625,10221568.0,0.0,0.0,0.0,-27.59691619873047,1773901399.4671738,0.0,6.635063618887216e-05,203.2314453125,22171.39603380104,,827.421875,203.2314453125,0.2705078125,5159.515625,0.927187442779541,0.0,-1687.18115234375,1271.384520488,10221568.0
219.86328125,10475520.0,0.0,0.0,0.0,-28.552661895751953,1773901425.3682206,0.0,5.6155822676373646e-05,205.443359375,21963.354171102957,,954.7705078125,205.443359375,0.2822265625,6650.61669921875,0.9122140407562256,0.0,-1886.97509765625,1297.081351741,10475520.0
204.353515625,10729472.0,0.0,0.0,0.0,-28.022705078125,1773901451.0649273,0.0,-1.5713587345089763e-05,167.2822265625,22052.499480867093,,773.1796875,167.2822265625,0.23828125,5167.22998046875,0.9063313007354736,0.0,-1591.64404296875,1322.9564758,10729472.0
238.3974609375,10983424.0,0.0,0.0,0.0,-28.67767906188965,1773901476.9401684,0.0,-3.6262423236621544e-05,209.34375,21989.868914023224,,958.7529296875,209.34375,0.2734375,6411.966796875,0.8895062208175659,0.0,-1856.4195556640625,1348.645326749,10983424.0
218.037109375,11237376.0,0.0,0.0,0.0,-29.142915725708008,1773901555.2417867,0.0,-2.5825502234511077e-06,199.080078125,22095.661763283995,"{'path': 'media/html/render_11237376_bb55b1920b236c478bd8.html', 'size': 3847521.0, '_type': 'html-file', 'sha256': 'bb55b1920b236c478bd81d213773bdde9fa3de4debefb5f530ff6735f389e7f4'}",939.259765625,199.080078125,0.25,6418.39794921875,0.8703160881996155,0.0,-1752.203125,1401.25760811,11237376.0
199.5205078125,11491328.0,0.0,0.0,0.0,-29.90530014038086,1773901555.4363067,0.0,2.2386939235730097e-05,180.8154296875,21979.30087371667,,824.43359375,180.8154296875,0.234375,5555.328125,0.8385229110717773,0.0,-1535.845703125,1427.151423148,11491328.0
252.865234375,11745280.0,0.0,0.0,0.0,-30.77235221862793,1773901581.135035,0.0,-7.821038889233023e-05,235.11328125,22090.780438688544,,896.537109375,235.11328125,0.2890625,5799.1884765625,0.8487555384635925,0.0,-1784.144775390625,1453.005940095,11745280.0
274.208984375,11999232.0,0.0,0.0,0.0,-30.94574737548828,1773901606.9896407,0.0,5.706709998776205e-05,243.10546875,22012.235929749608,,887.5986328125,243.10546875,0.3212890625,5547.34228515625,0.8348017930984497,0.0,-1895.6552734375,1478.669720315,11999232.0
267.4052734375,12253184.0,0.0,0.0,0.0,-32.343292236328125,1773901632.6530967,0.0,-6.77119824104011e-05,220.2236328125,22130.63409557267,,958.716796875,220.2236328125,0.3037109375,6308.85546875,0.8347839713096619,0.0,-1906.8861083984375,1504.514541497,12253184.0
217.630859375,12507136.0,0.0,0.0,0.0,-33.153968811035156,1773901710.3690012,0.0,2.2639194867224433e-05,199.806640625,22039.640481224138,"{'size': 3868673.0, '_type': 'html-file', 'sha256': 'e669b4ebdac3efaad4584096d4a3c43b616b6a80143f2889f31b6b59f43eff0f', 'path': 'media/html/render_12507136_e669b4ebdac3efaad458.html'}",871.6220703125,199.806640625,0.2451171875,5850.5869140625,0.810522198677063,0.0,-1676.8638916015625,1556.384787568,12507136.0
244.7578125,12761088.0,0.0,0.0,0.0,-33.399024963378906,1773901710.564798,0.0,-2.6447527488926426e-05,222.7958984375,22185.636080689128,,891.4951171875,222.7958984375,0.2744140625,5944.63818359375,0.8198205828666687,0.0,-1775.2724609375,1582.461751632,12761088.0
299.2041015625,13015040.0,0.0,0.0,0.0,-33.70506286621094,1773901736.4453952,0.0,7.605671271448955e-05,276.205078125,21977.76529240899,,926.8134765625,276.205078125,0.33203125,5565.4150390625,0.794625997543335,0.0,-1747.784423828125,1608.084974522,13015040.0
281.2470703125,13268992.0,0.0,0.0,0.0,-35.203033447265625,1773901762.068551,0.0,-8.356953912880272e-05,260.412109375,22210.972132124218,,925.2529296875,260.412109375,0.3017578125,5766.3095703125,0.809323251247406,0.0,-1777.1092529296875,1633.892054008,13268992.0
306.9404296875,13522944.0,0.0,0.0,0.0,-35.29907989501953,1773901787.8757594,0.0,1.3324845895112958e-05,286.0595703125,22105.02856097858,,940.41015625,286.0595703125,0.3310546875,5844.033203125,0.7817339897155762,0.0,-1921.5889892578125,1659.493404398,13522944.0
250.4775390625,13776896.0,0.0,0.0,0.0,-35.52975845336914,1773901865.4863813,0.0,2.8751564968843013e-05,226.9052734375,22250.36952088103,"{'path': 'media/html/render_13776896_7a19b47928a713473dd4.html', 'size': 3862029.0, '_type': 'html-file', 'sha256': '7a19b47928a713473dd48049571422217962c1c77f49fe85bf0cb494df651899'}",893.806640625,226.9052734375,0.271484375,5976.12255859375,0.7777159214019775,0.0,-1637.8681640625,1711.502145805,13776896.0
237.216796875,14030848.0,0.0,0.0,0.0,-36.849609375,1773901865.6785927,0.0,3.723776535480283e-05,213.697265625,22139.323732167682,,908.6474609375,213.697265625,0.2705078125,6055.00927734375,0.7265928983688354,0.0,-1785.3062744140625,1737.314486411,14030848.0
238.4951171875,14284800.0,0.0,0.0,0.0,-37.575069427490234,1773901891.2976346,0.0,3.1813193345442414e-05,223.001953125,22249.933550241687,,918.484375,223.001953125,0.2646484375,6231.7353515625,0.7206318974494934,0.0,-1690.98974609375,1763.10945566,14284800.0
256.7578125,14538752.0,0.0,0.0,0.0,-38.10917663574219,1773901917.0931444,0.0,-7.979735528351739e-05,232.845703125,22137.980120850316,,947.3603515625,232.845703125,0.2890625,6544.359375,0.7210195660591125,0.0,-1855.57470703125,1788.696639315,14538752.0
267.7802734375,14792704.0,0.0,0.0,0.0,-38.46604537963867,1773901942.6802747,0.0,2.7846963348565623e-05,251.123046875,22288.448429352993,,921.537109375,251.123046875,0.2939453125,6207.630859375,0.6970838904380798,0.0,-1750.754150390625,1814.466735773,14792704.0
275.4814453125,15046656.0,0.0,0.0,0.0,-39.02473449707031,1773902020.325714,0.0,3.076205030083656e-05,259.2919921875,22170.27786840509,"{'path': 'media/html/render_15046656_ea9bea01453d282417dc.html', 'size': 3852445.0, '_type': 'html-file', 'sha256': 'ea9bea01453d282417dc35df04c1018f154737db492ea4aa50d44f301e65df3c'}",894.08984375,259.2919921875,0.296875,5654.9072265625,0.6695544123649597,0.0,-1733.8984375,1866.341566679,15046656.0
252.62890625,15300608.0,0.0,0.0,0.0,-40.681549072265625,1773902020.533692,0.0,-5.1473925850586966e-05,241.041015625,22344.662847987376,,889.56640625,241.041015625,0.2783203125,5825.05517578125,0.6667124629020691,0.0,-1641.60595703125,1892.332386174,15300608.0
243.0927734375,15554560.0,0.0,0.0,0.0,-40.19512939453125,1773902046.3158984,0.0,2.9704051485168748e-05,231.0576171875,22165.521734294434,,886.6201171875,231.0576171875,0.267578125,5932.447265625,0.6623179912567139,0.0,-1658.814697265625,1917.865956805,15554560.0
230.6376953125,15808512.0,0.0,0.0,0.0,-41.34526062011719,1773902071.8493867,0.0,6.719402881572023e-05,221.4716796875,22383.62332014898,,914.642578125,221.4716796875,0.2607421875,6205.20458984375,0.6269858479499817,0.0,-1598.7237548828125,1943.627049586,15808512.0
249.1396484375,16062464.0,0.0,0.0,0.0,-42.11240005493164,1773902097.610532,0.0,-2.1742247554357164e-05,235.2861328125,22209.693906026525,,905.0869140625,235.2861328125,0.2734375,6181.34130859375,0.6147837042808533,0.0,-1735.336181640625,1969.151869042,16062464.0
230.390625,16316416.0,0.0,0.0,0.0,-43.059879302978516,1773902175.1938655,0.0,1.2909957149531692e-05,217.037109375,22383.98834130727,"{'path': 'media/html/render_16316416_ce3737258797e83fe394.html', 'size': 3880253.0, '_type': 'html-file', 'sha256': 'ce3737258797e83fe394535311cad49c98cf6483fb9f5d994b9ee5b160ab5027'}",834.365234375,217.037109375,0.259765625,5454.37744140625,0.6130784153938293,0.0,-1555.5791015625,2021.209662213,16316416.0
253.6337890625,16570368.0,0.0,0.0,0.0,-43.79941177368164,1773902175.3861487,0.0,6.770777690690011e-05,238.96875,22285.414516720255,,904.7607421875,238.96875,0.287109375,6148.861328125,0.6218922138214111,0.0,-1626.05859375,2046.961822811,16570368.0
221.142578125,16824320.0,0.0,0.0,0.0,-43.83160400390625,1773902200.9454296,0.0,-3.0252995202317834e-05,210.046875,22327.275191379824,,845.2265625,210.046875,0.2548828125,5680.60791015625,0.636601448059082,0.0,-1483.604736328125,2072.656120965,16824320.0
208.11328125,17078272.0,0.0,0.0,0.0,-44.74647903442383,1773902226.6397831,0.0,-5.262426202534698e-05,191.888671875,22309.58794512356,,846.0234375,191.888671875,0.2451171875,5741.22705078125,0.623179018497467,0.0,-1464.491455078125,2098.177234106,17078272.0
227.162109375,17332224.0,0.0,0.0,0.0,-45.05209732055664,1773902252.160825,0.0,-2.2591466404264793e-06,217.6025390625,22413.530973155426,,898.9931640625,217.6025390625,0.2607421875,6234.90185546875,0.608487069606781,0.0,-1658.39501953125,2123.868604366,17332224.0
258.0458984375,17586176.0,0.0,0.0,0.0,-45.977210998535156,1773902329.8095345,0.0,2.427569961582776e-05,243.5625,22318.927986964085,"{'path': 'media/html/render_17586176_149b40931f194ad75d00.html', 'size': 3861621.0, '_type': 'html-file', 'sha256': '149b40931f194ad75d00ca9deeb389a28c23ae0b1edb197b1aa7e4dec48c0809'}",902.5166015625,243.5625,0.2919921875,5879.2236328125,0.6062812805175781,0.0,-1602.72998046875,2175.825346086,17586176.0
211.09375,17840128.0,0.0,0.0,0.0,-46.501094818115234,1773902330.0410023,0.0,6.775330257369205e-05,196.37109375,22386.644510930186,,847.3828125,196.37109375,0.234375,5787.05615234375,0.6197395324707031,0.0,-1468.0478515625,2201.782867938,17840128.0
287.205078125,18094080.0,0.0,0.0,0.0,-46.70779037475586,1773902355.7658498,0.0,-1.7385455066687427e-05,273.3818359375,22278.920915440627,,929.443359375,273.3818359375,0.322265625,5840.71240234375,0.6098270416259766,0.0,-1866.0814208984375,2227.301248123,18094080.0
271.3681640625,18348032.0,0.0,0.0,0.0,-47.10204315185547,1773902381.2847555,0.0,4.567492851492716e-06,251.111328125,22442.3222786349,,951.056640625,251.111328125,0.2958984375,6222.8935546875,0.6075106263160706,0.0,-1816.640625,2253.021508829,18348032.0
283.9150390625,18601984.0,0.0,0.0,0.0,-47.83943176269531,1773902407.0050645,0.0,-0.00011967477621510625,271.916015625,22337.322847990505,,974.8193359375,271.916015625,0.30859375,6388.412109375,0.6074526906013489,0.0,-1834.700927734375,2278.51029637,18601984.0
300.548828125,18855936.0,0.0,0.0,0.0,-48.4760856628418,1773902484.5959861,0.0,5.287054227665067e-05,290.68359375,22481.89720087104,"{'size': 3861597.0, '_type': 'html-file', 'sha256': '400ae5ae01c702b82ac52845d4e3495690156cc33311ed3a41ead0b9e4d84199', 'path': 'media/html/render_18855936_400ae5ae01c702b82ac5.html'}",893.427734375,290.68359375,0.3271484375,5359.4375,0.597536027431488,0.0,-1715.5108642578125,2330.61186191,18855936.0
303.4462890625,19109888.0,0.0,0.0,0.0,-48.496986389160156,1773902484.7939386,0.0,2.546229552535806e-05,294.1064453125,22362.722685115892,,966.3505859375,294.1064453125,0.3330078125,5877.91064453125,0.5959998965263367,0.0,-1794.68701171875,2356.323911749,19109888.0
276.6044921875,19363840.0,0.0,0.0,0.0,-49.45161056518555,1773902510.307547,0.0,1.9706913008121774e-05,259.0458984375,22440.138866491743,,934.263671875,259.0458984375,0.3076171875,5962.724609375,0.5967234373092651,0.0,-1687.5853271484375,2381.978699484,19363840.0
276.369140625,19617792.0,0.0,0.0,0.0,-50.19737243652344,1773902535.9616945,0.0,-5.143042290001176e-05,264.2919921875,22399.880647910693,,959.61328125,264.2919921875,0.302734375,6157.3984375,0.6145702004432678,0.0,-1759.7763671875,2407.425895821,19617792.0
287.943359375,19871744.0,0.0,0.0,0.0,-50.36080551147461,1773902561.4093955,0.0,-8.514279215887655e-06,272.44921875,22543.572244713785,,909.126953125,272.44921875,0.314453125,5721.5634765625,0.6015172600746155,0.0,-1696.424560546875,2433.067609345,19871744.0
268.2265625,20125696.0,0.0,0.0,0.0,-50.33635711669922,1773902638.9802916,0.0,0.00010361814929638058,252.1796875,22425.5014102471,"{'path': 'media/html/render_20125696_38852eee3cf45b934556.html', 'size': 3861801.0, '_type': 'html-file', 'sha256': '38852eee3cf45b934556e4d83345b1cca17a4239dbee2b9a8dee5d6460342c37'}",969.25,252.1796875,0.294921875,6552.4931640625,0.6085150837898254,0.0,-1773.772216796875,2484.996086634,20125696.0
270.6669921875,20379648.0,0.0,0.0,0.0,-51.11134719848633,1773902639.192881,0.0,-0.00011138541594846174,262.12890625,22568.538333361903,,963.9521484375,262.12890625,0.2919921875,6298.43408203125,0.5973241329193115,0.0,-1722.2567138671875,2510.864334809,20379648.0
279.5224609375,20633600.0,0.0,0.0,0.0,-51.200645446777344,1773902664.8475163,0.0,8.16487445263192e-05,267.0390625,22443.142231726175,,978.5966796875,267.0390625,0.30078125,6349.3662109375,0.5957602858543396,0.0,-1832.478271484375,2536.341981024,20633600.0
272.662109375,20887552.0,0.0,0.0,0.0,-51.37771987915039,1773902690.3257005,0.0,5.9889149270020425e-05,260.05859375,22524.051292364184,,922.1318359375,260.05859375,0.302734375,5894.7548828125,0.5851342082023621,0.0,-1666.76806640625,2561.987695171,20887552.0
298.025390625,21141504.0,0.0,0.0,0.0,-51.476165771484375,1773902715.9708495,0.0,-2.6243120373692364e-05,288.947265625,22444.71610425068,,935.8564453125,288.947265625,0.322265625,5792.861328125,0.5820079445838928,0.0,-1751.264892578125,2587.436983713,21141504.0
303.6435546875,21395456.0,0.0,0.0,0.0,-52.437767028808594,1773902793.6667788,0.0,5.147140882399981e-07,292.0390625,22587.075537946886,"{'_type': 'html-file', 'sha256': '1005ea5d5c794c1a9cc0d84116cedf13649dd27de5be4b54b939b2e1764415fe', 'path': 'media/html/render_21395456_1005ea5d5c794c1a9cc0.html', 'size': 3871269.0}",970.669921875,292.0390625,0.32421875,6082.84423828125,0.5842661261558533,0.0,-1749.1689453125,2639.682539849,21395456.0
267.90234375,21649408.0,0.0,0.0,0.0,-52.34075927734375,1773902793.8790061,0.0,-0.00010610068420646712,259.421875,22483.945415076454,,943.25,259.421875,0.2919921875,5975.767578125,0.5756383538246155,0.0,-1782.438232421875,2665.366262748,21649408.0
220.36328125,21903360.0,0.0,0.0,0.0,-52.37409591674805,1773902819.3498547,0.0,0.00015996654110495,199.935546875,22527.15243864267,,914.25,199.935546875,0.2763671875,6409.189453125,0.5825721621513367,0.0,-1596.873291015625,2690.987078684,21903360.0
304.0078125,22157312.0,0.0,0.0,0.0,-52.904823303222656,1773902844.9707196,0.0,5.018838055548258e-05,295.470703125,22491.84658879544,,930.3349609375,295.470703125,0.330078125,5846.11962890625,0.5859724283218384,0.0,-1668.2081298828125,2716.443488755,22157312.0
240.6357421875,22411264.0,0.0,0.0,0.0,-53.14115524291992,1773902870.4271212,0.0,-4.800697206519544e-05,223.33984375,22560.67589788482,,908.1103515625,223.33984375,0.2744140625,6065.4404296875,0.5953255891799927,0.0,-1647.2579345703125,2742.048481975,22411264.0
286.2822265625,22665216.0,0.0,0.0,0.0,-53.19952392578125,1773902947.9674604,0.0,-1.84264038693982e-07,275.3603515625,22504.028743413306,"{'path': 'media/html/render_22665216_03dc2b2d209c2f7f639c.html', 'size': 3857093.0, '_type': 'html-file', 'sha256': '03dc2b2d209c2f7f639c0daed8c4491882566bdd36ec9b5209ad09d085a070a6'}",977.1328125,275.3603515625,0.30859375,6307.1884765625,0.5898734331130981,0.0,-1777.5025634765625,2793.983262015,22665216.0
283.6787109375,22919168.0,0.0,0.0,0.0,-52.94487762451172,1773902948.1655598,0.0,3.7282883567968383e-05,274.1416015625,22601.320467483132,,913.2412109375,274.1416015625,0.3046875,5662.744140625,0.5698649883270264,0.0,-1695.747802734375,2819.789710335,22919168.0
