eval/episode_success,training/entropy,render,_runtime,_step,eval/episode_dist,eval/episode_reward_dist,training/alpha_loss,eval/episode_reward_near,eval/episode_reward,training/critic_loss,training/log_alpha,_timestamp,eval/episode_reward_survive,eval/episode_reward_ctrl,eval/episode_success_easy,training/sps,training/actor_loss,step,eval/episode_success_any,eval/episode_success_hard
76.8388671875,0.0,,735.861840064,5904384.0,6280.365234375,0.0,-4.276364416000433e-05,0.0,76.8388671875,0.8647439479827881,0.0,1773913424.0252252,807.4970703125,-1452.4095458984375,100.90625,21835.734953946598,-17.292095184326172,5904384.0,0.1220703125,0.0
95.63671875,0.0,"{'path': 'media/html/render_6158336_4a4135fb30cadfdf859e.html', 'size': 3878709.0, '_type': 'html-file', 'sha256': '4a4135fb30cadfdf859ef21a6ee6e7cec19641c75918edbe34ff476a0c6c244f'}",788.063944182,6158336.0,6960.2529296875,0.0,5.07038930663839e-05,0.0,95.63671875,0.8979928493499756,0.0,1773913501.981552,922.107421875,-1648.07177734375,121.322265625,21977.682306382565,-17.81319236755371,6158336.0,0.13671875,0.0
110.9052734375,0.0,,813.946353886,6412288.0,6226.8466796875,0.0,-4.192261985735968e-05,0.0,110.9052734375,0.9162557721138,0.0,1773913502.1648161,840.1123046875,-1558.90185546875,128.8486328125,21889.18552251447,-18.061954498291016,6412288.0,0.1396484375,0.0
123.330078125,0.0,,839.844800284,6666240.0,6618.515625,0.0,-1.781345963536296e-05,0.0,123.330078125,0.940845251083374,0.0,1773913527.8633971,897.3984375,-1679.838134765625,142.0849609375,22049.41534858084,-19.25192642211914,6666240.0,0.1630859375,0.0
84.5546875,0.0,,865.544992545,6920192.0,6827.3662109375,0.0,7.853910574340262e-06,0.0,84.5546875,0.9508529901504517,0.0,1773913553.7617962,879.3955078125,-1603.5738525390625,105.34765625,21954.961385967268,-19.322635650634766,6920192.0,0.1396484375,0.0
89.7373046875,0.0,,891.437466,7174144.0,6265.978515625,0.0,-7.284071671165293e-06,0.0,89.7373046875,0.9486848711967468,0.0,1773913579.4620063,855.9560546875,-1578.1400146484375,144.828125,22060.75729533752,-19.878498077392578,7174144.0,0.169921875,0.0
163.189453125,0.0,"{'size': 3878145.0, '_type': 'html-file', 'sha256': '40a6b3721c8c0f617b6e9048741c7f877ec737bb3f1db47105a6ce9c78fabd94', 'path': 'media/html/render_7428096_40a6b3721c8c0f617b6e.html'}",943.679061392,7428096.0,6769.4765625,0.0,-6.00652456341777e-05,0.0,163.189453125,0.9966884851455688,0.0,1773913657.5967295,955.2021484375,-1798.729736328125,181.060546875,21961.164248454996,-21.01143455505371,7428096.0,0.2275390625,0.0
113.998046875,0.0,,969.734874795,7682048.0,5869.3125,0.0,-1.0424540050735231e-05,0.0,113.998046875,1.013433575630188,0.0,1773913657.7885869,785.6767578125,-1492.0341796875,131.44921875,22086.595545418506,-21.612773895263672,7682048.0,0.1630859375,0.0
123.2978515625,0.0,,995.395024851,7936000.0,6324.3251953125,0.0,5.427829091786407e-05,0.0,123.2978515625,1.0130516290664673,0.0,1773913683.6518888,860.1083984375,-1540.8037109375,137.3857421875,22020.844655129873,-22.801313400268555,7936000.0,0.1689453125,0.0
166.8583984375,0.0,,1021.255494159,8189952.0,6317.19921875,0.0,-6.995033618295565e-05,0.0,166.8583984375,1.0326775312423706,0.0,1773913709.3120496,914.6005859375,-1753.66796875,189.888671875,22133.605771455004,-23.033906936645508,8189952.0,0.234375,0.0
152.0419921875,0.0,,1046.871420933,8443904.0,6906.0576171875,0.0,4.575271304929629e-06,0.0,152.0419921875,1.024072289466858,0.0,1773913735.1726184,935.3486328125,-1774.64892578125,165.7197265625,22020.24282214024,-23.451534271240234,8443904.0,0.205078125,0.0
174.71484375,0.0,"{'path': 'media/html/render_8697856_de7775b8c180ebef587c.html', 'size': 3867657.0, '_type': 'html-file', 'sha256': 'de7775b8c180ebef587cf823a856fa37417acb557d97f7abbc5c654d55ec105b'}",1098.688091187,8697856.0,6755.0361328125,0.0,-6.534548447234556e-05,0.0,174.71484375,1.0468437671661377,0.0,1773913812.6058018,952.6044921875,-1802.7860107421875,190.8349609375,22216.300121648706,-24.9781494140625,8697856.0,0.2373046875,0.0
172.80859375,0.0,,1124.536339839,8951808.0,7081.42578125,0.0,0.00010742880840552971,0.0,172.80859375,1.0282396078109741,0.0,1773913812.8122795,975.212890625,-1826.1846923828125,187.6533203125,22065.076383538842,-24.861804962158203,8951808.0,0.244140625,0.0
128.7451171875,0.0,,1150.413076817,9205760.0,7129.53515625,0.0,4.2743813537526876e-05,0.0,128.7451171875,1.026452660560608,0.0,1773913838.4531808,946.720703125,-1732.26220703125,143.3544921875,22186.923554909794,-25.842426300048828,9205760.0,0.1689453125,0.0
161.98828125,0.0,,1176.056939149,9459712.0,6992.9013671875,0.0,-4.080624057678506e-05,0.0,161.98828125,0.9910454750061035,0.0,1773913864.291306,968.4072265625,-1914.4571533203125,177.8095703125,22068.456148906567,-25.623106002807617,9459712.0,0.228515625,0.0
135.1787109375,0.0,,1201.899563865,9713664.0,6927.677734375,0.0,-1.2737405086227227e-05,0.0,135.1787109375,0.966996431350708,0.0,1773913889.9739885,918.998046875,-1771.44140625,159.8935546875,22169.08783607421,-26.544403076171875,9713664.0,0.17578125,0.0
164.6962890625,0.0,"{'path': 'media/html/render_9967616_fd5230af564e8e95e520.html', 'size': 3864725.0, '_type': 'html-file', 'sha256': 'fd5230af564e8e95e520ea7dc6cba116bd2007ecd4238454a63047233328b5ca'}",1253.379143842,9967616.0,6295.66064453125,0.0,-4.734746471513063e-05,0.0,164.6962890625,0.939054012298584,0.0,1773913967.2967815,888.01953125,-1681.137939453125,186.0888671875,22070.566913006067,-27.068042755126953,9967616.0,0.2265625,0.0
149.3310546875,0.0,,1279.422874582,10221568.0,6776.19140625,0.0,-1.925172000483144e-05,0.0,149.3310546875,0.957239031791687,0.0,1773913967.4871922,917.6083984375,-1779.556640625,171.15234375,22278.90274183856,-26.893627166748047,10221568.0,0.205078125,0.0
182.044921875,0.0,,1305.028993511,10475520.0,7114.75244140625,0.0,-6.524194304802222e-06,0.0,182.044921875,0.9523988366127014,0.0,1773913993.3399005,982.9404296875,-1917.701171875,193.4833984375,22054.66838531892,-27.058536529541016,10475520.0,0.2333984375,0.0
198.681640625,0.0,,1330.798852269,10729472.0,6278.416015625,0.0,5.6470136769348755e-05,0.0,198.681640625,0.9633375406265259,0.0,1773914018.9460273,945.2236328125,-1841.9163818359375,236.4921875,22235.8661726179,-28.27142333984375,10729472.0,0.287109375,0.0
237.228515625,0.0,,1356.383071593,10983424.0,6279.03759765625,0.0,-8.824789256323129e-05,0.0,237.228515625,0.9707962870597839,0.0,1773914044.7153916,955.4541015625,-1990.8677978515625,254.28515625,22202.05725583893,-29.33501625061035,10983424.0,0.2978515625,0.0
214.984375,0.0,"{'path': 'media/html/render_11237376_40795b774413570a7da6.html', 'size': 3873797.0, '_type': 'html-file', 'sha256': '40795b774413570a7da6e6a5e98e050b94fadfab4c5368d99a3414ee6745c3cc'}",1408.824764698,11237376.0,6300.9111328125,0.0,3.669737634481862e-05,0.0,214.984375,0.9337832927703857,0.0,1773914122.7424746,930.2890625,-1814.802978515625,228.7841796875,22311.603947036496,-30.02663803100586,11237376.0,0.279296875,0.0
200.7216796875,0.0,,1434.601597262,11491328.0,6556.0205078125,0.0,-2.6082801923621446e-05,0.0,200.7216796875,0.9564159512519836,0.0,1773914122.9503753,937.9853515625,-1691.438232421875,215.0869140625,22213.352062351183,-30.837610244750977,11491328.0,0.2744140625,0.0
178.392578125,0.0,,1460.344352769,11745280.0,6188.048828125,0.0,2.2900281692272983e-05,0.0,178.392578125,0.9668868780136108,0.0,1773914148.5185587,890.9873046875,-1681.2125244140625,196.373046875,22326.934481552482,-31.535614013671875,11745280.0,0.248046875,0.0
173.5859375,0.0,,1485.893617636,11999232.0,7083.0595703125,0.0,4.996349161956459e-05,0.0,173.5859375,0.929164469242096,0.0,1773914174.2613297,965.484375,-1697.234619140625,184.185546875,22242.618950042914,-31.730648040771484,11999232.0,0.2412109375,0.0
219.6689453125,0.0,,1511.621191236,12253184.0,6314.388671875,0.0,-5.404851253842935e-05,0.0,219.6689453125,0.9236207604408264,0.0,1773914199.8107522,935.2578125,-1833.0765380859375,239.9873046875,22358.476842209067,-32.766361236572266,12253184.0,0.2880859375,0.0
172.0439453125,0.0,"{'sha256': '977a8b8db6c34950be205659164a61a8e28ed5cc7a3e44e14bfe2d4d4af8623d', 'path': 'media/html/render_12507136_977a8b8db6c34950be20.html', 'size': 3867525.0, '_type': 'html-file'}",1563.347943251,12507136.0,6679.85400390625,0.0,3.3691831049509346e-05,0.0,172.0439453125,0.9322003722190857,0.0,1773914277.265673,929.6572265625,-1692.116943359375,197.2373046875,22273.454328374937,-33.418846130371094,12507136.0,0.2490234375,0.0
257.2607421875,0.0,,1589.315621293,12761088.0,6528.7509765625,0.0,-6.203200882737292e-06,0.0,257.2607421875,0.9537522196769714,0.0,1773914277.4656398,977.154296875,-1846.1201171875,267.705078125,22397.28491533183,-33.937862396240234,12761088.0,0.314453125,0.0
196.23046875,0.0,,1614.846794342,13015040.0,6751.5263671875,0.0,-6.108453817432746e-05,0.0,196.23046875,0.9336583614349365,0.0,1773914303.2326863,951.947265625,-1713.71142578125,212.89453125,22206.55592925354,-34.475547790527344,13015040.0,0.2509765625,0.0
256.9912109375,0.0,,1640.539058227,13268992.0,6197.33154296875,0.0,-4.1067505662795156e-05,0.0,256.9912109375,0.8901466727256775,0.0,1773914328.7638552,945.6533203125,-1713.43701171875,275.166015625,22394.36725965503,-35.41783905029297,13268992.0,0.3173828125,0.0
258.5791015625,0.0,,1666.029670258,13522944.0,6459.0986328125,0.0,2.8511209166026674e-05,0.0,258.5791015625,0.8999159336090088,0.0,1773914354.4557333,970.0830078125,-1793.58056640625,270.9052734375,22344.62206730109,-36.75252151489258,13522944.0,0.30859375,0.0
227.875,0.0,"{'_type': 'html-file', 'sha256': '84c45ca410c032690b422643d6b7b30eb08ec320c33f029b301f9d2e72d570ef', 'path': 'media/html/render_13776896_84c45ca410c032690b42.html', 'size': 3865565.0}",1718.193899795,13776896.0,6196.56640625,0.0,3.0928106298233615e-06,0.0,227.875,0.8366885781288147,0.0,1773914432.1115248,938.8310546875,-1693.80712890625,250.2978515625,22473.374734878365,-37.185768127441406,13776896.0,0.2802734375,0.0
248.2958984375,0.0,,1743.92345784,14030848.0,6292.77734375,0.0,4.837498181586852e-06,0.0,248.2958984375,0.8227052688598633,0.0,1773914432.3185315,946.3779296875,-1710.4580078125,260.38671875,22334.29715828733,-37.858924865722656,14030848.0,0.2958984375,0.0
229.4814453125,0.0,,1769.63302574,14284800.0,6308.73046875,0.0,-2.6353527573519386e-05,0.0,229.4814453125,0.8013243675231934,0.0,1773914457.8405275,955.27734375,-1824.431884765625,283.4765625,22430.78734309875,-37.986820220947266,14284800.0,0.296875,0.0
247.4453125,0.0,,1795.13359246,14538752.0,6212.3994140625,0.0,1.6397825675085187e-05,0.0,247.4453125,0.7575483918190002,0.0,1773914483.5495183,924.638671875,-1742.3336181640625,263.1279296875,22332.792580984613,-39.13386917114258,14538752.0,0.2890625,0.0
253.576171875,0.0,,1820.818895641,14792704.0,6269.6806640625,0.0,-1.71028091244807e-06,0.0,253.576171875,0.7536930441856384,0.0,1773914509.0506113,931.7802734375,-1673.85693359375,270.5361328125,22464.66778772925,-39.77485656738281,14792704.0,0.302734375,0.0
213.8447265625,0.0,"{'path': 'media/html/render_15046656_4efbb80af779f54d99f5.html', 'size': 3864209.0, '_type': 'html-file', 'sha256': '4efbb80af779f54d99f5a0dc09caf9930cfeef6c689451b7ee5208e27fea065e'}",1872.522064141,15046656.0,6024.30126953125,0.0,2.6546431399765424e-05,0.0,213.8447265625,0.758429229259491,0.0,1773914586.4397998,946.662109375,-1831.74169921875,265.720703125,22355.45761850145,-40.54277801513672,15046656.0,0.29296875,0.0
233.12109375,0.0,,1898.399067584,15300608.0,6456.61767578125,0.0,-1.3404943274508696e-05,0.0,233.12109375,0.7203229665756226,0.0,1773914586.6575527,959.4580078125,-1706.197509765625,256.8125,22576.246427087226,-41.85335922241211,15300608.0,0.27734375,0.0
251.607421875,0.0,,1923.825074532,15554560.0,6551.224609375,0.0,3.581360215321183e-05,0.0,251.607421875,0.6774423718452454,0.0,1773914612.3157787,949.529296875,-1731.580078125,265.912109375,22422.963933290142,-42.40788269042969,15554560.0,0.2900390625,0.0
231.4287109375,0.0,,1949.46932633,15808512.0,6281.80615234375,0.0,2.9705644919886254e-05,0.0,231.4287109375,0.6711200475692749,0.0,1773914637.742294,939.9384765625,-1759.842041015625,261.71875,22609.7718109511,-43.564361572265625,15808512.0,0.2978515625,0.0
208.703125,0.0,,1974.886464437,16062464.0,5541.7529296875,0.0,7.438641205226304e-07,0.0,208.703125,0.6414049863815308,0.0,1773914663.3863928,859.9140625,-1632.4775390625,241.640625,22440.66978708316,-42.85505294799805,16062464.0,0.2666015625,0.0
243.5625,0.0,"{'path': 'media/html/render_16316416_0d28049c6cc12d3703c9.html', 'size': 3876053.0, '_type': 'html-file', 'sha256': '0d28049c6cc12d3703c94af1fb1da788edf534374a5b2415318af28515354df1'}",2026.851546962,16316416.0,6208.3671875,0.0,-1.730254734866321e-05,0.0,243.5625,0.6635252833366394,0.0,1773914740.7692008,916.6025390625,-1570.15625,255.359375,22616.47366470625,-44.3514289855957,16316416.0,0.2861328125,0.0
226.1005859375,0.0,,2052.530919417,16570368.0,6468.310546875,0.0,-4.086651188117685e-06,0.0,226.1005859375,0.6346110105514526,0.0,1773914740.9787054,944.8017578125,-1646.047607421875,242.916015625,22474.780233436835,-44.60847854614258,16570368.0,0.265625,0.0
216.66796875,0.0,,2078.138053273,16824320.0,6015.00634765625,0.0,4.956358316121623e-05,0.0,216.66796875,0.6238741278648376,0.0,1773914766.448025,879.1513671875,-1535.822509765625,233.6162109375,22513.814999143433,-44.86219024658203,16824320.0,0.271484375,0.0
192.265625,0.0,,2103.56761325,17078272.0,6035.00634765625,0.0,-2.6164725568378344e-06,0.0,192.265625,0.6193244457244873,0.0,1773914792.0543878,847.9091796875,-1428.5450439453125,205.1396484375,22506.782913182462,-45.58052444458008,17078272.0,0.2509765625,0.0
228.021484375,0.0,,2129.175718512,17332224.0,6180.1416015625,0.0,-2.482456147845369e-05,0.0,228.021484375,0.5966669321060181,0.0,1773914817.484775,899.45703125,-1593.4677734375,242.0224609375,22604.829099560942,-46.19844436645508,17332224.0,0.28125,0.0
209.6435546875,0.0,"{'path': 'media/html/render_17586176_67c7f8b0af5243890807.html', 'size': 3866777.0, '_type': 'html-file', 'sha256': '67c7f8b0af5243890807d90240c79695a0e45d3d0f07498394f2ca2d1e1393c9'}",2180.90015263,17586176.0,6313.3525390625,0.0,3.800126432906836e-05,0.0,209.6435546875,0.5947890877723694,0.0,1773914894.817847,903.5966796875,-1638.1654052734375,221.4365234375,22506.29831683656,-46.58460998535156,17586176.0,0.2568359375,0.0
257.38671875,0.0,,2206.715139972,17840128.0,6246.4033203125,0.0,5.961645001661964e-05,0.0,257.38671875,0.5987235307693481,0.0,1773914895.016041,931.73046875,-1642.5594482421875,269.005859375,22587.242699773273,-46.39695358276367,17840128.0,0.2919921875,0.0
269.009765625,0.0,,2232.134101624,18094080.0,6110.0751953125,0.0,-1.576484828547109e-05,0.0,269.009765625,0.5965679287910461,0.0,1773914920.632314,932.009765625,-1810.52197265625,277.5263671875,22494.555497432375,-47.42205047607422,18094080.0,0.2998046875,0.0
238.1103515625,0.0,,2257.778395592,18348032.0,6102.7890625,0.0,1.9600463929236867e-05,0.0,238.1103515625,0.6026034951210022,0.0,1773914946.051226,907.51171875,-1658.98828125,247.6533203125,22626.085465125343,-47.495792388916016,18348032.0,0.2763671875,0.0
232.265625,0.0,,2283.165404433,18601984.0,6396.77392578125,0.0,3.713666956173256e-05,0.0,232.265625,0.5958136320114136,0.0,1773914971.695489,927.1171875,-1555.78955078125,245.8828125,22491.325591761637,-47.746097564697266,18601984.0,0.2744140625,0.0
277.83984375,0.0,"{'path': 'media/html/render_18855936_e7db091a376d96da3863.html', 'size': 3868481.0, '_type': 'html-file', 'sha256': 'e7db091a376d96da3863832b654493f82375bfb404070a2775524c2953df6997'}",2335.146986845,18855936.0,6118.6240234375,0.0,-3.768268652493134e-05,0.0,277.83984375,0.5978224277496338,0.0,1773915049.0647197,951.0146484375,-1745.51611328125,289.54296875,22671.73640987566,-48.666603088378906,18855936.0,0.3173828125,0.0
269.0009765625,0.0,,2360.814025076,19109888.0,6155.9716796875,0.0,-1.826043808250688e-05,0.0,269.0009765625,0.6156941056251526,0.0,1773915049.2869232,956.5068359375,-1698.5369873046875,285.4833984375,22569.73863981772,-49.43009567260742,19109888.0,0.3271484375,0.0
273.412109375,0.0,,2386.420106469,19363840.0,5515.248046875,0.0,0.00013259705156087875,0.0,273.412109375,0.5938436388969421,0.0,1773915074.730762,893.208984375,-1660.6571044921875,291.7861328125,22591.984611983167,-49.2764778137207,19363840.0,0.3154296875,0.0
244.9228515625,0.0,,2411.811663185,19617792.0,4647.23828125,0.0,-2.445505015202798e-05,0.0,244.9228515625,0.6013521552085876,0.0,1773915100.337398,791.2451171875,-1446.8272705078125,264.236328125,22494.83388272034,-49.48564529418945,19617792.0,0.2939453125,0.0
266.5224609375,0.0,,2437.390707095,19871744.0,5592.29248046875,0.0,8.345275273313746e-05,0.0,266.5224609375,0.5731244087219238,0.0,1773915125.7288177,919.7109375,-1704.305419921875,283.876953125,22655.598303118586,-49.81916809082031,19871744.0,0.3095703125,0.0
269.55078125,0.0,"{'path': 'media/html/render_20125696_dc59b1cbf3ec1a511618.html', 'size': 3869061.0, '_type': 'html-file', 'sha256': 'dc59b1cbf3ec1a51161809895f3495f5c73a4c179032e9a8873b39b632951bce'}",2489.356062634,20125696.0,6087.91748046875,0.0,-6.12887788520311e-06,0.0,269.55078125,0.5919884443283081,0.0,1773915203.2737439,928.4306640625,-1575.996337890625,283.1279296875,22558.140704392605,-50.694278717041016,20125696.0,0.3203125,0.0
276.2666015625,0.0,,2515.164838262,20379648.0,5790.5859375,0.0,-9.122010669670999e-05,0.0,276.2666015625,0.5912303924560547,0.0,1773915203.4792113,919.3359375,-1596.462646484375,286.490234375,22676.09048688225,-50.88703536987305,20379648.0,0.314453125,0.0
299.27734375,0.0,,2540.580963835,20633600.0,6075.96630859375,0.0,6.966629734961316e-05,0.0,299.27734375,0.602599561214447,0.0,1773915229.081998,974.203125,-1771.170166015625,309.712890625,22527.513103548947,-51.411659240722656,20633600.0,0.333984375,0.0
282.6806640625,0.0,,2566.164449894,20887552.0,6184.265625,0.0,3.279606062278617e-06,0.0,282.6806640625,0.5770334601402283,0.0,1773915254.4979892,946.521484375,-1623.32958984375,291.138671875,22654.29778177779,-51.258602142333984,20887552.0,0.3154296875,0.0
289.5703125,0.0,,2591.568593353,21141504.0,6169.2109375,0.0,2.0155795937171206e-05,0.0,289.5703125,0.5804919600486755,0.0,1773915280.0816588,961.0498046875,-1702.752197265625,298.0185546875,22568.804206971046,-51.39149475097656,21141504.0,0.318359375,0.0
277.0703125,0.0,"{'_type': 'html-file', 'sha256': '3f9bbeda5d126a173f8a123e3ba5961612c025c3fa1f9ecd78b410cb7b9207a7', 'path': 'media/html/render_21395456_3f9bbeda5d126a173f8a.html', 'size': 3870569.0}",2643.734404277,21395456.0,6522.97119140625,0.0,-2.8266442313906737e-05,0.0,277.0703125,0.5700077414512634,0.0,1773915357.652065,970.0830078125,-1681.1402587890625,285.4580078125,22664.43751489602,-52.03650665283203,21395456.0,0.30859375,0.0
261.78515625,0.0,,2669.387850514,21649408.0,6406.0380859375,0.0,5.789953866042197e-05,0.0,261.78515625,0.5962415933609009,0.0,1773915357.8888984,959.640625,-1588.5164794921875,271.310546875,22603.603952371555,-52.220645904541016,21649408.0,0.29296875,0.0
293.1806640625,0.0,,2694.948891552,21903360.0,6209.4404296875,0.0,-1.682195215835236e-05,0.0,293.1806640625,0.5896127223968506,0.0,1773915383.3048835,957.9990234375,-1803.416748046875,306.3720703125,22651.237158723507,-52.25477600097656,21903360.0,0.3271484375,0.0
271.2646484375,0.0,,2720.358404502,22157312.0,6151.255859375,0.0,-2.8730044505209662e-05,0.0,271.2646484375,0.594269335269928,0.0,1773915408.8660126,948.6728515625,-1740.650390625,292.130859375,22611.363861553444,-52.527469635009766,22157312.0,0.322265625,0.0
270.6923828125,0.0,,2745.922605408,22411264.0,6150.88037109375,0.0,7.229457696666941e-05,0.0,270.6923828125,0.5589836835861206,0.0,1773915434.2754345,941.03125,-1708.4959716796875,286.056640625,22657.058977678043,-52.85031509399414,22411264.0,0.3154296875,0.0
