training/sps,eval/episode_success,eval/episode_reward_ctrl,eval/episode_success_any,training/log_alpha,_runtime,step,eval/episode_reward_near,eval/episode_reward,training/actor_loss,training/entropy,training/critic_loss,_step,eval/episode_success_easy,eval/episode_dist,eval/episode_reward_survive,training/alpha_loss,render,eval/episode_success_hard,_timestamp,eval/episode_reward_dist
22587.202465755156,205.0478515625,-1616.132568359375,0.2548828125,0.0,2799.338343991,22665216.0,0.0,205.0478515625,-44.916259765625,0.0,0.9836079478263855,22665216.0,229.9052734375,5867.36328125,870.3447265625,-3.194878081558272e-05,"{'_type': 'html-file', 'sha256': 'ecf4deca3da05762eeae8b6f811ac4f4e38875697f64415eb00fc562f0451052', 'path': 'media/html/render_22665216_ecf4deca3da05762eeae.html', 'size': 3865993.0}",0.0,1773909231.00446,0.0
22667.359885532747,241.30859375,-1702.8128662109375,0.3046875,0.0,2825.115430965,22919168.0,0.0,241.30859375,-44.71615982055664,0.0,0.9740618467330933,22919168.0,272.25390625,5873.798828125,912.3544921875,9.120538015849888e-05,,0.0,1773909231.2136528,0.0
22567.99321641418,225.0458984375,-1680.345703125,0.2744140625,0.0,2850.504505273,23173120.0,0.0,225.0458984375,-45.226261138916016,0.0,1.02436101436615,23173120.0,243.4892578125,6176.650390625,918.3349609375,-8.885853458195925e-05,,0.0,1773909256.781093,0.0
22682.874710363427,189.87890625,-1517.88232421875,0.234375,0.0,2876.035293182,23427072.0,0.0,189.87890625,-45.71613311767578,0.0,0.9903236627578735,23427072.0,206.7978515625,6276.8701171875,884.494140625,-6.288256827247096e-06,,0.0,1773909282.169563,0.0
22622.47461733753,270.189453125,-1688.55908203125,0.3310546875,0.0,2901.40290905,23681024.0,0.0,270.189453125,-46.4000129699707,0.0,1.0106273889541626,23681024.0,290.8193359375,6008.25732421875,955.232421875,5.1845570851583034e-05,,0.0,1773909307.7008262,0.0
22724.34998282903,232.7509765625,-1680.90625,0.28515625,0.0,2953.585676669,23934976.0,0.0,232.7509765625,-46.90206527709961,0.0,0.9922308325767517,23934976.0,251.638671875,6261.22265625,924.5146484375,-8.581732981838286e-05,"{'path': 'media/html/render_23934976_97abb791605698bc5f76.html', 'size': 3871581.0, '_type': 'html-file', 'sha256': '97abb791605698bc5f76253c3b710976fc21c6b43dc0c1e1348de6cec84612aa'}",0.0,1773909385.251831,0.0
22618.76453556442,265.2900390625,-1642.4324951171875,0.322265625,0.0,2979.22317676,24188928.0,0.0,265.2900390625,-46.70271301269531,0.0,1.0043007135391235,24188928.0,283.79296875,6019.50390625,931.5087890625,4.5415015392791247e-07,,0.0,1773909385.4583867,0.0
22626.671844100543,243.572265625,-1739.37744140625,0.298828125,0.0,3004.649838048,24442880.0,0.0,243.572265625,-46.68223190307617,0.0,1.0139538049697876,24442880.0,264.3828125,6018.57275390625,929.1640625,-8.856751264829654e-06,,0.0,1773909410.8883636,0.0
22618.233319568262,251.1552734375,-1666.097900390625,0.3017578125,0.0,3030.002430293,24696832.0,0.0,251.1552734375,-47.291908264160156,0.0,1.0151803493499756,24696832.0,269.0859375,5899.8505859375,905.361328125,3.940841997973621e-05,,0.0,1773909436.315554,0.0
22731.282453252366,251.1357421875,-1662.6524658203125,0.296875,0.0,3055.611772088,24950784.0,0.0,251.1357421875,-47.95524978637695,0.0,1.021332025527954,24950784.0,268.40234375,5934.1396484375,907.95703125,-1.556737879582215e-05,,0.0,1773909461.6680238,0.0
22653.3756055511,258.7021484375,-1710.895263671875,0.31640625,0.0,3107.740901911,25204736.0,0.0,258.7021484375,-47.88341522216797,0.0,1.0212243795394897,25204736.0,283.4052734375,6055.77490234375,950.4609375,5.1888990128645673e-05,"{'size': 3870481.0, '_type': 'html-file', 'sha256': 'b04f5bd010d2de25c1eadfb2204d67616a8ec0ec9d9bf80d6d790ff53dd487f8', 'path': 'media/html/render_25204736_b04f5bd010d2de25c1ea.html'}",0.0,1773909539.4070728,0.0
22737.73424869015,271.779296875,-1704.8756103515625,0.3134765625,0.0,3133.344995831,25458688.0,0.0,271.779296875,-47.64606475830078,0.0,1.0230016708374023,25458688.0,286.4033203125,6136.177734375,952.8642578125,-4.6769719119765796e-07,,0.0,1773909539.6337855,0.0
22638.973099107006,201.0380859375,-1631.08154296875,0.265625,0.0,3158.701897266,25712640.0,0.0,201.0380859375,-48.378929138183594,0.0,1.0528912544250488,25712640.0,222.173828125,6200.46875,879.5341796875,-5.604861871688627e-05,,0.0,1773909565.010577,0.0
22758.108885975078,245.3525390625,-1767.74169921875,0.2919921875,0.0,3184.181942528,25966592.0,0.0,245.3525390625,-48.69157791137695,0.0,1.0130325555801392,25966592.0,260.7236328125,6523.12890625,939.23046875,-1.4960148291720543e-05,,0.0,1773909590.3674555,0.0
22654.50255941296,230.5947265625,-1657.7291259765625,0.2880859375,0.0,3209.55733821,26220544.0,0.0,230.5947265625,-48.88116455078125,0.0,0.9932152628898621,26220544.0,253.0068359375,5985.89697265625,892.279296875,8.685409557074308e-05,,0.0,1773909615.847511,0.0
22718.773614727823,218.86328125,-1653.405029296875,0.2763671875,0.0,3260.641463156,26474496.0,0.0,218.86328125,-49.22684860229492,0.0,0.9785399436950684,26474496.0,231.947265625,6432.1748046875,919.392578125,-1.0824962373590097e-05,"{'_type': 'html-file', 'sha256': '77a1e4b5fab62f908293a04a0d4c0441b835bbf84c970f0469e7d65f3384b544', 'path': 'media/html/render_26474496_77a1e4b5fab62f908293.html', 'size': 3861041.0}",0.0,1773909692.3076308,0.0
22687.60950738975,228.0625,-1642.304931640625,0.2763671875,0.0,3286.213006157,26728448.0,0.0,228.0625,-49.24251174926758,0.0,0.9797822833061218,26728448.0,241.2900390625,6214.060546875,920.5712890625,3.124504291918129e-05,,0.0,1773909692.5139973,0.0
22758.45607471931,233.5498046875,-1658.47412109375,0.298828125,0.0,3311.750696886,26982400.0,0.0,233.5498046875,-49.353111267089844,0.0,0.9872266054153442,26982400.0,252.689453125,6339.6328125,925.1875,-2.6657067792257294e-05,,0.0,1773909717.8786943,0.0
22617.652180558427,248.2255859375,-1768.21142578125,0.29296875,0.0,3337.113749462,27236352.0,0.0,248.2255859375,-49.37495422363281,0.0,0.9378957748413086,27236352.0,266.1640625,6441.96630859375,964.69140625,7.101156370481476e-06,,0.0,1773909743.4162252,0.0
22722.54857239866,238.1572265625,-1703.6689453125,0.294921875,0.0,3362.646414522,27490304.0,0.0,238.1572265625,-49.538673400878906,0.0,0.9571361541748047,27490304.0,261.2470703125,6095.3349609375,911.888671875,7.161378744058311e-05,,0.0,1773909768.779384,0.0
22686.91365823049,282.87109375,-1764.5301513671875,0.33203125,0.0,3414.780410485,27744256.0,0.0,282.87109375,-50.33013916015625,0.0,0.928317666053772,27744256.0,302.1884765625,6181.4599609375,969.3828125,-2.3074851924320683e-05,"{'sha256': '92a51bbfa63094ca2dd220fdcc23d81d944570c4dbec85b329437ebfb9104a11', 'path': 'media/html/render_27744256_92a51bbfa63094ca2dd2.html', 'size': 3873877.0, '_type': 'html-file'}",0.0,1773909846.446633,0.0
22740.176948600096,251.8095703125,-1757.790283203125,0.2978515625,0.0,3440.548470038,27998208.0,0.0,251.8095703125,-50.28892517089844,0.0,0.9330584406852722,27998208.0,266.564453125,6200.29296875,922.306640625,3.1079602194949985e-05,,0.0,1773909846.700357,0.0
22679.051596555346,255.9169921875,-1706.916015625,0.2939453125,0.0,3465.889507289,28252160.0,0.0,255.9169921875,-50.854095458984375,0.0,0.9270774126052856,28252160.0,270.7900390625,6428.3046875,964.8623046875,-5.570130724663613e-06,,0.0,1773909872.2140598,0.0
22752.684586831398,269.0546875,-1765.51611328125,0.3125,0.0,3491.415834896,28506112.0,0.0,269.0546875,-50.16789245605469,0.0,0.940622091293335,28506112.0,289.443359375,6421.84375,971.8623046875,4.279684799257666e-05,,0.0,1773909897.5552216,0.0
22645.790977562094,281.2744140625,-1806.5743408203125,0.3193359375,0.0,3516.761320808,28760064.0,0.0,281.2744140625,-50.118316650390625,0.0,0.9347760081291199,28760064.0,294.0029296875,6298.978515625,970.875,-2.9117380108800717e-05,,0.0,1773909923.0813165,0.0
22765.50474010673,240.5283203125,-1635.2017822265625,0.287109375,0.0,3569.193950269,29014016.0,0.0,240.5283203125,-50.68499755859375,0.0,0.9253045916557312,29014016.0,258.822265625,6317.521484375,935.056640625,-8.363834058400244e-05,"{'size': 3868225.0, '_type': 'html-file', 'sha256': '584c066f5c9baeb31c5b7350fe96551a262ac723995bc3a2959e95c009875ae8', 'path': 'media/html/render_29014016_584c066f5c9baeb31c5b.html'}",0.0,1773910000.8601594,0.0
22663.018322043867,248.2578125,-1681.2474365234375,0.2783203125,0.0,3594.821233178,29267968.0,0.0,248.2578125,-51.17132568359375,0.0,0.9091389179229736,29267968.0,258.4619140625,6326.001953125,939.7255859375,8.744292426854372e-05,,0.0,1773910001.0769327,0.0
22655.994415976762,256.8095703125,-1720.449462890625,0.302734375,0.0,3620.347676612,29521920.0,0.0,256.8095703125,-50.96333312988281,0.0,0.9108752608299255,29521920.0,274.1796875,6317.12060546875,942.892578125,-0.00011553375952644274,,0.0,1773910026.4868345,0.0
22663.23145485411,266.236328125,-1708.566650390625,0.302734375,0.0,3645.70658109,29775872.0,0.0,266.236328125,-51.205322265625,0.0,0.8882160782814026,29775872.0,281.4853515625,6507.3525390625,964.244140625,0.00013275929086375982,,0.0,1773910052.013203,0.0
22741.712156942154,239.5126953125,-1672.684814453125,0.27734375,0.0,3671.202198162,30029824.0,0.0,239.5126953125,-51.49029541015625,0.0,0.8624585270881653,30029824.0,251.150390625,6651.080078125,963.8759765625,1.84630789590301e-05,,0.0,1773910077.3722956,0.0
22723.96698953637,267.3330078125,-1664.63525390625,0.3203125,0.0,3722.014757667,30283776.0,0.0,267.3330078125,-52.26308059692383,0.0,0.836205780506134,30283776.0,283.248046875,6007.4013671875,935.09375,2.6925392376142554e-05,"{'_type': 'html-file', 'sha256': '2d76e4f9987516819ae1cc9e4a94ffc3b9091af2a917e4e8e4f418e241c07b25', 'path': 'media/html/render_30283776_2d76e4f9987516819ae1.html', 'size': 3863589.0}",0.0,1773910153.6809075,0.0
22739.584186428267,272.94921875,-1781.437255859375,0.3115234375,0.0,3747.736045161,30537728.0,0.0,272.94921875,-51.47445297241211,0.0,0.8173876404762268,30537728.0,284.5751953125,6339.05078125,965.46484375,-4.5666569349123165e-05,,0.0,1773910153.88118,0.0
22681.06441447067,243.064453125,-1717.5615234375,0.2998046875,0.0,3773.087972733,30791680.0,0.0,243.064453125,-52.7152099609375,0.0,0.8467575907707214,30791680.0,263.92578125,6303.80029296875,936.7177734375,-5.308585241436958e-05,,0.0,1773910179.4014876,0.0
22734.768957143708,221.5009765625,-1591.4814453125,0.263671875,0.0,3798.598492642,31045632.0,0.0,221.5009765625,-52.0827522277832,0.0,0.8235586285591125,31045632.0,231.05078125,5962.2646484375,872.1142578125,3.9232934796018526e-05,,0.0,1773910204.7534761,0.0
22678.07525743663,272.8564453125,-1745.114990234375,0.3173828125,0.0,3823.939763288,31299584.0,0.0,272.8564453125,-52.52729034423828,0.0,0.8412080407142639,31299584.0,288.88671875,6235.0966796875,955.2490234375,-2.160992607969092e-06,,0.0,1773910230.2640264,0.0
22777.304273837133,233.453125,-1649.11279296875,0.2900390625,0.0,3876.203624332,31553536.0,0.0,233.453125,-52.90505599975586,0.0,0.8381973505020142,31553536.0,252.0673828125,6370.50732421875,928.9287109375,2.473012136761099e-05,"{'_type': 'html-file', 'sha256': '619e0c0c327fa5641c2a2d58c0c882c10f341060e69f5b00ae0fdee48011934d', 'path': 'media/html/render_31553536_619e0c0c327fa5641c2a.html', 'size': 3866157.0}",0.0,1773910307.8698013,0.0
22685.80425368671,226.4794921875,-1638.869873046875,0.265625,0.0,3901.773051684,31807488.0,0.0,226.4794921875,-52.55934524536133,0.0,0.8190828561782837,31807488.0,239.0654296875,6564.91015625,933.775390625,4.983818143955432e-05,,0.0,1773910308.0731454,0.0
22730.57179569022,200.9052734375,-1573.452880859375,0.28125,0.0,3927.266586744,32061440.0,0.0,200.9052734375,-53.58449172973633,0.0,0.8349679708480835,32061440.0,217.4716796875,6028.42138671875,881.287109375,-1.565007187309675e-05,,0.0,1773910333.4386256,0.0
22711.552397429692,214.326171875,-1566.201171875,0.259765625,0.0,3952.597048212,32315392.0,0.0,214.326171875,-53.11661148071289,0.0,0.8248317241668701,32315392.0,230.7646484375,6361.64404296875,909.701171875,1.8098027794621885e-05,,0.0,1773910358.932108,0.0
22788.66504547188,253.9228515625,-1717.031005859375,0.302734375,0.0,3978.091601686,32569344.0,0.0,253.9228515625,-53.67219161987305,0.0,0.8063855767250061,32569344.0,272.2021484375,6415.9208984375,959.5732421875,-6.798842514399439e-05,,0.0,1773910384.2622578,0.0
22722.910673679828,248.3505859375,-1675.6329345703125,0.30859375,0.0,4030.228913131,32823296.0,0.0,248.3505859375,-53.9041633605957,0.0,0.7839427590370178,32823296.0,263.32421875,6198.630859375,920.3271484375,0.00010701858263928443,"{'sha256': '57ac0f2474032e5747ec3fa2667d41151b56f02c6dc98a277ac2abbf95b1f2c5', 'path': 'media/html/render_32823296_57ac0f2474032e5747ec.html', 'size': 3870701.0, '_type': 'html-file'}",0.0,1773910461.895116,0.0
22785.43591934541,196.0537109375,-1566.4935302734375,0.267578125,0.0,4055.983138677,33077248.0,0.0,196.0537109375,-53.799861907958984,0.0,0.7999660968780518,33077248.0,215.1669921875,6343.26953125,904.6513671875,-1.540107768960297e-05,,0.0,1773910462.1409533,0.0
22701.279029500784,206.71875,-1554.480712890625,0.2607421875,0.0,4081.286870081,33331200.0,0.0,206.71875,-54.12666320800781,0.0,0.8093114495277405,33331200.0,222.294921875,6050.30322265625,878.4326171875,-2.108879925799556e-05,,0.0,1773910487.6486099,0.0
22835.714299361694,281.015625,-1720.5863037109375,0.3271484375,0.0,4106.753042028,33585152.0,0.0,281.015625,-53.539344787597656,0.0,0.8102902173995972,33585152.0,295.828125,6133.6796875,956.80859375,-1.2682099622907117e-05,,0.0,1773910512.9525723,0.0
22772.876189769227,243.140625,-1702.18896484375,0.2822265625,0.0,4132.053056355,33839104.0,0.0,243.140625,-54.373836517333984,0.0,0.7712706923484802,33839104.0,254.7744140625,6392.1767578125,927.890625,6.745724476786563e-06,,0.0,1773910538.4185781,0.0
22843.958750508555,249.1328125,-1722.135498046875,0.2978515625,0.0,4184.569331559,34093056.0,0.0,249.1328125,-54.161643981933594,0.0,0.7956060171127319,34093056.0,265.0703125,6382.1103515625,946.6962890625,-1.6978041458060034e-05,"{'_type': 'html-file', 'sha256': '88edc2e53bfb8b9e46240e597f454c0892185b787b7a683281bf25dfc17a6ee9', 'path': 'media/html/render_34093056_88edc2e53bfb8b9e4624.html', 'size': 3868081.0}",0.0,1773910616.2355316,0.0
22702.12382095536,264.19140625,-1667.26953125,0.3017578125,0.0,4210.152077286,34347008.0,0.0,264.19140625,-54.061851501464844,0.0,0.8012037873268127,34347008.0,275.2958984375,6434.2021484375,964.9267578125,4.027540489914827e-05,,0.0,1773910616.446857,0.0
22744.934243692827,271.21484375,-1676.1766357421875,0.322265625,0.0,4235.63958412,34600960.0,0.0,271.21484375,-54.105552673339844,0.0,0.7714915871620178,34600960.0,285.9111328125,6204.384765625,942.548828125,0.00010812198161147535,,0.0,1773910641.8174791,0.0
22728.70198415252,262.673828125,-1733.7213134765625,0.296875,0.0,4260.96609396,34854912.0,0.0,262.673828125,-54.469112396240234,0.0,0.7670978903770447,34854912.0,276.2158203125,6503.5029296875,977.0869140625,-0.00012325897114351392,,0.0,1773910667.3050485,0.0
22795.898312346762,251.193359375,-1630.838134765625,0.2958984375,0.0,4286.462905016,35108864.0,0.0,251.193359375,-54.63039779663086,0.0,0.7456838488578796,35108864.0,262.392578125,6284.447265625,928.580078125,0.00010650399781297892,,0.0,1773910692.631804,0.0
22706.955726450004,294.0908203125,-1660.87841796875,0.3271484375,0.0,4337.391856455,35362816.0,0.0,294.0908203125,-54.58423614501953,0.0,0.7489147782325745,35362816.0,306.005859375,5895.75,932.7119140625,-4.501241710386239e-05,"{'_type': 'html-file', 'sha256': '32809d28d7c04e5ce5d14104b1ea31e86fd7aaac22a373a2b9341db72b894771', 'path': 'media/html/render_35362816_32809d28d7c04e5ce5d1.html', 'size': 3871525.0}",0.0,1773910769.0579643,0.0
22802.156442617295,226.0380859375,-1646.01171875,0.28125,0.0,4363.102288491,35616768.0,0.0,226.0380859375,-55.005245208740234,0.0,0.7255818843841553,35616768.0,243.115234375,6350.564453125,912.3076171875,9.087700163945556e-05,,0.0,1773910769.2639792,0.0
22720.524507929218,278.259765625,-1663.263427734375,0.341796875,0.0,4388.464528095,35870720.0,0.0,278.259765625,-55.3939094543457,0.0,0.7059405446052551,35870720.0,293.2744140625,5568.9130859375,906.7666015625,1.1249334420426749e-05,,0.0,1773910794.767651,0.0
22741.051341352428,219.7548828125,-1586.27001953125,0.279296875,0.0,4413.80616908,36124672.0,0.0,219.7548828125,-55.505367279052734,0.0,0.7202714085578918,36124672.0,236.5703125,6591.24365234375,925.3857421875,-3.9056845707818866e-05,,0.0,1773910820.1300664,0.0
22768.557873503618,269.7509765625,-1696.8350830078125,0.3173828125,0.0,4439.138159013,36378624.0,0.0,269.7509765625,-55.446495056152344,0.0,0.6961274147033691,36378624.0,284.7900390625,6380.09814453125,952.8671875,1.8935616026283242e-05,,0.0,1773910845.4718463,0.0
22873.071490574537,247.0498046875,-1677.5960693359375,0.2861328125,0.0,4491.56406805,36632576.0,0.0,247.0498046875,-55.527626037597656,0.0,0.7082992196083069,36632576.0,257.53125,6545.046875,953.3486328125,1.474901000619866e-05,"{'path': 'media/html/render_36632576_24eaf6c8010154daf2b9.html', 'size': 3873485.0, '_type': 'html-file', 'sha256': '24eaf6c8010154daf2b9c415310303b46888991b145ed626b15a45883a64deea'}",0.0,1773910923.2302585,0.0
22779.67997141761,295.1220703125,-1827.8553466796875,0.33203125,0.0,4517.127672021,36886528.0,0.0,295.1220703125,-55.68153762817383,0.0,0.7260323762893677,36886528.0,309.18359375,6277.06103515625,964.8369140625,-3.346282392158173e-05,,0.0,1773910923.4564807,0.0
22808.077597732434,277.2041015625,-1692.24755859375,0.3193359375,0.0,4542.461348495,37140480.0,0.0,277.2041015625,-55.970611572265625,0.0,0.7084270119667053,37140480.0,288.7705078125,6093.37890625,926.0830078125,8.37000879982952e-06,,0.0,1773910948.7933173,0.0
22793.2597425311,263.7880859375,-1655.5302734375,0.326171875,0.0,4567.768958412,37394432.0,0.0,263.7880859375,-56.19036102294922,0.0,0.6960837841033936,37394432.0,281.0126953125,6212.935546875,942.6259765625,8.391562005272135e-06,,0.0,1773910974.1266751,0.0
22856.46117220617,286.796875,-1693.215576171875,0.3232421875,0.0,4592.971751196,37648384.0,0.0,286.796875,-55.914024353027344,0.0,0.6841025352478027,37648384.0,299.5244140625,6363.34033203125,971.0380859375,3.32504823745694e-05,,0.0,1773910999.433905,0.0
22700.29110001198,231.3251953125,-1701.189697265625,0.29296875,0.0,4643.934761176,37902336.0,0.0,231.3251953125,-55.28705978393555,0.0,0.6786463260650635,37902336.0,249.2880859375,6554.7197265625,936.3427734375,4.04552229156252e-05,"{'_type': 'html-file', 'sha256': 'a82e5a122f45a3e49640df4750b67ba27caf2b80c9c5cbf4b31dfdb05a38fb41', 'path': 'media/html/render_37902336_a82e5a122f45a3e49640.html', 'size': 3869321.0}",0.0,1773911075.60096,0.0
22868.806419563047,272.939453125,-1656.75146484375,0.3037109375,0.0,4669.429814347,38156288.0,0.0,272.939453125,-56.294410705566406,0.0,0.7079439163208008,38156288.0,285.435546875,6266.771484375,942.16015625,-7.747122435830534e-05,,0.0,1773911075.874949,0.0
22696.122616929995,241.0693359375,-1681.37548828125,0.28515625,0.0,4694.73498051,38410240.0,0.0,241.0693359375,-56.13314437866211,0.0,0.7049136757850647,38410240.0,253.962890625,6436.0888671875,944.4150390625,5.187705482967431e-06,,0.0,1773911101.0953455,0.0
22859.871871799,254.810546875,-1675.550048828125,0.29296875,0.0,4719.918323257,38664192.0,0.0,254.810546875,-56.59180450439453,0.0,0.7093683481216431,38664192.0,267.2421875,6413.6181640625,940.044921875,6.524685159092769e-05,,0.0,1773911126.400618,0.0
22759.44761462438,267.1728515625,-1676.405517578125,0.296875,0.0,4745.25689239,38918144.0,0.0,267.1728515625,-56.432674407958984,0.0,0.7040206789970398,38918144.0,280.1630859375,6497.36328125,972.36328125,-2.4374123313464224e-05,,0.0,1773911151.5838046,0.0
22801.484299991607,287.25390625,-1739.79248046875,0.3251953125,0.0,4797.804870825,39172096.0,0.0,287.25390625,-56.3991584777832,0.0,0.687062680721283,39172096.0,298.236328125,6350.66455078125,970.8994140625,-5.873158806934953e-05,"{'size': 3869965.0, '_type': 'html-file', 'sha256': 'f9cad765f044c4f5f24e2a117f80bcf153a605d4e3325620ffeaea206c930439', 'path': 'media/html/render_39172096_f9cad765f044c4f5f24e.html'}",0.0,1773911229.471098,0.0
22758.020388577632,262.7978515625,-1703.0252685546875,0.2978515625,0.0,4823.371270111,39426048.0,0.0,262.7978515625,-56.46039962768555,0.0,0.6612192988395691,39426048.0,274.1572265625,6388.173828125,945.2197265625,2.1312282115104608e-05,,0.0,1773911229.688779,0.0
22790.689565853914,282.4072265625,-1745.140869140625,0.328125,0.0,4848.826727761,39680000.0,0.0,282.4072265625,-56.52033233642578,0.0,0.6765403747558594,39680000.0,300.138671875,6329.60400390625,974.2333984375,1.185144174087327e-05,,0.0,1773911255.0369065,0.0
22726.997352757047,278.8984375,-1735.43115234375,0.3115234375,0.0,4874.162144894,39933952.0,0.0,278.8984375,-56.49081039428711,0.0,0.6628124117851257,39933952.0,291.396484375,6379.783203125,976.3408203125,1.9468387108645402e-05,,0.0,1773911280.4923947,0.0
22812.59999907906,257.2353515625,-1771.6024169921875,0.2890625,0.0,4899.593343985,40187904.0,0.0,257.2353515625,-56.50517272949219,0.0,0.6344643831253052,40187904.0,269.12890625,6505.34912109375,956.525390625,4.7432811697945e-05,,0.0,1773911305.8277135,0.0
22765.998130162843,268.1376953125,-1643.808349609375,0.3037109375,0.0,4952.313590825,40441856.0,0.0,268.1376953125,-57.02219009399414,0.0,0.681625247001648,40441856.0,282.4814453125,6434.4052734375,967.5771484375,-2.7226553356740624e-05,"{'_type': 'html-file', 'sha256': '7a0ce3a2b71b6cb598776e338bea8bcf1dc0b00afb10f4c3363a79ce1df2d24b', 'path': 'media/html/render_40441856_7a0ce3a2b71b6cb59877.html', 'size': 3867461.0}",0.0,1773911383.9798167,0.0
22810.719599520584,282.1162109375,-1701.791748046875,0.314453125,0.0,4978.073913439,40695808.0,0.0,282.1162109375,-57.3825798034668,0.0,0.6780738830566406,40695808.0,294.099609375,6292.5615234375,953.5302734375,-2.660325299075339e-05,,0.0,1773911384.1938558,0.0
22682.087862690765,282.7451171875,-1738.5008544921875,0.3154296875,0.0,5003.389978723,40949760.0,0.0,282.7451171875,-57.277496337890625,0.0,0.6633683443069458,40949760.0,294.5,6555.02734375,971.3759765625,4.133709808229469e-05,,0.0,1773911409.7395728,0.0
22854.914846319505,245.501953125,-1640.61279296875,0.3017578125,0.0,5028.900406209,41203712.0,0.0,245.501953125,-57.60000991821289,0.0,0.66447913646698,41203712.0,260.5302734375,6236.4384765625,922.9150390625,4.7267996706068516e-05,,0.0,1773911435.0555062,0.0
22747.63304924203,272.138671875,-1703.546630859375,0.3017578125,0.0,5054.227250598,41457664.0,0.0,272.138671875,-57.60394287109375,0.0,0.645317792892456,41457664.0,282.95703125,6418.29931640625,958.80078125,-2.248487544420641e-05,,0.0,1773911460.5660665,0.0
22845.160604164685,283.708984375,-1725.071044921875,0.3154296875,0.0,5105.486391541,41711616.0,0.0,283.708984375,-57.5465087890625,0.0,0.6521670818328857,41711616.0,296.10546875,6254.861328125,962.8310546875,-3.6371464375406504e-05,"{'_type': 'html-file', 'sha256': '66ab9b31435d7652f3db55be8633dfe3aa31280dec6906cb99f7b574dbd657a0', 'path': 'media/html/render_41711616_66ab9b31435d7652f3db.html', 'size': 3864969.0}",0.0,1773911537.1525826,0.0
22776.432448447926,292.2490234375,-1719.635986328125,0.3408203125,0.0,5131.075606593,41965568.0,0.0,292.2490234375,-57.50564193725586,0.0,0.6450530290603638,41965568.0,309.806640625,6086.5341796875,950.62109375,1.5238163541653194e-05,,0.0,1773911537.3671286,0.0
22733.827602443977,252.9072265625,-1723.6798095703125,0.2900390625,0.0,5156.577916938,42219520.0,0.0,252.9072265625,-57.96687316894531,0.0,0.6340494751930237,42219520.0,264.9892578125,6744.5244140625,976.95703125,-7.178820737863134e-07,,0.0,1773911562.7411518,0.0
22757.2360983157,256.333984375,-1721.2811279296875,0.298828125,0.0,5181.905584725,42473472.0,0.0,256.333984375,-58.01895523071289,0.0,0.6146199107170105,42473472.0,269.658203125,6456.134765625,957.103515625,6.135834701126441e-05,,0.0,1773911588.2434611,0.0
22820.800874205557,290.0400390625,-1790.317626953125,0.328125,0.0,5207.396930567,42727424.0,0.0,290.0400390625,-58.438079833984375,0.0,0.6363503932952881,42727424.0,301.09765625,6321.47119140625,961.7529296875,-3.659479261841625e-05,,0.0,1773911613.5706763,0.0
22761.143498845362,250.8798828125,-1615.290771484375,0.302734375,0.0,5260.121014188,42981376.0,0.0,250.8798828125,-58.188655853271484,0.0,0.5973067879676819,42981376.0,266.6572265625,6323.994140625,930.2783203125,-1.0215159818471875e-05,"{'_type': 'html-file', 'sha256': '3a598b4ed581db667c6b27a8ae99daf9a23e5298c21fb606361ffe512de85f37', 'path': 'media/html/render_42981376_3a598b4ed581db667c6b.html', 'size': 3865041.0}",0.0,1773911691.787173,0.0
22854.246945327133,313.638671875,-1759.0233154296875,0.3466796875,0.0,5285.958633798,43235328.0,0.0,313.638671875,-58.389495849609375,0.0,0.6077789664268494,43235328.0,326.958984375,6051.072265625,978.30859375,7.202559936558828e-05,,0.0,1773911692.094581,0.0
22731.21065784261,278.2451171875,-1677.8336181640625,0.3125,0.0,5311.29985125,43489280.0,0.0,278.2451171875,-58.31562042236328,0.0,0.6007270216941833,43489280.0,292.0859375,6375.162109375,954.3876953125,1.0582793947833125e-05,,0.0,1773911717.6242638,0.0
22795.809032945563,296.248046875,-1756.9088134765625,0.333984375,0.0,5336.815448743,43743232.0,0.0,296.248046875,-57.8506965637207,0.0,0.6240096688270569,43743232.0,308.673828125,6511.80078125,975.5234375,-4.468699626158923e-05,,0.0,1773911742.9656076,0.0
22721.211272909048,293.0,-1779.6749267578125,0.3271484375,0.0,5362.135468033,43997184.0,0.0,293.0,-57.9687614440918,0.0,0.6187602281570435,43997184.0,303.6865234375,6608.04296875,975.8291015625,2.6347415769123472e-06,,0.0,1773911768.4810739,0.0
22833.70771503986,284.220703125,-1758.95703125,0.310546875,0.0,5413.384888981,44251136.0,0.0,284.220703125,-57.65471267700195,0.0,0.600835382938385,44251136.0,294.15625,6549.96142578125,983.2099609375,5.674667045241222e-05,"{'_type': 'html-file', 'sha256': '1089196b0004e9eb919e9b470875fa36f102949f95d5218587c89252e55ceb50', 'path': 'media/html/render_44251136_1089196b0004e9eb919e.html', 'size': 3877457.0}",0.0,1773911845.0510666,0.0
22792.34719028836,258.25,-1711.55712890625,0.2939453125,0.0,5438.950342615,44505088.0,0.0,258.25,-58.251304626464844,0.0,0.5966039299964905,44505088.0,269.9921875,6651.0908203125,951.017578125,-5.711974517907947e-05,,0.0,1773911845.2781134,0.0
22810.35127488897,297.0234375,-1746.962646484375,0.3232421875,0.0,5464.449224126,44759040.0,0.0,297.0234375,-57.892425537109375,0.0,0.578003466129303,44759040.0,308.0986328125,6527.46484375,982.9697265625,3.375722371856682e-05,,0.0,1773911870.615924,0.0
