training/actor_loss,training/critic_loss,eval/episode_reward_near,eval/episode_success,eval/episode_reward_ctrl,training/log_alpha,training/entropy,_runtime,training/sps,render,_step,eval/episode_success_hard,_timestamp,eval/episode_reward_survive,eval/episode_success_any,eval/episode_reward_dist,eval/episode_success_easy,training/alpha_loss,step,eval/episode_dist,eval/episode_reward
-11.915173530578613,0.3620872497558594,0.0,8.744140625,-1720.402587890625,0.0,0.0,425.655345569,21440.53421886283,,3364864.0,0.0,1773919394.821948,827.53125,0.0380859375,0.0,95.333984375,-7.106416887836531e-05,3364864.0,6152.251953125,8.744140625
-14.386994361877441,0.4312001168727875,0.0,10.55078125,-1549.91162109375,0.0,0.0,477.890476109,21590.214849326756,"{'sha256': '9d8b520b5a6092867d5f6d0e920a17bfa300c6e78fd24fae90c29502f633a6aa', 'path': 'media/html/render_3618816_9d8b520b5a6092867d5f.html', 'size': 3877973.0, '_type': 'html-file'}",3618816.0,0.0,1773919473.0133421,826.240234375,0.0634765625,0.0,52.0400390625,-4.4276730477577075e-05,3618816.0,6709.43701171875,10.55078125
-14.787904739379883,0.4705235958099365,0.0,6.07421875,-1248.7193603515625,0.0,0.0,503.985209059,21478.260443817122,,3872768.0,0.0,1773919473.2042584,727.7431640625,0.0283203125,0.0,30.9423828125,2.7117383069708012e-05,3872768.0,6086.80859375,6.07421875
-16.09569549560547,0.5179311633110046,0.0,24.9453125,-1388.265869140625,0.0,0.0,530.044776306,21667.030907182114,,4126720.0,0.0,1773919499.1073098,781.630859375,0.0986328125,0.0,90.5693359375,4.1426214011153206e-05,4126720.0,5921.0263671875,24.9453125
-16.57520866394043,0.5717571973800659,0.0,17.6728515625,-1352.39794921875,0.0,0.0,555.914366353,21642.686861568283,,4380672.0,0.0,1773919525.1669822,784.943359375,0.06640625,0.0,52.91796875,-4.659378464566544e-05,4380672.0,6270.7392578125,17.6728515625
-16.03004264831543,0.6088188886642456,0.0,10.953125,-1335.62451171875,0.0,0.0,581.978870703,21721.83121856086,,4634624.0,0.0,1773919551.0366054,806.4267578125,0.05078125,0.0,41.1279296875,5.848966975463554e-05,4634624.0,6775.3447265625,10.953125
-15.679126739501953,0.6300946474075317,0.0,7.1513671875,-1415.5185546875,0.0,0.0,633.513581487,21632.127780730814,"{'size': 3868905.0, '_type': 'html-file', 'sha256': '9e6f921455244f5d622b323a924be455681c69e63bce67a4f9a78128217f43f7', 'path': 'media/html/render_4888576_9e6f921455244f5d622b.html'}",4888576.0,0.0,1773919628.6364563,793.1298828125,0.041015625,0.0,34.43359375,-7.750010991003364e-05,4888576.0,6603.3857421875,7.1513671875
-15.802338600158691,0.6725934147834778,0.0,30.48828125,-1555.666748046875,0.0,0.0,659.744014014,21797.175840983444,,5142528.0,0.0,1773919628.8221164,864.25390625,0.1005859375,0.0,80.0126953125,6.5208564592467155e-06,5142528.0,6849.400390625,30.48828125
-15.131734848022461,0.7212049961090088,0.0,12.931640625,-1458.70556640625,0.0,0.0,685.570653642,21677.90027735818,,5396480.0,0.0,1773919654.8661592,799.6689453125,0.083984375,0.0,56.6279296875,1.71470546774799e-05,5396480.0,6418.7412109375,12.931640625
-15.4140625,0.7606015801429749,0.0,36.03125,-1453.001953125,0.0,0.0,711.550768609,21810.417455297735,,5650432.0,0.0,1773919680.6927028,827.005859375,0.1025390625,0.0,73.095703125,-2.697209311008919e-05,5650432.0,6615.6875,36.03125
-15.96915340423584,0.7840835452079773,0.0,32.1162109375,-1276.8304443359375,0.0,0.0,737.348327341,21790.51291681174,,5904384.0,0.0,1773919706.672984,700.13671875,0.1123046875,0.0,67.953125,1.547206557006575e-05,5904384.0,5340.4228515625,32.1162109375
-16.045238494873047,0.808718204498291,0.0,28.177734375,-1213.498291015625,0.0,0.0,789.616719069,21879.871275305934,"{'_type': 'html-file', 'sha256': 'bb60ae87a9b8316c74d0e00017754e0d8283ec062f420950f790386e9d7aaec4', 'path': 'media/html/render_6158336_bb60ae87a9b8316c74d0.html', 'size': 3867545.0}",6158336.0,0.0,1773919784.7395892,688.4814453125,0.0693359375,0.0,53.498046875,-1.4992917385825422e-05,6158336.0,5390.314453125,28.177734375
-16.110897064208984,0.8399736881256104,0.0,42.017578125,-1496.9239501953125,0.0,0.0,815.584228391,21797.875278474192,,6412288.0,0.0,1773919784.9314513,831.220703125,0.08203125,0.0,67.65625,-2.889907409553416e-05,6412288.0,6794.00048828125,42.017578125
-16.420795440673828,0.8424824476242065,0.0,61.6611328125,-1562.277587890625,0.0,0.0,841.506389608,21900.98910518452,,6666240.0,0.0,1773919810.7064161,837.7470703125,0.1279296875,0.0,95.6630859375,4.175689900876023e-05,6666240.0,6488.63671875,61.6611328125
-16.819271087646484,0.8588013648986816,0.0,67.109375,-1321.3272705078125,0.0,0.0,867.252065813,21904.308876385905,,6920192.0,0.0,1773919836.6286905,726.890625,0.1142578125,0.0,88.1513671875,8.69505493028555e-06,6920192.0,5554.81298828125,67.109375
-17.044906616210938,0.8695171475410461,0.0,105.4423828125,-1710.427978515625,0.0,0.0,893.173884656,21966.538398478344,,7174144.0,0.0,1773919862.3742242,899.095703125,0.189453125,0.0,136.494140625,-5.721764682675712e-05,7174144.0,6630.06103515625,105.4423828125
-17.79542350769043,0.9228492975234985,0.0,63.7373046875,-1574.82177734375,0.0,0.0,945.187154322,21897.160300291634,"{'size': 3866025.0, '_type': 'html-file', 'sha256': '8c3d2a6ee52493308b3eaa4220a2e591062ede546fe1878235101ff3cc692acc', 'path': 'media/html/render_7428096_8c3d2a6ee52493308b3e.html'}",7428096.0,0.0,1773919940.3100257,854.5888671875,0.1494140625,0.0,104.3115234375,5.58244073545211e-06,7428096.0,6539.0087890625,63.7373046875
-18.479598999023438,0.9339014291763306,0.0,126.82421875,-1694.017578125,0.0,0.0,971.309914199,22039.995737638128,,7682048.0,0.0,1773919940.5003273,905.572265625,0.1630859375,0.0,140.763671875,-4.8037240048870444e-05,7682048.0,6745.33740234375,126.82421875
-18.48504066467285,0.9121438264846802,0.0,57.041015625,-1497.480224609375,0.0,0.0,997.003785202,21877.285465894365,,7936000.0,0.0,1773919966.432267,855.9931640625,0.0986328125,0.0,85.2626953125,9.503497858531773e-05,7936000.0,6744.626953125,57.041015625
-18.87095832824707,0.9066416621208191,0.0,72.1787109375,-1561.8270263671875,0.0,0.0,1022.869367183,22055.125051146617,,8189952.0,0.0,1773919992.1258914,862.4443359375,0.1181640625,0.0,87.525390625,-5.43115493201185e-05,8189952.0,6943.8759765625,72.1787109375
-18.982501983642578,0.9315949082374573,0.0,82.037109375,-1630.862060546875,0.0,0.0,1048.581841316,21999.814596057455,,8443904.0,0.0,1773920017.9915984,900.5654296875,0.1328125,0.0,105.310546875,-1.965704359463416e-05,8443904.0,7065.591796875,82.037109375
-18.769800186157227,0.9303480386734009,0.0,91.2958984375,-1540.90869140625,0.0,0.0,1100.299507547,22011.618646567764,"{'size': 3866305.0, '_type': 'html-file', 'sha256': '4562ddea0fb7e2eb987c76e441def967ee3a02f1e5cbfc941ba0417503329d43', 'path': 'media/html/render_8697856_4562ddea0fb7e2eb987c.html'}",8697856.0,0.0,1773920095.4223711,834.1064453125,0.1337890625,0.0,107.896484375,4.519950016401708e-05,8697856.0,6314.1904296875,91.2958984375
-20.62734031677246,0.9619033932685852,0.0,105.912109375,-1666.463134765625,0.0,0.0,1126.200765534,22026.04946982174,,8951808.0,0.0,1773920095.6084118,926.2353515625,0.1728515625,0.0,136.376953125,-7.258832192746922e-05,8951808.0,7140.357421875,105.912109375
-20.39190673828125,0.956867516040802,0.0,139.19921875,-1660.9296875,0.0,0.0,1152.055361377,22043.89290894453,,9205760.0,0.0,1773920121.323091,917.3125,0.203125,0.0,159.13671875,8.907243682187982e-06,9205760.0,6784.25341796875,139.19921875
-21.533777236938477,0.9957149624824524,0.0,157.732421875,-1805.880859375,0.0,0.0,1177.725544406,22025.406362143607,,9459712.0,0.0,1773920147.1774988,948.087890625,0.2294921875,0.0,181.1767578125,-2.402000291112927e-06,9459712.0,6778.0185546875,157.732421875
-22.39664649963379,1.0267423391342163,0.0,122.9150390625,-1771.732177734375,0.0,0.0,1203.600857445,22115.981916980385,,9713664.0,0.0,1773920172.8477626,942.8671875,0.15625,0.0,138.3583984375,-5.285615407046862e-05,9713664.0,7203.4814453125,122.9150390625
-22.233068466186523,1.0285708904266357,0.0,94.2021484375,-1660.2803955078125,0.0,0.0,1255.326643461,21996.331357690506,"{'_type': 'html-file', 'sha256': '8b0626f103c467422e7a24fd7985e7694f74132072edebc2dfee6b0475a2d436', 'path': 'media/html/render_9967616_8b0626f103c467422e7a.html', 'size': 3868109.0}",9967616.0,0.0,1773920250.4495533,861.0234375,0.1259765625,0.0,124.498046875,4.314413672545925e-05,9967616.0,6415.3642578125,94.2021484375
-23.57945442199707,1.0708433389663696,0.0,126.9599609375,-1717.6043701171875,0.0,0.0,1281.448125441,22190.681930289862,,10221568.0,0.0,1773920250.6710665,951.9853515625,0.1650390625,0.0,147.904296875,-8.228496153606102e-05,10221568.0,7159.328125,126.9599609375
-23.559886932373047,1.0557883977890015,0.0,152.7041015625,-1665.173583984375,0.0,0.0,1307.096371106,21962.06851221255,,10475520.0,0.0,1773920276.570599,898.57421875,0.203125,0.0,164.1845703125,3.593992369133048e-05,10475520.0,6531.8642578125,152.7041015625
-24.72840118408203,1.0865516662597656,0.0,145.625,-1517.1700439453125,0.0,0.0,1332.900741752,22140.43325472002,,10729472.0,0.0,1773920302.2187014,769.0126953125,0.185546875,0.0,158.1982421875,-7.990350422915071e-05,10729472.0,5318.9169921875,145.625
-26.02686882019043,1.1043078899383545,0.0,113.07421875,-1629.53271484375,0.0,0.0,1358.498844782,22125.4404081302,,10983424.0,0.0,1773920328.0230267,923.505859375,0.1611328125,0.0,127.421875,4.1266688640462235e-05,10983424.0,7211.8486328125,113.07421875
-27.46003532409668,1.1234067678451538,0.0,150.92578125,-1771.1148681640625,0.0,0.0,1411.17466607,22272.325379664428,"{'path': 'media/html/render_11237376_14e8d2c3422606977f37.html', 'size': 3870749.0, '_type': 'html-file', 'sha256': '14e8d2c3422606977f37d3384cec147b0c94240afabb3c313e8a2532707ee2aa'}",11237376.0,0.0,1773920406.2975736,926.921875,0.1962890625,0.0,163.513671875,-5.1628176152007654e-05,11237376.0,6836.18359375,150.92578125
-27.93720817565918,1.1113766431808472,0.0,154.9072265625,-1750.78466796875,0.0,0.0,1436.960232058,22149.652435378193,,11491328.0,0.0,1773920406.5068483,949.5078125,0.2109375,0.0,173.115234375,-1.636563683860004e-05,11491328.0,7073.568359375,154.9072265625
-28.311128616333008,1.1077845096588135,0.0,170.984375,-1786.695068359375,0.0,0.0,1462.745777839,22293.131023896167,,11745280.0,0.0,1773920432.0825312,916.4140625,0.216796875,0.0,182.9951171875,-3.0603070626966655e-05,11745280.0,6864.39453125,170.984375
-27.89388084411621,1.0741972923278809,0.0,173.0009765625,-1674.601806640625,0.0,0.0,1488.308691552,22147.357051565417,,11999232.0,0.0,1773920457.8681045,924.4365234375,0.2138671875,0.0,183.287109375,3.532335540512577e-05,11999232.0,6725.2373046875,173.0009765625
-29.676029205322266,1.0816000699996948,0.0,147.89453125,-1634.8709716796875,0.0,0.0,1514.058010998,22313.220189415788,,12253184.0,0.0,1773920483.4310925,952.8349609375,0.1787109375,0.0,156.9833984375,-1.727705603116192e-05,12253184.0,7039.5517578125,147.89453125
-29.53084373474121,1.0817840099334717,0.0,199.4990234375,-1763.262939453125,0.0,0.0,1565.864651608,22219.153020030517,"{'size': 3876641.0, '_type': 'html-file', 'sha256': '9fd91d8dfe6ed42bb5093d388b5711daadbc8cab8326d2164394e1de4143cf31', 'path': 'media/html/render_12507136_9fd91d8dfe6ed42bb509.html'}",12507136.0,0.0,1773920560.9875154,949.357421875,0.2763671875,0.0,221.755859375,2.0555069568217732e-05,12507136.0,6523.60498046875,199.4990234375
-30.185667037963867,1.085372805595398,0.0,119.0869140625,-1671.532470703125,0.0,0.0,1591.843999467,22307.163991344045,,12761088.0,0.0,1773920561.2075179,955.5625,0.162109375,0.0,128.9296875,4.402175818540854e-06,12761088.0,7483.4189453125,119.0869140625
-31.330774307250977,1.0972189903259277,0.0,135.94140625,-1751.88525390625,0.0,0.0,1617.375412377,22215.966033816054,,13015040.0,0.0,1773920586.9663198,970.080078125,0.1611328125,0.0,143.6083984375,-1.7830123397288844e-05,13015040.0,7358.40478515625,135.94140625
-32.14447784423828,1.0563337802886963,0.0,146.701171875,-1665.677490234375,0.0,0.0,1643.10785755,22378.362881333855,,13268992.0,0.0,1773920612.4976923,898.35546875,0.1806640625,0.0,155.068359375,-2.3586704628542066e-05,13268992.0,6789.171875,146.701171875
-32.530033111572266,1.0429586172103882,0.0,173.806640625,-1721.23583984375,0.0,0.0,1668.627334684,22258.942742072024,,13522944.0,0.0,1773920638.230173,912.6279296875,0.2294921875,0.0,185.349609375,1.6672578567522578e-05,13522944.0,6419.396484375,173.806640625
-32.958251953125,1.037933111190796,0.0,200.640625,-1582.702880859375,0.0,0.0,1720.460604588,22407.308019799344,"{'size': 3867145.0, '_type': 'html-file', 'sha256': 'b525f28dc979f33c70bb8a31ed47a5de561f5241cdacdc0d5dd70327a49b7d38', 'path': 'media/html/render_13776896_b525f28dc979f33c70bb.html'}",13776896.0,0.0,1773920715.5834432,852.3720703125,0.2705078125,0.0,212.541015625,1.5783925846335478e-05,13776896.0,5600.4423828125,200.640625
-33.44367599487305,1.033996343612671,0.0,211.4765625,-1827.107421875,0.0,0.0,1746.180591032,22279.76671972051,,14030848.0,0.0,1773920715.7769327,942.767578125,0.2763671875,0.0,225.64453125,2.4043065423029475e-05,14030848.0,6385.51025390625,211.4765625
-33.860050201416016,1.017734169960022,0.0,188.392578125,-1666.268798828125,0.0,0.0,1771.914136013,22414.789846340223,,14284800.0,0.0,1773920741.3029902,847.2158203125,0.259765625,0.0,206.26171875,-6.058473445591517e-05,14284800.0,5793.7216796875,188.392578125
-34.496463775634766,1.0294673442840576,0.0,189.1865234375,-1777.8865966796875,0.0,0.0,1797.43255049,22265.828697764577,,14538752.0,0.0,1773920767.036448,928.7451171875,0.25,0.0,206.615234375,-3.378628025529906e-05,14538752.0,6492.89111328125,189.1865234375
-35.53221893310547,0.9752737879753113,0.0,206.291015625,-1741.5869140625,0.0,0.0,1823.155132984,22433.591650889746,,14792704.0,0.0,1773920792.5548065,918.46484375,0.2734375,0.0,227.10546875,0.00010669023322407156,14792704.0,6262.625,206.291015625
-35.086036682128906,0.9416131377220154,0.0,216.263671875,-1738.104248046875,0.0,0.0,1874.927671127,22269.838742902397,"{'size': 3854313.0, '_type': 'html-file', 'sha256': '2ae8bd5a12b87a6ba486fc28dd7676e4fa47da66e3df1021b305aab7061b2a14', 'path': 'media/html/render_15046656_2ae8bd5a12b87a6ba486.html'}",15046656.0,0.0,1773920870.0505874,890.76953125,0.27734375,0.0,229.52734375,-6.711140486004297e-06,15046656.0,5890.12060546875,216.263671875
-36.06163787841797,0.9513285160064697,0.0,177.046875,-1523.2373046875,0.0,0.0,1900.837517853,22423.686170590023,,15300608.0,0.0,1773920870.2618093,784.6904296875,0.21875,0.0,189.5576171875,-2.225136813649442e-05,15300608.0,5384.76806640625,177.046875
-37.070098876953125,0.9158096313476562,0.0,197.9892578125,-1668.1444091796875,0.0,0.0,1926.318147423,22325.686860972495,,15554560.0,0.0,1773920895.9597895,876.9423828125,0.2451171875,0.0,214.7578125,-6.734609632985666e-05,15554560.0,5950.8642578125,197.9892578125
-36.595638275146484,0.9028749465942383,0.0,228.490234375,-1780.18994140625,0.0,0.0,1952.021944746,22498.37605816266,,15808512.0,0.0,1773920921.4403946,918.0341796875,0.263671875,0.0,240.8408203125,0.00010868671961361542,15808512.0,6147.27197265625,228.490234375
-37.4798698425293,0.8834843039512634,0.0,218.1044921875,-1695.939697265625,0.0,0.0,1977.498134821,22329.072514213047,,16062464.0,0.0,1773920947.1443138,884.439453125,0.26171875,0.0,231.1279296875,-2.1071811715955846e-05,16062464.0,5918.509765625,218.1044921875
-37.98542022705078,0.8515504002571106,0.0,241.3037109375,-1747.2255859375,0.0,0.0,2029.504244974,22484.781227846943,"{'size': 3860637.0, '_type': 'html-file', 'sha256': 'deb9e39c5a74c109f0e3bb15dce6036ce732b289b102c02bc1355e397b4ee2e0', 'path': 'media/html/render_16316416_deb9e39c5a74c109f0e3.html'}",16316416.0,0.0,1773921024.6271453,906.7685546875,0.298828125,0.0,268.1484375,-4.203258413326694e-06,16316416.0,5701.4072265625,241.3037109375
-37.6201171875,0.8631274104118347,0.0,218.427734375,-1587.01416015625,0.0,0.0,2055.190577266,22356.004246825214,,16570368.0,0.0,1773921024.829086,857.4443359375,0.271484375,0.0,232.5283203125,5.5114709539338946e-05,16570368.0,5578.34765625,218.427734375
-39.0954704284668,0.8369646668434143,0.0,213.888671875,-1597.57470703125,0.0,0.0,2080.861438116,22476.76928584204,,16824320.0,0.0,1773921050.3124964,860.28125,0.2666015625,0.0,229.2109375,-3.222344093956053e-05,16824320.0,5760.08154296875,213.888671875
-38.71570587158203,0.7969825267791748,0.0,259.85546875,-1892.0496826171875,0.0,0.0,2106.342682236,22364.941304033237,,17078272.0,0.0,1773921075.983757,924.6513671875,0.296875,0.0,271.126953125,6.175381713546813e-05,17078272.0,5976.3564453125,259.85546875
-39.61388397216797,0.8103753328323364,0.0,232.2978515625,-1774.3695068359375,0.0,0.0,2132.007147237,22493.177924216696,,17332224.0,0.0,1773921101.4649198,922.29296875,0.275390625,0.0,245.4130859375,-0.00010039062181022018,17332224.0,6187.97216796875,232.2978515625
-40.08212661743164,0.7849131226539612,0.0,251.9248046875,-1767.871337890625,0.0,0.0,2183.930403067,22377.951029318792,"{'path': 'media/html/render_17586176_4b0875ea39495dcb2e46.html', 'size': 3857397.0, '_type': 'html-file', 'sha256': '4b0875ea39495dcb2e46cdbaa9435c88d21e0837d8a15c1a0403f6b6d6896c23'}",17586176.0,0.0,1773921179.053325,897.513671875,0.302734375,0.0,267.8701171875,6.551827391376719e-05,17586176.0,5637.5517578125,251.9248046875
-40.711761474609375,0.7425796389579773,0.0,195.5888671875,-1544.14453125,0.0,0.0,2209.817825498,22505.846552974188,,17840128.0,0.0,1773921179.2699652,831.3125,0.259765625,0.0,213.267578125,-2.845235258064349e-06,17840128.0,5575.638671875,195.5888671875
-41.443931579589844,0.7421448826789856,0.0,241.9736328125,-1657.661865234375,0.0,0.0,2235.250118291,22392.359811609775,,18094080.0,0.0,1773921204.9401138,824.3837890625,0.2880859375,0.0,260.6630859375,2.884093737520743e-05,18094080.0,5157.08984375,241.9736328125
-42.35834503173828,0.7237708568572998,0.0,264.8193359375,-1691.3394775390625,0.0,0.0,2260.917192738,22602.4959657221,,18348032.0,0.0,1773921230.3724153,905.53125,0.3134765625,0.0,283.8994140625,1.8611890482134186e-05,18348032.0,5646.9609375,264.8193359375
-42.45577621459961,0.7016289830207825,0.0,258.27734375,-1784.715576171875,0.0,0.0,2286.345100628,22448.874592018274,,18601984.0,0.0,1773921256.0394082,923.78515625,0.3056640625,0.0,272.453125,-2.0024926925543696e-06,18601984.0,5918.07373046875,258.27734375
-43.13273620605469,0.6842983365058899,0.0,234.8525390625,-1722.961181640625,0.0,0.0,2338.39359248,22599.20478284593,"{'size': 3861537.0, '_type': 'html-file', 'sha256': 'f4c7d8fc8b361fdcabb5566c066d9578580676cd362e1026f55fb4625342481e', 'path': 'media/html/render_18855936_f4c7d8fc8b361fdcabb5.html'}",18855936.0,0.0,1773921333.5164976,922.462890625,0.28125,0.0,246.5009765625,-4.272496425983263e-06,18855936.0,6294.9267578125,234.8525390625
-43.45643997192383,0.6629191040992737,0.0,204.1435546875,-1482.522216796875,0.0,0.0,2364.078982035,22493.4225498975,,19109888.0,0.0,1773921333.7139058,819.283203125,0.255859375,0.0,223.4345703125,-2.0125396531511797e-06,19109888.0,5390.81982421875,204.1435546875
-43.6806755065918,0.6579002737998962,0.0,256.8759765625,-1645.0877685546875,0.0,0.0,2389.710871129,22494.980204030155,,19363840.0,0.0,1773921359.2013612,936.822265625,0.3046875,0.0,278.767578125,7.68156023696065e-05,19363840.0,6029.66796875,256.8759765625
-43.73472213745117,0.6509530544281006,0.0,196.640625,-1614.34033203125,0.0,0.0,2415.15014811,22430.642800412403,,19617792.0,0.0,1773921384.8332033,871.619140625,0.26171875,0.0,212.2314453125,-4.434044240042567e-05,19617792.0,5929.666015625,196.640625
-43.40161895751953,0.6747813820838928,0.0,252.5380859375,-1715.598876953125,0.0,0.0,2440.755558245,22556.706608678713,,19871744.0,0.0,1773921410.272069,930.24609375,0.328125,0.0,279.939453125,6.405300518963486e-05,19871744.0,5734.6552734375,252.5380859375
-44.405181884765625,0.6677156090736389,0.0,253.7119140625,-1651.424560546875,0.0,0.0,2492.539867987,22487.25105930989,"{'size': 3863729.0, '_type': 'html-file', 'sha256': 'c44674d081a9104106572a3fa85672cc38fee75eaab25147df1dd0ad5e580ae8', 'path': 'media/html/render_20125696_c44674d081a910410657.html'}",20125696.0,0.0,1773921487.6627796,897.5634765625,0.30859375,0.0,273.482421875,-2.7317548301653005e-05,20125696.0,5682.150390625,253.7119140625
-44.88943862915039,0.6795563101768494,0.0,255.1123046875,-1805.828857421875,0.0,0.0,2518.389450179,22570.031323541454,,20379648.0,0.0,1773921487.8719525,966.2109375,0.3037109375,0.0,274.205078125,-4.137170981266536e-05,20379648.0,6238.4150390625,255.1123046875
-44.98936462402344,0.6735581159591675,0.0,231.697265625,-1676.042236328125,0.0,0.0,2543.855882634,22447.28405221029,,20633600.0,0.0,1773921513.5117567,915.6328125,0.27734375,0.0,247.82421875,4.01802099077031e-05,20633600.0,5981.611328125,231.697265625
-45.363338470458984,0.6667072772979736,0.0,263.5595703125,-1720.1849365234375,0.0,0.0,2569.453544545,22541.721144240833,,20887552.0,0.0,1773921538.9781249,938.8544921875,0.3232421875,0.0,281.6494140625,-1.874621375463903e-05,20887552.0,6052.0400390625,263.5595703125
-46.13068389892578,0.6852045059204102,0.0,248.9345703125,-1691.17724609375,0.0,0.0,2594.928807529,22526.180559002732,,21141504.0,0.0,1773921564.5759046,944.373046875,0.2861328125,0.0,265.07421875,-5.485660585691221e-05,21141504.0,6211.2099609375,248.9345703125
-45.777462005615234,0.6788787841796875,0.0,283.0927734375,-1821.2470703125,0.0,0.0,2647.122458147,22518.629910932596,"{'sha256': 'c10438432b3e8295600130f59019a3fc8eff7c84792acf7377a9ddfbbc3a31b6', 'path': 'media/html/render_21395456_c10438432b3e82956001.html', 'size': 3861749.0, '_type': 'html-file'}",21395456.0,0.0,1773921642.2453332,962.6533203125,0.3203125,0.0,295.529296875,9.89575928542763e-05,21395456.0,6114.650390625,283.0927734375
-46.79682922363281,0.6945728063583374,0.0,282.8583984375,-1830.4984130859375,0.0,0.0,2672.813797193,22493.007876878375,,21649408.0,0.0,1773921642.4866128,963.0068359375,0.3291015625,0.0,299.853515625,-5.1257557061035186e-05,21649408.0,5957.8583984375,282.8583984375
-46.0525016784668,0.6866661906242371,0.0,272.29296875,-1803.3787841796875,0.0,0.0,2698.416507242,22562.018739649295,,21903360.0,0.0,1773921667.9361062,957.7509765625,0.333984375,0.0,291.1611328125,8.079059625742957e-05,21903360.0,5903.9609375,272.29296875
-46.94142150878906,0.7216826677322388,0.0,257.9052734375,-1724.31982421875,0.0,0.0,2723.880151857,22517.361727292413,,22157312.0,0.0,1773921693.5388935,942.9033203125,0.3154296875,0.0,273.4462890625,1.881253774627112e-05,22157312.0,6055.1962890625,257.9052734375
-47.12351608276367,0.681013822555542,0.0,278.279296875,-1789.9150390625,0.0,0.0,2749.513908005,22533.205705854933,,22411264.0,0.0,1773921719.0024219,954.8037109375,0.3125,0.0,289.6005859375,-3.381782880751416e-05,22411264.0,6050.5888671875,278.279296875
-47.359352111816406,0.6881915330886841,0.0,262.615234375,-1874.80419921875,0.0,0.0,2801.396775529,22437.95304315528,"{'size': 3860365.0, '_type': 'html-file', 'sha256': '3bb89fdde09e88f96934d7bbeb83a27a75de503a579eae6fef95bc5845479801', 'path': 'media/html/render_22665216_3bb89fdde09e88f96934.html'}",22665216.0,0.0,1773921796.5196416,974.0947265625,0.3017578125,0.0,276.1337890625,7.643334538443014e-05,22665216.0,6346.619140625,262.615234375
-47.272003173828125,0.6741865873336792,0.0,267.0439453125,-1723.0927734375,0.0,0.0,2827.213975892,22561.606312519303,,22919168.0,0.0,1773921796.7176337,956.484375,0.298828125,0.0,278.0068359375,-3.204264066880569e-05,22919168.0,6196.1337890625,267.0439453125
