eval/episode_dist,training/sps,eval/episode_reward_dist,training/critic_loss,render,training/log_alpha,eval/episode_reward_survive,eval/episode_reward_near,eval/episode_success,eval/episode_reward_ctrl,_step,eval/episode_success_hard,step,eval/episode_success_easy,eval/episode_success_any,training/alpha_loss,_timestamp,training/actor_loss,_runtime,eval/episode_reward,training/entropy
6189.75439453125,21777.43837685903,0.0,0.8454858660697937,,0.0,802.4091796875,0.0,62.55859375,-1442.834716796875,5904384.0,0.0,5904384.0,99.642578125,0.1513671875,-2.067853529297281e-05,1773938967.6070015,-13.595860481262207,742.277006797,62.55859375,0.0
5855.05712890625,21890.936397874026,0.0,0.8616073727607727,"{'path': 'media/html/render_6158336_e60b5583ec6ce544ef01.html', 'size': 3863297.0, '_type': 'html-file', 'sha256': 'e60b5583ec6ce544ef01a954310e1d535a91a18f3759783b6c80a4bf6baf0089'}",0.0,778.904296875,0.0,84.7451171875,-1423.7088623046875,6158336.0,0.0,6158336.0,117.7783203125,0.1669921875,-2.4169927201000974e-05,1773939046.0120878,-13.828670501708984,794.922866875,84.7451171875,0.0
5889.20947265625,21820.305141374287,0.0,0.8636003136634827,,0.0,773.0009765625,0.0,62.1123046875,-1365.52392578125,6412288.0,0.0,6412288.0,97.546875,0.15625,-1.0681040976123768e-06,1773939046.231093,-13.89578628540039,820.878130313,62.1123046875,0.0
5486.0009765625,21922.981109489614,0.0,0.9007470011711121,,0.0,754.1201171875,0.0,104.5830078125,-1395.2249755859375,6666240.0,0.0,6666240.0,135.76953125,0.1669921875,-1.8812832422554493e-05,1773939071.9667392,-14.620223045349121,846.785339846,104.5830078125,0.0
5998.43310546875,21881.94656652396,0.0,0.8939117193222046,,0.0,816.109375,0.0,93.6689453125,-1501.0338134765625,6920192.0,0.0,6920192.0,144.3681640625,0.2080078125,8.608237294538412e-06,1773939097.8738933,-14.808389663696289,872.484709798,93.6689453125,0.0
5933.6376953125,22004.30168012456,0.0,0.9181415438652039,,0.0,821.03125,0.0,119.833984375,-1560.079833984375,7174144.0,0.0,7174144.0,145.7705078125,0.2021484375,9.578183380654082e-06,1773939123.5732086,-15.912631034851074,898.410890656,119.833984375,0.0
6382.0849609375,21833.969624034326,0.0,0.9007472395896912,"{'sha256': '4a5fbdc5f4ba41348ef7907f0860bd36c8409870659c361484881480df34e9c1', 'path': 'media/html/render_7428096_4a5fbdc5f4ba41348ef7.html', 'size': 3857613.0, '_type': 'html-file'}",0.0,853.9580078125,0.0,113.228515625,-1592.760498046875,7428096.0,0.0,7428096.0,142.8037109375,0.197265625,-7.238015768962214e-06,1773939202.386461,-15.371753692626953,951.297227088,113.228515625,0.0
6342.20703125,21982.50787388859,0.0,0.937059760093689,,0.0,830.8681640625,0.0,110.876953125,-1493.229248046875,7682048.0,0.0,7682048.0,141.044921875,0.1875,4.6789977204753086e-05,1773939202.5830164,-16.12204933166504,977.422209992,110.876953125,0.0
5931.11328125,21832.727260741947,0.0,0.9418883323669434,,0.0,814.6708984375,0.0,136.6904296875,-1505.8607177734375,7936000.0,0.0,7936000.0,164.0029296875,0.19921875,-2.5904058929882012e-05,1773939228.5108273,-17.244579315185547,1003.102600182,136.6904296875,0.0
6281.29296875,22026.7490970269,0.0,0.9560234546661377,,0.0,873.1025390625,0.0,162.849609375,-1658.09716796875,8189952.0,0.0,8189952.0,177.5927734375,0.2197265625,2.4972068786155432e-05,1773939254.1911368,-17.76255989074707,1028.978727416,162.849609375,0.0
5956.68017578125,21934.532089639437,0.0,0.9703872203826904,,0.0,862.0400390625,0.0,176.818359375,-1630.611572265625,8443904.0,0.0,8443904.0,206.1689453125,0.2587890625,-6.76121489959769e-05,1773939280.0667574,-18.461261749267578,1054.641192155,176.818359375,0.0
6105.19921875,22058.06186422691,0.0,0.9576026797294617,"{'sha256': '8e26eb088e5577594b33e3942c2c24fce09649744f30386af49b44e1616a7e40', 'path': 'media/html/render_8697856_8e26eb088e5577594b33.html', 'size': 3870021.0, '_type': 'html-file'}",0.0,848.6767578125,0.0,149.9306640625,-1559.154052734375,8697856.0,0.0,8697856.0,170.3564453125,0.2294921875,-8.768995030550286e-06,1773939358.003007,-19.06407928466797,1106.913786617,149.9306640625,0.0
6588.2734375,21992.126318800016,0.0,1.0191651582717896,,0.0,900.5029296875,0.0,102.5283203125,-1682.07763671875,8951808.0,0.0,8951808.0,166.150390625,0.2294921875,2.968136323033832e-05,1773939358.2076385,-20.3712158203125,1132.80105863,102.5283203125,0.0
5682.41748046875,22054.08159749326,0.0,1.0083009004592896,,0.0,865.8828125,0.0,213.9619140625,-1788.376953125,9205760.0,0.0,9205760.0,239.8193359375,0.296875,-5.2343701099744067e-05,1773939383.889628,-20.753021240234375,1158.659827855,213.9619140625,0.0
6279.833984375,21964.228722532698,0.0,1.0324236154556274,,0.0,906.89453125,0.0,173.369140625,-1773.88720703125,9459712.0,0.0,9459712.0,197.0263671875,0.25390625,5.6617559494043235e-06,1773939409.7480063,-21.238525390625,1184.290782085,173.369140625,0.0
6318.7998046875,22138.194995677328,0.0,1.0757851600646973,,0.0,915.076171875,0.0,197.5087890625,-1841.628173828125,9713664.0,0.0,9713664.0,219.3291015625,0.26953125,-0.00012002134462818503,1773939435.3793979,-22.458110809326172,1210.134107521,197.5087890625,0.0
6760.7431640625,22003.597114531294,0.0,1.0756487846374512,"{'size': 3850189.0, '_type': 'html-file', 'sha256': '5c8234a7b8aebeed25d5cb56f64355b4375e7f4edd1155997d0254cc6f9bc706', 'path': 'media/html/render_9967616_5c8234a7b8aebeed25d5.html'}",0.0,940.64453125,0.0,193.0380859375,-1772.643310546875,9967616.0,0.0,9967616.0,208.3818359375,0.2509765625,3.528675006236881e-05,1773939513.5481617,-23.1763858795166,1262.459049277,193.0380859375,0.0
5996.201171875,22147.762301441915,0.0,1.0598572492599487,,0.0,925.6123046875,0.0,236.7314453125,-1845.14697265625,10221568.0,0.0,10221568.0,256.376953125,0.3125,3.6987730709370226e-05,1773939513.7533827,-23.331195831298828,1288.533729679,236.7314453125,0.0
6024.4208984375,21979.188396214184,0.0,1.1038472652435303,,0.0,922.318359375,0.0,240.7841796875,-1872.8779296875,10475520.0,0.0,10475520.0,260.4853515625,0.3076171875,-5.373613385017961e-05,1773939539.6222203,-24.38149642944336,1314.151038584,240.7841796875,0.0
5948.4580078125,22151.512026649398,0.0,1.1181057691574097,,0.0,896.0712890625,0.0,207.158203125,-1755.662109375,10729472.0,0.0,10729472.0,233.8505859375,0.30078125,-6.426148320315406e-05,1773939565.2395256,-25.980289459228516,1339.934611732,207.158203125,0.0
5579.5107421875,22122.711228898384,0.0,1.0972892045974731,,0.0,891.669921875,0.0,258.6357421875,-1777.446533203125,10983424.0,0.0,10983424.0,275.2578125,0.318359375,1.831557347031776e-05,1773939591.0229826,-27.482816696166992,1365.497914662,258.6357421875,0.0
5756.5556640625,22292.630856202937,0.0,1.1382640600204468,"{'sha256': '9a356f8538c165a41328883cb9102baca560af62666ecdb6208478ed2ff6d8f2', 'path': 'media/html/render_11237376_9a356f8538c165a41328.html', 'size': 3859961.0, '_type': 'html-file'}",0.0,919.7431640625,0.0,266.328125,-1819.794677734375,11237376.0,0.0,11237376.0,280.193359375,0.3095703125,4.1976360080298036e-05,1773939669.4981499,-28.837772369384766,1418.408914705,266.328125,0.0
5996.623046875,22122.743851917305,0.0,1.1417073011398315,,0.0,913.5576171875,0.0,248.0380859375,-1839.2259521484375,11491328.0,0.0,11491328.0,260.1416015625,0.2939453125,-2.7966772904619575e-05,1773939669.709158,-28.93702507019043,1444.194275056,248.0380859375,0.0
6000.021484375,22261.103130702028,0.0,1.1307183504104614,,0.0,941.78515625,0.0,262.587890625,-1859.646484375,11745280.0,0.0,11745280.0,277.9775390625,0.314453125,-8.255164721049368e-05,1773939695.2828298,-30.216623306274414,1469.921644888,262.587890625,0.0
6076.66357421875,22218.581084024532,0.0,1.1579506397247314,,0.0,932.083984375,0.0,264.3349609375,-1829.816650390625,11999232.0,0.0,11999232.0,279.623046875,0.3046875,2.78008337772917e-05,1773939721.0101652,-30.711458206176758,1495.465894749,264.3349609375,0.0
5972.0927734375,22308.20817053456,0.0,1.124321699142456,,0.0,913.1259765625,0.0,247.2119140625,-1759.91845703125,12253184.0,0.0,12253184.0,260.1298828125,0.2861328125,-4.4292853999650106e-05,1773939746.5543594,-31.347646713256836,1521.185291927,247.2119140625,0.0
5935.783203125,22227.266187124224,0.0,1.11831796169281,"{'sha256': '768e0944e796625c6cc746f5ce9d19b56e13eff8df8822455b5ae416786af5fd', 'path': 'media/html/render_12507136_768e0944e796625c6cc7.html', 'size': 3855213.0, '_type': 'html-file'}",0.0,943.3369140625,0.0,281.1064453125,-1823.336669921875,12507136.0,0.0,12507136.0,294.7236328125,0.3193359375,6.227311678230762e-05,1773939824.479648,-32.77262496948242,1573.390410354,281.1064453125,0.0
5828.734375,22416.56873513049,0.0,1.1243305206298828,,0.0,956.0048828125,0.0,292.87109375,-1994.49267578125,12761088.0,0.0,12761088.0,308.9267578125,0.34375,-6.068621587473899e-05,1773939824.6744094,-33.70408630371094,1599.348419551,292.87109375,0.0
5817.3583984375,22169.134899680237,0.0,1.132197618484497,,0.0,947.75,0.0,292.1630859375,-1799.0069580078125,13015040.0,0.0,13015040.0,302.361328125,0.326171875,1.724447611195501e-05,1773939850.436956,-34.12116241455078,1624.841471531,292.1630859375,0.0
5682.4658203125,22408.40968058411,0.0,1.134474277496338,,0.0,907.765625,0.0,270.8369140625,-1792.9034423828125,13268992.0,0.0,13268992.0,283.703125,0.3134765625,-0.00012861622963100672,1773939875.9299812,-35.517791748046875,1650.518140464,270.8369140625,0.0
5972.7900390625,22324.55822610253,0.0,1.1074585914611816,,0.0,932.353515625,0.0,278.59765625,-1881.88916015625,13522944.0,0.0,13522944.0,288.97265625,0.3173828125,-5.775809768238105e-06,1773939901.60671,-36.33793258666992,1675.989253846,278.59765625,0.0
5893.0419921875,22444.34105990581,0.0,1.079664707183838,"{'sha256': '60a3aebce34bf8844a8fc4c7c87a66e90014ceefd9abf9db6b650ac3b7fe627a', 'path': 'media/html/render_13776896_60a3aebce34bf8844a8f.html', 'size': 3859225.0, '_type': 'html-file'}",0.0,925.244140625,0.0,265.451171875,-1720.2138671875,13776896.0,0.0,13776896.0,277.0322265625,0.306640625,0.00011978013208135962,1773939979.4181938,-37.40349578857422,1728.328962561,265.451171875,0.0
6065.9951171875,22330.204882552534,0.0,1.065703272819519,,0.0,955.5673828125,0.0,283.326171875,-1881.98681640625,14030848.0,0.0,14030848.0,292.6552734375,0.3251953125,-1.7447950085625052e-05,1773939979.6542447,-38.13153839111328,1754.036892022,283.326171875,0.0
6072.0029296875,22467.886249479725,0.0,1.0051462650299072,,0.0,950.130859375,0.0,279.6708984375,-1833.6971435546875,14284800.0,0.0,14284800.0,289.248046875,0.3173828125,-3.535036012181081e-05,1773940005.1254208,-39.028507232666016,1779.700074139,279.6708984375,0.0
5661.81640625,22353.809449595265,0.0,1.0439666509628296,,0.0,944.5751953125,0.0,298.044921875,-1785.563232421875,14538752.0,0.0,14538752.0,310.1748046875,0.3408203125,2.1419720724225044e-05,1773940030.788491,-39.32585525512695,1805.167395026,298.044921875,0.0
5783.7978515625,22464.29681409109,0.0,0.9928837418556213,,0.0,930.2197265625,0.0,269.408203125,-1776.0008544921875,14792704.0,0.0,14792704.0,287.048828125,0.3134765625,-2.2141139197628945e-05,1773940056.2558403,-40.3639030456543,1830.830628866,269.408203125,0.0
5660.630859375,22333.819961025598,0.0,0.9599651098251343,"{'sha256': 'ce088d83b80e2f7a5aefb83898d7d467218e261b6ef3da76406aa7254db9326c', 'path': 'media/html/render_15046656_ce088d83b80e2f7a5aef.html', 'size': 3863697.0, '_type': 'html-file'}",0.0,920.8486328125,0.0,285.6494140625,-1805.9267578125,15046656.0,0.0,15046656.0,297.484375,0.3251953125,5.493188655236736e-05,1773940133.9730442,-40.63441467285156,1882.883806175,285.6494140625,0.0
6020.51513671875,22506.606002186232,0.0,0.9094343781471252,,0.0,940.353515625,0.0,261.353515625,-1810.766845703125,15300608.0,0.0,15300608.0,273.28125,0.2998046875,-2.9074975827825256e-05,1773940134.170762,-41.94565963745117,1908.730970569,261.353515625,0.0
5609.9072265625,22379.062500325657,0.0,0.9053398370742798,,0.0,938.74609375,0.0,280.8154296875,-1813.277099609375,15554560.0,0.0,15554560.0,292.9189453125,0.3251953125,-1.2454755960789043e-05,1773940159.8195434,-43.24386215209961,1934.139903183,280.8154296875,0.0
5415.203125,22561.556134117523,0.0,0.8829424977302551,,0.0,893.8447265625,0.0,274.06640625,-1766.7059326171875,15808512.0,0.0,15808512.0,289.1904296875,0.3203125,0.00010657858365448192,1773940185.2284229,-43.04386520385742,1959.765114043,274.06640625,0.0
5851.71435546875,22423.31796536881,0.0,0.8682527542114258,,0.0,915.287109375,0.0,254.1962890625,-1719.45849609375,16062464.0,0.0,16062464.0,266.1591796875,0.3046875,-4.229489786666818e-05,1773940210.8531606,-43.75831604003906,1985.158206785,254.1962890625,0.0
5970.5908203125,22585.969171049645,0.0,0.7990137338638306,"{'sha256': '2e5235efbc4fc376421afe6af569a9769111b03311790a33bb87efacb0ab1a7f', 'path': 'media/html/render_16316416_2e5235efbc4fc376421a.html', 'size': 3862857.0, '_type': 'html-file'}",0.0,925.32421875,0.0,251.015625,-1677.169677734375,16316416.0,0.0,16316416.0,265.2744140625,0.2998046875,-7.322166311496403e-06,1773940288.925597,-44.761741638183594,2037.836404144,251.015625,0.0
5995.79541015625,22479.752101377708,0.0,0.7852914333343506,,0.0,907.5029296875,0.0,237.9345703125,-1743.2021484375,16570368.0,0.0,16570368.0,247.833984375,0.28515625,2.212585968663916e-05,1773940289.145901,-44.902008056640625,2063.491035157,237.9345703125,0.0
5137.66064453125,22514.38748309231,0.0,0.762486457824707,,0.0,851.4775390625,0.0,259.369140625,-1572.8909912109375,16824320.0,0.0,16824320.0,275.5537109375,0.3115234375,4.3943091441178694e-05,1773940314.5796096,-45.452293395996094,2089.05421126,259.369140625,0.0
5814.2529296875,22525.937602195543,0.0,0.7319119572639465,,0.0,901.37890625,0.0,243.861328125,-1620.182861328125,17078272.0,0.0,17078272.0,258.154296875,0.291015625,3.899176954291761e-05,1773940340.1427758,-46.07008743286133,2114.461146005,243.861328125,0.0
6362.14453125,22576.71107083727,0.0,0.6967682242393494,,0.0,946.751953125,0.0,238.021484375,-1740.56103515625,17332224.0,0.0,17332224.0,250.478515625,0.2802734375,1.8215523596154526e-05,1773940365.549658,-46.68850326538086,2140.017399643,238.021484375,0.0
5635.65771484375,22540.822420556466,0.0,0.6925034523010254,"{'path': 'media/html/render_17586176_3db46ea20936741514ce.html', 'size': 3860949.0, '_type': 'html-file', 'sha256': '3db46ea20936741514ce9454d13f283aca646a28a069faddac018172d79eca8e'}",0.0,896.24609375,0.0,245.5,-1574.0009765625,17586176.0,0.0,17586176.0,266.134765625,0.3017578125,-4.0301307308254763e-05,1773940443.1509464,-47.58762741088867,2192.061716191,245.5,0.0
5999.1806640625,22651.32049229846,0.0,0.6880292296409607,,0.0,960.5595703125,0.0,271.474609375,-1830.0941162109375,17840128.0,0.0,17840128.0,284.111328125,0.314453125,6.793007742089685e-06,1773940443.3531468,-48.50119400024414,2217.839755586,271.474609375,0.0
6008.0126953125,22525.48504956719,0.0,0.6589082479476929,,0.0,931.9423828125,0.0,270.544921875,-1679.720458984375,18094080.0,0.0,18094080.0,284.4951171875,0.31640625,7.309217471629381e-05,1773940468.9282868,-49.151275634765625,2243.206631692,270.544921875,0.0
5821.64208984375,22662.1045967194,0.0,0.6268818378448486,,0.0,889.73046875,0.0,236.658203125,-1611.071044921875,18348032.0,0.0,18348032.0,252.587890625,0.30859375,-4.8050583245640155e-06,1773940494.2951012,-49.2201042175293,2268.763874581,236.658203125,0.0
6268.09765625,22609.579359366035,0.0,0.5989311933517456,,0.0,955.9228515625,0.0,264.171875,-1725.310791015625,18601984.0,0.0,18601984.0,273.96875,0.30078125,7.918278424767777e-05,1773940519.8524199,-50.11862564086914,2294.105460573,264.171875,0.0
5830.93359375,22693.943213405524,0.0,0.6087584495544434,"{'_type': 'html-file', 'sha256': '76c20cf1498939f50b4558a41ad3c9bd60c28b804f9b35cce715d04a53f1d757', 'path': 'media/html/render_18855936_76c20cf1498939f50b45.html', 'size': 3858905.0}",0.0,927.5751953125,0.0,260.720703125,-1685.7496337890625,18855936.0,0.0,18855936.0,282.48828125,0.31640625,8.695312317286152e-06,1773940597.9676704,-50.333736419677734,2346.878445075,260.720703125,0.0
5366.25,22580.734316757564,0.0,0.5982179045677185,,0.0,915.3369140625,0.0,291.7939453125,-1654.8050537109375,19109888.0,0.0,19109888.0,305.7080078125,0.3349609375,-1.8619241018313915e-05,1773940598.2028236,-50.13917541503906,2372.497402635,291.7939453125,0.0
6202.76220703125,22643.98178195352,0.0,0.5901919603347778,,0.0,959.9169921875,0.0,280.388671875,-1765.634033203125,19363840.0,0.0,19363840.0,294.3994140625,0.322265625,3.530373942339793e-05,1773940623.5859559,-51.147212982177734,2398.035915636,280.388671875,0.0
6014.9208984375,22561.28278522,0.0,0.5637092590332031,,0.0,973.3486328125,0.0,283.013671875,-1767.7652587890625,19617792.0,0.0,19617792.0,296.1494140625,0.318359375,1.718144085316453e-05,1773940649.124365,-50.93686294555664,2423.353959287,283.013671875,0.0
5472.69140625,22739.4186457565,0.0,0.5596703886985779,,0.0,857.8544921875,0.0,250.6806640625,-1565.1590576171875,19871744.0,0.0,19871744.0,264.0322265625,0.3017578125,-1.3186951264287927e-06,1773940674.442462,-51.66035079956055,2448.869549338,250.6806640625,0.0
6020.6142578125,22613.929757052963,0.0,0.5725206732749939,"{'sha256': '4e70bc09792090a9f5c395a43c23cb0cf5d2f2a36379dc63bc706b40f3f10850', 'path': 'media/html/render_20125696_4e70bc09792090a9f5c3.html', 'size': 3865949.0, '_type': 'html-file'}",0.0,949.75390625,0.0,254.017578125,-1722.0850830078125,20125696.0,0.0,20125696.0,279.240234375,0.306640625,6.125765139586292e-06,1773940752.325252,-51.89374542236328,2501.236016455,254.017578125,0.0
6000.376953125,22698.39821190257,0.0,0.611357569694519,,0.0,964.9677734375,0.0,294.4072265625,-1808.054931640625,20379648.0,0.0,20379648.0,313.5029296875,0.3447265625,2.7559479349292815e-05,1773940752.541844,-51.78946304321289,2527.031712846,294.4072265625,0.0
6014.2333984375,22522.08862706847,0.0,0.5802360773086548,,0.0,929.189453125,0.0,250.1494140625,-1638.1932373046875,20633600.0,0.0,20633600.0,266.6806640625,0.294921875,-1.096620053431252e-05,1773940778.1201909,-51.895782470703125,2552.363440363,250.1494140625,0.0
6142.185546875,22743.989133126397,0.0,0.5812104344367981,,0.0,952.4296875,0.0,259.654296875,-1713.221923828125,20887552.0,0.0,20887552.0,272.15625,0.2958984375,3.0731789593119174e-05,1773940803.452104,-52.8890380859375,2577.855024686,259.654296875,0.0
6097.0810546875,22679.703984726322,0.0,0.6026367545127869,,0.0,931.2421875,0.0,233.830078125,-1647.3128662109375,21141504.0,0.0,21141504.0,248.2890625,0.275390625,-3.4685348509810865e-05,1773940828.9433246,-53.03887176513672,2603.181840713,233.830078125,0.0
6096.9423828125,22755.218488975846,0.0,0.60289466381073,"{'path': 'media/html/render_21395456_88a80495fc9e7020c932.html', 'size': 3866605.0, '_type': 'html-file', 'sha256': '88a80495fc9e7020c9329458fba57f8e763a1c812ed84c05dd183d06c002b855'}",0.0,947.0634765625,0.0,261.0458984375,-1819.7415771484375,21395456.0,0.0,21395456.0,276.0478515625,0.30078125,-2.9248652936075814e-05,1773940906.982167,-53.03128433227539,2655.892891255,261.0458984375,0.0
6125.865234375,22629.187370210107,0.0,0.5793158411979675,,0.0,976.6083984375,0.0,285.3232421875,-1790.96337890625,21649408.0,0.0,21649408.0,293.6513671875,0.310546875,2.833272264979314e-05,1773940907.198314,-52.793582916259766,2681.470627517,285.3232421875,0.0
5865.6572265625,22695.24974143889,0.0,0.5762937664985657,,0.0,971.6865234375,0.0,309.1298828125,-1812.388671875,21903360.0,0.0,21903360.0,322.390625,0.35546875,3.850911161862314e-05,1773940932.5590608,-52.671321868896484,2706.988410303,309.1298828125,0.0
5966.5673828125,22628.684508684786,0.0,0.5845203995704651,,0.0,953.03125,0.0,260.6357421875,-1716.104248046875,22157312.0,0.0,22157312.0,275.3037109375,0.3046875,2.2043372155167162e-05,1773940958.0769033,-52.71198654174805,2732.350695166,260.6357421875,0.0
6017.14990234375,22677.786524387717,0.0,0.5894331932067871,,0.0,958.80859375,0.0,265.9013671875,-1711.42236328125,22411264.0,0.0,22411264.0,275.408203125,0.302734375,-4.804139825864695e-05,1773940983.4392407,-52.6819953918457,2757.835094029,265.9013671875,0.0
