eval/episode_reward,training/entropy,eval/episode_success_any,_runtime,eval/episode_dist,_timestamp,step,training/log_alpha,eval/episode_success_hard,training/alpha_loss,training/actor_loss,eval/episode_reward_near,training/critic_loss,eval/episode_reward_ctrl,eval/episode_reward_dist,eval/episode_success,_step,eval/episode_reward_survive,render,eval/episode_success_easy,training/sps
964.8994140625,0.0,0.9970703125,336.639065706,23.6575870513916,1773455568.4564714,10221568.0,0.0,0.0,1.4576612556993496e-05,-81.22087860107422,0.0,0.8226674795150757,0.0,-23.6575870513916,964.8994140625,10221568.0,0.0,,0.0,49364.64660615934
964.5625,0.0,0.9990234375,342.524798001,23.215030670166016,1773455574.334576,10475520.0,0.0,0.0,3.281342287664302e-05,-82.01776885986328,0.0,0.7802556753158569,0.0,-23.215030670166016,964.5625,10475520.0,0.0,,0.0,49290.28818110622
965.017578125,0.0,0.998046875,348.415800143,23.219432830810547,1773455580.2203093,10729472.0,0.0,0.0,9.025947656482458e-05,-84.40434265136719,0.0,0.6228764653205872,0.0,-23.219432830810547,965.017578125,10729472.0,0.0,,0.0,49168.87549958725
965.671875,0.0,1.0,354.291398879,23.02900505065918,1773455586.11101,10983424.0,0.0,0.0,5.832600800204091e-05,-87.07081604003906,0.0,0.48442086577415466,0.0,-23.02900505065918,965.671875,10983424.0,0.0,,0.0,49139.67950033595
969.2841796875,0.0,1.0,369.545014423,20.88796615600586,1773455607.2410936,11237376.0,0.0,0.0,0.00011761314090108499,-89.25408935546875,0.0,0.35342323780059814,0.0,-20.88796615600586,969.2841796875,11237376.0,0.0,"{'path': 'media/html/render_11237376_bdff493e8e0ccd483a3e.html', 'size': 908381, '_type': 'html-file', 'sha256': 'bdff493e8e0ccd483a3e1331e97fd1f1af3ab3387e5accbd76fca7102ebac10b'}",0.0,49263.51098049637
967.35546875,0.0,1.0,375.583747623,22.743946075439453,1773455607.405093,11491328.0,0.0,0.0,6.0729678807547316e-05,-90.83666229248047,0.0,0.2543988823890686,0.0,-22.743946075439453,967.35546875,11491328.0,0.0,,0.0,49102.69844275366
971.9189453125,0.0,1.0,381.48450947,22.035518646240234,1773455613.2793891,11745280.0,0.0,0.0,3.512703187880106e-05,-91.9877700805664,0.0,0.1895444542169571,0.0,-22.035518646240234,971.9189453125,11745280.0,0.0,,0.0,49303.78126943808
969.71484375,0.0,1.0,387.367053756,22.5874080657959,1773455619.1800625,11999232.0,0.0,0.0,7.194613135652617e-05,-93.51829528808594,0.0,0.13293655216693878,0.0,-22.5874080657959,969.71484375,11999232.0,0.0,,0.0,49021.0484041667
957.37890625,0.0,1.0,393.27327151,23.772907257080078,1773455625.062112,12253184.0,0.0,0.0,5.376300396164879e-05,-94.75852966308594,0.0,0.09262662380933762,0.0,-23.772907257080078,957.37890625,12253184.0,0.0,,0.0,49202.80826247253
966.76171875,0.0,1.0,408.004826279,23.03099822998047,1773455645.7008998,12507136.0,0.0,0.0,5.870894165127538e-05,-95.60893249511719,0.0,0.07225639373064041,0.0,-23.03099822998047,966.76171875,12507136.0,0.0,"{'sha256': '2bbae07c327b5e65d341b5ccdb9d5d469effce9e68ccce91b46872a35b133f82', 'path': 'media/html/render_12507136_2bbae07c327b5e65d341.html', 'size': 904301, '_type': 'html-file'}",0.0,48976.574162329176
952.0361328125,0.0,1.0,414.04407568,26.255327224731445,1773455645.8525226,12761088.0,0.0,0.0,3.456209014984779e-05,-96.1853256225586,0.0,0.05438206344842911,0.0,-26.255327224731445,952.0361328125,12761088.0,0.0,,0.0,49254.216665268636
955.2705078125,0.0,0.99609375,419.924777991,24.599380493164062,1773455651.7395363,13015040.0,0.0,0.0,4.865624759986531e-06,-96.62178039550781,0.0,0.04646455869078636,0.0,-24.599380493164062,955.2705078125,13015040.0,0.0,,0.0,49209.811869210935
965.7294921875,0.0,0.9990234375,425.809841342,24.415285110473633,1773455657.6201952,13268992.0,0.0,0.0,2.3007411073194817e-05,-96.91608428955078,0.0,0.042770951986312866,0.0,-24.415285110473633,965.7294921875,13268992.0,0.0,,0.0,49210.87815622554
970.0546875,0.0,1.0,431.697217074,23.348590850830078,1773455663.5052705,13522944.0,0.0,0.0,5.001225872547366e-06,-97.14664459228516,0.0,0.038114435970783234,0.0,-23.348590850830078,970.0546875,13522944.0,0.0,,0.0,49182.145493378484
964.6748046875,0.0,0.9990234375,446.556097494,25.622648239135742,1773455684.2521782,13776896.0,0.0,0.0,1.7709082385408692e-05,-97.20588684082031,0.0,0.03812079876661301,0.0,-25.622648239135742,964.6748046875,13776896.0,0.0,"{'path': 'media/html/render_13776896_8614e485a5da9ca54efa.html', 'size': 909877, '_type': 'html-file', 'sha256': '8614e485a5da9ca54efa7a9604f88ea12ed034dfc4d2ecc591a819204497790d'}",0.0,49150.223350511464
972.9130859375,0.0,0.9990234375,452.606131771,25.327987670898438,1773455684.4089365,14030848.0,0.0,0.0,-1.163113847724162e-05,-97.22906494140625,0.0,0.036174241453409195,0.0,-25.327987670898438,972.9130859375,14030848.0,0.0,,0.0,49170.972794510475
969.791015625,0.0,0.9990234375,458.489698235,24.576871871948242,1773455690.3016214,14284800.0,0.0,0.0,3.0787296054768376e-06,-97.30027770996094,0.0,0.03858274966478348,0.0,-24.576871871948242,969.791015625,14284800.0,0.0,,0.0,49143.04850553078
969.8251953125,0.0,0.998046875,464.374235345,24.96922492980957,1773455696.1851566,14538752.0,0.0,0.0,8.151496331265662e-06,-97.43370056152344,0.0,0.03538849204778671,0.0,-24.96922492980957,969.8251953125,14538752.0,0.0,,0.0,49176.94107678912
947.6455078125,0.0,1.0,470.252127791,26.24385643005371,1773455702.0696983,14792704.0,0.0,0.0,-3.29007502841705e-06,-97.47528839111328,0.0,0.036948662251234055,0.0,-26.24385643005371,947.6455078125,14792704.0,0.0,,0.0,49166.111156895495
956.0009765625,0.0,0.99609375,485.081614856,24.80286407470703,1773455722.7776897,15046656.0,0.0,0.0,9.196803148370236e-06,-97.5921630859375,0.0,0.035375338047742844,0.0,-24.80286407470703,956.0009765625,15046656.0,0.0,"{'path': 'media/html/render_15046656_525736d5022caeab508e.html', 'size': 906341, '_type': 'html-file', 'sha256': '525736d5022caeab508ee2df29024a60e020b5295fc1036ada569bad3aab9091'}",0.0,49243.9013494511
965.2607421875,0.0,1.0,491.131677797,24.937564849853516,1773455722.92758,15300608.0,0.0,0.0,-3.5794648738374235e-06,-97.6513900756836,0.0,0.03728296607732773,0.0,-24.937564849853516,965.2607421875,15300608.0,0.0,,0.0,49163.39477810577
