eval/episode_reward_near,eval/episode_reward_dist,_timestamp,_step,render,eval/episode_dist,training/log_alpha,training/alpha_loss,training/entropy,_runtime,step,eval/episode_reward_survive,eval/episode_success,eval/episode_reward,eval/episode_reward_ctrl,training/critic_loss,eval/episode_success_easy,eval/episode_success_any,training/actor_loss,eval/episode_success_hard,training/sps
0.0,-26.53563690185547,1773457550.773496,22665216.0,"{'path': 'media/html/render_22665216_0f6374fe5d692ffd7495.html', 'size': 907781, '_type': 'html-file', 'sha256': '0f6374fe5d692ffd7495e196ca56060c7e1df02671f24ddc1d4fc3e36f475de5'}",26.53563690185547,0.0,2.2163160338095622e-06,0.0,713.406829005,22665216.0,0.0,968.1708984375,968.1708984375,0.0,0.042237330228090286,0.0,0.99609375,-97.53572845458984,0.0,49570.73626144002
0.0,-26.00615692138672,1773457550.9296982,22919168.0,,26.00615692138672,0.0,-3.955802014843357e-07,0.0,719.430919482,22919168.0,0.0,956.8681640625,956.8681640625,0.0,0.04190380126237869,0.0,1.0,-97.60406494140625,0.0,49499.27076399292
0.0,-24.789737701416016,1773457556.797093,23173120.0,,24.789737701416016,0.0,8.604182767157909e-06,0.0,725.280168146,23173120.0,0.0,978.640625,978.640625,0.0,0.043390922248363495,0.0,1.0,-97.6017074584961,0.0,49356.04135400135
0.0,-26.360055923461914,1773457562.6463928,23427072.0,,26.360055923461914,0.0,5.0963836883966e-07,0.0,731.128502188,23427072.0,0.0,968.1689453125,968.1689453125,0.0,0.03847881779074669,0.0,0.9990234375,-97.51437377929688,0.0,49492.15003378229
0.0,-26.900157928466797,1773457568.494786,23681024.0,,26.900157928466797,0.0,1.4440447557717562e-05,0.0,736.977548862,23681024.0,0.0,974.2373046875,974.2373046875,0.0,0.03664368763566017,0.0,1.0,-97.60289764404297,0.0,49512.64606973994
0.0,-25.183744430541992,1773457589.3755896,23934976.0,"{'path': 'media/html/render_23934976_8c295f8bf0a2497afad6.html', 'size': 905429, '_type': 'html-file', 'sha256': '8c295f8bf0a2497afad67675c29c83133ba08ce6f1a4817da5e77703bd26e23e'}",25.183744430541992,0.0,5.660359875037102e-06,0.0,752.008881001,23934976.0,0.0,970.1015625,970.1015625,0.0,0.031883928924798965,0.0,0.998046875,-97.7062759399414,0.0,49535.7621342637
0.0,-24.242694854736328,1773457589.520128,24188928.0,,24.242694854736328,0.0,1.1210981938347686e-06,0.0,758.024981912,24188928.0,0.0,978.6884765625,978.6884765625,0.0,0.029438691213726997,0.0,1.0,-97.767333984375,0.0,49511.03733738699
0.0,-24.199363708496094,1773457595.390722,24442880.0,,24.199363708496094,0.0,3.2525440474273637e-06,0.0,763.874630428,24442880.0,0.0,977.37890625,977.37890625,0.0,0.028865277767181396,0.0,0.9990234375,-97.75782775878906,0.0,49326.73465412881
0.0,-25.743947982788086,1773457601.2408435,24696832.0,,25.743947982788086,0.0,1.0553528227319475e-05,0.0,769.715008897,24696832.0,0.0,978.2548828125,978.2548828125,0.0,0.025838255882263184,0.0,1.0,-97.87186431884766,0.0,49493.03771328864
0.0,-23.922128677368164,1773457607.0812495,24950784.0,,23.922128677368164,0.0,4.8531742322666105e-06,0.0,775.558465829,24950784.0,0.0,978.017578125,978.017578125,0.0,0.02737005613744259,0.0,1.0,-97.87858581542969,0.0,49569.33136542452
0.0,-25.786808013916016,1773457627.9971983,25204736.0,"{'size': 906301, '_type': 'html-file', 'sha256': '1f726d4ac16f1bf1abc4752c888dd87e9f66e27badee37a8866fe9eeec266897', 'path': 'media/html/render_25204736_1f726d4ac16f1bf1abc4.html'}",25.786808013916016,0.0,-2.9756921549051185e-07,0.0,790.630502125,25204736.0,0.0,974.3154296875,974.3154296875,0.0,0.02638576552271843,0.0,1.0,-97.90982818603516,0.0,49571.16535885709
0.0,-26.391244888305664,1773457628.1488762,25458688.0,,26.391244888305664,0.0,-5.0284911594644655e-06,0.0,796.661500652,25458688.0,0.0,977.857421875,977.857421875,0.0,0.024548878893256187,0.0,1.0,-97.92036437988281,0.0,49443.81731531805
0.0,-25.579219818115234,1773457634.0274754,25712640.0,,25.579219818115234,0.0,8.330825949087739e-06,0.0,802.506986623,25712640.0,0.0,979.8720703125,979.8720703125,0.0,0.024802369996905327,0.0,1.0,-97.92134857177734,0.0,49262.61100985838
0.0,-28.580810546875,1773457639.8732557,25966592.0,,28.580810546875,0.0,3.1061335903359577e-06,0.0,808.362950612,25966592.0,0.0,976.9873046875,976.9873046875,0.0,0.02276601456105709,0.0,1.0,-98.04527282714844,0.0,49530.524071587395
