eval/episode_success_any,eval/episode_reward_dist,eval/episode_reward_ctrl,_step,_timestamp,training/entropy,training/alpha_loss,eval/episode_dist,eval/episode_reward_near,step,eval/episode_reward_survive,eval/episode_reward,_runtime,training/actor_loss,eval/episode_success_hard,eval/episode_success,render,training/log_alpha,training/sps,eval/episode_success_easy,training/critic_loss
0.9775390625,-29.157638549804688,0.0,5904384.0,1773461814.8891137,0.0,-3.17752237606328e-05,29.157638549804688,0.0,5904384.0,0.0,922.3203125,199.847250377,-62.415931701660156,0.0,922.3203125,,0.0,49347.09159872294,0.0,2.1655962467193604
0.982421875,-29.141014099121094,0.0,6158336.0,1773461835.7174919,0.0,7.87422904977575e-05,29.141014099121094,0.0,6158336.0,0.0,928.3544921875,214.812041071,-64.2203369140625,0.0,928.3544921875,"{'size': 907885, '_type': 'html-file', 'sha256': '038ba0f3e36f3d37f9684e0c8f8ff594da5d578c4a1f2c6b132a3a0143659a71', 'path': 'media/html/render_6158336_038ba0f3e36f3d37f968.html'}",0.0,49382.01263823079,0.0,2.080681800842285
0.990234375,-28.422842025756836,0.0,6412288.0,1773461835.8638275,0.0,5.492385753314011e-05,28.422842025756836,0.0,6412288.0,0.0,931.6591796875,220.833522396,-65.09284973144531,0.0,931.6591796875,,0.0,49312.562359713615,0.0,1.9472750425338745
0.9658203125,-31.9283390045166,0.0,6666240.0,1773461841.7385275,0.0,6.428139022318646e-05,31.9283390045166,0.0,6666240.0,0.0,914.552734375,226.680986321,-65.49295806884766,0.0,914.552734375,,0.0,49329.82322147465,0.0,2.0121452808380127
0.982421875,-26.612483978271484,0.0,6920192.0,1773461847.5859616,0.0,8.584026363678277e-05,26.612483978271484,0.0,6920192.0,0.0,940.255859375,232.551778799,-68.00005340576172,0.0,940.255859375,,0.0,49536.01554269663,0.0,1.8670635223388672
0.9892578125,-28.666358947753906,0.0,7174144.0,1773461853.4566946,0.0,5.299787881085649e-05,28.666358947753906,0.0,7174144.0,0.0,941.212890625,238.431984261,-68.96189880371094,0.0,941.212890625,,0.0,49320.30061960616,0.0,1.8038123846054077
0.9921875,-27.346881866455078,0.0,7428096.0,1773461874.4927118,0.0,7.369953527813777e-05,27.346881866455078,0.0,7428096.0,0.0,950.7470703125,253.587230656,-71.25517272949219,0.0,950.7470703125,"{'size': 906829, '_type': 'html-file', 'sha256': '7466b851502d2f07700e2752b032113d72d92223a1d24f23dc78df842597fbdf', 'path': 'media/html/render_7428096_7466b851502d2f07700e.html'}",0.0,49230.78459805515,0.0,1.7296793460845947
0.998046875,-25.247314453125,0.0,7682048.0,1773461874.6504443,0.0,-1.8130571334040724e-05,25.247314453125,0.0,7682048.0,0.0,957.125,259.618850958,-72.49595642089844,0.0,957.125,,0.0,49274.18098596853,0.0,1.5903599262237549
0.9990234375,-26.2260684967041,0.0,7936000.0,1773461880.5237956,0.0,1.3909970220993273e-05,26.2260684967041,0.0,7936000.0,0.0,964.375,265.493115563,-73.19807434082031,0.0,964.375,,0.0,49347.50082942942,0.0,1.6450742483139038
0.9990234375,-26.950307846069336,0.0,8189952.0,1773461886.398096,0.0,8.312337740790099e-05,26.950307846069336,0.0,8189952.0,0.0,961.3935546875,271.339225182,-74.06355285644531,0.0,961.3935546875,,0.0,49285.571677747015,0.0,1.6389232873916626
1.0,-25.96133041381836,0.0,8443904.0,1773461892.2441802,0.0,-0.00010783726611407474,25.96133041381836,0.0,8443904.0,0.0,958.783203125,277.188678143,-74.31267547607422,0.0,958.783203125,,0.0,49562.19277139155,0.0,1.5892906188964844
1.0,-26.365829467773438,0.0,8697856.0,1773461912.9694908,0.0,0.0001316352136200294,26.365829467773438,0.0,8697856.0,0.0,968.353515625,292.064014576,-75.34334564208984,0.0,968.353515625,"{'size': 909865, '_type': 'html-file', 'sha256': 'b83e1845c473527e5e0923a60014b0be2b25f77c5d1eefb3564a92f215c8f335', 'path': 'media/html/render_8697856_b83e1845c473527e5e09.html'}",0.0,49532.744469481135,0.0,1.62633216381073
0.9990234375,-25.99953842163086,0.0,8951808.0,1773461913.143608,0.0,2.3235761545947753e-05,25.99953842163086,0.0,8951808.0,0.0,965.009765625,298.094910736,-75.9544906616211,0.0,965.009765625,,0.0,49468.197014924815,0.0,1.4797574281692505
0.9970703125,-26.360370635986328,0.0,9205760.0,1773461918.999763,0.0,0.00011198398715350777,26.360370635986328,0.0,9205760.0,0.0,962.3125,303.956083793,-76.97047424316406,0.0,962.3125,,0.0,49491.0692234862,0.0,1.408840298652649
1.0,-26.895687103271484,0.0,9459712.0,1773461924.861115,0.0,-9.723585390020162e-05,26.895687103271484,0.0,9459712.0,0.0,967.16796875,309.820412068,-77.6537094116211,0.0,967.16796875,,0.0,49401.72327635414,0.0,1.4128308296203613
1.0,-27.104459762573242,0.0,9713664.0,1773461930.7252831,0.0,0.00012609842815436423,27.104459762573242,0.0,9713664.0,0.0,966.1611328125,315.699186451,-78.84394836425781,0.0,966.1611328125,,0.0,49371.02356465064,0.0,1.3037525415420532
1.0,-25.492639541625977,0.0,9967616.0,1773461951.4316666,0.0,7.697862019995227e-05,25.492639541625977,0.0,9967616.0,0.0,963.53125,330.526158845,-78.79566192626953,0.0,963.53125,"{'size': 908585, '_type': 'html-file', 'sha256': '8502a65c3a3e2e31c6c965b441608efdbebc4f8b0fcf951cae004b41f1b46cf5', 'path': 'media/html/render_9967616_8502a65c3a3e2e31c6c9.html'}",0.0,49240.63459529023,0.0,1.3802459239959717
0.9990234375,-26.714946746826172,0.0,10221568.0,1773461951.5848906,0.0,6.762050361430738e-06,26.714946746826172,0.0,10221568.0,0.0,964.21875,336.550353192,-79.41702270507812,0.0,964.21875,,0.0,49446.645110756064,0.0,1.2740111351013184
1.0,-25.052621841430664,0.0,10475520.0,1773461957.4552433,0.0,6.216235487954691e-05,25.052621841430664,0.0,10475520.0,0.0,967.7705078125,342.420055652,-80.6217041015625,0.0,967.7705078125,,0.0,49379.61343955715,0.0,1.1683603525161743
0.9990234375,-26.71483039855957,0.0,10729472.0,1773461963.325,0.0,1.0118686077476013e-05,26.71483039855957,0.0,10729472.0,0.0,965.453125,348.298911187,-83.14115142822266,0.0,965.453125,,0.0,49314.92536535065,0.0,1.0579792261123657
1.0,-25.453948974609375,0.0,10983424.0,1773461969.2038414,0.0,0.00018887940677814186,25.453948974609375,0.0,10983424.0,0.0,969.603515625,354.172423186,-85.07762908935547,0.0,969.603515625,,0.0,49252.237520257004,0.0,0.8129834532737732
0.9990234375,-26.048847198486328,0.0,11237376.0,1773461990.3195806,0.0,2.2335319954436272e-05,26.048847198486328,0.0,11237376.0,0.0,970.4248046875,369.414113453,-86.43714904785156,0.0,970.4248046875,"{'size': 907905, '_type': 'html-file', 'sha256': 'eef5bb12a900e7523add36980b4a709fe173dcc788cd477d6128832a0a09f055', 'path': 'media/html/render_11237376_eef5bb12a900e7523add.html'}",0.0,49287.802097297186,0.0,0.7041254043579102
1.0,-25.63872718811035,0.0,11491328.0,1773461990.46576,0.0,0.00011342207289999351,25.63872718811035,0.0,11491328.0,0.0,966.6826171875,375.43481761,-88.34010314941406,0.0,966.6826171875,,0.0,48803.23533550487,0.0,0.5671509504318237
1.0,-25.45175552368164,0.0,11745280.0,1773461996.339782,0.0,5.836830678163096e-05,25.45175552368164,0.0,11745280.0,0.0,965.1669921875,381.324931093,-89.87368774414062,0.0,965.1669921875,,0.0,49351.348844497545,0.0,0.3605496883392334
0.9990234375,-26.64520835876465,0.0,11999232.0,1773462002.229459,0.0,4.5343811507336795e-05,26.64520835876465,0.0,11999232.0,0.0,964.71875,387.204559945,-91.41487121582031,0.0,964.71875,,0.0,49143.73551282019,0.0,0.2614828050136566
1.0,-26.222332000732422,0.0,12253184.0,1773462008.1094453,0.0,8.53819728945382e-05,26.222332000732422,0.0,12253184.0,0.0,953.7236328125,393.093855349,-92.46142578125,0.0,953.7236328125,,0.0,49236.068695276306,0.0,0.17646503448486328
0.9951171875,-25.935054779052734,0.0,12507136.0,1773462028.8714957,0.0,4.621934931492433e-05,25.935054779052734,0.0,12507136.0,0.0,964.740234375,407.966037244,-93.20932006835938,0.0,964.740234375,"{'size': 912357, '_type': 'html-file', 'sha256': 'fc024546db166ad0ba63bf96c5fc2e4562c66a96e49da506d1d155ea391d77aa', 'path': 'media/html/render_12507136_fc024546db166ad0ba63.html'}",0.0,49153.80475376417,0.0,0.12766826152801514
0.9931640625,-28.382476806640625,0.0,12761088.0,1773462029.0243645,0.0,3.999406908405945e-05,28.382476806640625,0.0,12761088.0,0.0,953.1328125,413.999309321,-94.16448974609375,0.0,953.1328125,,0.0,49349.13096100561,0.0,0.10507240891456604
1.0,-27.095294952392578,0.0,13015040.0,1773462034.903849,0.0,2.9724065825575963e-05,27.095294952392578,0.0,13015040.0,0.0,961.59765625,419.870166935,-94.51492309570312,0.0,961.59765625,,0.0,49273.55414921078,0.0,0.10258463770151138
0.9990234375,-27.798274993896484,0.0,13268992.0,1773462040.77504,0.0,1.3032563401793595e-05,27.798274993896484,0.0,13268992.0,0.0,961.9951171875,425.754620426,-94.91636657714844,0.0,961.9951171875,,0.0,49312.37972136321,0.0,0.08821482211351395
0.998046875,-29.86960220336914,0.0,13522944.0,1773462046.659462,0.0,1.95640586753143e-05,29.86960220336914,0.0,13522944.0,0.0,949.8427734375,431.633878139,-95.48033142089844,0.0,949.8427734375,,0.0,49178.67121871563,0.0,0.08142459392547607
1.0,-27.023208618164062,0.0,13776896.0,1773462067.5648248,0.0,2.9428521884256043e-05,27.023208618164062,0.0,13776896.0,0.0,970.685546875,446.659390411,-95.5809097290039,0.0,970.685546875,"{'sha256': '183df246a9ec4155e72b6c268510e693314fb4b84880787cc754ec797a2ef24a', 'path': 'media/html/render_13776896_183df246a9ec4155e72b.html', 'size': 909549, '_type': 'html-file'}",0.0,49227.23519549507,0.0,0.07419253885746002
1.0,-29.265485763549805,0.0,14030848.0,1773462067.721955,0.0,-4.908897153654834e-06,29.265485763549805,0.0,14030848.0,0.0,962.19140625,452.72140383,-95.7343521118164,0.0,962.19140625,,0.0,49155.62627557966,0.0,0.07096205651760101
1.0,-27.23903465270996,0.0,14284800.0,1773462073.6263347,0.0,2.1702513549826108e-05,27.23903465270996,0.0,14284800.0,0.0,969.12890625,458.596692763,-96.07825469970703,0.0,969.12890625,,0.0,49018.14049522615,0.0,0.05609098821878433
0.9990234375,-26.795597076416016,0.0,14538752.0,1773462079.501555,0.0,2.0346083147160243e-06,26.795597076416016,0.0,14538752.0,0.0,954.3134765625,464.485529413,-96.3242416381836,0.0,954.3134765625,,0.0,49289.560576491785,0.0,0.05471671372652054
1.0,-25.98641586303711,0.0,14792704.0,1773462085.390364,0.0,3.959666628361447e-06,25.98641586303711,0.0,14792704.0,0.0,969.853515625,470.36637261,-96.50183868408203,0.0,969.853515625,,0.0,49148.56324435036,0.0,0.052400559186935425
0.9921875,-27.62618637084961,0.0,15046656.0,1773462106.168722,0.0,2.699797369132284e-05,27.62618637084961,0.0,15046656.0,0.0,962.669921875,485.26330724,-96.8072738647461,0.0,962.669921875,"{'size': 911257, '_type': 'html-file', 'sha256': 'c7d44ba4c6e811be8c9a56ae43ba2b8c2c1c5c480ffa53f68bbf13355b085507', 'path': 'media/html/render_15046656_c7d44ba4c6e811be8c9a.html'}",0.0,49223.226806261395,0.0,0.047973450273275375
1.0,-25.471288681030273,0.0,15300608.0,1773462106.3183906,0.0,-4.875301328866044e-06,25.471288681030273,0.0,15300608.0,0.0,958.3837890625,491.28228774,-96.88064575195312,0.0,958.3837890625,,0.0,49074.261502345624,0.0,0.04798174276947975
1.0,-26.094470977783203,0.0,15554560.0,1773462112.187278,0.0,2.2054780856706202e-05,26.094470977783203,0.0,15554560.0,0.0,953.630859375,497.145016135,-97.05924987792969,0.0,953.630859375,,0.0,49361.64746554585,0.0,0.04635972902178764
0.9970703125,-26.750286102294922,0.0,15808512.0,1773462118.0499372,0.0,1.211085054819705e-05,26.750286102294922,0.0,15808512.0,0.0,964.1474609375,503.008579207,-97.1431884765625,0.0,964.1474609375,,0.0,49404.78916036312,0.0,0.0414082296192646
1.0,-24.185203552246094,0.0,16062464.0,1773462123.9134204,0.0,-8.323753718286753e-06,24.185203552246094,0.0,16062464.0,0.0,973.1767578125,508.856729818,-97.25226593017578,0.0,973.1767578125,,0.0,49403.62967069639,0.0,0.04275955259799957
1.0,-25.592493057250977,0.0,16316416.0,1773462144.5439262,0.0,1.2733331459457986e-05,25.592493057250977,0.0,16316416.0,0.0,967.236328125,523.638481968,-97.43072509765625,0.0,967.236328125,"{'path': 'media/html/render_16316416_75add4c812453903f725.html', 'size': 911817, '_type': 'html-file', 'sha256': '75add4c812453903f7259e993e41aaef1f1be51553ff24fe5700f19de37f99f2'}",0.0,49518.280909459274,0.0,0.04042962193489075
1.0,-25.163986206054688,0.0,16570368.0,1773462144.6880639,0.0,5.689929594154819e-07,25.163986206054688,0.0,16570368.0,0.0,968.7724609375,529.671147585,-97.51158142089844,0.0,968.7724609375,,0.0,49391.16057721084,0.0,0.03997775539755821
0.9990234375,-26.937471389770508,0.0,16824320.0,1773462150.5760772,0.0,1.6017205780372024e-05,26.937471389770508,0.0,16824320.0,0.0,964.69140625,535.55252537,-97.5305404663086,0.0,964.69140625,,0.0,49164.713216872195,0.0,0.047289203852415085
1.0,-28.38199234008789,0.0,17078272.0,1773462156.4574304,0.0,-8.85080112311698e-07,28.38199234008789,0.0,17078272.0,0.0,939.55078125,541.432266625,-97.5318832397461,0.0,939.55078125,,0.0,49223.693129001105,0.0,0.042519763112068176
1.0,-27.218616485595703,0.0,17332224.0,1773462162.3371804,0.0,-4.005407390650362e-06,27.218616485595703,0.0,17332224.0,0.0,965.8974609375,547.306983684,-97.5442886352539,0.0,965.8974609375,,0.0,49234.523400489816,0.0,0.0402761772274971
1.0,-26.489566802978516,0.0,17586176.0,1773462183.4533427,0.0,1.6126297850860283e-05,26.489566802978516,0.0,17586176.0,0.0,975.5498046875,562.547862134,-97.45747375488281,0.0,975.5498046875,"{'size': 908305, '_type': 'html-file', 'sha256': '2c154976a208a743074f7c2a8d3caef7851f52deaf442d0d60803195d8789896', 'path': 'media/html/render_17586176_2c154976a208a743074f.html'}",0.0,49289.79778692139,0.0,0.042048897594213486
0.9990234375,-25.53696060180664,0.0,17840128.0,1773462183.5992918,0.0,5.429340944829164e-06,25.53696060180664,0.0,17840128.0,0.0,975.6669921875,568.570209962,-97.52181243896484,0.0,975.6669921875,,0.0,49318.50797681407,0.0,0.03934985399246216
0.998046875,-28.2947998046875,0.0,18094080.0,1773462189.475158,0.0,-1.561667158966884e-05,28.2947998046875,0.0,18094080.0,0.0,961.2958984375,574.429548168,-97.53900909423828,0.0,961.2958984375,,0.0,49283.998190309045,0.0,0.04410970211029053
0.9990234375,-27.077484130859375,0.0,18348032.0,1773462195.3345246,0.0,1.4947174349799752e-05,27.077484130859375,0.0,18348032.0,0.0,971.244140625,580.305615328,-97.61290740966797,0.0,971.244140625,,0.0,49415.055079862366,0.0,0.03621337190270424
1.0,-26.477733612060547,0.0,18601984.0,1773462201.210537,0.0,1.0983586435031611e-05,26.477733612060547,0.0,18601984.0,0.0,955.337890625,586.167126323,-97.64936828613281,0.0,955.337890625,,0.0,49282.69158796865,0.0,0.042185474187135696
0.9990234375,-27.408300399780273,0.0,18855936.0,1773462222.1033635,0.0,-3.558076059562154e-06,27.408300399780273,0.0,18855936.0,0.0,965.58203125,601.197862257,-97.65982055664062,0.0,965.58203125,"{'size': 910141, '_type': 'html-file', 'sha256': '50babe6684887df88f21a57c53c9e08f433d63bc5ef27bbddfde5e22acfd3452', 'path': 'media/html/render_18855936_50babe6684887df88f21.html'}",0.0,49386.26904232212,0.0,0.03855064883828163
1.0,-25.854520797729492,0.0,19109888.0,1773462222.2523992,0.0,1.632263229112141e-05,25.854520797729492,0.0,19109888.0,0.0,970.38671875,607.225528955,-97.80249786376953,0.0,970.38671875,,0.0,49262.26697913761,0.0,0.03947626054286957
0.998046875,-26.101070404052734,0.0,19363840.0,1773462228.1304786,0.0,-1.4199564247974195e-05,26.101070404052734,0.0,19363840.0,0.0,959.8359375,613.103978388,-97.87002563476562,0.0,959.8359375,,0.0,49251.77976598152,0.0,0.0347963310778141
0.9951171875,-26.526939392089844,0.0,19617792.0,1773462234.0090048,0.0,-3.6179128528601723e-06,26.526939392089844,0.0,19617792.0,0.0,962.1220703125,618.975894275,-97.83812713623047,0.0,962.1220703125,,0.0,49234.39595782698,0.0,0.03985168784856796
0.9970703125,-27.153438568115234,0.0,19871744.0,1773462239.8807633,0.0,2.466960950187058e-06,27.153438568115234,0.0,19871744.0,0.0,952.7080078125,624.860017847,-98.01576232910156,0.0,952.7080078125,,0.0,49317.77953882737,0.0,0.035105470567941666
1.0,-27.594364166259766,0.0,20125696.0,1773462260.7503092,0.0,1.2996398254472297e-05,27.594364166259766,0.0,20125696.0,0.0,976.5283203125,639.84485536,-98.05581665039062,0.0,976.5283203125,"{'size': 910849, '_type': 'html-file', 'sha256': 'fb70ab9acf8845de2c1c8c8023fbc5101c33470272aaec0c6e28a3af9ec8db76', 'path': 'media/html/render_20125696_fb70ab9acf8845de2c1c.html'}",0.0,49190.51074442339,0.0,0.036579325795173645
1.0,-24.949586868286133,0.0,20379648.0,1773462260.8950012,0.0,1.9071447241003625e-05,24.949586868286133,0.0,20379648.0,0.0,976.736328125,645.86554791,-98.08120727539062,0.0,976.736328125,,0.0,49295.096841935345,0.0,0.034643497318029404
1.0,-26.85491943359375,0.0,20633600.0,1773462266.7705712,0.0,-5.874026101082563e-06,26.85491943359375,0.0,20633600.0,0.0,975.5361328125,651.748073741,-98.07012939453125,0.0,975.5361328125,,0.0,49264.26060139431,0.0,0.03230344504117966
1.0,-26.946043014526367,0.0,20887552.0,1773462272.6529572,0.0,1.3600664715340827e-05,26.946043014526367,0.0,20887552.0,0.0,966.8232421875,657.622877689,-98.0025863647461,0.0,966.8232421875,,0.0,49184.709504949606,0.0,0.03362295404076576
1.0,-26.96548843383789,0.0,21141504.0,1773462278.5277143,0.0,-1.3309244422998745e-05,26.96548843383789,0.0,21141504.0,0.0,973.923828125,663.516180843,-98.00881958007812,0.0,973.923828125,,0.0,49272.4258832361,0.0,0.032917656004428864
1.0,-26.199724197387695,0.0,21395456.0,1773462299.3467855,0.0,1.2527091712399852e-05,26.199724197387695,0.0,21395456.0,0.0,967.4287109375,678.441326173,-98.06127166748047,0.0,967.4287109375,"{'_type': 'html-file', 'sha256': 'efc6e68737f01ba06bcc37a9a094f1920121dfeccd9ecc1f3fff1f4328fbf077', 'path': 'media/html/render_21395456_efc6e68737f01ba06bcc.html', 'size': 910365}",0.0,49104.210572348515,0.0,0.03476190194487572
1.0,-26.403297424316406,0.0,21649408.0,1773462299.4927702,0.0,-8.008380063984077e-06,26.403297424316406,0.0,21649408.0,0.0,977.8095703125,684.468263755,-98.03103637695312,0.0,977.8095703125,,0.0,49193.28691941206,0.0,0.0351315476000309
1.0,-25.98687744140625,0.0,21903360.0,1773462305.373152,0.0,1.4412390555662569e-05,25.98687744140625,0.0,21903360.0,0.0,977.9072265625,690.35951048,-98.02890014648438,0.0,977.9072265625,,0.0,49243.930945720815,0.0,0.0301867313683033
1.0,-25.83690071105957,0.0,22157312.0,1773462311.2644467,0.0,4.143185833527241e-06,25.83690071105957,0.0,22157312.0,0.0,972.5302734375,696.257431865,-98.01319122314453,0.0,972.5302734375,,0.0,49112.490453616665,0.0,0.03174508363008499
1.0,-27.112476348876953,0.0,22411264.0,1773462317.1623347,0.0,1.729565155983437e-05,27.112476348876953,0.0,22411264.0,0.0,971.2744140625,702.150224458,-98.00546264648438,0.0,971.2744140625,,0.0,49049.297203446724,0.0,0.03211761638522148
1.0,-27.493839263916016,0.0,22665216.0,1773462337.9896586,0.0,1.2122258112867712e-06,27.493839263916016,0.0,22665216.0,0.0,973.3583984375,717.084204545,-97.99364471435547,0.0,973.3583984375,"{'size': 910669, '_type': 'html-file', 'sha256': '827b34d4f23dc300354aebace77304170edf0d52ad90806b55e996dca30044e7', 'path': 'media/html/render_22665216_827b34d4f23dc300354a.html'}",0.0,49108.697708619846,0.0,0.031498659402132034
0.998046875,-24.998958587646484,0.0,22919168.0,1773462338.1336417,0.0,2.1768437363789417e-06,24.998958587646484,0.0,22919168.0,0.0,976.037109375,723.097410155,-98.04325866699219,0.0,976.037109375,,0.0,49073.78218005888,0.0,0.029473576694726944
0.9990234375,-27.053003311157227,0.0,23173120.0,1773462344.0022423,0.0,7.012107744230889e-06,27.053003311157227,0.0,23173120.0,0.0,969.32421875,728.993417808,-98.09391021728516,0.0,969.32421875,,0.0,49359.77862019841,0.0,0.02422003261744976
1.0,-26.465383529663086,0.0,23427072.0,1773462349.8983035,0.0,2.389629571553087e-06,26.465383529663086,0.0,23427072.0,0.0,972.21875,734.863549844,-98.17414855957031,0.0,972.21875,,0.0,49065.75718364205,0.0,0.02271348610520363
0.9970703125,-26.221084594726562,0.0,23681024.0,1773462355.7684598,0.0,-1.8823699292624951e-06,26.221084594726562,0.0,23681024.0,0.0,969.486328125,740.74907028,-98.24993896484375,0.0,969.486328125,,0.0,49315.231316938196,0.0,0.02107664942741394
