training/critic_loss,training/log_alpha,eval/episode_reward_ctrl,eval/episode_success_hard,eval/episode_reward_survive,eval/episode_dist,eval/episode_success,_step,training/entropy,eval/episode_success_any,eval/episode_reward_near,eval/episode_reward,eval/episode_reward_dist,step,_timestamp,eval/episode_success_easy,_runtime,training/actor_loss,render,training/alpha_loss,training/sps
1.2345725297927856,0.0,0.0,0.0,0.0,28.142419815063477,941.826171875,9967616.0,0.0,0.9814453125,0.0,941.826171875,-28.142419815063477,9967616.0,1773449141.5374632,0.0,330.07078259,-77.2505111694336,"{'path': 'media/html/render_9967616_a1a76460b5932ddda0eb.html', 'size': 908213, '_type': 'html-file', 'sha256': 'a1a76460b5932ddda0ebd5734001c169bc444f11572376770045065dcdaba0f0'}",-1.4359017768583726e-05,49320.853282263044
1.1379643678665161,0.0,0.0,0.0,0.0,24.094253540039062,959.6982421875,10221568.0,0.0,0.9921875,0.0,959.6982421875,-24.094253540039062,10221568.0,1773449141.6997924,0.0,336.107784949,-78.81700134277344,,5.677131048287265e-05,49425.378015794195
1.0917539596557617,0.0,0.0,0.0,0.0,26.372421264648438,952.6875,10475520.0,0.0,0.98828125,0.0,952.6875,-26.372421264648438,10475520.0,1773449147.573824,0.0,341.976889043,-79.40584564208984,,8.487382729072124e-05,49319.325497108424
0.8869384527206421,0.0,0.0,0.0,0.0,26.317840576171875,954.876953125,10729472.0,0.0,0.9912109375,0.0,954.876953125,-26.317840576171875,10729472.0,1773449153.4430716,0.0,347.864111945,-81.8597412109375,,8.166678890120238e-05,49323.62134936853
0.7529260516166687,0.0,0.0,0.0,0.0,28.45611572265625,933.318359375,10983424.0,0.0,0.98046875,0.0,933.318359375,-28.45611572265625,10983424.0,1773449159.329564,0.0,353.736220819,-83.82198333740234,,8.555477688787505e-05,49183.75109201217
0.5882155895233154,0.0,0.0,0.0,0.0,27.492176055908203,935.8662109375,11237376.0,0.0,0.98828125,0.0,935.8662109375,-27.492176055908203,11237376.0,1773449180.3986444,0.0,368.931929644,-86.20108032226562,"{'path': 'media/html/render_11237376_c84ff881c07bffce599a.html', 'size': 908261, '_type': 'html-file', 'sha256': 'c84ff881c07bffce599a8010ed5700bc126bcea248a6b4dc4af0d3eed2334ac2'}",8.69359282660298e-05,49306.82587867973
0.423880398273468,0.0,0.0,0.0,0.0,26.1419734954834,950.431640625,11491328.0,0.0,0.9931640625,0.0,950.431640625,-26.1419734954834,11491328.0,1773449180.554683,0.0,374.978052699,-88.2405014038086,,8.098905527731404e-05,49087.85373334091
0.32021424174308777,0.0,0.0,0.0,0.0,25.722158432006836,966.8583984375,11745280.0,0.0,0.9990234375,0.0,966.8583984375,-25.722158432006836,11745280.0,1773449186.444195,0.0,380.888387437,-89.67662811279297,,4.6178687625797465e-05,49199.28789026677
0.2135399580001831,0.0,0.0,0.0,0.0,25.77640151977539,969.1201171875,11999232.0,0.0,0.998046875,0.0,969.1201171875,-25.77640151977539,11999232.0,1773449192.3546872,0.0,386.769863445,-91.39088439941406,,0.00010061552166007459,48947.28437179834
0.16281139850616455,0.0,0.0,0.0,0.0,25.624942779541016,970.921875,12253184.0,0.0,1.0,0.0,970.921875,-25.624942779541016,12253184.0,1773449198.2360115,0.0,392.677312061,-92.52356719970703,,6.716818461427465e-05,49224.134437682216
0.13822977244853973,0.0,0.0,0.0,0.0,26.14516830444336,963.212890625,12507136.0,0.0,0.998046875,0.0,963.212890625,-26.14516830444336,12507136.0,1773449218.9948142,0.0,407.528110776,-93.43426513671875,"{'path': 'media/html/render_12507136_6f334911fa45c30a550c.html', 'size': 904009, '_type': 'html-file', 'sha256': '6f334911fa45c30a550c8d4568ff78b06260c516442a0459829bded7605cc84d'}",-2.5351748263346963e-05,48975.75670584812
0.1231052353978157,0.0,0.0,0.0,0.0,24.58377456665039,968.7294921875,12761088.0,0.0,1.0,0.0,968.7294921875,-24.58377456665039,12761088.0,1773449219.149504,0.0,413.582459211,-94.36003875732422,,3.979426037403755e-05,49195.945252951875
0.09998250007629395,0.0,0.0,0.0,0.0,26.393035888671875,971.1767578125,13015040.0,0.0,0.9990234375,0.0,971.1767578125,-26.393035888671875,13015040.0,1773449225.0486128,0.0,419.471254061,-95.24272155761719,,6.263975228648633e-05,49109.34526420357
0.0895209088921547,0.0,0.0,0.0,0.0,26.513980865478516,959.69140625,13268992.0,0.0,1.0,0.0,959.69140625,-26.513980865478516,13268992.0,1773449230.9374223,0.0,425.363924466,-95.67247772216797,,1.4932561498426367e-05,49139.185297511714
0.08151613175868988,0.0,0.0,0.0,0.0,25.384714126586914,965.9580078125,13522944.0,0.0,0.9970703125,0.0,965.9580078125,-25.384714126586914,13522944.0,1773449236.830138,0.0,431.261563391,-95.98472595214844,,1.777032775862608e-05,49112.877686212356
0.07797826826572418,0.0,0.0,0.0,0.0,24.572113037109375,972.8642578125,13776896.0,0.0,1.0,0.0,972.8642578125,-24.572113037109375,13776896.0,1773449257.5696728,0.0,446.10299597,-96.07645416259766,"{'path': 'media/html/render_13776896_a02ceff87d6b4ee91d43.html', 'size': 909345, '_type': 'html-file', 'sha256': 'a02ceff87d6b4ee91d43af4db1a232244b6ac1a64c0e47b309e93b2b65afc77b'}",4.021011045551859e-05,49059.2532112993
0.07045130431652069,0.0,0.0,0.0,0.0,26.822208404541016,957.3720703125,14030848.0,0.0,1.0,0.0,957.3720703125,-26.822208404541016,14030848.0,1773449257.728016,0.0,452.157324547,-96.26161193847656,,9.953662811312824e-06,49115.59301494183
0.06483671069145203,0.0,0.0,0.0,0.0,27.671791076660156,965.1064453125,14284800.0,0.0,0.998046875,0.0,965.1064453125,-27.671791076660156,14284800.0,1773449263.6233773,0.0,458.032019162,-96.33769226074219,,1.4518394891638309e-05,49131.32472872075
0.059868618845939636,0.0,0.0,0.0,0.0,26.833656311035156,957.611328125,14538752.0,0.0,1.0,0.0,957.611328125,-26.833656311035156,14538752.0,1773449269.4980366,0.0,463.906012968,-96.45638275146484,,2.31477570196148e-05,49282.27659090231
0.05811133608222008,0.0,0.0,0.0,0.0,24.65771484375,967.431640625,14792704.0,0.0,1.0,0.0,967.431640625,-24.65771484375,14792704.0,1773449275.372118,0.0,469.785204256,-96.48561096191406,,-1.1724093383236323e-05,49277.30173065426
0.05299147963523865,0.0,0.0,0.0,0.0,26.212112426757812,960.3291015625,15046656.0,0.0,1.0,0.0,960.3291015625,-26.212112426757812,15046656.0,1773449296.3590727,0.0,484.892389207,-96.57355499267578,"{'size': 911981, '_type': 'html-file', 'sha256': '6b394e87defb8cb73ed5a39b172824d83adafd3dafc438bfb9b1365d99909ba1', 'path': 'media/html/render_15046656_6b394e87defb8cb73ed5.html'}",1.7116804883698933e-05,49238.44030833753
0.05043580010533333,0.0,0.0,0.0,0.0,24.35818099975586,974.787109375,15300608.0,0.0,1.0,0.0,974.787109375,-24.35818099975586,15300608.0,1773449296.5033576,0.0,490.925336446,-96.64987182617188,,1.4475938769464847e-05,49221.02952142864
0.04946526139974594,0.0,0.0,0.0,0.0,26.464643478393555,975.228515625,15554560.0,0.0,1.0,0.0,975.228515625,-26.464643478393555,15554560.0,1773449302.391522,0.0,496.801373247,-96.75042724609375,,1.3911920177633874e-05,49178.92779868418
0.04846002534031868,0.0,0.0,0.0,0.0,25.56756019592285,970.5439453125,15808512.0,0.0,1.0,0.0,970.5439453125,-25.56756019592285,15808512.0,1773449308.267547,0.0,502.685885118,-96.74851989746094,,-5.885681730433134e-06,49262.55405079785
0.046359628438949585,0.0,0.0,0.0,0.0,25.129764556884766,972.25,16062464.0,0.0,1.0,0.0,972.25,-25.129764556884766,16062464.0,1773449314.1519668,0.0,508.544193813,-96.93081665039062,,9.323120139015373e-06,49181.280284965105
0.04731262847781181,0.0,0.0,0.0,0.0,26.38599967956543,976.173828125,16316416.0,0.0,1.0,0.0,976.173828125,-26.38599967956543,16316416.0,1773449334.823161,0.0,523.356488958,-97.03081512451172,"{'sha256': '9110086bfbcaf59f9027f200ab78f7c18bd6d254bcc96305893aeebd6f8e99f1', 'path': 'media/html/render_16316416_9110086bfbcaf59f9027.html', 'size': 911033, '_type': 'html-file'}",-6.1204045778140426e-06,49419.844550958536
0.04490566998720169,0.0,0.0,0.0,0.0,25.70655059814453,975.0517578125,16570368.0,0.0,1.0,0.0,975.0517578125,-25.70655059814453,16570368.0,1773449334.9704373,0.0,529.388083933,-97.13233184814453,,2.3409556888509542e-05,49302.243131579984
0.0408356711268425,0.0,0.0,0.0,0.0,26.125686645507812,973.9697265625,16824320.0,0.0,1.0,0.0,973.9697265625,-26.125686645507812,16824320.0,1773449340.8541996,0.0,535.277037948,-97.225830078125,,1.2368806892482098e-05,49216.72877908629
0.042263567447662354,0.0,0.0,0.0,0.0,25.728687286376953,970.7529296875,17078272.0,0.0,0.9990234375,0.0,970.7529296875,-25.728687286376953,17078272.0,1773449346.743169,0.0,541.154919655,-97.33235168457031,,-1.2199728189443704e-05,49170.65047131773
0.042424120008945465,0.0,0.0,0.0,0.0,26.83047103881836,973.267578125,17332224.0,0.0,1.0,0.0,973.267578125,-26.83047103881836,17332224.0,1773449352.6211712,0.0,547.02918444,-97.38489532470703,,1.721357330097817e-05,49237.30226971935
0.04066169634461403,0.0,0.0,0.0,0.0,26.21036148071289,978.447265625,17586176.0,0.0,1.0,0.0,978.447265625,-26.21036148071289,17586176.0,1773449373.2647095,0.0,561.798008289,-97.4725341796875,"{'size': 911261, '_type': 'html-file', 'sha256': '7da9964eba448d1e514c561180e19b26eaf7b9a5f6277d06a6f2d6e991b586d3', 'path': 'media/html/render_17586176_7da9964eba448d1e514c.html'}",-8.562427865399513e-06,49290.94053454117
0.04193548113107681,0.0,0.0,0.0,0.0,26.50101089477539,973.6708984375,17840128.0,0.0,1.0,0.0,973.6708984375,-26.50101089477539,17840128.0,1773449373.4212139,0.0,567.836295318,-97.51895141601562,,1.9892263480869588e-06,49301.83236916095
0.041193969547748566,0.0,0.0,0.0,0.0,26.29230499267578,976.3984375,18094080.0,0.0,1.0,0.0,976.3984375,-26.29230499267578,18094080.0,1773449379.3024778,0.0,573.701845396,-97.47561645507812,,6.672721610812005e-06,49232.0497652567
0.04185054078698158,0.0,0.0,0.0,0.0,26.816335678100586,975.7177734375,18348032.0,0.0,1.0,0.0,975.7177734375,-26.816335678100586,18348032.0,1773449385.1680238,0.0,579.593136801,-97.47689819335938,,-5.268592303764308e-06,49380.34828384876
0.04168418049812317,0.0,0.0,0.0,0.0,26.161563873291016,957.8125,18601984.0,0.0,1.0,0.0,957.8125,-26.161563873291016,18601984.0,1773449391.0592568,0.0,585.465747498,-97.51627349853516,,6.865535397082567e-06,49132.49413506252
0.04103373736143112,0.0,0.0,0.0,0.0,28.87569236755371,963.7294921875,18855936.0,0.0,0.9970703125,0.0,963.7294921875,-28.87569236755371,18855936.0,1773449411.8983278,0.0,600.43162299,-97.58522033691406,"{'sha256': '57cfe3854a9b769679739413cbebacd4cdf59bcfee9a342103db1e14f315c1ae', 'path': 'media/html/render_18855936_57cfe3854a9b76967973.html', 'size': 910585, '_type': 'html-file'}",1.2108483133488335e-05,49292.43690694961
0.0405951589345932,0.0,0.0,0.0,0.0,27.484386444091797,970.9970703125,19109888.0,0.0,1.0,0.0,970.9970703125,-27.484386444091797,19109888.0,1773449412.0539927,0.0,606.468612728,-97.59852600097656,,-1.0563070418356801e-06,49159.09502602591
0.041052501648664474,0.0,0.0,0.0,0.0,27.675216674804688,968.576171875,19363840.0,0.0,0.9990234375,0.0,968.576171875,-27.675216674804688,19363840.0,1773449417.934715,0.0,612.3552218,-97.6381607055664,,-2.5217570964741753e-06,49238.65426547259
0.04467550665140152,0.0,0.0,0.0,0.0,27.025657653808594,959.8369140625,19617792.0,0.0,0.9990234375,0.0,959.8369140625,-27.025657653808594,19617792.0,1773449423.8214915,0.0,618.222197702,-97.71941375732422,,-2.49725394496636e-06,49165.90917688156
0.04145004600286484,0.0,0.0,0.0,0.0,26.38091278076172,977.265625,19871744.0,0.0,1.0,0.0,977.265625,-26.38091278076172,19871744.0,1773449429.6884217,0.0,624.110516011,-97.80207061767578,,3.6030833143740892e-06,49360.7073065627
0.03742651641368866,0.0,0.0,0.0,0.0,25.4090633392334,968.8583984375,20125696.0,0.0,0.9951171875,0.0,968.8583984375,-25.4090633392334,20125696.0,1773449450.486638,0.0,639.019975295,-97.85106658935547,"{'path': 'media/html/render_20125696_168db06585e37ef0f974.html', 'size': 907289, '_type': 'html-file', 'sha256': '168db06585e37ef0f974ae78df9239bb26b70867c0770d4fb34c5fc355185963'}",9.66691914072726e-06,49148.95331386051
0.03712053224444389,0.0,0.0,0.0,0.0,26.305007934570312,964.986328125,20379648.0,0.0,0.994140625,0.0,964.986328125,-26.305007934570312,20379648.0,1773449450.6384037,0.0,645.062068858,-97.88858032226562,,-2.1431135337479645e-06,49252.10998587244
0.038313768804073334,0.0,0.0,0.0,0.0,27.68428611755371,945.3759765625,20633600.0,0.0,0.998046875,0.0,945.3759765625,-27.68428611755371,20633600.0,1773449456.5282345,0.0,650.936614306,-97.90030670166016,,1.5860416169743985e-05,49150.26190622203
0.03861500695347786,0.0,0.0,0.0,0.0,26.749439239501953,973.48046875,20887552.0,0.0,0.998046875,0.0,973.48046875,-26.749439239501953,20887552.0,1773449462.4028718,0.0,656.825241657,-97.89403533935547,,-1.016221631289227e-05,49264.65250954661
0.04306027293205261,0.0,0.0,0.0,0.0,26.094463348388672,962.9404296875,21141504.0,0.0,0.9990234375,0.0,962.9404296875,-26.094463348388672,21141504.0,1773449468.2913432,0.0,662.709561291,-97.8964614868164,,-1.1612614798650611e-06,49178.04226852507
0.03866422176361084,0.0,0.0,0.0,0.0,26.664087295532227,973.80078125,21395456.0,0.0,1.0,0.0,973.80078125,-26.664087295532227,21395456.0,1773449489.0258906,0.0,677.559227541,-98.05081939697266,"{'size': 909029, '_type': 'html-file', 'sha256': 'bc355134100b2ab8688f20a05567abbb5b40a588cc9943b06d2d059d8bf055c9', 'path': 'media/html/render_21395456_bc355134100b2ab8688f.html'}",4.4980089342061547e-07,49177.75618098176
0.03882089629769325,0.0,0.0,0.0,0.0,26.030988693237305,979.25,21649408.0,0.0,1.0,0.0,979.25,-26.030988693237305,21649408.0,1773449489.1809793,0.0,683.598972664,-98.1391830444336,,2.253902721349732e-06,49237.878110685204
0.03473896160721779,0.0,0.0,0.0,0.0,27.144163131713867,978.7353515625,21903360.0,0.0,1.0,0.0,978.7353515625,-27.144163131713867,21903360.0,1773449495.0651798,0.0,689.483048539,-98.16301727294922,,2.686955667741131e-05,49219.4283111276
0.03518229350447655,0.0,0.0,0.0,0.0,26.915771484375,974.2998046875,22157312.0,0.0,1.0,0.0,974.2998046875,-26.915771484375,22157312.0,1773449500.949311,0.0,695.363761274,-98.21985626220703,,-3.074125743296463e-06,49185.93369333226
0.03505347669124603,0.0,0.0,0.0,0.0,26.99899673461914,971.1220703125,22411264.0,0.0,1.0,0.0,971.1220703125,-26.99899673461914,22411264.0,1773449506.8299508,0.0,701.257169192,-98.22903442382812,,-1.2534541383502074e-05,49391.7331516595
0.03274168819189072,0.0,0.0,0.0,0.0,26.36509895324707,976.8447265625,22665216.0,0.0,1.0,0.0,976.8447265625,-26.36509895324707,22665216.0,1773449527.6824286,0.0,716.215753122,-98.2677993774414,"{'path': 'media/html/render_22665216_f9c81992eb6fedfd7d75.html', 'size': 906505, '_type': 'html-file', 'sha256': 'f9c81992eb6fedfd7d750b77ce701b82409a66e5b2504adab8a0feda1c52813d'}",1.3239504369266797e-05,49125.57595711917
0.033159248530864716,0.0,0.0,0.0,0.0,26.053611755371094,979.4326171875,22919168.0,0.0,1.0,0.0,979.4326171875,-26.053611755371094,22919168.0,1773449527.8286927,0.0,722.251513134,-98.27375030517578,,6.502895757876104e-06,49041.50826521641
0.02996974065899849,0.0,0.0,0.0,0.0,26.86597442626953,978.25,23173120.0,0.0,1.0,0.0,978.25,-26.86597442626953,23173120.0,1773449533.717797,0.0,728.137788829,-98.29296112060547,,3.047603513550712e-06,49174.46868367731
0.024065734818577766,0.0,0.0,0.0,0.0,27.389446258544922,977.3798828125,23427072.0,0.0,0.9990234375,0.0,977.3798828125,-27.389446258544922,23427072.0,1773449539.6040342,0.0,734.024752348,-98.37775421142578,,1.5595000149914995e-05,49154.94800946465
0.028519129380583763,0.0,0.0,0.0,0.0,25.654178619384766,978.1767578125,23681024.0,0.0,0.9990234375,0.0,978.1767578125,-25.654178619384766,23681024.0,1773449545.491019,0.0,739.911127991,-98.42572021484375,,6.943697371752933e-06,49165.21020267579
0.025975409895181656,0.0,0.0,0.0,0.0,26.090068817138672,978.53515625,23934976.0,0.0,1.0,0.0,978.53515625,-26.090068817138672,23934976.0,1773449566.3889165,0.0,754.922247225,-98.43850708007812,"{'sha256': 'f040f70edbaa325a8ec034614dbe181d58dfbc229c4345c76e02aa9df1f918bf', 'path': 'media/html/render_23934976_f040f70edbaa325a8ec0.html', 'size': 907689, '_type': 'html-file'}",6.200632469699485e-06,49179.57720773617
