training/sps,training/actor_loss,eval/episode_success_easy,training/log_alpha,eval/episode_reward_survive,_step,eval/episode_reward_near,eval/episode_dist,training/alpha_loss,step,eval/episode_reward,render,training/entropy,eval/episode_success_any,eval/episode_reward_dist,eval/episode_success_hard,eval/episode_success,training/critic_loss,_runtime,_timestamp,eval/episode_reward_ctrl
49759.541031495726,-75.13422393798828,0.0,0.0,0.0,8697856.0,0.0,23.53864288330078,8.197868010029197e-05,8697856.0,968.7568359375,"{'path': 'media/html/render_8697856_8149a6c38cbca29c266c.html', 'size': 906561, '_type': 'html-file', 'sha256': '8149a6c38cbca29c266c0feca33532a26f9ee0287134e582625f49dcbcf561b2'}",0.0,0.9990234375,-23.53864288330078,0.0,968.7568359375,1.1113191843032837,291.042084185,1773460315.4039173,0.0
49553.34330871248,-75.9227523803711,0.0,0.0,0.0,8951808.0,0.0,23.257204055786133,7.156688661780208e-05,8951808.0,964.7021484375,,0.0,0.9970703125,-23.257204055786133,0.0,964.7021484375,1.0910557508468628,297.014205025,1773460315.5582535,0.0
49831.27568438293,-76.32321166992188,0.0,0.0,0.0,9205760.0,0.0,23.584482192993164,-4.4693017116514966e-05,9205760.0,969.7939453125,,0.0,0.9990234375,-23.584482192993164,0.0,969.7939453125,1.0544464588165283,302.845420509,1773460321.3754125,0.0
49679.39621453141,-77.42144012451172,0.0,0.0,0.0,9459712.0,0.0,23.55166244506836,6.900313019286841e-05,9459712.0,969.6015625,,0.0,0.998046875,-23.55166244506836,0.0,969.6015625,1.0132551193237305,308.673449707,1773460327.2062297,0.0
49695.537604219775,-78.35620880126953,0.0,0.0,0.0,9713664.0,0.0,25.997711181640625,7.656084198970348e-05,9713664.0,966.84765625,,0.0,0.998046875,-25.997711181640625,0.0,966.84765625,0.9621310234069824,314.517197017,1773460333.0347006,0.0
49548.67083166586,-77.96819305419922,0.0,0.0,0.0,9967616.0,0.0,23.924657821655273,5.4673778322467115e-06,9967616.0,971.59375,"{'_type': 'html-file', 'sha256': '205f8952fc9bc3eccac9d337c90a6b567e381aa24e953449327e1487f117bd2e', 'path': 'media/html/render_9967616_205f8952fc9bc3eccac9.html', 'size': 906777}",0.0,1.0,-23.924657821655273,0.0,971.59375,0.9766034483909607,329.209322839,1773460353.571079,0.0
49787.560802649874,-78.6935043334961,0.0,0.0,0.0,10221568.0,0.0,24.64548683166504,3.718738298630342e-05,10221568.0,968.6435546875,,0.0,0.9990234375,-24.64548683166504,0.0,968.6435546875,0.9563276767730713,335.220145469,1773460353.736022,0.0
49573.140225533534,-80.79068756103516,0.0,0.0,0.0,10475520.0,0.0,24.051321029663086,3.993995414930396e-05,10475520.0,967.24609375,,0.0,0.998046875,-24.051321029663086,0.0,967.24609375,0.881266176700592,341.067485241,1773460359.5814505,0.0
49520.82022902508,-82.65575408935547,0.0,0.0,0.0,10729472.0,0.0,25.158042907714844,7.030017877696082e-05,10729472.0,968.134765625,,0.0,0.9990234375,-25.158042907714844,0.0,968.134765625,0.8099833130836487,346.933442592,1773460365.428926,0.0
49357.55997897899,-85.52011108398438,0.0,0.0,0.0,10983424.0,0.0,25.10956573486328,0.00011478690430521965,10983424.0,956.1728515625,,0.0,0.9931640625,-25.10956573486328,0.0,956.1728515625,0.6877700686454773,352.770830995,1773460371.2946973,0.0
49613.061168093824,-87.36302947998047,0.0,0.0,0.0,11237376.0,0.0,27.006826400756836,2.4677829060237855e-05,11237376.0,942.5224609375,"{'path': 'media/html/render_11237376_50a98d10957a607885dc.html', 'size': 906041, '_type': 'html-file', 'sha256': '50a98d10957a607885dcaee31c09801726aefe3a2f9a16214a11e8a3c2d5c2b3'}",0.0,0.998046875,-27.006826400756836,0.0,942.5224609375,0.56395024061203,367.891382048,1773460392.2532344,0.0
49364.632879285185,-89.44409942626953,0.0,0.0,0.0,11491328.0,0.0,27.890399932861328,0.00010226666199741885,11491328.0,946.4189453125,,0.0,0.9892578125,-27.890399932861328,0.0,946.4189453125,0.4325999915599823,373.914879282,1773460392.4321795,0.0
49599.005656507084,-90.716552734375,0.0,0.0,0.0,11745280.0,0.0,24.672393798828125,6.992846465436742e-05,11745280.0,969.5908203125,,0.0,0.9990234375,-24.672393798828125,0.0,969.5908203125,0.31703248620033264,379.77767857,1773460398.2761958,0.0
49389.00781607541,-91.98883819580078,0.0,0.0,0.0,11999232.0,0.0,24.168872833251953,3.355252556502819e-05,11999232.0,974.380859375,,0.0,1.0,-24.168872833251953,0.0,974.380859375,0.2862502932548523,385.619441586,1773460404.1390135,0.0
49581.45900209688,-93.30480194091797,0.0,0.0,0.0,12253184.0,0.0,26.84560775756836,8.253714622696862e-05,12253184.0,944.91796875,,0.0,0.99609375,-26.84560775756836,0.0,944.91796875,0.18530000746250153,391.483897391,1773460409.9803913,0.0
49369.00985116601,-94.28214263916016,0.0,0.0,0.0,12507136.0,0.0,27.47197151184082,3.824168015853502e-05,12507136.0,956.8857421875,"{'path': 'media/html/render_12507136_f7f85d13fa57387359fe.html', 'size': 905861, '_type': 'html-file', 'sha256': 'f7f85d13fa57387359fefd2f82dc7cce2e4d955348dde11bb3228f943635bb38'}",0.0,0.998046875,-27.47197151184082,0.0,956.8857421875,0.1330767422914505,406.291179838,1773460430.6527598,0.0
49613.61116757251,-94.64485168457031,0.0,0.0,0.0,12761088.0,0.0,26.209178924560547,3.0037677788641304e-05,12761088.0,970.75390625,,0.0,0.9990234375,-26.209178924560547,0.0,970.75390625,0.13846102356910706,412.305832576,1773460430.8204725,0.0
49575.32752787411,-95.15802001953125,0.0,0.0,0.0,13015040.0,0.0,24.599077224731445,2.9682774766115472e-05,13015040.0,972.787109375,,0.0,1.0,-24.599077224731445,0.0,972.787109375,0.11069345474243164,418.144907753,1773460436.6670427,0.0
49607.63577632168,-95.50543975830078,0.0,0.0,0.0,13268992.0,0.0,24.93825340270996,1.1991789506282657e-05,13268992.0,965.619140625,,0.0,1.0,-24.93825340270996,0.0,965.619140625,0.09881478548049927,423.995240764,1773460442.5061722,0.0
49502.891714225654,-95.90833282470703,0.0,0.0,0.0,13522944.0,0.0,26.538175582885742,2.6724577764980495e-05,13522944.0,967.6875,,0.0,1.0,-26.538175582885742,0.0,967.6875,0.08659056574106216,429.836593652,1773460448.3564856,0.0
49583.92401902653,-96.05068969726562,0.0,0.0,0.0,13776896.0,0.0,25.262561798095703,1.1997520232398529e-05,13776896.0,968.56640625,"{'path': 'media/html/render_13776896_a2f10e8073d393827ba8.html', 'size': 909609, '_type': 'html-file', 'sha256': 'a2f10e8073d393827ba854b5fd911fbb9ca47ac5636e2b15012bd86640436d27'}",0.0,0.998046875,-25.262561798095703,0.0,968.56640625,0.07265850901603699,444.540937729,1773460468.9027646,0.0
49515.214734667905,-96.18241119384766,0.0,0.0,0.0,14030848.0,0.0,27.01245880126953,1.1996142347925343e-05,14030848.0,970.541015625,,0.0,1.0,-27.01245880126953,0.0,970.541015625,0.07299449294805527,450.556181624,1773460469.0563285,0.0
49454.76304763746,-96.5436782836914,0.0,0.0,0.0,14284800.0,0.0,24.87704086303711,5.0578341870277654e-06,14284800.0,969.0654296875,,0.0,1.0,-24.87704086303711,0.0,969.0654296875,0.06646514683961868,456.401797254,1773460474.9175093,0.0
49549.2816382406,-96.75016784667969,0.0,0.0,0.0,14538752.0,0.0,24.47927474975586,2.553993726905901e-05,14538752.0,975.8505859375,,0.0,1.0,-24.47927474975586,0.0,975.8505859375,0.06041413173079491,462.244634666,1773460480.7629821,0.0
49556.61018629745,-96.89990997314453,0.0,0.0,0.0,14792704.0,0.0,25.76658058166504,1.3512672012438998e-05,14792704.0,971.291015625,,0.0,1.0,-25.76658058166504,0.0,971.291015625,0.05378700792789459,468.088572609,1773460486.6059222,0.0
49566.40187128599,-97.06067657470703,0.0,0.0,0.0,15046656.0,0.0,25.62720489501953,1.0640510481607635e-06,15046656.0,967.6357421875,"{'path': 'media/html/render_15046656_d8f6b8d5f72567427ec3.html', 'size': 906137, '_type': 'html-file', 'sha256': 'd8f6b8d5f72567427ec3df345e618838fc35d6c8b99bf17099a3674a844108cc'}",0.0,1.0,-25.62720489501953,0.0,967.6357421875,0.05464828014373779,483.480196213,1773460507.8420331,0.0
49494.73037178346,-97.2716064453125,0.0,0.0,0.0,15300608.0,0.0,25.256446838378906,9.229111128661316e-06,15300608.0,958.951171875,,0.0,1.0,-25.256446838378906,0.0,958.951171875,0.04648282751441002,489.492240266,1773460507.9889739,0.0
49443.635998561,-97.27069091796875,0.0,0.0,0.0,15554560.0,0.0,26.579776763916016,7.82399183663074e-06,15554560.0,957.927734375,,0.0,1.0,-26.579776763916016,0.0,957.927734375,0.04675484821200371,495.337511759,1773460513.853351,0.0
49533.51612739413,-97.4052734375,0.0,0.0,0.0,15808512.0,0.0,28.865333557128906,7.187076789705316e-06,15808512.0,943.0712890625,,0.0,1.0,-28.865333557128906,0.0,943.0712890625,0.03998155891895294,501.176235278,1773460519.6989224,0.0
49609.34783526829,-97.46086120605469,0.0,0.0,0.0,16062464.0,0.0,25.164451599121094,-6.456969003920676e-06,16062464.0,970.849609375,,0.0,1.0,-25.164451599121094,0.0,970.849609375,0.04102296009659767,507.005124098,1773460525.5375855,0.0
49693.97260782952,-97.55245208740234,0.0,0.0,0.0,16316416.0,0.0,24.92096710205078,5.4421925597125664e-06,16316416.0,964.08203125,"{'path': 'media/html/render_16316416_46e0814e4a9dd9ba0ed0.html', 'size': 905421, '_type': 'html-file', 'sha256': '46e0814e4a9dd9ba0ed0cdece67c3a4ddc673ee9720967b4afc7ba1e734968dc'}",0.0,1.0,-24.92096710205078,0.0,964.08203125,0.03819796070456505,521.785487084,1773460546.1473093,0.0
49638.7994141686,-97.6236572265625,0.0,0.0,0.0,16570368.0,0.0,25.156246185302734,2.3394153686240315e-05,16570368.0,965.3203125,,0.0,1.0,-25.156246185302734,0.0,965.3203125,0.03385310620069504,527.798788693,1773460546.2949064,0.0
49386.887300820716,-97.6722412109375,0.0,0.0,0.0,16824320.0,0.0,26.720252990722656,1.1175626241310965e-05,16824320.0,974.2431640625,,0.0,1.0,-26.720252990722656,0.0,974.2431640625,0.031742293387651443,533.659396168,1773460552.16007,0.0
49417.00147863349,-97.74188232421875,0.0,0.0,0.0,17078272.0,0.0,24.841724395751953,5.225572294875747e-06,17078272.0,970.56640625,,0.0,1.0,-24.841724395751953,0.0,970.56640625,0.031226608902215958,539.518469315,1773460558.020641,0.0
49407.29622723559,-97.79719543457031,0.0,0.0,0.0,17332224.0,0.0,25.54535675048828,-3.6561769434229063e-07,17332224.0,970.4853515625,,0.0,1.0,-25.54535675048828,0.0,970.4853515625,0.028568245470523834,545.365598685,1773460563.8796651,0.0
49533.03930906939,-97.84883880615234,0.0,0.0,0.0,17586176.0,0.0,24.57136344909668,8.701726983417757e-06,17586176.0,976.9521484375,"{'path': 'media/html/render_17586176_8849b971388b15ab61c7.html', 'size': 911389, '_type': 'html-file', 'sha256': '8849b971388b15ab61c754974bb9e7fa09b2974f167be5a07c1cb35627e0323a'}",0.0,0.9990234375,-24.57136344909668,0.0,976.9521484375,0.027790671214461327,560.211043193,1773460584.5728476,0.0
49442.688123744876,-97.86183166503906,0.0,0.0,0.0,17840128.0,0.0,24.8619384765625,2.46668992076593e-06,17840128.0,971.5087890625,,0.0,1.0,-24.8619384765625,0.0,971.5087890625,0.02829723246395588,566.227747639,1773460584.7324347,0.0
49487.97882643984,-97.9478759765625,0.0,0.0,0.0,18094080.0,0.0,24.88443374633789,7.439743512804853e-06,18094080.0,975.0625,,0.0,1.0,-24.88443374633789,0.0,975.0625,0.026102544739842415,572.081447043,1773460590.589069,0.0
49487.43160885322,-97.9811019897461,0.0,0.0,0.0,18348032.0,0.0,24.587390899658203,-1.3163268704374786e-05,18348032.0,975.7705078125,,0.0,1.0,-24.587390899658203,0.0,975.7705078125,0.027309881523251534,577.937694432,1773460596.4427898,0.0
49454.29233654135,-98.03364562988281,0.0,0.0,0.0,18601984.0,0.0,25.114410400390625,3.639604983618483e-06,18601984.0,976.666015625,,0.0,0.9990234375,-25.114410400390625,0.0,976.666015625,0.025774462148547173,583.782309148,1773460602.2989461,0.0
49557.76764499291,-98.07421112060547,0.0,0.0,0.0,18855936.0,0.0,25.400279998779297,1.5676929251640104e-05,18855936.0,976.08203125,"{'_type': 'html-file', 'sha256': 'bdc9384fed320a8d92642b3c7d3e546e97438e69a9dc3570153f921808a564d2', 'path': 'media/html/render_18855936_bdc9384fed320a8d9264.html', 'size': 912985}",0.0,1.0,-25.400279998779297,0.0,976.08203125,0.02520843595266342,598.799683826,1773460623.1614997,0.0
49301.533429703704,-98.10458374023438,0.0,0.0,0.0,19109888.0,0.0,26.429351806640625,-2.521289616197464e-06,19109888.0,967.0517578125,,0.0,1.0,-26.429351806640625,0.0,967.0517578125,0.02600071392953396,604.812976922,1773460623.3119586,0.0
49412.24464971854,-98.10061645507812,0.0,0.0,0.0,19363840.0,0.0,27.422061920166016,4.583271220326424e-06,19363840.0,965.591796875,,0.0,1.0,-27.422061920166016,0.0,965.591796875,0.030661549419164658,610.673603182,1773460629.1743586,0.0
49434.68427682799,-98.07649230957031,0.0,0.0,0.0,19617792.0,0.0,26.329879760742188,-1.4862055650155526e-05,19617792.0,970.8330078125,,0.0,1.0,-26.329879760742188,0.0,970.8330078125,0.02603074721992016,616.520322349,1773460635.0350733,0.0
49539.494411462874,-98.16542053222656,0.0,0.0,0.0,19871744.0,0.0,26.48103904724121,1.7962829588213935e-05,19871744.0,963.7646484375,,0.0,1.0,-26.48103904724121,0.0,963.7646484375,0.026023702695965767,622.380414143,1773460640.881636,0.0
49412.290494301094,-98.19770050048828,0.0,0.0,0.0,20125696.0,0.0,27.521869659423828,-2.2230308331927517e-06,20125696.0,972.0439453125,"{'path': 'media/html/render_20125696_094d7a73a9f23f0696e0.html', 'size': 910717, '_type': 'html-file', 'sha256': '094d7a73a9f23f0696e0f3c87b5cb9bf63ccabcd42c14662e1e7193dd9f0e775'}",0.0,1.0,-27.521869659423828,0.0,972.0439453125,0.024132534861564636,637.369540748,1773460661.7313874,0.0
49474.4123200381,-98.1990737915039,0.0,0.0,0.0,20379648.0,0.0,26.559280395507812,1.3567601854447275e-05,20379648.0,968.91015625,,0.0,0.9951171875,-26.559280395507812,0.0,968.91015625,0.025945985689759254,643.384413136,1773460661.8868573,0.0
49422.38525041721,-98.17133331298828,0.0,0.0,0.0,20633600.0,0.0,27.67060089111328,-4.623327185981907e-05,20633600.0,956.3828125,,0.0,1.0,-27.67060089111328,0.0,956.3828125,0.03621257096529007,649.234043642,1773460667.7457912,0.0
49500.63488444807,-98.13119506835938,0.0,0.0,0.0,20887552.0,0.0,26.365062713623047,1.9293654986540787e-05,20887552.0,977.7587890625,,0.0,1.0,-26.365062713623047,0.0,977.7587890625,0.025451229885220528,655.09359026,1773460673.5954416,0.0
49430.6787371701,-98.19972229003906,0.0,0.0,0.0,21141504.0,0.0,28.102005004882812,-2.1359815036703367e-06,21141504.0,951.8251953125,,0.0,0.990234375,-28.102005004882812,0.0,951.8251953125,0.025316443294286728,660.957036167,1773460679.4549134,0.0
49363.392916478064,-98.24903106689453,0.0,0.0,0.0,21395456.0,0.0,27.2170467376709,1.585559584782459e-05,21395456.0,965.732421875,"{'size': 914121, '_type': 'html-file', 'sha256': 'd40fcb9d15b582aa18c2444558f07c7665e5f77ad705c4cd7ab54a36148407ea', 'path': 'media/html/render_21395456_d40fcb9d15b582aa18c2.html'}",0.0,0.99609375,-27.2170467376709,0.0,965.732421875,0.024723075330257416,675.881237378,1773460700.2430744,0.0
49368.01907289699,-98.27714538574219,0.0,0.0,0.0,21649408.0,0.0,26.713829040527344,-1.159005842055194e-05,21649408.0,966.2587890625,,0.0,0.99609375,-26.713829040527344,0.0,966.2587890625,0.025080949068069458,681.90190714,1773460700.3942606,0.0
49345.031831021486,-98.323974609375,0.0,0.0,0.0,21903360.0,0.0,26.018085479736328,-1.1601790902204812e-05,21903360.0,973.5712890625,,0.0,0.99609375,-26.018085479736328,0.0,973.5712890625,0.03193799406290054,687.776430949,1773460706.263292,0.0
49263.55199259996,-98.3450698852539,0.0,0.0,0.0,22157312.0,0.0,26.743297576904297,8.245410754170734e-06,22157312.0,975.1982421875,,0.0,0.9990234375,-26.743297576904297,0.0,975.1982421875,0.02471352554857731,693.648191118,1773460712.1378171,0.0
49493.68854517855,-98.37909698486328,0.0,0.0,0.0,22411264.0,0.0,26.3867130279541,2.2841884401714196e-06,22411264.0,970.2646484375,,0.0,0.9951171875,-26.3867130279541,0.0,970.2646484375,0.026479551568627357,699.524348332,1773460718.0095322,0.0
49259.92496392283,-98.32389068603516,0.0,0.0,0.0,22665216.0,0.0,26.69533348083496,1.0348069736210164e-05,22665216.0,975.6787109375,"{'path': 'media/html/render_22665216_1e3a3444c0e150b45150.html', 'size': 909981, '_type': 'html-file', 'sha256': '1e3a3444c0e150b45150a8bb07cddd6f99ab0f19da5ba417b2ac554d1a0cf19b'}",0.0,1.0,-26.69533348083496,0.0,975.6787109375,0.02588215470314026,714.295755659,1773460738.6575906,0.0
49299.876777510464,-98.288330078125,0.0,0.0,0.0,22919168.0,0.0,26.10870361328125,-7.527150046371389e-06,22919168.0,970.8701171875,,0.0,1.0,-26.10870361328125,0.0,970.8701171875,0.03168640658259392,720.312651533,1773460738.8093076,0.0
49395.43688383632,-98.29662322998047,0.0,0.0,0.0,23173120.0,0.0,25.80071258544922,-6.941049832676072e-07,23173120.0,972.1640625,,0.0,1.0,-25.80071258544922,0.0,972.1640625,0.02912124991416931,726.181375868,1773460744.6740496,0.0
49316.21769417286,-98.35492706298828,0.0,0.0,0.0,23427072.0,0.0,29.661041259765625,-3.224046668037772e-05,23427072.0,965.912109375,,0.0,0.99609375,-29.661041259765625,0.0,965.912109375,0.033273983746767044,732.042485474,1773460750.5427413,0.0
49420.4888732993,-98.33988189697266,0.0,0.0,0.0,23681024.0,0.0,25.530370712280273,1.947776399902068e-05,23681024.0,972.6376953125,,0.0,0.9990234375,-25.530370712280273,0.0,972.6376953125,0.0338161326944828,737.897673064,1773460756.4037666,0.0
