training/entropy,eval/episode_reward_near,_runtime,training/sps,step,eval/episode_reward_dist,eval/episode_success,eval/episode_success_hard,training/log_alpha,training/alpha_loss,eval/episode_reward,_step,eval/episode_success_any,_timestamp,render,eval/episode_success_easy,eval/episode_reward_ctrl,training/critic_loss,eval/episode_reward_survive,eval/episode_dist,training/actor_loss
0.0,0.0,122.38548969,49438.43346273526,3364864.0,-60.315521240234375,593.3173828125,0.0,0.0,-1.955057814484462e-05,593.3173828125,3364864.0,0.83203125,1773453751.7329261,,0.0,0.0,1.1187671422958374,0.0,60.315521240234375,-11.03715705871582
0.0,0.0,137.430369166,49489.390611728486,3618816.0,-60.586761474609375,635.8876953125,0.0,0.0,-7.821539475116879e-05,635.8876953125,3618816.0,0.853515625,1773453772.633041,"{'sha256': '98d75cc1c765141205cef9e3ad265c1707c1b9934308a8636047d01758ccf848', 'path': 'media/html/render_3618816_98d75cc1c765141205ce.html', 'size': 910197, '_type': 'html-file'}",0.0,0.0,1.2028326988220215,0.0,60.586761474609375,-13.73056411743164
0.0,0.0,143.427730581,49399.93158310604,3872768.0,-53.58430099487305,657.783203125,0.0,0.0,-4.5057342504151165e-05,657.783203125,3872768.0,0.9072265625,1773453772.7834232,,0.0,0.0,1.285508155822754,0.0,53.58430099487305,-16.3814697265625
0.0,0.0,149.281434143,49581.46131005053,4126720.0,-39.713890075683594,806.833984375,0.0,0.0,-0.00011014727351721376,806.833984375,4126720.0,0.9560546875,1773453778.6296453,,0.0,0.0,1.3286453485488892,0.0,39.713890075683594,-20.242000579833984
0.0,0.0,155.13938602,49466.788735831,4380672.0,-41.88275909423828,817.68359375,0.0,0.0,-8.683042688062415e-05,817.68359375,4380672.0,0.9482421875,1773453784.4836388,,0.0,0.0,1.464102864265442,0.0,41.88275909423828,-24.38043785095215
0.0,0.0,160.9912084,49422.724641602945,4634624.0,-38.7783088684082,868.1875,0.0,0.0,-0.0001383723138133064,868.1875,4634624.0,0.955078125,1773453790.341636,,0.0,0.0,1.6227343082427979,0.0,38.7783088684082,-29.183032989501953
0.0,0.0,175.751862988,49529.32873233508,4888576.0,-35.29599380493164,871.58203125,0.0,0.0,-6.858699634904042e-05,871.58203125,4888576.0,0.97265625,1773453810.9545968,"{'_type': 'html-file', 'sha256': '0fad51c6256a8ef8ee9f27ab3a9627694e274521b7fcdaa6124d7f1bcb337ed1', 'path': 'media/html/render_4888576_0fad51c6256a8ef8ee9f.html', 'size': 909793}",0.0,0.0,1.7600953578948975,0.0,35.29599380493164,-33.73926544189453
0.0,0.0,181.773618404,49335.43708891841,5142528.0,-32.07268142700195,899.6826171875,0.0,0.0,-3.0851788324071094e-05,899.6826171875,5142528.0,0.978515625,1773453811.1028688,,0.0,0.0,1.8152393102645874,0.0,32.07268142700195,-38.56328582763672
0.0,0.0,187.614671857,49335.190298666465,5396480.0,-31.791343688964844,897.583984375,0.0,0.0,-3.9593083783984184e-05,897.583984375,5396480.0,0.9765625,1773453816.9758723,,0.0,0.0,1.832353115081787,0.0,31.791343688964844,-43.07661056518555
0.0,0.0,193.468940944,49600.02189577592,5650432.0,-31.213497161865234,906.30859375,0.0,0.0,8.11774589237757e-05,906.30859375,5650432.0,0.9775390625,1773453822.816555,,0.0,0.0,1.8167295455932617,0.0,31.213497161865234,-47.9815673828125
0.0,0.0,199.322788006,49478.44793461118,5904384.0,-31.21799659729004,926.416015625,0.0,0.0,-0.0001043104421114549,926.416015625,5904384.0,0.9951171875,1773453828.6711876,,0.0,0.0,1.9129014015197754,0.0,31.21799659729004,-49.778961181640625
0.0,0.0,214.314042778,49473.96191642694,6158336.0,-31.985410690307617,899.10546875,0.0,0.0,9.733268962008879e-05,899.10546875,6158336.0,0.984375,1773453849.5167687,"{'path': 'media/html/render_6158336_7ab5f1a6455b899b5dc1.html', 'size': 910021, '_type': 'html-file', 'sha256': '7ab5f1a6455b899b5dc13e09c6169d5a5c018810e03b384d3d6ba9de04a415aa'}",0.0,0.0,1.873703956604004,0.0,31.985410690307617,-53.04790115356445
0.0,0.0,220.335446411,49436.20315632761,6412288.0,-31.603713989257812,890.15234375,0.0,0.0,1.0695062883314677e-05,890.15234375,6412288.0,0.9580078125,1773453849.6638272,,0.0,0.0,1.7894264459609985,0.0,31.603713989257812,-55.67001724243164
0.0,0.0,226.179598928,49325.14483238117,6666240.0,-33.74117660522461,860.02734375,0.0,0.0,2.4026976461755112e-05,860.02734375,6666240.0,0.9443359375,1773453855.5375352,,0.0,0.0,1.7869478464126587,0.0,33.74117660522461,-57.64208221435547
0.0,0.0,232.048526592,49580.73200739071,6920192.0,-30.87331771850586,895.91796875,0.0,0.0,0.0001766040950315073,895.91796875,6920192.0,0.9619140625,1773453861.3818092,,0.0,0.0,1.7093901634216309,0.0,30.87331771850586,-59.80406951904297
0.0,0.0,237.918256527,49329.74326108228,7174144.0,-30.391738891601562,947.0966796875,0.0,0.0,-1.0707110959629063e-05,947.0966796875,7174144.0,0.9990234375,1773453867.2507472,,0.0,0.0,1.6604028940200806,0.0,30.391738891601562,-61.4587287902832
0.0,0.0,253.023616772,49330.00370445603,7428096.0,-27.716144561767578,948.9716796875,0.0,0.0,-1.5940995581331663e-05,948.9716796875,7428096.0,0.99609375,1773453888.2263556,"{'_type': 'html-file', 'sha256': '3ef475ec50a2bf6798d09f9df61a570b107c816498721e624994acada216618f', 'path': 'media/html/render_7428096_3ef475ec50a2bf6798d0.html', 'size': 909941}",0.0,0.0,1.6602107286453247,0.0,27.716144561767578,-62.10338592529297
0.0,0.0,259.040320038,49409.93648495325,7682048.0,-30.254743576049805,927.4697265625,0.0,0.0,5.6308996136067435e-05,927.4697265625,7682048.0,0.9833984375,1773453888.3736918,,0.0,0.0,1.5650845766067505,0.0,30.254743576049805,-64.9556884765625
0.0,0.0,264.910604006,49379.87669901661,7936000.0,-31.181324005126953,940.689453125,0.0,0.0,7.522993109887466e-05,940.689453125,7936000.0,0.9951171875,1773453894.24256,,0.0,0.0,1.5176717042922974,0.0,31.181324005126953,-66.03688049316406
0.0,0.0,270.749634392,49329.61532499366,8189952.0,-27.389318466186523,945.345703125,0.0,0.0,5.758004408562556e-05,945.345703125,8189952.0,0.994140625,1773453900.112482,,0.0,0.0,1.4585617780685425,0.0,27.389318466186523,-66.98760986328125
0.0,0.0,276.602851158,49639.796464286344,8443904.0,-27.59735870361328,954.546875,0.0,0.0,1.6935797248152085e-05,954.546875,8443904.0,0.998046875,1773453905.9520159,,0.0,0.0,1.482637882232666,0.0,27.59735870361328,-67.08210754394531
0.0,0.0,291.1803192,49506.34292220437,8697856.0,-28.354589462280273,938.8154296875,0.0,0.0,3.534325514920056e-05,938.8154296875,8697856.0,0.9853515625,1773453926.38303,"{'path': 'media/html/render_8697856_53f98f827761aec05f6e.html', 'size': 910513, '_type': 'html-file', 'sha256': '53f98f827761aec05f6e843c8b6de57e2a540f8377b66e32191153a9612d6378'}",0.0,0.0,1.3650935888290405,0.0,28.354589462280273,-69.9147720336914
0.0,0.0,297.187509813,49505.2775979988,8951808.0,-28.31456756591797,938.291015625,0.0,0.0,5.866143692401238e-05,938.291015625,8951808.0,0.994140625,1773453926.533935,,0.0,0.0,1.3555819988250732,0.0,28.31456756591797,-70.32670593261719
0.0,0.0,303.040178107,49483.73475836078,9205760.0,-27.632720947265625,942.08984375,0.0,0.0,9.724859410198405e-06,942.08984375,9205760.0,0.9921875,1773453932.3895714,,0.0,0.0,1.2814910411834717,0.0,27.632720947265625,-71.46100616455078
0.0,0.0,308.905060759,49489.24804994867,9459712.0,-27.35680389404297,957.15625,0.0,0.0,7.018142787273973e-05,957.15625,9459712.0,0.998046875,1773453938.2421346,,0.0,0.0,1.268631100654602,0.0,27.35680389404297,-71.36359405517578
0.0,0.0,314.763156938,49367.087823344234,9713664.0,-26.47516632080078,959.55078125,0.0,0.0,3.657136039691977e-05,959.55078125,9713664.0,1.0,1773453944.106853,,0.0,0.0,1.225899338722229,0.0,26.47516632080078,-72.19329833984375
0.0,0.0,330.003922171,49434.691159757196,9967616.0,-27.70398712158203,941.955078125,0.0,0.0,7.204468420241028e-05,941.955078125,9967616.0,1.0,1773453965.206653,"{'sha256': 'cf88abf2b0982a6866000c178eb621035cea392a959820347e4d197750b54516', 'path': 'media/html/render_9967616_cf88abf2b0982a686600.html', 'size': 908793, '_type': 'html-file'}",0.0,0.0,1.1752244234085083,0.0,27.70398712158203,-73.23350524902344
0.0,0.0,336.035443176,49372.767390178175,10221568.0,-31.282394409179688,959.125,0.0,0.0,8.546229764760938e-06,959.125,10221568.0,0.998046875,1773453965.3762982,,0.0,0.0,1.1666311025619507,0.0,31.282394409179688,-73.73397064208984
0.0,0.0,341.909483253,49445.69252990017,10475520.0,-26.58004379272461,955.2724609375,0.0,0.0,3.968685268773697e-05,955.2724609375,10475520.0,1.0,1773453971.2375414,,0.0,0.0,1.0658466815948486,0.0,26.58004379272461,-75.68750762939453
0.0,0.0,347.79044599,49275.77892199507,10729472.0,-29.28082275390625,956.4794921875,0.0,0.0,4.399221779749496e-06,956.4794921875,10729472.0,1.0,1773453977.1116872,,0.0,0.0,0.9702681303024292,0.0,29.28082275390625,-78.42233276367188
0.0,0.0,353.653802923,49223.1471910669,10983424.0,-26.333372116088867,959.3564453125,0.0,0.0,3.853927046293393e-05,959.3564453125,10983424.0,1.0,1773453982.9925604,,0.0,0.0,0.8774290084838867,0.0,26.333372116088867,-80.2344741821289
0.0,0.0,368.677171106,49381.89358852482,11237376.0,-26.44059944152832,963.150390625,0.0,0.0,0.00015654445451218635,963.150390625,11237376.0,0.9990234375,1773454003.879903,"{'size': 907949, '_type': 'html-file', 'sha256': 'cb084f93c9919b8ccc19f16ad6d8f91a431116e375cdf9c56d5b623322068e76', 'path': 'media/html/render_11237376_cb084f93c9919b8ccc19.html'}",0.0,0.0,0.6810818910598755,0.0,26.44059944152832,-83.31514739990234
0.0,0.0,374.723950015,49242.080108999486,11491328.0,-28.303661346435547,959.4501953125,0.0,0.0,0.00010049034608528018,959.4501953125,11491328.0,1.0,1773454004.041482,,0.0,0.0,0.5894384384155273,0.0,28.303661346435547,-84.89153289794922
0.0,0.0,380.608648983,49223.900133634226,11745280.0,-27.484825134277344,958.7763671875,0.0,0.0,-6.499810297100339e-06,958.7763671875,11745280.0,0.9951171875,1773454009.926102,,0.0,0.0,0.4389934837818146,0.0,27.484825134277344,-86.92252349853516
0.0,0.0,386.494219672,49188.37089540594,11999232.0,-28.15365982055664,962.912109375,0.0,0.0,8.952136704465374e-05,962.912109375,11999232.0,0.9990234375,1773454015.81096,,0.0,0.0,0.38069379329681396,0.0,28.15365982055664,-88.32363891601562
0.0,0.0,392.369039227,49171.77408103904,12253184.0,-28.071561813354492,958.9833984375,0.0,0.0,8.998971316032112e-05,958.9833984375,12253184.0,0.99609375,1773454021.6959913,,0.0,0.0,0.29357030987739563,0.0,28.071561813354492,-89.97239685058594
0.0,0.0,407.496182543,49285.596763142996,12507136.0,-26.13726043701172,965.716796875,0.0,0.0,5.357826375984587e-05,965.716796875,12507136.0,1.0,1773454042.6989264,"{'size': 910473, '_type': 'html-file', 'sha256': '73a4089379613516138ba2d0630b2ea840f4910415a6fb47489b9dfde9817c0e', 'path': 'media/html/render_12507136_73a4089379613516138b.html'}",0.0,0.0,0.23897740244865417,0.0,26.13726043701172,-91.2774429321289
0.0,0.0,413.528097779,49297.86201862295,12761088.0,-27.021249771118164,956.6982421875,0.0,0.0,6.970098911551759e-05,956.6982421875,12761088.0,1.0,1773454042.8526537,,0.0,0.0,0.18057453632354736,0.0,27.021249771118164,-92.47590637207031
0.0,0.0,419.398171222,49296.99273410407,13015040.0,-26.214447021484375,968.8466796875,0.0,0.0,4.409337998367846e-05,968.8466796875,13015040.0,0.9990234375,1773454048.730295,,0.0,0.0,0.16256509721279144,0.0,26.214447021484375,-93.4142837524414
0.0,0.0,425.270469803,49311.66059600917,13268992.0,-28.3195858001709,966.8408203125,0.0,0.0,3.3974647521972656e-05,966.8408203125,13268992.0,1.0,1773454054.6003666,,0.0,0.0,0.12120093405246735,0.0,28.3195858001709,-94.39611053466797
0.0,0.0,431.138497917,49294.17974787748,13522944.0,-26.237716674804688,966.65234375,0.0,0.0,3.600852869567461e-05,966.65234375,13522944.0,1.0,1773454060.4726496,,0.0,0.0,0.10741913318634033,0.0,26.237716674804688,-95.0119400024414
0.0,0.0,446.011924444,49323.22393449476,13776896.0,-26.977092742919922,961.453125,0.0,0.0,2.569237221905496e-05,961.453125,13776896.0,1.0,1773454081.2146544,"{'path': 'media/html/render_13776896_586ef8a5901e19e28fc4.html', 'size': 910297, '_type': 'html-file', 'sha256': '586ef8a5901e19e28fc466a640d0aff7923e67f5a984291699d1f9cf4d101feb'}",0.0,0.0,0.08360753208398819,0.0,26.977092742919922,-95.59969329833984
0.0,0.0,452.058676532,49338.52446079872,14030848.0,-27.895071029663086,954.396484375,0.0,0.0,2.4479342755512334e-05,954.396484375,14030848.0,0.9990234375,1773454081.3665578,,0.0,0.0,0.07797658443450928,0.0,27.895071029663086,-96.05182647705078
0.0,0.0,457.919376114,49126.37349897091,14284800.0,-27.928083419799805,955.7255859375,0.0,0.0,2.8853726689703763e-05,955.7255859375,14284800.0,1.0,1773454087.2608545,,0.0,0.0,0.061555054038763046,0.0,27.928083419799805,-96.41242218017578
0.0,0.0,463.786949041,49418.67976886862,14538752.0,-28.610788345336914,956.0498046875,0.0,0.0,1.2593506653502118e-05,956.0498046875,14538752.0,1.0,1773454093.1215525,,0.0,0.0,0.0553787425160408,0.0,28.610788345336914,-96.52842712402344
0.0,0.0,469.649764796,49336.67564765649,14792704.0,-26.540098190307617,964.8935546875,0.0,0.0,7.208722763607511e-06,964.8935546875,14792704.0,0.9990234375,1773454098.9891984,,0.0,0.0,0.05178667977452278,0.0,26.540098190307617,-96.65169525146484
0.0,0.0,484.354762868,49397.78263910438,15046656.0,-30.141704559326172,947.765625,0.0,0.0,1.1498323146952316e-05,947.765625,15046656.0,0.9931640625,1773454119.5574932,"{'path': 'media/html/render_15046656_a09a04ff06365728f2f5.html', 'size': 912557, '_type': 'html-file', 'sha256': 'a09a04ff06365728f2f543b1b906867053ef9127f2a6110f5862ef2f74d1270c'}",0.0,0.0,0.044937584549188614,0.0,30.141704559326172,-96.85306549072266
0.0,0.0,490.378979068,49348.99835160785,15300608.0,-29.369102478027344,952.728515625,0.0,0.0,1.0064733942272142e-05,952.728515625,15300608.0,0.998046875,1773454119.704016,,0.0,0.0,0.04484395682811737,0.0,29.369102478027344,-96.99614715576172
0.0,0.0,496.243692005,49329.759253140015,15554560.0,-30.582576751708984,935.349609375,0.0,0.0,1.760181476129219e-05,935.349609375,15554560.0,1.0,1773454125.5810997,,0.0,0.0,0.0418098159134388,0.0,30.582576751708984,-97.10426330566406
0.0,0.0,502.106661591,49373.82930753739,15808512.0,-29.968761444091797,950.61328125,0.0,0.0,-6.521445811813464e-06,950.61328125,15808512.0,1.0,1773454131.445856,,0.0,0.0,0.0387398935854435,0.0,29.968761444091797,-97.20941162109375
0.0,0.0,507.950165053,49391.284252167716,16062464.0,-27.441852569580078,963.794921875,0.0,0.0,1.3693005712411832e-05,963.794921875,16062464.0,0.9990234375,1773454137.3089046,,0.0,0.0,0.03942863643169403,0.0,27.441852569580078,-97.35089874267578
0.0,0.0,523.250483768,49585.33666728938,16316416.0,-29.349502563476562,962.6064453125,0.0,0.0,-7.999004196790338e-07,962.6064453125,16316416.0,1.0,1773454158.4532216,"{'path': 'media/html/render_16316416_0ee0248663af4652b940.html', 'size': 910529, '_type': 'html-file', 'sha256': '0ee0248663af4652b940776f1de2e2bd275a30eb0347df0a6757d44d97059aed'}",0.0,0.0,0.03984507918357849,0.0,29.349502563476562,-97.42436218261719
0.0,0.0,529.284026931,49402.66270710156,16570368.0,-27.34598159790039,962.79296875,0.0,0.0,-3.506369694150635e-06,962.79296875,16570368.0,1.0,1773454158.603611,,0.0,0.0,0.03944588825106621,0.0,27.34598159790039,-97.4833984375
0.0,0.0,535.169835869,49237.029148278794,16824320.0,-27.101682662963867,967.5146484375,0.0,0.0,6.609186584682902e-07,967.5146484375,16824320.0,1.0,1773454164.4862468,,0.0,0.0,0.03976016864180565,0.0,27.101682662963867,-97.53099060058594
0.0,0.0,541.046450564,49202.25369656017,17078272.0,-28.01477813720703,959.1728515625,0.0,0.0,1.7299062164966017e-05,959.1728515625,17078272.0,1.0,1773454170.3720965,,0.0,0.0,0.03920581191778183,0.0,28.01477813720703,-97.57281494140625
0.0,0.0,546.91501555,49249.70745258669,17332224.0,-27.733163833618164,950.884765625,0.0,0.0,2.2816650471213507e-06,950.884765625,17332224.0,0.9990234375,1773454176.2487772,,0.0,0.0,0.03768697381019592,0.0,27.733163833618164,-97.62940979003906
0.0,0.0,561.844624688,49347.146467250466,17586176.0,-28.02973175048828,966.9697265625,0.0,0.0,-1.848275314841885e-05,966.9697265625,17586176.0,0.9951171875,1773454197.0473452,"{'path': 'media/html/render_17586176_604f510cf234013a663a.html', 'size': 910209, '_type': 'html-file', 'sha256': '604f510cf234013a663a4e28926178e3d3f24340aeac5591a65043180e995b3a'}",0.0,0.0,0.03984513133764267,0.0,28.02973175048828,-97.67168426513672
0.0,0.0,567.871416285,49351.66210802646,17840128.0,-27.484500885009766,959.6767578125,0.0,0.0,8.00405723566655e-06,959.6767578125,17840128.0,1.0,1773454197.1924264,,0.0,0.0,0.04077523946762085,0.0,27.484500885009766,-97.77452850341797
0.0,0.0,573.732380086,49264.3221214475,18094080.0,-27.350605010986328,970.0927734375,0.0,0.0,1.6848747691255994e-05,970.0927734375,18094080.0,1.0,1773454203.073542,,0.0,0.0,0.037187784910202026,0.0,27.350605010986328,-97.86090850830078
0.0,0.0,579.621119058,49426.43531686667,18348032.0,-35.30734634399414,916.48046875,0.0,0.0,-2.175992813135963e-05,916.48046875,18348032.0,1.0,1773454208.934631,,0.0,0.0,0.03971726447343826,0.0,35.30734634399414,-97.82642364501953
0.0,0.0,585.484432361,49168.35347346578,18601984.0,-26.030254364013672,974.025390625,0.0,0.0,1.4302803720056545e-05,974.025390625,18601984.0,1.0,1773454214.8233094,,0.0,0.0,0.04069027304649353,0.0,26.030254364013672,-97.88002014160156
0.0,0.0,600.526265676,49374.168032166046,18855936.0,-27.925373077392578,970.0859375,0.0,0.0,4.851065114053199e-06,970.0859375,18855936.0,1.0,1773454235.7290263,"{'path': 'media/html/render_18855936_38920b0f085a773411ed.html', 'size': 908245, '_type': 'html-file', 'sha256': '38920b0f085a773411ed79dd668daf91c316b26f7b7114c6e4fd091e9beb23a3'}",0.0,0.0,0.04300880804657936,0.0,27.925373077392578,-97.81639862060547
0.0,0.0,606.57357647,49198.23801235314,19109888.0,-27.343488693237305,959.87890625,0.0,0.0,7.189550160546787e-06,959.87890625,19109888.0,0.9921875,1773454235.8807907,,0.0,0.0,0.03937342017889023,0.0,27.343488693237305,-97.81144714355469
0.0,0.0,612.460250202,49117.44568007033,19363840.0,-27.156394958496094,965.7099609375,0.0,0.0,1.1849315342260525e-05,965.7099609375,19363840.0,1.0,1773454241.775801,,0.0,0.0,0.03946326673030853,0.0,27.156394958496094,-97.7572250366211
0.0,0.0,618.326700145,49194.691029022346,19617792.0,-26.535289764404297,971.6318359375,0.0,0.0,-1.4724585071235197e-06,971.6318359375,19617792.0,1.0,1773454247.6624162,,0.0,0.0,0.03877793997526169,0.0,26.535289764404297,-97.77301788330078
0.0,0.0,624.204536967,49364.642030533774,19871744.0,-29.513221740722656,966.52734375,0.0,0.0,6.402693998097675e-06,966.52734375,19871744.0,0.9990234375,1773454253.528858,,0.0,0.0,0.040009427815675735,0.0,29.513221740722656,-97.72599792480469
0.0,0.0,639.325423427,49244.823403794864,20125696.0,-26.792165756225586,975.8564453125,0.0,0.0,-4.345643446868053e-06,975.8564453125,20125696.0,1.0,1773454274.5281386,"{'size': 909101, '_type': 'html-file', 'sha256': 'afe7b85c12ef73405faca19768d2d82c75caab62f617b9732cb79d71f423d215', 'path': 'media/html/render_20125696_afe7b85c12ef73405fac.html'}",0.0,0.0,0.04036753997206688,0.0,26.792165756225586,-97.70978546142578
0.0,0.0,645.371105022,49358.48400737445,20379648.0,-28.053979873657227,966.5380859375,0.0,0.0,1.457010966987582e-06,966.5380859375,20379648.0,1.0,1773454274.6888494,,0.0,0.0,0.037311065942049026,0.0,28.053979873657227,-97.7435073852539
0.0,0.0,651.240213809,49186.12675272165,20633600.0,-28.089569091796875,967.419921875,0.0,0.0,4.575038474285975e-06,967.419921875,20633600.0,1.0,1773454280.5734508,,0.0,0.0,0.03922427073121071,0.0,28.089569091796875,-97.78905487060547
0.0,0.0,657.105568861,49322.23499309472,20887552.0,-28.526912689208984,954.7578125,0.0,0.0,1.1676085705403239e-05,954.7578125,20887552.0,0.994140625,1773454286.4425669,,0.0,0.0,0.039897311478853226,0.0,28.526912689208984,-97.83045196533203
0.0,0.0,662.97853177,49373.09694584956,21141504.0,-28.288930892944336,968.1826171875,0.0,0.0,-8.022085239645094e-06,968.1826171875,21141504.0,0.9951171875,1773454292.3076444,,0.0,0.0,0.04336128383874893,0.0,28.288930892944336,-97.8122329711914
0.0,0.0,678.062008277,49282.65738464945,21395456.0,-26.392166137695312,970.1904296875,0.0,0.0,8.374139724764973e-06,970.1904296875,21395456.0,1.0,1773454313.264733,"{'_type': 'html-file', 'sha256': '6532c0b26125e7a862dc1814d4105bfbb1a04a781ad161aa3954e2eae101751c', 'path': 'media/html/render_21395456_6532c0b26125e7a862dc.html', 'size': 909417}",0.0,0.0,0.040022995322942734,0.0,26.392166137695312,-97.84800720214844
0.0,0.0,684.104566094,49402.51835322448,21649408.0,-28.424638748168945,968.162109375,0.0,0.0,-1.2168698049208615e-06,968.162109375,21649408.0,1.0,1773454313.415668,,0.0,0.0,0.04287561774253845,0.0,28.424638748168945,-97.8485107421875
0.0,0.0,689.989453554,49143.381803698016,21903360.0,-28.58199119567871,965.9775390625,0.0,0.0,-3.0945359412726248e-06,965.9775390625,21903360.0,1.0,1773454319.306822,,0.0,0.0,0.03786600008606911,0.0,28.58199119567871,-97.87745666503906
0.0,0.0,695.880073744,49173.63325717047,22157312.0,-30.492755889892578,960.7802734375,0.0,0.0,8.960247214417905e-06,960.7802734375,22157312.0,1.0,1773454325.1917005,,0.0,0.0,0.036010850220918655,0.0,30.492755889892578,-97.89042663574219
0.0,0.0,701.759190505,49331.29225423899,22411264.0,-26.127782821655273,976.3466796875,0.0,0.0,5.824994673275796e-07,976.3466796875,22411264.0,1.0,1773454331.0823135,,0.0,0.0,0.044028740376234055,0.0,26.127782821655273,-97.88787841796875
0.0,0.0,716.883479548,49239.685382845215,22665216.0,-27.052597045898438,972.7978515625,0.0,0.0,-7.077986765580135e-07,972.7978515625,22665216.0,1.0,1773454352.086182,"{'size': 910737, '_type': 'html-file', 'sha256': '94d33d78fe8f2899537da490d4a55aa807b68a0f23798c9f2071d396e36b4dd4', 'path': 'media/html/render_22665216_94d33d78fe8f2899537d.html'}",0.0,0.0,0.03813197463750839,0.0,27.052597045898438,-97.91853332519531
0.0,0.0,722.912220392,49210.83723177739,22919168.0,-28.05536651611328,969.5361328125,0.0,0.0,9.858621524472255e-06,969.5361328125,22919168.0,1.0,1773454352.2365363,,0.0,0.0,0.038531847298145294,0.0,28.05536651611328,-98.01133728027344
0.0,0.0,728.803980116,49280.53231152884,23173120.0,-26.645395278930664,969.4150390625,0.0,0.0,1.2513160982052796e-05,969.4150390625,23173120.0,0.99609375,1773454358.1144743,,0.0,0.0,0.03220577538013458,0.0,26.645395278930664,-98.0678482055664
0.0,0.0,734.681897688,49090.46900927392,23427072.0,-26.984872817993164,972.5107421875,0.0,0.0,1.6507689224454225e-06,972.5107421875,23427072.0,0.9990234375,1773454364.0062656,,0.0,0.0,0.03393352031707764,0.0,26.984872817993164,-98.07933807373047
0.0,0.0,740.559270597,49274.6870258219,23681024.0,-28.530826568603516,970.8896484375,0.0,0.0,-1.5591316696372814e-05,970.8896484375,23681024.0,1.0,1773454369.8841403,,0.0,0.0,0.044837985187768936,0.0,28.530826568603516,-98.02285766601562
0.0,0.0,755.361086326,49247.30970758158,23934976.0,-27.12479019165039,976.5107421875,0.0,0.0,2.0802312064915895e-05,976.5107421875,23934976.0,1.0,1773454390.5638006,"{'sha256': 'a68519154d49f73911ae908a92445e95fd519573fc4ecc284269a1b3e03561eb', 'path': 'media/html/render_23934976_a68519154d49f73911ae.html', 'size': 910541, '_type': 'html-file'}",0.0,0.0,0.03303934633731842,0.0,27.12479019165039,-98.00822448730469
