training/critic_loss,step,eval/episode_dist,eval/episode_reward,training/actor_loss,render,training/alpha_loss,eval/episode_reward_dist,_timestamp,training/sps,eval/episode_success_any,eval/episode_reward_ctrl,eval/episode_success_easy,_runtime,eval/episode_reward_near,eval/episode_success,eval/episode_success_hard,_step,training/log_alpha,training/entropy,eval/episode_reward_survive
2.268357276916504,5396480.0,31.981678009033203,923.0048828125,-50.26690673828125,,-2.1310781448846683e-05,-31.981678009033203,1773447391.8483691,49170.04442436274,0.990234375,0.0,0.0,191.591372453,0.0,923.0048828125,0.0,5396480.0,0.0,0.0,0.0
2.168445348739624,5650432.0,31.981340408325195,919.5322265625,-53.44315719604492,,0.0001154717174358666,-31.981340408325195,1773447397.713151,49371.449211485844,0.9814453125,0.0,0.0,197.466243195,0.0,919.5322265625,0.0,5650432.0,0.0,0.0,0.0
2.1073155403137207,5904384.0,29.96794891357422,937.318359375,-55.769744873046875,,-5.9363883337937295e-05,-29.96794891357422,1773447403.5881371,49284.95823373832,0.99609375,0.0,0.0,203.335964435,0.0,937.318359375,0.0,5904384.0,0.0,0.0,0.0
2.0651557445526123,6158336.0,29.593969345092773,922.587890625,-59.127769470214844,"{'_type': 'html-file', 'sha256': 'ba97f9de469cbc444d431d6fd12ef7ec1a96376818ece8afbdef5777a0b88992', 'path': 'media/html/render_6158336_ba97f9de469cbc444d43.html', 'size': 909089}",0.00010788918734760955,-29.593969345092773,1773447424.486777,49322.41770445452,0.978515625,0.0,0.0,218.364370503,0.0,922.587890625,0.0,6158336.0,0.0,0.0,0.0
2.058972120285034,6412288.0,27.95660400390625,942.6689453125,-60.39902877807617,,-1.3073597983748186e-05,-27.95660400390625,1773447424.629487,49245.11027218861,0.99609375,0.0,0.0,224.396330405,0.0,942.6689453125,0.0,6412288.0,0.0,0.0,0.0
1.9098442792892456,6666240.0,29.369354248046875,940.771484375,-63.346744537353516,,0.0001478941849200055,-29.369354248046875,1773447430.5181487,49176.80257987655,0.998046875,0.0,0.0,230.260176008,0.0,940.771484375,0.0,6666240.0,0.0,0.0,0.0
1.9170317649841309,6920192.0,27.39118766784668,936.421875,-63.8681640625,,6.270662561291829e-05,-27.39118766784668,1773447436.3816426,49395.34983861154,0.9921875,0.0,0.0,236.146532124,0.0,936.421875,0.0,6920192.0,0.0,0.0,0.0
1.7908293008804321,7174144.0,27.701107025146484,959.3642578125,-65.56609344482422,,1.6671710909577087e-05,-27.701107025146484,1773447442.2684262,49169.65628977875,0.9990234375,0.0,0.0,242.047589957,0.0,959.3642578125,0.0,7174144.0,0.0,0.0,0.0
1.813550591468811,7428096.0,26.8033447265625,964.7587890625,-66.06680297851562,"{'_type': 'html-file', 'sha256': '3aa04ba9f69b387b53c02152fa0e13b4748a9100442cca1d301dd4a336656c77', 'path': 'media/html/render_7428096_3aa04ba9f69b387b53c0.html', 'size': 907961}",8.646917558507994e-05,-26.8033447265625,1773447462.9825895,49024.902084213965,1.0,0.0,0.0,256.86021495,0.0,964.7587890625,0.0,7428096.0,0.0,0.0,0.0
1.6829158067703247,7682048.0,28.553503036499023,949.859375,-68.21881103515625,,4.594090933096595e-05,-28.553503036499023,1773447463.1401474,49203.76514534614,0.99609375,0.0,0.0,262.906129524,0.0,949.859375,0.0,7682048.0,0.0,0.0,0.0
1.6379975080490112,7936000.0,26.532787322998047,963.07421875,-69.14208221435547,,-2.2149619326228276e-05,-26.532787322998047,1773447469.0278823,49189.49985836368,0.9951171875,0.0,0.0,268.797351357,0.0,963.07421875,0.0,7936000.0,0.0,0.0,0.0
1.6038875579833984,8189952.0,27.303247451782227,958.3583984375,-70.33991241455078,,5.9493828302947804e-05,-27.303247451782227,1773447474.918648,49126.6476599633,0.9951171875,0.0,0.0,274.658216541,0.0,958.3583984375,0.0,8189952.0,0.0,0.0,0.0
1.433770775794983,8443904.0,27.557743072509766,960.3740234375,-72.34434509277344,,0.00010496026516193524,-27.557743072509766,1773447480.7799542,49420.06925933313,0.9951171875,0.0,0.0,280.529579811,0.0,960.3740234375,0.0,8443904.0,0.0,0.0,0.0
1.4471778869628906,8697856.0,25.24770736694336,969.279296875,-72.48239135742188,"{'_type': 'html-file', 'sha256': 'a4b2a45c71f5739da8b510c9a3bd684a1f5c3ff9c0ee006503ac95ce41fab557', 'path': 'media/html/render_8697856_a4b2a45c71f5739da8b5.html', 'size': 906969}",-2.423474688839633e-05,-25.24770736694336,1773447501.6041908,49302.30474653319,1.0,0.0,0.0,295.481852281,0.0,969.279296875,0.0,8697856.0,0.0,0.0,0.0
1.3922429084777832,8951808.0,26.490921020507812,960.337890625,-73.9194564819336,,-8.050170436035842e-06,-26.490921020507812,1773447501.7541225,49265.80320614054,0.994140625,0.0,0.0,301.512397651,0.0,960.337890625,0.0,8951808.0,0.0,0.0,0.0
1.3192410469055176,9205760.0,26.48798942565918,959.65625,-75.30984497070312,,8.79440049175173e-05,-26.48798942565918,1773447507.6343415,49248.35257273002,0.99609375,0.0,0.0,307.405886362,0.0,959.65625,0.0,9205760.0,0.0,0.0,0.0
1.30423903465271,9459712.0,25.01824951171875,964.0087890625,-75.43083953857422,,-3.215141623513773e-05,-25.01824951171875,1773447513.527543,49111.16802108095,0.99609375,0.0,0.0,313.280508159,0.0,964.0087890625,0.0,9459712.0,0.0,0.0,0.0
1.2786352634429932,9713664.0,26.679149627685547,958.9365234375,-76.36466979980469,,7.299441494978964e-05,-26.679149627685547,1773447519.4022439,49272.62646007742,0.9990234375,0.0,0.0,319.177971953,0.0,958.9365234375,0.0,9713664.0,0.0,0.0,0.0
1.200347661972046,9967616.0,27.98990249633789,958.685546875,-77.72832489013672,"{'_type': 'html-file', 'sha256': 'e75e6a1e06409e7718ad06da1ce46f562ddefc1059431dc8d7549ce3209bdded', 'path': 'media/html/render_9967616_e75e6a1e06409e7718ad.html', 'size': 908297}",5.778171544079669e-05,-27.98990249633789,1773447540.0328565,49065.53794592947,0.9931640625,0.0,0.0,333.910477617,0.0,958.685546875,0.0,9967616.0,0.0,0.0,0.0
1.121942400932312,10221568.0,27.062213897705078,953.560546875,-79.00955200195312,,1.4684686902910471e-05,-27.062213897705078,1773447540.1913319,49179.55677152562,0.994140625,0.0,0.0,339.95310489,0.0,953.560546875,0.0,10221568.0,0.0,0.0,0.0
1.0688755512237549,10475520.0,25.48497772216797,964.1279296875,-79.92097473144531,,0.00013816537102684379,-25.48497772216797,1773447546.0748537,49230.2817349069,0.994140625,0.0,0.0,345.849890177,0.0,964.1279296875,0.0,10475520.0,0.0,0.0,0.0
0.8510212898254395,10729472.0,25.90593719482422,962.42578125,-82.88802337646484,,5.2230821893317625e-05,-25.90593719482422,1773447551.971824,49050.23231335064,0.9931640625,0.0,0.0,351.750806709,0.0,962.42578125,0.0,10729472.0,0.0,0.0,0.0
0.6646194458007812,10983424.0,26.507164001464844,957.044921875,-85.23896026611328,,0.00011491034820210189,-26.507164001464844,1773447557.872578,49033.22295486387,0.9912109375,0.0,0.0,357.641176773,0.0,957.044921875,0.0,10983424.0,0.0,0.0,0.0
0.4990803599357605,11237376.0,25.437301635742188,970.08203125,-87.37562561035156,"{'_type': 'html-file', 'sha256': 'e21309927e642e0e6beefc6329d4f639c858e6bc68fe1b459252166f0afddb16', 'path': 'media/html/render_11237376_e21309927e642e0e6bee.html', 'size': 908269}",6.364686851156875e-05,-25.437301635742188,1773447578.7749856,49116.46270830595,0.9990234375,0.0,0.0,372.652607958,0.0,970.08203125,0.0,11237376.0,0.0,0.0,0.0
0.3969106078147888,11491328.0,26.052318572998047,963.4521484375,-88.74715423583984,,7.193485362222418e-05,-26.052318572998047,1773447578.9255543,48641.4103233955,0.9931640625,0.0,0.0,378.701727558,0.0,963.4521484375,0.0,11491328.0,0.0,0.0,0.0
0.287860244512558,11745280.0,25.324522018432617,967.958984375,-90.092041015625,,7.914554589660838e-05,-25.324522018432617,1773447584.8234985,49087.91933806661,1.0,0.0,0.0,384.612470873,0.0,967.958984375,0.0,11745280.0,0.0,0.0,0.0
0.2009245753288269,11999232.0,24.862287521362305,968.4697265625,-91.79899597167969,,5.68853211007081e-05,-24.862287521362305,1773447590.7342443,48934.83771148091,1.0,0.0,0.0,390.506859981,0.0,968.4697265625,0.0,11999232.0,0.0,0.0,0.0
0.15002258121967316,12253184.0,27.078216552734375,963.3095703125,-93.14906311035156,,2.3607017283211462e-05,-27.078216552734375,1773447596.6287396,49089.2020587979,0.9990234375,0.0,0.0,396.414031534,0.0,963.3095703125,0.0,12253184.0,0.0,0.0,0.0
0.12390637397766113,12507136.0,26.906455993652344,964.11328125,-93.96412658691406,"{'_type': 'html-file', 'sha256': 'c0f739fa9f90502129c3879d2d0d750039635643fc3e388787b32959ca94bd1c', 'path': 'media/html/render_12507136_c0f739fa9f90502129c3.html', 'size': 912713}",5.407104981713928e-05,-26.906455993652344,1773447617.1788268,48969.454424651194,0.9951171875,0.0,0.0,411.056521355,0.0,964.11328125,0.0,12507136.0,0.0,0.0,0.0
0.0984017550945282,12761088.0,27.285947799682617,967.7744140625,-94.65487670898438,,6.337236845865846e-05,-27.285947799682617,1773447617.3605688,49123.33074398828,1.0,0.0,0.0,417.129635792,0.0,967.7744140625,0.0,12761088.0,0.0,0.0,0.0
0.0822523981332779,13015040.0,27.540119171142578,956.1201171875,-95.21908569335938,,5.120996502228081e-05,-27.540119171142578,1773447623.2513633,49162.119522516965,1.0,0.0,0.0,423.025115362,0.0,956.1201171875,0.0,13015040.0,0.0,0.0,0.0
0.07117854058742523,13268992.0,23.6711483001709,972.4521484375,-95.46356964111328,,3.420855864533223e-05,-23.6711483001709,1773447629.146887,49080.45962102018,1.0,0.0,0.0,428.92104043,0.0,972.4521484375,0.0,13268992.0,0.0,0.0,0.0
0.057763371616601944,13522944.0,25.88479232788086,969.0654296875,-95.78865051269531,,1.4492681657429785e-05,-25.88479232788086,1773447635.0427277,49079.482651978404,1.0,0.0,0.0,434.819820742,0.0,969.0654296875,0.0,13522944.0,0.0,0.0,0.0
0.05003361031413078,13776896.0,24.900798797607422,970.4794921875,-96.17290496826172,"{'size': 910085, '_type': 'html-file', 'sha256': '66e218cf81417d4f3df58f12c8d853448b4220088e57958ec67bf1ffdb3f2e14', 'path': 'media/html/render_13776896_66e218cf81417d4f3df5.html'}",8.857093234837521e-06,-24.900798797607422,1773447655.7724621,49045.55712034874,1.0,0.0,0.0,449.650081245,0.0,970.4794921875,0.0,13776896.0,0.0,0.0,0.0
0.045685701072216034,14030848.0,26.917869567871094,966.78515625,-96.5470199584961,,3.828571152553195e-06,-26.917869567871094,1773447655.9267466,49085.04646783222,1.0,0.0,0.0,455.709914197,0.0,966.78515625,0.0,14030848.0,0.0,0.0,0.0
0.04687335342168808,14284800.0,27.160749435424805,962.107421875,-96.80892944335938,,1.1244637789786793e-05,-27.160749435424805,1773447661.8315916,49046.21204539494,1.0,0.0,0.0,461.595114071,0.0,962.107421875,0.0,14284800.0,0.0,0.0,0.0
0.045870210975408554,14538752.0,26.23528289794922,974.9052734375,-97.18214416503906,,1.070760208676802e-05,-26.23528289794922,1773447667.7169354,49192.7189366762,1.0,0.0,0.0,467.484053062,0.0,974.9052734375,0.0,14538752.0,0.0,0.0,0.0
0.048051781952381134,14792704.0,26.90923309326172,961.146484375,-97.41644287109375,,1.931749409322947e-07,-26.90923309326172,1773447673.6057954,49139.26917527231,1.0,0.0,0.0,473.373157154,0.0,961.146484375,0.0,14792704.0,0.0,0.0,0.0
0.03955481946468353,15046656.0,26.526283264160156,962.7392578125,-97.63790893554688,"{'path': 'media/html/render_15046656_59034168fb7aebfee678.html', 'size': 910201, '_type': 'html-file', 'sha256': '59034168fb7aebfee6785c9a264e7a600566301d63321681289575a48ac26ffa'}",3.079814268858172e-05,-26.526283264160156,1773447694.5056202,49155.918911221976,1.0,0.0,0.0,488.383224732,0.0,962.7392578125,0.0,15046656.0,0.0,0.0,0.0
0.03512969985604286,15300608.0,25.646556854248047,969.048828125,-97.62833404541016,,-4.7338198783108965e-07,-25.646556854248047,1773447694.6482687,49078.38813100854,0.9990234375,0.0,0.0,494.423062826,0.0,969.048828125,0.0,15300608.0,0.0,0.0,0.0
0.03814828768372536,15554560.0,25.442806243896484,969.1591796875,-97.72639465332031,,8.488576895615552e-06,-25.442806243896484,1773447700.5448005,49145.54721821424,1.0,0.0,0.0,500.308952778,0.0,969.1591796875,0.0,15554560.0,0.0,0.0,0.0
0.04294436424970627,15808512.0,24.34511947631836,967.3828125,-97.72714233398438,,-5.368080110201845e-06,-24.34511947631836,1773447706.4306564,49160.48357085538,1.0,0.0,0.0,506.18769015,0.0,967.3828125,0.0,15808512.0,0.0,0.0,0.0
0.047203075140714645,16062464.0,28.44620704650879,951.873046875,-97.68620300292969,,-2.7797419534181245e-05,-28.44620704650879,1773447712.3094835,49238.374300660544,0.998046875,0.0,0.0,512.059782096,0.0,951.873046875,0.0,16062464.0,0.0,0.0,0.0
0.04968121275305748,16316416.0,25.6218204498291,972.197265625,-97.67060089111328,"{'_type': 'html-file', 'sha256': '72495602d3f1ebd0f2a9f124dd2bedcd09e00be83e716385b8aebb27672683cf', 'path': 'media/html/render_16316416_72495602d3f1ebd0f2a9.html', 'size': 907369}",1.4997151993156876e-05,-25.6218204498291,1773447732.894906,49299.27210437699,1.0,0.0,0.0,526.77252088,0.0,972.197265625,0.0,16316416.0,0.0,0.0,0.0
0.03802653029561043,16570368.0,26.420883178710938,968.125,-97.70720672607422,,3.442637898842804e-05,-26.420883178710938,1773447733.0396383,49261.824986456086,0.9990234375,0.0,0.0,532.812812638,0.0,968.125,0.0,16570368.0,0.0,0.0,0.0
0.039118558168411255,16824320.0,26.32508087158203,972.97265625,-97.70610046386719,,-2.559232416388113e-05,-26.32508087158203,1773447738.9344695,49124.22110163228,1.0,0.0,0.0,538.702160538,0.0,972.97265625,0.0,16824320.0,0.0,0.0,0.0
0.04913511872291565,17078272.0,30.860353469848633,934.3310546875,-97.63224029541016,,-2.0317911548772827e-05,-30.860353469848633,1773447744.8239899,49144.72411147129,1.0,0.0,0.0,544.588525705,0.0,934.3310546875,0.0,17078272.0,0.0,0.0,0.0
0.0542159378528595,17332224.0,28.487058639526367,967.86328125,-97.53579711914062,,5.387512373999925e-06,-28.487058639526367,1773447750.7103393,49147.937331796136,1.0,0.0,0.0,550.473485788,0.0,967.86328125,0.0,17332224.0,0.0,0.0,0.0
0.04014882445335388,17586176.0,26.278409957885742,965.5458984375,-97.68717956542969,"{'path': 'media/html/render_17586176_d4fdd8c8bea0bef84e5d.html', 'size': 910545, '_type': 'html-file', 'sha256': 'd4fdd8c8bea0bef84e5d512a972a5c5a35029a73dadd66847484b4110ec1a321'}",3.0770443117944524e-05,-26.278409957885742,1773447771.343754,49185.08652122302,0.998046875,0.0,0.0,565.221366155,0.0,965.5458984375,0.0,17586176.0,0.0,0.0,0.0
0.06616776436567307,17840128.0,27.555051803588867,951.43359375,-97.56814575195312,,-3.065050987061113e-05,-27.555051803588867,1773447771.4852445,49206.310953213455,0.994140625,0.0,0.0,571.251243345,0.0,951.43359375,0.0,17840128.0,0.0,0.0,0.0
0.03618646413087845,18094080.0,25.387922286987305,970.9091796875,-97.71144104003906,,3.044431832677219e-05,-25.387922286987305,1773447777.3730836,49192.50310667552,0.9990234375,0.0,0.0,577.129324064,0.0,970.9091796875,0.0,18094080.0,0.0,0.0,0.0
0.047071099281311035,18348032.0,27.536273956298828,963.9296875,-97.72308349609375,,-1.5768284356454387e-05,-27.536273956298828,1773447783.2511477,49248.93322639747,1.0,0.0,0.0,583.022489673,0.0,963.9296875,0.0,18348032.0,0.0,0.0,0.0
0.04566240683197975,18601984.0,26.091732025146484,977.314453125,-97.7672348022461,,-2.5491724500170676e-06,-26.091732025146484,1773447789.1443102,49107.0585183687,1.0,0.0,0.0,588.904805743,0.0,977.314453125,0.0,18601984.0,0.0,0.0,0.0
0.038966141641139984,18855936.0,26.769577026367188,968.6728515625,-97.82184600830078,"{'_type': 'html-file', 'sha256': 'd97ba0748c27d6edd814a7b6e3dc2aad2546b51b2408a2ab45b8b96d26adc1b4', 'path': 'media/html/render_18855936_d97ba0748c27d6edd814.html', 'size': 912709}",1.5771653124829754e-05,-26.769577026367188,1773447809.9505124,49195.506721734375,1.0,0.0,0.0,603.828151242,0.0,968.6728515625,0.0,18855936.0,0.0,0.0,0.0
0.038735464215278625,19109888.0,27.472354888916016,970.8447265625,-97.78163146972656,,-1.2034638530167285e-05,-27.472354888916016,1773447810.1032262,49123.289965021824,1.0,0.0,0.0,609.878243506,0.0,970.8447265625,0.0,19109888.0,0.0,0.0,0.0
0.03868592157959938,19363840.0,28.041959762573242,965.734375,-97.84439849853516,,1.8809249013429508e-05,-28.041959762573242,1773447816.0000722,49080.83956392939,0.9990234375,0.0,0.0,615.774624075,0.0,965.734375,0.0,19363840.0,0.0,0.0,0.0
0.039007946848869324,19617792.0,28.015520095825195,968.0908203125,-97.92528533935547,,-8.886054274626076e-06,-28.015520095825195,1773447821.896424,49098.49303908001,1.0,0.0,0.0,621.65296307,0.0,968.0908203125,0.0,19617792.0,0.0,0.0,0.0
0.047677453607320786,19871744.0,25.352317810058594,976.1240234375,-97.82139587402344,,8.349530844498076e-07,-25.352317810058594,1773447827.7748141,49243.263899968966,1.0,0.0,0.0,627.551987574,0.0,976.1240234375,0.0,19871744.0,0.0,0.0,0.0
0.056716859340667725,20125696.0,27.04076385498047,971.0029296875,-97.72491455078125,"{'_type': 'html-file', 'sha256': '820821d16090b80b3e23139167ec0dca52aa73ff564fc25a5ab563ed37fbea16', 'path': 'media/html/render_20125696_820821d16090b80b3e23.html', 'size': 909409}",8.404354048252571e-06,-27.04076385498047,1773447848.570048,49050.60275322067,0.9970703125,0.0,0.0,642.447661799,0.0,971.0029296875,0.0,20125696.0,0.0,0.0,0.0
0.041031189262866974,20379648.0,25.105998992919922,967.3564453125,-97.83506774902344,,-7.230080882436596e-06,-25.105998992919922,1773447848.727799,49151.44355468664,1.0,0.0,0.0,648.50951182,0.0,967.3564453125,0.0,20379648.0,0.0,0.0,0.0
0.040482550859451294,20633600.0,27.275802612304688,976.3095703125,-97.85973358154297,,-1.239756602444686e-05,-27.275802612304688,1773447854.6313353,49000.6146242711,1.0,0.0,0.0,654.410444485,0.0,976.3095703125,0.0,20633600.0,0.0,0.0,0.0
0.03857498988509178,20887552.0,29.15308380126953,973.0341796875,-97.96434783935547,,3.09023707814049e-05,-29.15308380126953,1773447860.5322273,49030.09242341303,1.0,0.0,0.0,660.315195977,0.0,973.0341796875,0.0,20887552.0,0.0,0.0,0.0
0.03820831701159477,21141504.0,26.53373908996582,971.61328125,-97.90727233886719,,7.216721314762253e-06,-26.53373908996582,1773447866.4369206,49001.994230550445,0.998046875,0.0,0.0,666.232942515,0.0,971.61328125,0.0,21141504.0,0.0,0.0,0.0
0.033140312880277634,21395456.0,29.723819732666016,974.1865234375,-97.91241455078125,"{'_type': 'html-file', 'sha256': '659afb927ed2b94117fb5603121d87276e129eb92717de4795d3d92854badcac', 'path': 'media/html/render_21395456_659afb927ed2b94117fb.html', 'size': 910701}",-1.0490288332221098e-05,-29.723819732666016,1773447887.0837634,48862.65292554265,1.0,0.0,0.0,680.961364722,0.0,974.1865234375,0.0,21395456.0,0.0,0.0,0.0
0.03951513022184372,21649408.0,27.68811798095703,977.974609375,-97.94489288330078,,1.0282300536346156e-05,-27.68811798095703,1773447887.2250178,49121.905785813746,1.0,0.0,0.0,687.007118521,0.0,977.974609375,0.0,21649408.0,0.0,0.0,0.0
0.03312881290912628,21903360.0,26.898855209350586,978.1455078125,-97.981689453125,,5.636039531964343e-06,-26.898855209350586,1773447893.128903,49010.84855304256,1.0,0.0,0.0,692.906016517,0.0,978.1455078125,0.0,21903360.0,0.0,0.0,0.0
0.03828752040863037,22157312.0,27.830280303955078,976.189453125,-98.00572204589844,,9.816424608288798e-06,-27.830280303955078,1773447899.0278296,49039.14655360819,1.0,0.0,0.0,698.823791939,0.0,976.189453125,0.0,22157312.0,0.0,0.0,0.0
0.048480208963155746,22411264.0,30.53911781311035,976.08203125,-97.94745635986328,,-5.6652260127521e-07,-30.53911781311035,1773447904.94557,49062.97278425094,0.9990234375,0.0,0.0,704.726598,0.0,976.08203125,0.0,22411264.0,0.0,0.0,0.0
0.034398987889289856,22665216.0,27.51866912841797,974.9091796875,-97.99214172363281,"{'_type': 'html-file', 'sha256': '9eeae14d3a16c101e751704ed793ed47902544dab96fa43e0fea84c5518b7dd9', 'path': 'media/html/render_22665216_9eeae14d3a16c101e751.html', 'size': 912433}",-7.200207619462162e-06,-27.51866912841797,1773447925.6869316,49008.1673420164,1.0,0.0,0.0,719.564668738,0.0,974.9091796875,0.0,22665216.0,0.0,0.0,0.0
0.03762432187795639,22919168.0,25.992876052856445,978.6796875,-97.9737548828125,,2.153213972633239e-05,-25.992876052856445,1773447925.8328106,48840.94673033334,1.0,0.0,0.0,725.610398051,0.0,978.6796875,0.0,22919168.0,0.0,0.0,0.0
0.03343886882066727,23173120.0,27.268898010253906,977.73828125,-98.03309631347656,,1.3079763448331505e-05,-27.268898010253906,1773447931.732254,49081.52483297727,0.9990234375,0.0,0.0,731.527719118,0.0,977.73828125,0.0,23173120.0,0.0,0.0,0.0
0.03850574418902397,23427072.0,27.767194747924805,977.5810546875,-98.07205200195312,,-5.869572305527981e-06,-27.767194747924805,1773447937.6494582,48866.37861519494,1.0,0.0,0.0,737.432360684,0.0,977.5810546875,0.0,23427072.0,0.0,0.0,0.0
0.029856499284505844,23681024.0,26.322036743164062,978.9423828125,-98.10826110839844,,2.795155978674302e-06,-26.322036743164062,1773447943.5542169,49018.190123051245,1.0,0.0,0.0,743.326836757,0.0,978.9423828125,0.0,23681024.0,0.0,0.0,0.0
0.03425075113773346,23934976.0,27.610700607299805,971.6240234375,-98.09420776367188,"{'_type': 'html-file', 'sha256': '302d03297cbd5992327859e6f3d8ced86922755a983e6b552740565583c78700', 'path': 'media/html/render_23934976_302d03297cbd59923278.html', 'size': 910001}",-1.1223540241189767e-05,-27.610700607299805,1773447964.215544,49087.33568839065,1.0,0.0,0.0,758.093230194,0.0,971.6240234375,0.0,23934976.0,0.0,0.0,0.0
