step,success_rate
253952.0,0.0
507904.0,0.0
761856.0,0.0
1015808.0,0.0
1269760.0,0.0
1523712.0,0.0
1777664.0,0.0
2031616.0,0.0
2285568.0,0.0
2539520.0,0.0
2793472.0,0.0
3047424.0,0.0
3301376.0,0.0
3555328.0,0.0
3809280.0,0.0
4063232.0,0.0
4317184.0,0.0
4571136.0,0.0
4825088.0,0.0
5079040.0,0.0
5332992.0,0.0
5586944.0,0.0
5840896.0,0.0
6094848.0,0.0
6348800.0,0.0
6602752.0,0.0
6856704.0,0.0
7110656.0,0.0
7364608.0,0.0
7618560.0,0.0
7872512.0,0.0
8126464.0,0.0
8380416.0,0.0
8634368.0,0.0
8888320.0,0.0
9142272.0,0.0
9396224.0,0.0
9650176.0,0.0
9904128.0,0.0
10158080.0,0.0
10412032.0,0.0
10665984.0,0.0
10919936.0,0.0
11173888.0,0.0
11427840.0,0.0
11681792.0,0.0
11935744.0,0.0
12189696.0,0.0
12443648.0,0.0
12697600.0,0.0
12951552.0,0.0
13205504.0,0.0
13459456.0,0.0
13713408.0,0.0
13967360.0,0.0
14221312.0,0.0
14475264.0,0.0
14729216.0,0.0
14983168.0,0.0
15237120.0,0.0
15491072.0,0.0
15745024.0,0.0
15998976.0,0.0
16252928.0,0.0
16506880.0,0.0
16760832.0,0.0
17014784.0,0.0
17268736.0,0.0
17522688.0,0.0
17776640.0,0.0
18030592.0,0.0
18284544.0,0.0
18538496.0,0.0
18792448.0,0.0
19046400.0,0.0
19300352.0,0.0
19554304.0,0.0
19808256.0,0.0
20062208.0,0.0
20316160.0,0.0
20570112.0,0.0
20824064.0,0.0
21078016.0,0.0
21331968.0,0.0
21585920.0,0.0
21839872.0,0.0
22093824.0,0.0
22347776.0,0.0
22601728.0,0.00390625
22855680.0,0.0
23109632.0,0.0
23363584.0,0.00390625
23617536.0,0.0
23871488.0,0.0
24125440.0,0.0
24379392.0,0.0
24633344.0,0.0
24887296.0,0.0
25141248.0,0.0
25395200.0,0.0
25649152.0,0.0
25903104.0,0.0
26157056.0,0.0
26411008.0,0.0
26664960.0,0.0
26918912.0,0.0
27172864.0,0.0
27426816.0,0.0
27680768.0,0.0
27934720.0,0.0
28188672.0,0.0
28442624.0,0.0
28696576.0,0.0
28950528.0,0.0
29204480.0,0.0
29458432.0,0.0
29712384.0,0.0
29966336.0,0.0
30220288.0,0.0
30474240.0,0.0
30728192.0,0.0
30982144.0,0.0
31236096.0,0.0
31490048.0,0.0
31744000.0,0.0
31997952.0,0.0
32251904.0,0.0
32505856.0,0.0
32759808.0,0.0
33013760.0,0.0
33267712.0,0.0
33521664.0,0.0
33775616.0,0.0
34029568.0,0.0
34283520.0,0.0
34537472.0,0.0
34791424.0,0.0
35045376.0,0.0
35299328.0,0.0
35553280.0,0.0
35807232.0,0.0
36061184.0,0.0
36315136.0,0.0
36569088.0,0.0
36823040.0,0.0
37076992.0,0.0
37330944.0,0.0
37584896.0,0.0
37838848.0,0.0
38092800.0,0.0
38346752.0,0.0
38600704.0,0.0
38854656.0,0.0
39108608.0,0.0
39362560.0,0.0
39616512.0,0.0
39870464.0,0.0
40124416.0,0.0
40378368.0,0.0
40632320.0,0.0
40886272.0,0.0
41140224.0,0.0
41394176.0,0.0
41648128.0,0.0
41902080.0,0.0
42156032.0,0.0
42409984.0,0.0
42663936.0,0.0
42917888.0,0.0
43171840.0,0.0
43425792.0,0.0
43679744.0,0.0
43933696.0,0.0
44187648.0,0.0
44441600.0,0.0
44695552.0,0.0
44949504.0,0.0
45203456.0,0.0
45457408.0,0.0
45711360.0,0.0
45965312.0,0.0
46219264.0,0.0
46473216.0,0.0
46727168.0,0.0
46981120.0,0.0
47235072.0,0.0
47489024.0,0.0
47742976.0,0.0
47996928.0,0.0
48250880.0,0.0
48504832.0,0.0
48758784.0,0.0
49012736.0,0.0
49266688.0,0.0
49520640.0,0.0
49774592.0,0.0
50028544.0,0.0
