step,success_rate
523776,0.0
777728,0.015625
1031680,0.00390625
1285632,0.0
1539584,0.0
1793536,0.0
2047488,0.0
2301440,0.0
2555392,0.0
2809344,0.0
3063296,0.0
3317248,0.0
3571200,0.0
3825152,0.0
4079104,0.0
4333056,0.0
4587008,0.0
4840960,0.0
5094912,0.0
5348864,0.0
5602816,0.0
5856768,0.0
6110720,0.0
6364672,0.0
6618624,0.0
6872576,0.0
7126528,0.0
7380480,0.0
7634432,0.0
7888384,0.0
8142336,0.0
8396288,0.0
8650240,0.0
8904192,0.0
9158144,0.0
9412096,0.0
9666048,0.0
9920000,0.0
10173952,0.0
10427904,0.0
10681856,0.0
10935808,0.0
11189760,0.0
11443712,0.0
11697664,0.0
11951616,0.0
12205568,0.0
12459520,0.0
12713472,0.0
12967424,0.0
13221376,0.0
13475328,0.0
13729280,0.0
13983232,0.0
14237184,0.0
14491136,0.0
14745088,0.0
14999040,0.0
15252992,0.0
15506944,0.0
15760896,0.0
16014848,0.0
16268800,0.0
16522752,0.0
16776704,0.0
17030656,0.0
17284608,0.0
17538560,0.0
17792512,0.0
18046464,0.0
18300416,0.0
18554368,0.0
18808320,0.0
19062272,0.0
19316224,0.0
19570176,0.0
19824128,0.0
20078080,0.0
20332032,0.0
20585984,0.0
20839936,0.0
21093888,0.0
21347840,0.0
21601792,0.0
21855744,0.0
22109696,0.0
22363648,0.0
22617600,0.0
22871552,0.0
23125504,0.0
23379456,0.0
23633408,0.0
23887360,0.0
24141312,0.0
24395264,0.0
24649216,0.0
24903168,0.0
25157120,0.0
25411072,0.0
25665024,0.0
25918976,0.0
26172928,0.0
26426880,0.0
26680832,0.0
26934784,0.0
27188736,0.0
27442688,0.0
27696640,0.0
27950592,0.0
28204544,0.0
28458496,0.0
28712448,0.0
28966400,0.0
29220352,0.0
29474304,0.0
29728256,0.0
29982208,0.0
30236160,0.0
30490112,0.0
30744064,0.0
30998016,0.0
31251968,0.0
31505920,0.0
31759872,0.0
32013824,0.0
32267776,0.0
32521728,0.0
32775680,0.0
33029632,0.0
33283584,0.0
33537536,0.0
33791488,0.0
34045440,0.0
34299392,0.0
34553344,0.0
34807296,0.0
35061248,0.0
35315200,0.0
35569152,0.0
35823104,0.0
36077056,0.0
36331008,0.0
36584960,0.0
36838912,0.0
37092864,0.0
37346816,0.0
37600768,0.0
37854720,0.0
38108672,0.0
38362624,0.0
38616576,0.0
38870528,0.0
39124480,0.0
39378432,0.0
39632384,0.0
39886336,0.0
40140288,0.0
40394240,0.0
40648192,0.0
40902144,0.0
41156096,0.0
41410048,0.0
41664000,0.0
41917952,0.0
42171904,0.0
42425856,0.0
42679808,0.0
42933760,0.0
43187712,0.0
43441664,0.0
43695616,0.0
43949568,0.0
44203520,0.0
44457472,0.0
44711424,0.0
44965376,0.0
45219328,0.0
45473280,0.0
45727232,0.0
45981184,0.0
46235136,0.0
46489088,0.0
46743040,0.0
46996992,0.0
47250944,0.0
47504896,0.0
47758848,0.0
48012800,0.0
48266752,0.0
48520704,0.0
48774656,0.0
49028608,0.0
49282560,0.0
49536512,0.0
49790464,0.0
50044416,0.0
50298368,0.0
50552320,0.0
50806272,0.0
