training/alpha_loss,eval/episode_success,eval/episode_reward_near,eval/episode_success_easy,training/critic_loss,eval/episode_reward_survive,step,eval/episode_dist,training/actor_loss,eval/episode_reward_ctrl,eval/episode_reward_dist,_runtime,render,training/entropy,_timestamp,_step,eval/episode_success_any,training/sps,training/log_alpha,eval/episode_success_hard,eval/episode_reward
0.0,0.0166015625,0.0,17.923828125,0.004834666382521391,731.4814453125,4888576.0,2465.5390625,-0.0007176745566539466,-2661.389892578125,0.0,287.514328779,"{'path': 'media/html/render_4888576_bce4953b91b81acf6b0f.html', 'size': 3933917.0, '_type': 'html-file', 'sha256': 'bce4953b91b81acf6b0f6d506ccbf5219a55d9fc234b042f1e0619d18c2d52f7'}",0.0,1774225839.0730202,4888576.0,0.0009765625,44749.08415711721,0.0,0.0,0.0166015625
0.0,0.0,0.0,3.6982421875,0.0035823213402181864,784.44140625,5142528.0,2678.78759765625,0.01950814016163349,-2904.65185546875,0.0,296.428535022,,0.0,1774225839.2470827,5142528.0,0.0,44570.26020123218,0.0,0.0,0.0
0.0,0.0,0.0,8.466796875,0.003442688612267375,664.3505859375,5396480.0,2280.332275390625,0.020946994423866272,-2473.63232421875,0.0,305.093715312,,0.0,1774225847.986299,5396480.0,0.0,44426.07874423508,0.0,0.0,0.0
0.0,0.0,0.0,3.7431640625,0.0033038093242794275,678.9951171875,5650432.0,2312.483154296875,0.027101930230855942,-2586.79345703125,0.0,313.806545657,,0.0,1774225856.6519303,5650432.0,0.0,44725.84445083067,0.0,0.0,0.0
0.0,0.0,0.0,3.0029296875,0.0037191594019532204,630.2666015625,5904384.0,2194.7021484375,0.02974058873951435,-2367.12353515625,0.0,322.470253708,,0.0,1774225865.3647768,5904384.0,0.0,44557.41032815639,0.0,0.0,0.0
0.0,0.0,0.0,2.9267578125,0.0038940426893532276,633.470703125,6158336.0,2181.669189453125,0.033031705766916275,-2379.40283203125,0.0,350.084003554,"{'size': 3927569.0, '_type': 'html-file', 'sha256': 'b0119708984cf162aa86214a2665fa962ff604100da3cf6ac4c9ef65b570b85f', 'path': 'media/html/render_6158336_b0119708984cf162aa86.html'}",0.0,1774225901.6426635,6158336.0,0.0,44721.76571319743,0.0,0.0,0.0
0.0,0.0,0.0,4.3095703125,0.006139185279607773,588.44140625,6412288.0,2054.53759765625,0.02218692936003208,-2230.38916015625,0.0,358.906541212,,0.0,1774225901.809685,6412288.0,0.0,44376.16075161247,0.0,0.0,0.0
0.0,0.015625,0.0,1.1123046875,0.005590145941823721,607.1328125,6666240.0,2116.40625,0.028805920854210854,-2306.4580078125,0.0,367.636957915,,0.0,1774225910.4647331,6666240.0,0.0009765625,44830.16271062174,0.0,0.0,0.015625
0.0,0.0,0.0,9.095703125,0.007039274554699659,718.466796875,6920192.0,2478.947509765625,0.03009800985455513,-2744.63427734375,0.0,376.314046281,,0.0,1774225919.1951392,6920192.0,0.0,44467.904028818775,0.0,0.0,0.0
0.0,0.0,0.0,6.451171875,0.007339685223996639,746.2705078125,7174144.0,2556.029296875,0.024283230304718018,-2859.84814453125,0.0,385.039839836,,0.0,1774225927.8722718,7174144.0,0.0,44653.41313491767,0.0,0.0,0.0
0.0,0.0,0.0,2.82421875,0.005336836911737919,714.5751953125,7428096.0,2441.919921875,0.02732928842306137,-2745.04541015625,0.0,413.67600845,"{'sha256': 'b05209a6b6d93b473dd41e436c8fa433091b53f33aa8f493a2cc6d05c302fb9b', 'path': 'media/html/render_7428096_b05209a6b6d93b473dd4.html', 'size': 3857261.0, '_type': 'html-file'}",0.0,1774225965.2346883,7428096.0,0.0,44463.01840589957,0.0,0.0,0.0
0.0,0.0,0.0,1.0576171875,0.004342453554272652,759.63671875,7682048.0,2616.80126953125,0.04288014397025108,-2930.5859375,0.0,422.666231157,,0.0,1774225965.461352,7682048.0,0.0,44815.01859865202,0.0,0.0,0.0
0.0,0.0,0.0,3.7001953125,0.0038043528329581022,794.126953125,7936000.0,2728.118408203125,0.043080177158117294,-3066.00634765625,0.0,431.322565334,,0.0,1774225974.224409,7936000.0,0.0,44217.78188938513,0.0,0.0,0.0
0.0,0.0,0.0,9.318359375,0.003558068536221981,793.21484375,8189952.0,2730.19580078125,0.05069112032651901,-3059.44677734375,0.0,440.05612462,,0.0,1774225982.8807077,8189952.0,0.0,44767.858143196536,0.0,0.0,0.0
0.0,0.0,0.0,7.1796875,0.0025785525795072317,828.513671875,8443904.0,2892.02490234375,0.05940999090671539,-3195.546875,0.0,448.728276879,,0.0,1774225991.6142917,8443904.0,0.0,44398.49984514844,0.0,0.0,0.0
0.0,0.0,0.0,4.0029296875,0.003959651105105877,724.201171875,8697856.0,2522.81591796875,0.05254843458533287,-2798.9716796875,0.0,477.491241047,"{'path': 'media/html/render_8697856_956ba532d8641c737335.html', 'size': 3879441.0, '_type': 'html-file', 'sha256': '956ba532d8641c737335675bf39ccde5d421f44cfed3dc32426c600dfb1cd006'}",0.0,1774226029.0499039,8697856.0,0.0,44678.033685453694,0.0,0.0,0.0
0.0,0.0,0.0,6.416015625,0.002957145916298032,681.0888671875,8951808.0,2411.23046875,0.06011193245649338,-2635.95947265625,0.0,486.324854596,,0.0,1774226029.2214222,8951808.0,0.0,44436.80622637337,0.0,0.0,0.0
0.0,0.0,0.0,10.94921875,0.0037685667630285025,735.771484375,9205760.0,2540.71240234375,0.04716567322611809,-2813.0859375,0.0,495.05918565,,0.0,1774226037.8829377,9205760.0,0.0,44773.209976755716,0.0,0.0,0.0
0.0,0.0,0.0,12.708984375,0.002961613005027175,616.4140625,9459712.0,2119.49560546875,0.053777970373630524,-2386.454833984375,0.0,503.737402125,,0.0,1774226046.6172812,9459712.0,0.0,44421.87479154932,0.0,0.0,0.0
0.0,0.009765625,0.0,5.3779296875,0.002932771574705839,668.21484375,9713664.0,2350.43359375,0.051143769174814224,-2598.488525390625,0.0,512.476232715,,0.0,1774226055.2955415,9713664.0,0.0009765625,44624.50999253767,0.0,0.0,0.009765625
0.0,0.0,0.0,10.390625,0.0017184964381158352,624.615234375,9967616.0,2174.784912109375,0.05594049394130707,-2409.0732421875,0.0,540.095267096,"{'path': 'media/html/render_9967616_040059e1ee93957ecc03.html', 'size': 3935649.0, '_type': 'html-file', 'sha256': '040059e1ee93957ecc03eacdbdd740b2a2ee32f0c0b1814a1b0b8f76cc3fc3df'}",0.0,1774226091.6539202,9967616.0,0.0,44380.245107681956,0.0,0.0,0.0
0.0,0.0,0.0,2.9150390625,0.002123117446899414,644.3623046875,10221568.0,2225.438232421875,0.05393454059958458,-2520.75048828125,0.0,549.097692298,,0.0,1774226091.8826034,10221568.0,0.0,44893.702421642476,0.0,0.0,0.0
0.0,0.0,0.0,4.4912109375,0.0023559320252388716,661.697265625,10475520.0,2302.944091796875,0.04773898050189018,-2583.1982421875,0.0,557.797373409,,0.0,1774226100.655721,10475520.0,0.0,44144.436801993106,0.0,0.0,0.0
0.0,0.96484375,0.0,13.4462890625,0.0021815800573676825,648.138671875,10729472.0,2225.88916015625,0.04751517251133919,-2534.244140625,0.0,566.581437636,,0.0,1774226109.3554459,10729472.0,0.001953125,44426.15842136036,0.0,0.0,0.96484375
0.0,0.005859375,0.0,18.26171875,0.0017682717880234122,652.8779296875,10983424.0,2184.501953125,0.05577290430665016,-2566.54931640625,0.0,575.268348038,,0.0,1774226118.139473,10983424.0,0.0009765625,44278.758825462435,0.0,0.0,0.005859375
0.0,0.001953125,0.0,10.9501953125,0.002667421707883477,701.658203125,11237376.0,2379.01806640625,0.03399933502078056,-2740.03857421875,0.0,604.189582377,"{'path': 'media/html/render_11237376_fe17cbca9295b61c959f.html', 'size': 4008681.0, '_type': 'html-file', 'sha256': 'fe17cbca9295b61c959f4ff36ff31b3c3549161038107400bdc31c1a60b30060'}",0.0,1774226155.748235,11237376.0,0.0009765625,44521.71310704537,0.0,0.0,0.001953125
0.0,0.8251953125,0.0,9.84765625,0.0024587255902588367,736.4951171875,11491328.0,2566.523193359375,0.03625677525997162,-2899.94873046875,0.0,613.109370628,,0.0,1774226155.9465065,11491328.0,0.0009765625,44340.99689357555,0.0,0.0,0.8251953125
0.0,0.0,0.0,6.494140625,0.0024021368008106947,666.12109375,11745280.0,2293.087890625,0.03264997899532318,-2617.26171875,0.0,621.871571479,,0.0,1774226164.6674302,11745280.0,0.0,44359.70891220225,0.0,0.0,0.0
0.0,0.0,0.0,11.8515625,0.002249551936984062,682.6337890625,11999232.0,2379.00146484375,0.02259361371397972,-2699.4697265625,0.0,630.555083958,,0.0,1774226173.429662,11999232.0,0.0,44176.67109302177,0.0,0.0,0.0
0.0,0.0,0.0,8.7373046875,0.0022755360696464777,625.283203125,12253184.0,2183.82470703125,0.021454069763422012,-2480.4296875,0.0,639.293667784,,0.0,1774226182.1132627,12253184.0,0.0,44642.71928721318,0.0,0.0,0.0
0.0,0.0,0.0,2.396484375,0.0024778859224170446,708.330078125,12507136.0,2446.354736328125,0.01622978039085865,-2817.11279296875,0.0,667.575778472,"{'path': 'media/html/render_12507136_c0c50b5eea27ed23c0e4.html', 'size': 3842065.0, '_type': 'html-file', 'sha256': 'c0c50b5eea27ed23c0e482e8af5c5c686702d41e2906560c5195c6684d0dc9dd'}",0.0,1774226219.1344292,12507136.0,0.0,44357.25013138701,0.0,0.0,0.0
0.0,0.0,0.0,4.748046875,0.0022347208578139544,744.9091796875,12761088.0,2593.268798828125,0.01582467183470726,-2965.291015625,0.0,676.566318813,,0.0,1774226219.3299327,12761088.0,0.0,44547.68276585518,0.0,0.0,0.0
0.0,0.0,0.0,1.9658203125,0.0024283062666654587,721.4375,13015040.0,2474.6728515625,0.01644980162382126,-2855.27587890625,0.0,685.270905974,,0.0,1774226228.124466,13015040.0,0.0,44024.85397955414,0.0,0.0,0.0
0.0,0.05078125,0.0,2.2626953125,0.002025919035077095,802.291015625,13268992.0,2755.23095703125,0.02783740498125553,-3182.63720703125,0.0,694.041264013,,0.0,1774226236.8289487,13268992.0,0.0009765625,44446.442763982566,0.0,0.0,0.05078125
0.0,0.0,0.0,3.0927734375,0.0017018362414091825,801.576171875,13522944.0,2801.958251953125,0.029482431709766388,-3182.39453125,0.0,702.74412679,,0.0,1774226245.5992699,13522944.0,0.0,44139.10069722375,0.0,0.0,0.0
0.0,0.0,0.0,2.728515625,0.0017875562189146876,817.34375,13776896.0,2867.61376953125,0.024636276066303253,-3255.428955078125,0.0,730.769157522,"{'path': 'media/html/render_13776896_51eba1d1b8ec685efb4c.html', 'size': 3909849.0, '_type': 'html-file', 'sha256': '51eba1d1b8ec685efb4cfc99756202ab26c0427c17707069dd36a28340abe616'}",0.0,1774226282.3278737,13776896.0,0.0,44425.34313404339,0.0,0.0,0.0
0.0,0.0,0.0,2.6982421875,0.0017277327133342624,815.9599609375,14030848.0,2821.920654296875,0.02808142453432083,-3250.337646484375,0.0,739.696786937,,0.0,1774226282.5075228,14030848.0,0.0,44132.12381633495,0.0,0.0,0.0
0.0,0.0,0.0,4.2255859375,0.0013364744372665882,561.71875,14284800.0,1957.3408203125,0.0379779078066349,-2238.704345703125,0.0,748.453386065,,0.0,1774226291.254486,14284800.0,0.0,44136.93333028908,0.0,0.0,0.0
0.0,0.0,0.0,4.51171875,0.0010181793477386236,756.1337890625,14538752.0,2640.876708984375,0.040644627064466476,-3014.1455078125,0.0,757.177438896,,0.0,1774226300.0114775,14538752.0,0.0,44214.41378648762,0.0,0.0,0.0
0.0,0.0,0.0,0.4873046875,0.0011233189143240452,912.96875,14792704.0,3146.321044921875,0.03335001692175865,-3643.10693359375,0.0,765.947001032,,0.0,1774226308.735582,14792704.0,0.0,44258.119652485766,0.0,0.0,0.0
0.0,0.0,0.0,0.943359375,0.0010649950709193945,804.4716796875,15046656.0,2862.2490234375,0.025299403816461563,-3212.593017578125,0.0,794.080474159,"{'path': 'media/html/render_15046656_599421a474efb5f324fb.html', 'size': 3895713.0, '_type': 'html-file', 'sha256': '599421a474efb5f324fb2e0f89b63051d4a4bdbd372cbdfa817a4be26b6970f1'}",0.0,1774226345.639136,15046656.0,0.0,44152.20087887243,0.0,0.0,0.0
0.0,0.0,0.0,0.9501953125,0.0013623101403936744,723.7529296875,15300608.0,2596.972900390625,0.018727151677012444,-2891.7734375,0.0,803.072641557,,0.0,1774226345.8446293,15300608.0,0.0,44243.10405096477,0.0,0.0,0.0
0.0,0.00390625,0.0,5.1533203125,0.0009219009662047029,759.6025390625,15554560.0,2607.4326171875,0.026485595852136612,-3031.958984375,0.0,811.790891398,,0.0,1774226354.6307175,15554560.0,0.0009765625,44046.090261842925,0.0,0.0,0.00390625
0.0,0.0,0.0,2.07421875,0.001235684030689299,717.23046875,15808512.0,2484.76806640625,0.030078379437327385,-2861.9970703125,0.0,820.547595641,,0.0,1774226363.3489482,15808512.0,0.0,44395.28734359561,0.0,0.0,0.0
0.0,0.0,0.0,0.052734375,0.0015198090113699436,825.4619140625,16062464.0,2889.1611328125,0.03156372159719467,-3295.7744140625,0.0,829.242926691,,0.0,1774226372.1053488,16062464.0,0.0,44220.596071238564,0.0,0.0,0.0
0.0,0.0048828125,0.0,5.408203125,0.0009554222342558205,676.2919921875,16316416.0,2348.024169921875,0.05272170528769493,-2698.82763671875,0.0,859.253761349,"{'path': 'media/html/render_16316416_b1a3da8ba1e6c4b4d49f.html', 'size': 3975357.0, '_type': 'html-file', 'sha256': 'b1a3da8ba1e6c4b4d49f7b9111f96f606f16dff28af82ee9d450f5a427c69ee3'}",0.0,1774226410.812444,16316416.0,0.0009765625,44499.599389761446,0.0,0.0,0.0048828125
0.0,0.0,0.0,3.0712890625,0.0007299583521671593,700.5654296875,16570368.0,2441.5,0.05649502947926521,-2796.270751953125,0.0,868.191704323,,0.0,1774226411.0511332,16570368.0,0.0,44177.73746297428,0.0,0.0,0.0
0.0,0.0,0.0,1.076171875,0.0007731618825346231,764.56640625,16824320.0,2649.9111328125,0.051937349140644073,-3050.5283203125,0.0,876.903125256,,0.0,1774226419.7495306,16824320.0,0.0,44493.10281512205,0.0,0.0,0.0
0.0,0.00390625,0.0,8.2509765625,0.0005344171659089625,709.9296875,17078272.0,2472.1337890625,0.05311622470617294,-2833.187255859375,0.0,885.554470426,,0.0,1774226428.4606962,17078272.0,0.0009765625,44579.04421627321,0.0,0.0,0.00390625
0.0,0.0,0.0,0.091796875,0.0005483212880790234,633.9423828125,17332224.0,2286.50634765625,0.04024543985724449,-2530.6220703125,0.0,894.315746761,,0.0,1774226437.112604,17332224.0,0.0,44830.16459743581,0.0,0.0,0.0
0.0,0.0,0.0,1.7744140625,0.0006288616568781435,715.935546875,17586176.0,2516.285888671875,0.033047135919332504,-2857.8056640625,0.0,922.532804994,"{'path': 'media/html/render_17586176_ac6bb1898635ab024398.html', 'size': 3954765.0, '_type': 'html-file', 'sha256': 'ac6bb1898635ab024398ec21eef2872eab6e4a96279e1487f37bd2eeed3f690e'}",0.0,1774226474.0915313,17586176.0,0.0,44189.978752339244,0.0,0.0,0.0
0.0,0.0,0.0,2.8857421875,0.0008879000088199973,802.357421875,17840128.0,2747.93798828125,0.02298564650118351,-3202.486328125,0.0,931.493283451,,0.0,1774226474.2838953,17840128.0,0.0,44689.74006984535,0.0,0.0,0.0
0.0,0.0,0.0,3.8076171875,0.0007589272572658956,821.037109375,18094080.0,2870.708984375,0.024821782484650612,-3277.8095703125,0.0,940.177314299,,0.0,1774226483.0516021,18094080.0,0.0,44180.90206312397,0.0,0.0,0.0
0.0,0.0,0.0,0.09765625,0.0006869746721349657,882.7587890625,18348032.0,3118.159423828125,0.031034965068101883,-3525.380126953125,0.0,948.945770514,,0.0,1774226491.73546,18348032.0,0.0,44553.91574361886,0.0,0.0,0.0
0.0,0.0,0.0,4.1220703125,0.0006974488496780396,733.2373046875,18601984.0,2565.358154296875,0.03284803777933121,-2921.62841796875,0.0,957.620215176,,0.0,1774226500.503814,18601984.0,0.0,44158.896682833845,0.0,0.0,0.0
0.0,0.0,0.0,0.8447265625,0.0007939420756883919,716.7119140625,18855936.0,2535.851806640625,0.032077815383672714,-2858.8388671875,0.0,986.360489662,"{'path': 'media/html/render_18855936_283d32c514f338c5b077.html', 'size': 3956485.0, '_type': 'html-file', 'sha256': '283d32c514f338c5b077569d65e15641a3e14648a0e2b2ad2c28a3099ccecca5'}",0.0,1774226537.9191706,18855936.0,0.0,44650.981584494795,0.0,0.0,0.0
0.0,0.0,0.0,5.53125,0.0009863702580332756,773.8134765625,19109888.0,2666.95263671875,0.025319870561361313,-3091.72412109375,0.0,995.26019939,,0.0,1774226538.095457,19109888.0,0.0,44320.6408411682,0.0,0.0,0.0
0.0,0.0,0.0,7.1357421875,0.001336665009148419,652.13671875,19363840.0,2322.27001953125,0.01812855154275894,-2602.966552734375,0.0,1004.032619322,,0.0,1774226546.8182368,19363840.0,0.0,44319.73537309857,0.0,0.0,0.0
0.0,0.0,0.0,1.8759765625,0.0015391824999824166,610.6328125,19617792.0,2144.289794921875,0.014267378486692905,-2438.59521484375,0.0,1012.724661699,,0.0,1774226555.5906956,19617792.0,0.0,44171.57448245658,0.0,0.0,0.0
0.0,0.0,0.0,4.6083984375,0.001232240116223693,635.9033203125,19871744.0,2212.8935546875,0.020344382151961327,-2534.8505859375,0.0,1021.49081715,,0.0,1774226564.2827015,19871744.0,0.0,44496.75144454918,0.0,0.0,0.0
0.0,0.0,0.0,10.908203125,0.0020172633230686188,759.5302734375,20125696.0,2643.4013671875,0.011091860011219978,-3033.02197265625,0.0,1050.147839823,"{'path': 'media/html/render_20125696_a7e72136c529a44d13d6.html', 'size': 3945181.0, '_type': 'html-file', 'sha256': 'a7e72136c529a44d13d6802a7690a779a4b21702716850a8f9171e22d0bed7e4'}",0.0,1774226601.7065525,20125696.0,0.0,44199.09218499691,0.0,0.0,0.0
0.0,0.0,0.0,4.6884765625,0.001331964391283691,679.5048828125,20379648.0,2322.33935546875,0.023480653762817383,-2714.604248046875,0.0,1059.148451855,,0.0,1774226601.9208727,20379648.0,0.0,44469.84595370418,0.0,0.0,0.0
0.0,0.0,0.0,0.8125,0.0012948940275236964,749.9638671875,20633600.0,2612.678466796875,0.022515514865517616,-2996.401611328125,0.0,1067.835540312,,0.0,1774226610.7066033,20633600.0,0.0,44075.77160221052,0.0,0.0,0.0
0.0,0.0,0.0,1.9140625,0.0012368707684800029,759.3349609375,20887552.0,2687.36181640625,0.023948047310113907,-3032.86376953125,0.0,1076.605522103,,0.0,1774226619.3937593,20887552.0,0.0,44532.859200907624,0.0,0.0,0.0
0.0,0.0,0.0,1.771484375,0.0011195007245987654,861.076171875,21141504.0,3044.993896484375,0.029201805591583252,-3438.8642578125,0.0,1085.327723174,,0.0,1774226628.1636086,21141504.0,0.0,44142.44635905551,0.0,0.0,0.0
0.0,0.859375,0.0,2.4541015625,0.0015305703273043036,798.755859375,21395456.0,2810.27880859375,0.026346296072006226,-3190.02783203125,0.0,1112.883107739,"{'_type': 'html-file', 'sha256': '3f17ce3fbb8103c4341da53b47618cc3be25861f8a1c826b75cd289bd9b5c168', 'path': 'media/html/render_21395456_3f17ce3fbb8103c4341d.html', 'size': 3944041.0}",0.0,1774226664.4417803,21395456.0,0.0009765625,44257.89713837251,0.0,0.0,0.859375
0.0,0.0,0.0,3.4052734375,0.001355172717012465,683.3095703125,21649408.0,2390.63037109375,0.033810093998909,-2728.8251953125,0.0,1121.814149013,,0.0,1774226664.63037,21649408.0,0.0,44468.60577560225,0.0,0.0,0.0
0.0,0.0,0.0,3.2099609375,0.001321951625868678,697.248046875,21903360.0,2403.89013671875,0.031232234090566635,-2784.530517578125,0.0,1130.568078231,,0.0,1774226673.3723066,21903360.0,0.0,44134.142587314826,0.0,0.0,0.0
0.0,0.0,0.0,1.8017578125,0.0009629489504732192,761.9501953125,22157312.0,2634.4443359375,0.03395867720246315,-3043.074951171875,0.0,1139.27694798,,0.0,1774226682.1263626,22157312.0,0.0,44255.38895222254,0.0,0.0,0.0
0.0,0.0,0.0,0.462890625,0.0009829041082412004,741.9501953125,22411264.0,2588.600830078125,0.04072381183505058,-2963.740234375,0.0,1148.031707019,,0.0,1774226690.8351767,22411264.0,0.0,44350.0600850542,0.0,0.0,0.0
0.0,0.9423828125,0.0,4.85546875,0.0014360244385898113,744.4814453125,22665216.0,2597.591796875,0.033036958426237106,-2975.383056640625,0.0,1176.325468086,"{'_type': 'html-file', 'sha256': 'b3f66b08e1ccaec720d787ca3505a735454f1a1d397fcd940990fd4bd2782be4', 'path': 'media/html/render_22665216_b3f66b08e1ccaec720d7.html', 'size': 3936001.0}",0.0,1774226727.8841226,22665216.0,0.0009765625,44244.25081874461,0.0,0.0,0.9423828125
0.0,0.0,0.0,0.9365234375,0.0014936835505068302,817.2236328125,22919168.0,2842.8125,0.04074257239699364,-3266.056640625,0.0,1185.274974723,,0.0,1774226728.0881722,22919168.0,0.0,44347.478664431095,0.0,0.0,0.0
0.0,0.0,0.0,3.3251953125,0.001036617555655539,776.21875,23173120.0,2739.030517578125,0.045010849833488464,-3102.32861328125,0.0,1193.99599913,,0.0,1774226736.8331757,23173120.0,0.0,44368.63190183743,0.0,0.0,0.0
0.0,0.0,0.0,3.787109375,0.0017168610356748104,736.5458984375,23427072.0,2586.71826171875,0.031161576509475708,-2941.90380859375,0.0,1202.770440261,,0.0,1774226745.5541136,23427072.0,0.0,44306.07301423229,0.0,0.0,0.0
0.0,0.0,0.0,1.8994140625,0.0012791628250852227,696.1982421875,23681024.0,2465.92138671875,0.036991365253925323,-2780.84814453125,0.0,1211.485213738,,0.0,1774226754.328551,23681024.0,0.0,44108.73490575183,0.0,0.0,0.0
0.0,0.0,0.0,3.2919921875,0.001138386083766818,542.259765625,23934976.0,1920.4849853515625,0.0358523428440094,-2166.6728515625,0.0,1240.215219709,"{'path': 'media/html/render_23934976_c99b699e727ca5fd18f7.html', 'size': 3907889.0, '_type': 'html-file', 'sha256': 'c99b699e727ca5fd18f766fb89ba7e35581b2a6af790da0f0a7ac144e9dd1ec3'}",0.0,1774226791.7738793,23934976.0,0.0,44331.68831733999,0.0,0.0,0.0
0.0,0.0,0.0,3.0458984375,0.002040487714111805,739.1708984375,24188928.0,2566.034423828125,0.014186921529471874,-2954.227294921875,0.0,1249.172243859,,0.0,1774226791.9764473,24188928.0,0.0,44255.278627981184,0.0,0.0,0.0
0.0,0.0,0.0,4.0703125,0.0015172621933743358,604.89453125,24442880.0,2125.822021484375,0.02185814268887043,-2417.44091796875,0.0,1257.936122688,,0.0,1774226800.7302835,24442880.0,0.0,44154.67541730374,0.0,0.0,0.0
0.0,0.0,0.0,1.87890625,0.0021575619466602802,587.2958984375,24696832.0,2111.90673828125,0.0032923342660069466,-2347.13037109375,0.0,1266.611944558,,0.0,1774226809.494183,24696832.0,0.0,44192.67938385187,0.0,0.0,0.0
0.0,0.0,0.0,1.1279296875,0.002896174555644393,826.7451171875,24950784.0,2918.86474609375,-0.008169048465788364,-3304.2744140625,0.0,1275.355954617,,0.0,1774226818.1695297,24950784.0,0.0,44651.46076054699,0.0,0.0,0.0
