eval/episode_reward_survive,training/entropy,_step,render,eval/episode_reward_ctrl,eval/episode_success_easy,eval/episode_reward_dist,eval/episode_success_hard,training/critic_loss,_runtime,training/sps,training/actor_loss,step,eval/episode_success,eval/episode_success_any,eval/episode_reward,_timestamp,training/log_alpha,eval/episode_dist,training/alpha_loss,eval/episode_reward_near
410.92578125,0.0,16316416.0,"{'path': 'media/html/render_16316416_e66fccf84e666f2f2aad.html', 'size': 3967629.0, '_type': 'html-file', 'sha256': 'e66fccf84e666f2f2aad974bc5d1b476fb69389f3d619ecf83a909c781e8143a'}",-1635.675048828125,11.3974609375,0.0,0.0,0.0023536873050034046,862.239220048,44343.98000817145,0.07477698475122452,16316416.0,0.0,0.0,0.0,1774210709.5524666,0.0,1379.828857421875,0.0,0.0
539.1123046875,0.0,16570368.0,,-2149.72998046875,5.509765625,0.0,0.0,0.0018480633152648807,871.160956456,44321.8303615588,0.06679531931877136,16570368.0,0.0,0.0,0.0,1774210709.7293367,0.0,1854.783447265625,0.0,0.0
457.5771484375,0.0,16824320.0,,-1824.73876953125,2.142578125,0.0,0.0,0.0020886179991066456,879.920216139,44147.419143429266,0.05943673104047775,16824320.0,0.908203125,0.0009765625,0.908203125,1774210718.4737298,0.0,1665.2406005859375,0.0,0.0
566.2119140625,0.0,17078272.0,,-2259.149169921875,2.7548828125,0.0,0.0,0.002190410392358899,888.644526655,44212.30875332842,0.05485254153609276,17078272.0,0.9150390625,0.0009765625,0.9150390625,1774210727.232619,0.0,1965.85546875,0.0,0.0
583.7412109375,0.0,17332224.0,,-2328.19873046875,1.9560546875,0.0,0.0,0.0016294323140755296,897.423897171,44288.32692947535,0.05065084248781204,17332224.0,0.0,0.0,0.0,1774210735.9571028,0.0,2107.63037109375,0.0,0.0
517.736328125,0.0,17586176.0,"{'path': 'media/html/render_17586176_dc687c30563126b241b6.html', 'size': 3985737.0, '_type': 'html-file', 'sha256': 'dc687c30563126b241b6d92b47e2478a4562910992aff46865bebcfef15c7c27'}",-2065.4619140625,1.1416015625,0.0,0.0,0.0022322037257254124,926.098423269,44095.35382005261,0.0416538342833519,17586176.0,0.0,0.0,0.0,1774210773.4116733,0.0,1760.7742919921875,0.0,0.0
458.294921875,0.0,17840128.0,,-1827.5804443359375,2.890625,0.0,0.0,0.0017817884217947721,935.089854683,44378.697438397714,0.0321960374712944,17840128.0,0.0,0.0,0.0,1774210773.6043139,0.0,1591.5931396484375,0.0,0.0
429.9248046875,0.0,18094080.0,,-1715.94482421875,5.8759765625,0.0,0.0,0.0021260553039610386,943.822065216,43982.77695930092,0.032051872462034225,18094080.0,0.0,0.0,0.0,1774210782.4023817,0.0,1432.72314453125,0.0,0.0
433.6181640625,0.0,18348032.0,,-1729.9755859375,3.419921875,0.0,0.0,0.0018173548160120845,952.614607546,44232.92174376777,0.035101134330034256,18348032.0,0.001953125,0.0009765625,0.001953125,1774210791.1345732,0.0,1479.453857421875,0.0,0.0
430.732421875,0.0,18601984.0,,-1719.385986328125,2.083984375,0.0,0.0,0.002526918426156044,961.335400454,43998.79040854094,0.029956886544823647,18601984.0,0.0205078125,0.0009765625,0.0205078125,1774210799.9272017,0.0,1472.414794921875,0.0,0.0
482.23828125,0.0,18855936.0,"{'_type': 'html-file', 'sha256': '9d1155bdc52ff7d9a6249b6dc5d75b87e0f8411af37e8588a819cfa0ed772920', 'path': 'media/html/render_18855936_9d1155bdc52ff7d9a624.html', 'size': 3963473.0}",-1925.6234130859375,1.87890625,0.0,0.0,0.0021869544871151447,989.831191424,44321.950239248225,0.05383281037211418,18855936.0,0.0,0.0,0.0,1774210837.1444767,0.0,1600.77587890625,0.0,0.0
522.193359375,0.0,19109888.0,,-2083.607177734375,3.90625,0.0,0.0,0.0014889398589730263,998.779257757,44078.30142262812,0.0707617849111557,19109888.0,0.0,0.0,0.0,1774210837.3227124,0.0,1798.4912109375,0.0,0.0
618.91015625,0.0,19363840.0,,-2470.75634765625,2.1865234375,0.0,0.0,0.0017997571267187595,1007.549191549,44046.4654715856,0.07565995305776596,19363840.0,0.9052734375,0.0009765625,0.9052734375,1774210846.0918193,0.0,2127.416259765625,0.0,0.0
452.6865234375,0.0,19617792.0,,-1806.295166015625,1.1201171875,0.0,0.0,0.0014775594463571906,1016.270154957,44159.36169377955,0.08104614913463593,19617792.0,0.025390625,0.0009765625,0.025390625,1774210854.8619668,0.0,1635.387939453125,0.0,0.0
545.8916015625,0.0,19871744.0,,-2179.425537109375,0.23828125,0.0,0.0,0.0012958854204043746,1025.039326734,44318.96086765233,0.07636971771717072,19871744.0,0.0,0.0,0.0,1774210863.582415,0.0,1857.5390625,0.0,0.0
555.7890625,0.0,20125696.0,"{'size': 4022781.0, '_type': 'html-file', 'sha256': 'c26ac45c68591a120597a4e438e7adc363de51a49e9074a05fe45daf4ef2de97', 'path': 'media/html/render_20125696_c26ac45c68591a120597.html'}",-2219.385986328125,1.966796875,0.0,0.0,0.0010911730350926518,1053.416616277,44175.00201591766,0.06979433447122574,20125696.0,0.0,0.0,0.0,1774210900.7298324,0.0,1958.662841796875,0.0,0.0
292.3955078125,0.0,20379648.0,,-1166.285400390625,5.0087890625,0.0,0.0,0.0013608464505523443,1062.413734198,44167.440533310684,0.05643760785460472,20379648.0,0.025390625,0.0009765625,0.025390625,1774210900.922144,0.0,994.1492919921875,0.0,0.0
480.6171875,0.0,20633600.0,,-1919.03369140625,5.3349609375,0.0,0.0,0.0015107233775779605,1071.145311953,43939.21599558707,0.05407319217920303,20633600.0,0.0,0.0,0.0,1774210909.7264113,0.0,1671.760986328125,0.0,0.0
563.8837890625,0.0,20887552.0,,-2251.80908203125,8.787109375,0.0,0.0,0.0013964120298624039,1079.918532238,44231.6984185457,0.0503222681581974,20887552.0,0.0,0.0,0.0,1774210918.4580941,0.0,2003.567138671875,0.0,0.0
554.9140625,0.0,21141504.0,,-2216.7841796875,0.13671875,0.0,0.0,0.0018142667831853032,1088.689934883,44145.01494222076,0.0505288764834404,21141504.0,0.0,0.0,0.0,1774210927.2311785,0.0,1991.88134765625,0.0,0.0
432.1982421875,0.0,21395456.0,"{'sha256': 'bf2368c873a794dc0a0dc5b9b7804e6cdb86af9ea89fe20962f86f339d3eb44e', 'path': 'media/html/render_21395456_bf2368c873a794dc0a0d.html', 'size': 3986961.0, '_type': 'html-file'}",-1725.2938232421875,2.904296875,0.0,0.0,0.0022336868569254875,1117.587442094,43951.80966537842,0.048745132982730865,21395456.0,1.4931640625,0.001953125,1.4931640625,1774210964.9006534,0.0,1507.1175537109375,0.0,0.0
524.986328125,0.0,21649408.0,,-2097.560546875,1.994140625,0.0,0.0,0.0012919636210426688,1126.559517518,44024.8012101994,0.06777402013540268,21649408.0,0.0,0.0,0.0,1774210965.105998,0.0,1874.8828125,0.0,0.0
