training/entropy,eval/episode_dist,eval/episode_reward_ctrl,eval/episode_reward_survive,eval/episode_reward,eval/episode_success_any,eval/episode_success_hard,training/alpha_loss,eval/episode_success,eval/episode_success_easy,render,training/log_alpha,training/critic_loss,_step,eval/episode_reward_dist,_runtime,training/sps,_timestamp,step,training/actor_loss,eval/episode_reward_near
0.0,2091.613525390625,-2337.351806640625,584.7099609375,0.0,0.0,0.0,0.0,0.0,10.8544921875,,0.0,0.0006493764230981469,24950784.0,0.0,1267.343069348,45308.7324023752,1774221593.542812,24950784.0,0.055452682077884674,0.0
0.0,2143.83935546875,-2511.88134765625,628.333984375,0.0,0.0,0.0,0.0,0.0,7.4169921875,"{'sha256': '171ca68a15528bc03392bfbf2d716576129d9ab4538e5fcbaf32ce71c7b6b34d', 'path': 'media/html/render_25204736_171ca68a15528bc03392.html', 'size': 3992205.0, '_type': 'html-file'}",0.0,0.0015371801564469934,25204736.0,0.0,1295.735182765,45041.24299012938,1774221630.587846,25204736.0,0.036420270800590515,0.0
0.0,2529.99951171875,-2895.4775390625,724.388671875,0.9384765625,0.001953125,0.0,0.0,0.9384765625,8.388671875,,0.0,0.0009717333596199751,25458688.0,0.0,1304.591458429,45099.84441324366,1774221630.771096,25458688.0,0.04637989401817322,0.0
0.0,2550.270263671875,-2944.775390625,736.767578125,0.0771484375,0.0009765625,0.0,0.0,0.0771484375,3.5673828125,,0.0,0.000811791222076863,25712640.0,0.0,1313.210084964,44921.97593621972,1774221639.4436495,25712640.0,0.05536135286092758,0.0
0.0,2609.489013671875,-3062.88916015625,766.2880859375,0.0,0.0,0.0,0.0,0.0,9.087890625,,0.0,0.0013950486900284886,25966592.0,0.0,1321.88719575,45100.73620614965,1774221648.0622518,25966592.0,0.047588929533958435,0.0
0.0,2969.650634765625,-3377.13671875,844.603515625,0.0,0.0,0.0,0.0,0.0,0.955078125,,0.0,0.0015510700177401304,26220544.0,0.0,1330.503531866,44906.92877532996,1774221656.7393916,26220544.0,0.05122878775000572,0.0
0.0,2759.1767578125,-3169.97314453125,792.9150390625,0.0,0.0,0.0,0.0,0.0,1.1484375,"{'sha256': '1eb3b65ae3293c21122de6e627c9ed847a3243935b7778cafeadd82106a32178', 'path': 'media/html/render_26474496_1eb3b65ae3293c21122d.html', 'size': 3840693.0, '_type': 'html-file'}",0.0,0.0012282836250960827,26474496.0,0.0,1359.643352877,45097.96164298465,1774221694.4960132,26474496.0,0.058675218373537064,0.0
0.0,2553.65283203125,-2813.184814453125,703.8466796875,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0006800771225243807,26728448.0,0.0,1368.543697266,44918.25534744102,1774221694.7441106,26728448.0,0.07092024385929108,0.0
0.0,2417.00439453125,-2775.445556640625,694.453125,0.0,0.0,0.0,0.0,0.0,3.736328125,,0.0,0.0009171688579954207,26982400.0,0.0,1377.21559385,44870.6298566531,1774221703.3957717,26982400.0,0.0644053965806961,0.0
0.0,2076.206787109375,-2338.90771484375,585.1708984375,0.0,0.0,0.0,0.0,0.0,6.8759765625,,0.0,0.0008909095777198672,27236352.0,0.0,1385.830048916,44929.58952983608,1774221712.0677388,27236352.0,0.06603585928678513,0.0
0.0,1714.3173828125,-1911.2218017578125,478.2919921875,0.0,0.0,0.0,0.0,0.0,1.966796875,,0.0,0.0005738689214922488,27490304.0,0.0,1394.495331646,45068.80260669554,1774221720.6821074,27490304.0,0.07625532895326614,0.0
0.0,2026.470703125,-2398.841796875,600.177734375,0.0,0.0,0.0,0.0,0.0,1.78125,"{'path': 'media/html/render_27744256_9bb528633a2b1bc343ec.html', 'size': 3944973.0, '_type': 'html-file', 'sha256': '9bb528633a2b1bc343ec7de56e0d5fb35a2293a5691a11fd9684cd5264cb58d8'}",0.0,0.0008661253959871829,27744256.0,0.0,1422.918058949,44951.49346848763,1774221757.7707517,27744256.0,0.07680636644363403,0.0
0.0,1592.862548828125,-1762.6514892578125,441.1220703125,0.0,0.0,0.0,0.0,0.0,2.755859375,,0.0,0.0007528242422267795,27998208.0,0.0,1431.811288347,45026.66400665369,1774221757.953864,27998208.0,0.08473880589008331,0.0
0.0,2242.80517578125,-2595.06005859375,649.349609375,0.0,0.0,0.0,0.0,0.0,0.0537109375,,0.0,0.0005614115507341921,28252160.0,0.0,1440.421203237,44647.06620307964,1774221766.6634195,28252160.0,0.08868728578090668,0.0
0.0,2254.3310546875,-2619.48828125,655.6044921875,0.0009765625,0.0009765625,0.0,0.0,0.0009765625,5.634765625,,0.0,0.0006827376782894135,28506112.0,0.0,1449.078846074,45133.18553827081,1774221775.2731605,28506112.0,0.09423395246267319,0.0
0.0,2419.564208984375,-2769.8212890625,692.9697265625,0.0,0.0,0.0,0.0,0.0,3.201171875,,0.0,0.0004922178923152387,28760064.0,0.0,1457.675061451,44983.002625534726,1774221783.9309533,28760064.0,0.10515404492616653,0.0
0.0,2327.06787109375,-2633.8564453125,659.359375,0.931640625,0.0009765625,0.0,0.0,0.931640625,6.455078125,"{'path': 'media/html/render_29014016_827fbdccccee683e33f5.html', 'size': 3913213.0, '_type': 'html-file', 'sha256': '827fbdccccee683e33f5c997d7ca6a3686d2ba84010ceb06147a400d5b49396c'}",0.0,0.0008927598828449845,29014016.0,0.0,1486.016911221,45243.41946146176,1774221820.869547,29014016.0,0.10975563526153564,0.0
0.0,2258.171630859375,-2599.80126953125,650.619140625,0.0,0.0,0.0,0.0,0.0,5.5732421875,,0.0,0.0005996456020511687,29267968.0,0.0,1494.830060251,45122.845608040225,1774221821.0479531,29267968.0,0.11867760121822357,0.0
0.0,2226.07275390625,-2593.943115234375,649.1572265625,0.0,0.0,0.0,0.0,0.0,9.0537109375,,0.0,0.0008254665299318731,29521920.0,0.0,1503.511144279,45016.91885118328,1774221829.6822186,29521920.0,0.12515798211097717,0.0
0.0,2379.18408203125,-2673.00927734375,668.8291015625,0.0,0.0,0.0,0.0,0.0,0.92578125,,0.0,0.000671354413498193,29775872.0,0.0,1512.137458013,44842.74751816051,1774221838.3632834,29775872.0,0.12887057662010193,0.0
0.0,2040.697265625,-2344.740234375,586.7265625,0.0,0.0,0.0,0.0,0.0,1.9658203125,,0.0,0.0007551565649919212,30029824.0,0.0,1520.810421991,45037.75208540511,1774221846.9895825,30029824.0,0.1267273873090744,0.0
0.0,2504.967041015625,-2866.18212890625,717.2158203125,0.0,0.0,0.0,0.0,0.0,0.9326171875,"{'_type': 'html-file', 'sha256': 'ed3754680b08ac2cab462e7493a71903814fa58fdcda3f96ba7fcec81d0ac0ce', 'path': 'media/html/render_30283776_ed3754680b08ac2cab46.html', 'size': 3938049.0}",0.0,0.00098330934997648,30283776.0,0.0,1550.075775352,44890.02245984833,1774221884.928451,30283776.0,0.11956781148910522,0.0
0.0,2332.133544921875,-2695.6435546875,674.44921875,0.0,0.0,0.0,0.0,0.0,3.169921875,,0.0,0.0008928707102313638,30537728.0,0.0,1559.02025934,45082.89559744285,1774221885.1672223,30537728.0,0.13104504346847534,0.0
0.0,1667.5308837890625,-1987.5281982421875,497.5166015625,0.0,0.0,0.0,0.0,0.0,5.0087890625,,0.0,0.0008918826351873577,30791680.0,0.0,1567.635749046,44747.64600694292,1774221893.8721876,30791680.0,0.13514241576194763,0.0
0.0,1144.69482421875,-1308.34765625,327.5986328125,0.0,0.0,0.0,0.0,0.0,3.509765625,,0.0,0.0004878522886428982,31045632.0,0.0,1576.293677572,45064.87271466944,1774221902.487118,31045632.0,0.13927891850471497,0.0
0.0,1774.7679443359375,-2030.37841796875,508.19140625,0.0,0.0,0.0,0.0,0.0,1.935546875,,0.0,0.0006053598481230438,31299584.0,0.0,1584.897465749,45004.20758524155,1774221911.145778,31299584.0,0.13090969622135162,0.0
0.0,1665.836181640625,-1949.0540771484375,487.8076171875,0.0,0.0,0.0,0.0,0.0,8.4306640625,"{'_type': 'html-file', 'sha256': 'fd9b17e7f2df9fa60e4fd790a33dd4edce2dfc74f1d6b6366fe21a8679390d69', 'path': 'media/html/render_31553536_fd9b17e7f2df9fa60e4f.html', 'size': 3943069.0}",0.0,0.0006312583573162556,31553536.0,0.0,1613.529932424,45121.360397092685,1774221948.382626,31553536.0,0.12473088502883911,0.0
0.0,2780.350341796875,-3110.983642578125,778.3505859375,0.0,0.0,0.0,0.0,0.0,2.2265625,,0.0,0.0007280574063770473,31807488.0,0.0,1622.353746883,45012.57761166303,1774221948.5666735,31807488.0,0.11340312659740448,0.0
0.0,2337.24072265625,-2666.28369140625,667.1650390625,0.0,0.0,0.0,0.0,0.0,1.0263671875,,0.0,0.0011155616957694292,32061440.0,0.0,1631.002260111,44926.56311106966,1774221957.2058806,32061440.0,0.0997081771492958,0.0
0.0,2294.04931640625,-2619.135498046875,655.4736328125,0.0,0.0,0.0,0.0,0.0,3.583984375,,0.0,0.0009569583344273269,32315392.0,0.0,1639.595430207,45064.929913422515,1774221965.8544114,32315392.0,0.10049086064100266,0.0
0.0,2129.10107421875,-2448.444580078125,612.8466796875,0.0,0.0,0.0,0.0,0.0,0.6083984375,,0.0,0.0010643876157701015,32569344.0,0.0,1648.254072625,45195.5433877932,1774221974.4476013,32569344.0,0.09390413016080856,0.0
0.0,2372.58349609375,-2742.46240234375,686.3544921875,0.0,0.0,0.0,0.0,0.0,4.4375,"{'path': 'media/html/render_32823296_8fb0893a40abf00de69b.html', 'size': 3998829.0, '_type': 'html-file', 'sha256': '8fb0893a40abf00de69b8db573922b637fae0d5aad1209512b696aa79ef20ff5'}",0.0,0.0007310303626582026,32823296.0,0.0,1675.696919124,45004.11441228487,1774222010.5495677,32823296.0,0.09538747370243073,0.0
0.0,2445.248291015625,-2771.872314453125,694.1806640625,0.0,0.0,0.0,0.0,0.0,1.8916015625,,0.0,0.0010797150898724794,33077248.0,0.0,1684.558107542,45139.75752718901,1774222010.7272525,33077248.0,0.09010978788137436,0.0
0.0,1779.49853515625,-2015.518798828125,504.548828125,0.0029296875,0.0009765625,0.0,0.0,0.0029296875,4.1806640625,,0.0,0.0008649709634482861,33331200.0,0.0,1693.178847277,44854.59327688047,1774222019.410178,33331200.0,0.09774060547351837,0.0
0.0,2201.626953125,-2552.081298828125,638.75,0.0,0.0,0.0,0.0,0.0,0.91796875,,0.0,0.0010641756234690547,33585152.0,0.0,1701.840843173,45049.464846719166,1774222028.0310383,33585152.0,0.09966305643320084,0.0
0.0,1757.0068359375,-1981.24169921875,496.0419921875,0.0,0.0,0.0,0.0,0.0,1.17578125,,0.0,0.0007746478659100831,33839104.0,0.0,1710.48168516,44961.815741094695,1774222036.6928356,33839104.0,0.09684768319129944,0.0
0.0,1759.27294921875,-1967.5673828125,492.4931640625,0.0,0.0,0.0,0.0,0.0,3.2265625,"{'sha256': '868fc7c878de5e3cd28c4d0edd8554e44def394d0e337ca22661f1d9aed5e04f', 'path': 'media/html/render_34093056_868fc7c878de5e3cd28c.html', 'size': 4017837.0, '_type': 'html-file'}",0.0,0.001030454528518021,34093056.0,0.0,1739.578207986,44924.770571883324,1774222074.4308438,34093056.0,0.08908935636281967,0.0
0.0,1820.5260009765625,-2064.839111328125,516.90625,0.0,0.0,0.0,0.0,0.0,6.1416015625,,0.0,0.0007562438840977848,34347008.0,0.0,1748.536815327,44857.92738204479,1774222074.7114456,34347008.0,0.09241534769535065,0.0
0.0,1867.228759765625,-2171.9716796875,543.53515625,1.5625,0.001953125,0.0,0.0,1.5625,7.27734375,,0.0,0.0005237179575487971,34600960.0,0.0,1757.201353672,44706.544621409084,1774222083.3887954,34600960.0,0.0932484120130539,0.0
0.0,1648.5634765625,-1877.925048828125,470.10546875,0.0048828125,0.0009765625,0.0,0.0,0.0048828125,1.4033203125,,0.0,0.0007071811705827713,34854912.0,0.0,1765.825564525,44958.902634465034,1774222092.053421,34854912.0,0.08540371805429459,0.0
0.0,1247.0087890625,-1408.02099609375,352.498046875,0.0,0.0,0.0,0.0,0.0,2.263671875,,0.0,0.000773510430008173,35108864.0,0.0,1774.50349489,45037.56165335909,1774222100.677646,35108864.0,0.09032365679740906,0.0
0.0,1092.174072265625,-1277.063720703125,319.732421875,0.0068359375,0.0009765625,0.0,0.0,0.0068359375,4.7314453125,"{'path': 'media/html/render_35362816_05a02c12eb9092cac989.html', 'size': 4071249.0, '_type': 'html-file', 'sha256': '05a02c12eb9092cac98983fe828356ddc25c16b7c9a6ba2b949d4b15a2759094'}",0.0,0.000750047096516937,35362816.0,0.0,1803.617436072,44875.29162812611,1774222138.4701405,35362816.0,0.0864519402384758,0.0
0.0,1024.2236328125,-1153.5804443359375,288.923828125,0.0,0.0,0.0,0.0,0.0,3.7451171875,,0.0,0.0004740502336062491,35616768.0,0.0,1812.558940481,45073.326358528975,1774222138.6741514,35616768.0,0.09211553633213043,0.0
0.0,1652.742919921875,-1834.7808837890625,459.203125,0.0,0.0,0.0,0.0,0.0,0.30078125,,0.0,0.0003898393188137561,35870720.0,0.0,1821.15405194,44458.144990185545,1774222147.4105113,35870720.0,0.08719292283058167,0.0
0.0,882.9158325195312,-974.6907348632812,243.9482421875,0.0,0.0,0.0,0.0,0.0,0.953125,,0.0,0.00033574996632523835,36124672.0,0.0,1829.824390322,45278.973046231615,1774222156.0062451,36124672.0,0.08364474028348923,0.0
0.0,1028.6495361328125,-1195.260986328125,299.2021484375,0.0,0.0,0.0,0.0,0.0,8.728515625,,0.0,0.0003604753874242306,36378624.0,0.0,1838.444483835,44938.05695080162,1774222164.6765258,36378624.0,0.08036108314990997,0.0
0.0,1279.824951171875,-1446.0794677734375,361.8212890625,0.0,0.0,0.0,0.0,0.0,2.8203125,"{'path': 'media/html/render_36632576_f3a00ace3358ee9b42ce.html', 'size': 3899729.0, '_type': 'html-file', 'sha256': 'f3a00ace3358ee9b42cefb7ef2d3554385c68116f363ca6003c441e495f873ff'}",0.0,0.00037143033114261925,36632576.0,0.0,1865.911511436,45086.05189523834,1774222200.7641773,36632576.0,0.08124152570962906,0.0
0.0,1738.407470703125,-1897.739501953125,474.9404296875,0.0,0.0,0.0,0.0,0.0,1.0927734375,,0.0,0.0003536889562383294,36886528.0,0.0,1874.734578117,44982.56569845894,1774222200.9451258,36886528.0,0.08173192292451859,0.0
0.0,1704.6085205078125,-1917.113037109375,479.85546875,0.0,0.0,0.0,0.0,0.0,4.5673828125,,0.0,0.00048570302897132933,37140480.0,0.0,1883.440995522,44944.23087221612,1774222209.5868087,37140480.0,0.07822409272193909,0.0
0.0,1796.03857421875,-1951.7275390625,488.56640625,0.94921875,0.0009765625,0.0,0.0,0.94921875,4.0888671875,,0.0,0.0004962034290656447,37394432.0,0.0,1892.03851071,44676.538259495086,1774222218.2931633,37394432.0,0.07976099103689194,0.0
0.0,1753.2147216796875,-2021.4964599609375,506.1865234375,0.0,0.0,0.0,0.0,0.0,1.8232421875,,0.0,0.0006477590068243444,37648384.0,0.0,1900.732286778,45264.78414998058,1774222226.8907313,37648384.0,0.07859449833631516,0.0
0.0,1249.2109375,-1401.857421875,351.005859375,0.0,0.0,0.0,0.0,0.0,0.2021484375,"{'path': 'media/html/render_37902336_6b9b38e36f4faa5c3036.html', 'size': 3988197.0, '_type': 'html-file', 'sha256': '6b9b38e36f4faa5c3036db5bd2932f94131f5e4cf05bb271f097464a400a05b2'}",0.0,0.0003572407003957778,37902336.0,0.0,1930.064730974,44740.819344566116,1774222264.9173982,37902336.0,0.081977479159832,0.0
0.0,1107.668701171875,-1216.280029296875,304.5791015625,0.0,0.0,0.0,0.0,0.0,0.962890625,,0.0,0.000237307496718131,38156288.0,0.0,1939.02406255,45223.29605121485,1774222265.1803315,38156288.0,0.07895370572805405,0.0
0.0,1266.68896484375,-1493.3897705078125,373.7919921875,0.0,0.0,0.0,0.0,0.0,1.6142578125,,0.0,0.00026698841247707605,38410240.0,0.0,1947.635179692,44839.049479002446,1774222273.8761303,38410240.0,0.07462619990110397,0.0
0.0,1148.6939697265625,-1301.607421875,325.802734375,0.0,0.0,0.0,0.0,0.0,0.9267578125,,0.0,0.0003030491934623569,38664192.0,0.0,1956.294472441,45122.30847413369,1774222282.4866872,38664192.0,0.07383029162883759,0.0
0.0,1066.47509765625,-1203.560546875,301.3203125,0.0,0.0,0.0,0.0,0.0,0.1962890625,,0.0,0.0005709741380997002,38918144.0,0.0,1964.909603762,44986.63514790721,1774222291.1463847,38918144.0,0.0669785812497139,0.0
0.0,1168.0980224609375,-1342.2896728515625,335.93359375,0.0,0.0,0.0,0.0,0.0,0.0556640625,"{'sha256': 'c7e302995239d91f317c9039f37b9e75a8f7e0f08c6abb2950c28dab6a6fa2d7', 'path': 'media/html/render_39172096_c7e302995239d91f317c.html', 'size': 3979997.0, '_type': 'html-file'}",0.0,0.0007953289896249771,39172096.0,0.0,1994.397190401,45106.46017917373,1774222329.2498527,39172096.0,0.06778161972761154,0.0
0.0,1573.2017822265625,-1727.25927734375,432.3310546875,0.0888671875,0.0009765625,0.0,0.0,0.0888671875,6.0087890625,,0.0,0.0008868228178471327,39426048.0,0.0,2003.290168618,44916.14905514537,1774222329.4667585,39426048.0,0.06948002427816391,0.0
0.0,988.9808349609375,-1079.883544921875,270.1533203125,0.0,0.0,0.0,0.0,0.0,2.1962890625,,0.0,0.0012682111700996757,39680000.0,0.0,2011.955581872,44715.930581217486,1774222338.1422987,39680000.0,0.06548460572957993,0.0
0.0,1190.0166015625,-1330.8062744140625,333.0546875,0.0,0.0,0.0,0.0,0.0,1.966796875,,0.0,0.0010076768230646849,39933952.0,0.0,2020.584031493,44952.81953923811,1774222346.8078334,39933952.0,0.07543423026800156,0.0
0.0,1117.803466796875,-1256.5289306640625,314.60546875,0.0,0.0,0.0,0.0,0.0,0.36328125,,0.0,0.0011359871132299304,40187904.0,0.0,2029.25652052,45023.00408336344,1774222355.436138,40187904.0,0.07070315629243851,0.0
0.0,1229.593017578125,-1420.4801025390625,355.521484375,0.0498046875,0.0009765625,0.0,0.0,0.0498046875,2.7236328125,"{'path': 'media/html/render_40441856_fdf7ce60606589d82a32.html', 'size': 4026065.0, '_type': 'html-file', 'sha256': 'fdf7ce60606589d82a3270aa5015322912d4afef2a96b00fe96559ff95c7b8c5'}",0.0,0.0017343898070976138,40441856.0,0.0,2056.630294125,44908.0590927707,1774222391.482938,40441856.0,0.05762900784611702,0.0
0.0,1905.921142578125,-2149.316650390625,538.2314453125,0.0,0.0,0.0,0.0,0.0,5.205078125,,0.0,0.0011026113061234355,40695808.0,0.0,2065.538901591,44999.57222316081,1774222391.6644108,40695808.0,0.07726023346185684,0.0
0.0,2120.91796875,-2361.79296875,591.2880859375,0.0,0.0,0.0,0.0,0.0,1.919921875,,0.0,0.000880001753102988,40949760.0,0.0,2074.16609602,44529.8152496924,1774222400.3911119,40949760.0,0.07521043717861176,0.0
0.0,1496.97216796875,-1706.999755859375,427.408203125,0.0,0.0,0.0,0.0,0.0,6.9638671875,,0.0,0.0008495031506754458,41203712.0,0.0,2082.843319556,45025.56387356207,1774222409.0182836,41203712.0,0.07353799045085907,0.0
0.0,1165.4171142578125,-1361.566162109375,340.8583984375,0.0,0.0,0.0,0.0,0.0,3.109375,,0.0,0.0008105310844257474,41457664.0,0.0,2091.441810463,44845.46999699599,1774222417.695368,41457664.0,0.0833657756447792,0.0
0.0,1485.8984375,-1670.126708984375,418.0673828125,0.0,0.0,0.0,0.0,0.0,0.150390625,"{'sha256': '89fe306e28414d5a697b0752b8d96fe163221508630221cad3c1ae18e901fb1f', 'path': 'media/html/render_41711616_89fe306e28414d5a697b.html', 'size': 4054549.0, '_type': 'html-file'}",0.0,0.0007323295576497912,41711616.0,0.0,2120.26710417,45211.60596008584,1774222455.1197639,41711616.0,0.08610451221466064,0.0
0.0,1434.50732421875,-1592.793701171875,398.7705078125,0.0,0.0,0.0,0.0,0.0,0.1767578125,,0.0,0.0008438679506070912,41965568.0,0.0,2129.191017499,44983.62573622204,1774222455.3725789,41965568.0,0.0871223509311676,0.0
0.0,529.0081787109375,-609.9684448242188,152.7880859375,0.0,0.0,0.0,0.0,0.0,1.0419921875,,0.0,0.0009260461083613336,42219520.0,0.0,2137.858991589,44737.34290802755,1774222464.0430324,42219520.0,0.08526810258626938,0.0
0.0,1019.0023193359375,-1177.0888671875,294.5185546875,0.0,0.0,0.0,0.0,0.0,0.7177734375,,0.0,0.0008429923327639699,42473472.0,0.0,2146.464414491,44904.39381465047,1774222472.7105987,42473472.0,0.08223110437393188,0.0
0.0,856.0481567382812,-997.210693359375,249.5546875,0.0,0.0,0.0,0.0,0.0,0.802734375,,0.0,0.0008783219964243472,42727424.0,0.0,2155.122978505,45146.848087091406,1774222481.3165472,42727424.0,0.08177858591079712,0.0
0.0,737.479736328125,-866.0726318359375,216.6630859375,0.0,0.0,0.0,0.0,0.0,1.0927734375,"{'sha256': '0e094d5b3469cea6b35c75c8e8c4ad8cc7fc6e43ae351e6ff1e21622e660db9f', 'path': 'media/html/render_42981376_0e094d5b3469cea6b35c.html', 'size': 4009233.0, '_type': 'html-file'}",0.0,0.0010111280716955662,42981376.0,0.0,2184.619045709,44975.88367153893,1774222519.4717374,42981376.0,0.07871972769498825,0.0
0.0,765.8466796875,-914.48388671875,228.751953125,0.0,0.0,0.0,0.0,0.0,0.32421875,,0.0,0.0007806099602021277,43235328.0,0.0,2193.526447659,45154.360081335784,1774222519.669741,43235328.0,0.08033832162618637,0.0
0.0,451.78125,-508.439208984375,127.2216796875,0.0,0.0,0.0,0.0,0.0,0.06640625,,0.0,0.0007879420300014317,43489280.0,0.0,2202.148400475,44690.191952372836,1774222528.3785691,43489280.0,0.08245325088500977,0.0
0.0,899.8484497070312,-1018.8359375,254.9912109375,0.0,0.0,0.0,0.0,0.0,2.876953125,,0.0,0.0009293071343563497,43743232.0,0.0,2210.795819328,45057.36187332032,1774222537.000534,43743232.0,0.07359109073877335,0.0
0.0,418.97637939453125,-499.0528564453125,124.9443359375,0.0,0.0,0.0,0.0,0.0,3.1669921875,,0.0,0.0009092982509173453,43997184.0,0.0,2219.418316148,45108.634027015076,1774222545.6479452,43997184.0,0.07690785825252533,0.0
0.0,317.0443115234375,-359.82830810546875,90.1005859375,0.0546875,0.0009765625,0.0,0.0,0.0546875,0.1875,"{'path': 'media/html/render_44251136_d3be29bd9847f1c68bef.html', 'size': 4014177.0, '_type': 'html-file', 'sha256': 'd3be29bd9847f1c68bef5a47c8fd734a5e47c447140f4ad3e6a5e58cc9a433f1'}",0.0,0.0007441146881319582,44251136.0,0.0,2247.200022833,45087.84969405801,1774222582.0526688,44251136.0,0.07455934584140778,0.0
0.0,470.0963134765625,-544.59521484375,136.373046875,0.0,0.0,0.0,0.0,0.0,0.2587890625,,0.0,0.0012309871381148696,44505088.0,0.0,2256.032800446,45049.910695810635,1774222582.2421796,44505088.0,0.07050205022096634,0.0
0.0,581.8753662109375,-702.7548828125,176.0078125,0.625,0.001953125,0.0,0.0,0.625,7.8203125,,0.0,0.0012019956484436989,44759040.0,0.0,2264.698229614,44958.98992728783,1774222590.8850908,44759040.0,0.070005401968956,0.0
0.0,556.7118530273438,-624.7723388671875,156.40234375,0.0,0.0,0.0,0.0,0.0,1.125,,0.0,0.0007816366851329803,45012992.0,0.0,2273.296923024,44937.226558864204,1774222599.550489,45012992.0,0.07309816032648087,0.0
0.0,389.89862060546875,-476.1012268066406,119.185546875,0.0,0.0,0.0,0.0,0.0,1.166015625,,0.0,0.000667386397253722,45266944.0,0.0,2281.952848512,45236.33696052956,1774222608.149098,45266944.0,0.07229871302843094,0.0
0.0,457.9776611328125,-517.4037475585938,129.5849609375,0.0,0.0,0.0,0.0,0.0,0.158203125,"{'path': 'media/html/render_45520896_72c54079bd8ef6fefca4.html', 'size': 4035129.0, '_type': 'html-file', 'sha256': '72c54079bd8ef6fefca45a96e326a335efa5ea04c934a5f88d5a692c45940062'}",0.0,0.0007220787811093032,45520896.0,0.0,2310.78136467,45051.62367675497,1774222645.6339915,45520896.0,0.06583160907030106,0.0
0.0,891.9043579101562,-1019.52197265625,255.0732421875,0.0,0.0,0.0,0.0,0.0,0.087890625,,0.0,0.0012973466655239463,45774848.0,0.0,2319.709798263,45184.54807887851,1774222645.8475785,45774848.0,0.05158918723464012,0.0
0.0,892.07861328125,-996.6492309570312,249.40234375,0.0,0.0,0.0,0.0,0.0,1.0673828125,,0.0,0.0014479518868029118,46028800.0,0.0,2328.329764746,44749.88880956894,1774222654.561832,46028800.0,0.05513457953929901,0.0
0.0,1127.7891845703125,-1281.5152587890625,320.611328125,0.0,0.0,0.0,0.0,0.0,0.978515625,,0.0,0.0013563857646659017,46282752.0,0.0,2336.990084161,44988.89437112911,1774222663.1818228,46282752.0,0.051020052284002304,0.0
0.0,1106.16162109375,-1259.484619140625,315.087890625,0.0,0.0,0.0,0.0,0.0,0.1220703125,,0.0,0.0015441883588209748,46536704.0,0.0,2345.628007428,44994.593790043175,1774222671.8421805,46536704.0,0.052275583148002625,0.0
0.0,746.65283203125,-848.8685302734375,212.3935546875,0.0,0.0,0.0,0.0,0.0,0.1650390625,"{'sha256': 'b7ac45ee80136c2b36d94dda4a5e249fa54d5fcc1fc7d815ef7057c672d6c5f0', 'path': 'media/html/render_46790656_b7ac45ee80136c2b36d9.html', 'size': 4028909.0, '_type': 'html-file'}",0.0,0.0013839007588103414,46790656.0,0.0,2373.822193754,44919.431699158464,1774222708.674852,46790656.0,0.05565429851412773,0.0
0.0,504.88067626953125,-587.6669921875,147.1455078125,0.7578125,0.0009765625,0.0,0.0,0.7578125,1.9677734375,,0.0,0.0008970030467025936,47044608.0,0.0,2382.748095562,44929.36210787111,1774222708.9433866,47044608.0,0.0591140016913414,0.0
0.0,740.9210815429688,-870.6006469726562,217.8017578125,0.0,0.0,0.0,0.0,0.0,4.70703125,,0.0,0.0010538242058828473,47298560.0,0.0,2391.402400588,44802.02345911639,1774222717.600033,47298560.0,0.05678345635533333,0.0
0.0,723.752197265625,-860.6959228515625,215.3330078125,0.0,0.0,0.0,0.0,0.0,2.0439453125,,0.0,0.0013113128952682018,47552512.0,0.0,2400.014563635,45034.34359534468,1774222726.25446,47552512.0,0.05330757796764374,0.0
0.0,655.886474609375,-756.0538940429688,189.2158203125,0.74609375,0.0009765625,0.0,0.0,0.74609375,2.7998046875,,0.0,0.0012843823060393333,47806464.0,0.0,2408.670831194,45066.48005491826,1774222734.8665905,47806464.0,0.0542878583073616,0.0
0.0,345.0347595214844,-386.7120056152344,96.814453125,0.0,0.0,0.0,0.0,0.0,1.873046875,"{'path': 'media/html/render_48060416_1f77afdfa0d5b4503777.html', 'size': 4007121.0, '_type': 'html-file', 'sha256': '1f77afdfa0d5b4503777b7eb798fc09cb535c26f753569039844ee7b2db043ea'}",0.0,0.0013031824491918087,48060416.0,0.0,2437.76358996,45026.062543146465,1774222772.6162624,48060416.0,0.05529957264661789,0.0
0.0,590.596435546875,-686.830322265625,171.9208984375,0.0,0.0,0.0,0.0,0.0,1.841796875,,0.0,0.0009972038678824902,48314368.0,0.0,2446.670509844,45188.58897594689,1774222772.809753,48314368.0,0.058377861976623535,0.0
0.0,743.7376708984375,-848.4276733398438,212.2724609375,0.0,0.0,0.0,0.0,0.0,0.958984375,,0.0,0.0016150785377249122,48568320.0,0.0,2455.274527486,44698.58625347283,1774222781.5223074,48568320.0,0.05666959285736084,0.0
0.0,344.4302978515625,-399.77349853515625,100.0771484375,0.0,0.0,0.0,0.0,0.0,1.03515625,,0.0,0.0009576533338986337,48822272.0,0.0,2463.939894725,45171.341611614254,1774222790.126748,48822272.0,0.06535518914461136,0.0
0.0,391.1847229003906,-452.59014892578125,113.2822265625,0.0,0.0,0.0,0.0,0.0,1.01953125,,0.0,0.0008799160714261234,49076224.0,0.0,2472.547981764,44931.68191994341,1774222798.7921035,49076224.0,0.0622328445315361,0.0
