training/entropy,eval/episode_dist,eval/episode_reward_ctrl,eval/episode_reward_survive,eval/episode_reward,eval/episode_success_any,eval/episode_success_hard,training/alpha_loss,eval/episode_success,eval/episode_success_easy,render,training/log_alpha,training/critic_loss,_step,eval/episode_reward_dist,_runtime,training/sps,_timestamp,step,training/actor_loss,eval/episode_reward_near
0.0,1908.4873046875,-2007.907958984375,529.5869140625,0.0,0.0,0.0,0.0,0.0,1.466796875,,0.0,0.015781790018081665,3364864.0,0.0,193.786956014,45258.31416501352,1774220520.0365093,3364864.0,-0.08538264036178589,0.0
0.0,1812.6441650390625,-1961.228515625,514.0732421875,0.0,0.0,0.0,0.0,0.0,5.1748046875,"{'path': 'media/html/render_3618816_9d93e3e08def1352e6aa.html', 'size': 3966025.0, '_type': 'html-file', 'sha256': '9d93e3e08def1352e6aa8e6098ab4a14503d0aad3246d881a5b85dbf429f1997'}",0.0,0.012388750910758972,3618816.0,0.0,221.84349756,45211.26053210607,1774220556.6961777,3618816.0,-0.06307655572891235,0.0
0.0,2491.54541015625,-2727.704345703125,725.6328125,0.0,0.0,0.0,0.0,0.0,6.248046875,,0.0,0.011181618086993694,3872768.0,0.0,230.611436076,45339.58076479733,1774220556.8566973,3872768.0,-0.07598084211349487,0.0
0.0,2127.303466796875,-2350.90087890625,612.90625,0.0517578125,0.0009765625,0.0,0.0,0.0517578125,8.908203125,,0.0,0.014052526094019413,4126720.0,0.0,239.250747687,45194.08406852703,1774220565.4635978,4126720.0,-0.08099377155303955,0.0
0.0,1913.998779296875,-2112.24609375,556.13671875,0.0,0.0,0.0,0.0,0.0,3.6513671875,,0.0,0.011372944340109825,4380672.0,0.0,247.842662553,45196.6096517281,1774220574.1028137,4380672.0,-0.08312593400478363,0.0
0.0,1962.908447265625,-2198.76953125,575.8798828125,0.0,0.0,0.0,0.0,0.0,2.794921875,,0.0,0.010506140999495983,4634624.0,0.0,256.45881331,45298.20978968638,1774220582.694656,4634624.0,-0.052425842732191086,0.0
0.0,2192.0947265625,-2407.71630859375,636.1357421875,0.0,0.0,0.0,0.0,0.0,4.966796875,"{'path': 'media/html/render_4888576_523ce32166a2351658b1.html', 'size': 3916397.0, '_type': 'html-file', 'sha256': '523ce32166a2351658b1ca5dacad17c56d01004b7c8fb0db97a3d311f6145e59'}",0.0,0.010698997415602207,4888576.0,0.0,284.746745118,45342.2480966421,1774220619.5993888,4888576.0,-0.06310698390007019,0.0
0.0,2168.68115234375,-2335.096435546875,613.53515625,0.0,0.0,0.0,0.0,0.0,2.69140625,,0.0,0.008829688653349876,5142528.0,0.0,293.647849946,45417.24692569084,1774220619.8350046,5142528.0,-0.05380021035671234,0.0
0.0,1785.16162109375,-1907.4404296875,510.4912109375,0.0,0.0,0.0,0.0,0.0,6.634765625,,0.0,0.008270423859357834,5396480.0,0.0,302.237119595,45014.00811167765,1774220628.499925,5396480.0,-0.0636521503329277,0.0
0.0,3023.5224609375,-3334.736328125,881.322265625,0.0,0.0,0.0,0.0,0.0,1.7880859375,,0.0,0.008656062185764313,5650432.0,0.0,310.867389908,45305.47933137627,1774220637.089173,5650432.0,-0.05146423727273941,0.0
0.0,2704.7099609375,-2950.16650390625,776.6982421875,0.0,0.0,0.0,0.0,0.0,2.4677734375,,0.0,0.006926028989255428,5904384.0,0.0,319.459446852,45235.07287320578,1774220645.7195115,5904384.0,-0.058003854006528854,0.0
0.0,2393.352783203125,-2621.548828125,693.91796875,0.876953125,0.0009765625,0.0,0.0,0.876953125,2.0078125,"{'path': 'media/html/render_6158336_e602d893844c9b2b6dcf.html', 'size': 3949621.0, '_type': 'html-file', 'sha256': 'e602d893844c9b2b6dcf2c6a42d94094743fdcaccfe94f7bde00bb7efed97a1e'}",0.0,0.00796594750136137,6158336.0,0.0,348.204520724,45286.64267743731,1774220683.0571759,6158336.0,-0.02215811237692833,0.0
0.0,2433.490478515625,-2707.38330078125,709.8125,0.0,0.0,0.0,0.0,0.0,3.69921875,,0.0,0.006915254518389702,6412288.0,0.0,356.994975745,45173.15388201318,1774220683.2488165,6412288.0,-0.00963997095823288,0.0
0.0,2066.797119140625,-2346.44873046875,609.8818359375,0.0,0.0,0.0,0.0,0.0,8.9482421875,,0.0,0.004884433001279831,6666240.0,0.0,365.62866536,45252.15170521692,1774220691.8470702,6666240.0,0.00885048508644104,0.0
0.0,2165.26318359375,-2406.046630859375,625.8388671875,0.0,0.0,0.0,0.0,0.0,8.8330078125,,0.0,0.005414152517914772,6920192.0,0.0,374.224004049,45173.74970245771,1774220700.480723,6920192.0,-0.0015572536503896117,0.0
0.0,2273.590087890625,-2485.70458984375,650.54296875,0.0,0.0,0.0,0.0,0.0,8.92578125,,0.0,0.005973541643470526,7174144.0,0.0,382.844822658,45282.46294533044,1774220709.0760365,7174144.0,-0.0025718624237924814,0.0
0.0,2190.598388671875,-2409.7470703125,627.5283203125,0.0,0.0,0.0,0.0,0.0,3.572265625,"{'path': 'media/html/render_7428096_cf6e4f3bcc45e8f0481d.html', 'size': 4032765.0, '_type': 'html-file', 'sha256': 'cf6e4f3bcc45e8f0481d2c262ca020884bc0b3b7cc282d270acffdbfb7b5642f'}",0.0,0.0039676399901509285,7428096.0,0.0,410.614410431,45305.117051430905,1774220745.4670854,7428096.0,-0.0019150193547829986,0.0
0.0,2024.9664306640625,-2225.873291015625,586.4892578125,0.0,0.0,0.0,0.0,0.0,6.5205078125,,0.0,0.003334387205541134,7682048.0,0.0,419.442266536,45412.071101325295,1774220745.6353636,7682048.0,0.013523713685572147,0.0
0.0,2416.2890625,-2622.568603515625,690.640625,1.82421875,0.001953125,0.0,0.0,1.82421875,5.966796875,,0.0,0.003028704784810543,7936000.0,0.0,428.03186623,45067.12645538656,1774220754.2942317,7936000.0,0.024653421714901924,0.0
0.0,2370.755859375,-2645.609130859375,686.6630859375,0.0,0.0,0.0,0.0,0.0,2.5673828125,,0.0,0.0027961682062596083,8189952.0,0.0,436.656958591,45297.62801891155,1774220762.8839207,8189952.0,0.03085530549287796,0.0
0.0,2347.654296875,-2549.61865234375,659.884765625,0.0,0.0,0.0,0.0,0.0,5.255859375,,0.0,0.0033375637140125036,8443904.0,0.0,445.23053001,45223.29797126645,1774220771.5090725,8443904.0,0.013431609608232975,0.0
0.0,2496.97021484375,-2786.418212890625,718.892578125,0.0,0.0,0.0,0.0,0.0,6.76953125,"{'path': 'media/html/render_8697856_c1895ca7aea4b50b121f.html', 'size': 3924529.0, '_type': 'html-file', 'sha256': 'c1895ca7aea4b50b121f3b68d34191b0a07c18568ba017973e88f321eafab0ec'}",0.0,0.0031253716442734003,8697856.0,0.0,473.544877306,45381.458545006935,1774220808.397406,8697856.0,0.016722897067666054,0.0
0.0,1991.158203125,-2204.1005859375,572.216796875,0.1005859375,0.0009765625,0.0,0.0,0.1005859375,5.5625,,0.0,0.0016625263961032033,8951808.0,0.0,482.323208577,45262.1490041835,1774220808.5709438,8951808.0,0.03613583371043205,0.0
0.0,2792.78515625,-3107.940673828125,804.4052734375,0.0,0.0,0.0,0.0,0.0,5.5625,,0.0,0.002259530359879136,9205760.0,0.0,490.933577227,45228.35019160498,1774220817.1754806,9205760.0,0.027428356930613518,0.0
0.0,2696.9443359375,-2972.2392578125,763.30078125,0.0,0.0,0.0,0.0,0.0,4.3359375,,0.0,0.0020230861846357584,9459712.0,0.0,499.518103556,45380.083864410524,1774220825.785879,9459712.0,0.02269216999411583,0.0
0.0,2432.2978515625,-2644.90869140625,677.19140625,0.0,0.0,0.0,0.0,0.0,3.99609375,,0.0,0.0017343595391139388,9713664.0,0.0,508.140377615,45355.425304795026,1774220834.3702564,9713664.0,0.02775992825627327,0.0
0.0,2600.911865234375,-2921.50634765625,745.53125,0.0,0.0,0.0,0.0,0.0,1.072265625,"{'_type': 'html-file', 'sha256': '0f7a1a3c3d1b62b5e4c265934f21c8e51a2726ae587d6992163279af6f61cb46', 'path': 'media/html/render_9967616_0f7a1a3c3d1b62b5e4c2.html', 'size': 4028665.0}",0.0,0.0020672339014708996,9967616.0,0.0,536.55335039,45263.585793816244,1774220871.4059424,9967616.0,0.016970081254839897,0.0
0.0,2571.1826171875,-2976.792724609375,757.517578125,0.859375,0.0009765625,0.0,0.0,0.859375,6.06640625,,0.0,0.0017980991397053003,10221568.0,0.0,545.446849231,45481.84924127025,1774220871.5962722,10221568.0,0.015619238838553429,0.0
0.0,2237.83447265625,-2571.00537109375,649.6962890625,0.02734375,0.0009765625,0.0,0.0,0.02734375,11.6982421875,,0.0,0.0025082137435674667,10475520.0,0.0,554.072081936,44749.044677251004,1774220880.2988384,10475520.0,0.002928921254351735,0.0
0.0,2398.40380859375,-2773.68115234375,703.6142578125,0.0,0.0,0.0,0.0,0.0,5.7529296875,,0.0,0.0022978922352194786,10729472.0,0.0,562.788330602,45002.110336368365,1774220888.9241915,10729472.0,0.00905690435320139,0.0
0.0,2710.363525390625,-3122.26220703125,791.9619140625,0.0458984375,0.0009765625,0.0,0.0,0.0458984375,6.986328125,,0.0,0.002374854637309909,10983424.0,0.0,571.404886533,44899.84144851441,1774220897.6403685,10983424.0,0.02046738564968109,0.0
0.0,2243.935302734375,-2536.45458984375,644.3486328125,0.0,0.0,0.0,0.0,0.0,10.248046875,"{'path': 'media/html/render_11237376_0640c182596e1b323cbf.html', 'size': 3877017.0, '_type': 'html-file', 'sha256': '0640c182596e1b323cbf67c4ef2f1b085c1bddb70d739430194ce7035da2fb89'}",0.0,0.001728505128994584,11237376.0,0.0,600.160717651,45076.98111459182,1774220935.0134006,11237376.0,0.022190548479557037,0.0
0.0,3002.649169921875,-3408.4453125,861.2900390625,0.0,0.0,0.0,0.0,0.0,1.966796875,,0.0,0.0009310755995102227,11491328.0,0.0,608.994369714,44918.382261649924,1774220935.2073104,11491328.0,0.025357721373438835,0.0
0.0,2519.498291015625,-2856.12255859375,724.6611328125,0.0,0.0,0.0,0.0,0.0,1.98046875,,0.0,0.0006797137320972979,11745280.0,0.0,617.633198631,44960.684613819576,1774220943.8460052,11745280.0,0.03515167534351349,0.0
0.0,2503.713134765625,-2874.48291015625,725.236328125,0.9091796875,0.0009765625,0.0,0.0,0.9091796875,4.4453125,,0.0,0.0012625036761164665,11999232.0,0.0,626.225612149,45135.084638801316,1774220952.4854112,11999232.0,0.02561606466770172,0.0
0.0,2421.06396484375,-2736.34814453125,688.7509765625,0.6865234375,0.0009765625,0.0,0.0,0.6865234375,6.23828125,,0.0,0.0017785861855372787,12253184.0,0.0,634.877289544,45312.43314584886,1774220961.0777473,12253184.0,0.017758041620254517,0.0
0.0,2592.26611328125,-2989.28759765625,752.748046875,0.9423828125,0.001953125,0.0,0.0,0.9423828125,9.0244140625,"{'path': 'media/html/render_12507136_bb03d338359163312872.html', 'size': 3861365.0, '_type': 'html-file', 'sha256': 'bb03d338359163312872196f06204657cd2f683a691e135a4240ba14e08e9c1a'}",0.0,0.0018002520082518458,12507136.0,0.0,662.853749493,45049.678243473805,1774220997.7064254,12507136.0,0.013891930691897869,0.0
0.0,2526.89453125,-2875.148193359375,722.712890625,0.0,0.0,0.0,0.0,0.0,0.7861328125,,0.0,0.0015377243980765343,12761088.0,0.0,671.680265596,45286.65615548157,1774220997.8794107,12761088.0,0.008192255161702633,0.0
0.0,2391.11181640625,-2682.318115234375,674.837890625,0.0048828125,0.0009765625,0.0,0.0,0.0048828125,2.8173828125,,0.0,0.00208457768894732,13015040.0,0.0,680.283931852,45046.427972743906,1774221006.5324967,13015040.0,-0.006120333913713694,0.0
0.0,2643.9482421875,-2984.45458984375,749.3134765625,0.0,0.0,0.0,0.0,0.0,1.11328125,,0.0,0.0016373122343793511,13268992.0,0.0,688.919447924,45176.525934838355,1774221015.1360564,13268992.0,0.008526939898729324,0.0
0.0,2625.1171875,-2932.83056640625,735.5,0.0,0.0,0.0,0.0,0.0,3.318359375,,0.0,0.002612672047689557,13522944.0,0.0,697.532284143,45132.66345706902,1774221023.7713995,13522944.0,-0.0017908195732161403,0.0
0.0,3063.1826171875,-3434.245849609375,861.109375,0.0,0.0,0.0,0.0,0.0,0.8701171875,"{'_type': 'html-file', 'sha256': 'eda0a79ff452ae09201ec351bd73ace5d6d0aaa91bb5ab3aabfb2a156caae429', 'path': 'media/html/render_13776896_eda0a79ff452ae09201e.html', 'size': 3880809.0}",0.0,0.0015414172085002065,13776896.0,0.0,725.98499965,45071.17689103327,1774221060.837657,13776896.0,0.005708967801183462,0.0
0.0,2899.11962890625,-3256.28369140625,816.40625,0.0,0.0,0.0,0.0,0.0,1.861328125,,0.0,0.001431571552529931,14030848.0,0.0,734.91635647,44958.06957436224,1774221061.093578,14030848.0,0.008577303029596806,0.0
0.0,2363.59814453125,-2714.572265625,681.1171875,0.9169921875,0.0009765625,0.0,0.0,0.9169921875,9.189453125,,0.0,0.0007647849270142615,14284800.0,0.0,743.58187987,44705.68148365434,1774221069.7682712,14284800.0,0.025628043338656425,0.0
0.0,2507.296142578125,-2896.92724609375,727.1640625,0.85546875,0.001953125,0.0,0.0,0.85546875,8.1015625,,0.0,0.0012390706688165665,14538752.0,0.0,752.214382272,44929.86433444885,1774221078.4334702,14538752.0,0.022614656016230583,0.0
0.0,2545.97802734375,-2954.7890625,743.53515625,0.0,0.0,0.0,0.0,0.0,14.1416015625,,0.0,0.0011196028208360076,14792704.0,0.0,760.879059531,44950.599979954466,1774221087.0665216,14792704.0,0.02596200443804264,0.0
0.0,2694.60546875,-3132.657958984375,785.6640625,0.0,0.0,0.0,0.0,0.0,4.3974609375,"{'path': 'media/html/render_15046656_f6c26dc70561bbc0919d.html', 'size': 3901989.0, '_type': 'html-file', 'sha256': 'f6c26dc70561bbc0919df69a73ac277c92efbc56447452846fbb7b7d6c7ecab4'}",0.0,0.0009839197155088186,15046656.0,0.0,790.032205317,44903.51355544938,1774221124.8848743,15046656.0,0.027240578085184097,0.0
0.0,2725.609375,-3176.11279296875,796.8369140625,0.0048828125,0.0009765625,0.0,0.0,0.0048828125,14.4033203125,,0.0,0.001397755229845643,15300608.0,0.0,798.879182715,44959.5611343423,1774221125.0597765,15300608.0,0.02264798805117607,0.0
0.0,2796.923828125,-3200.07568359375,802.5234375,0.0,0.0,0.0,0.0,0.0,5.2646484375,,0.0,0.0012640217319130898,15554560.0,0.0,807.478973459,44891.378961673494,1774221133.7312682,15554560.0,0.023613400757312775,0.0
0.0,2954.6982421875,-3377.49609375,846.1533203125,0.0,0.0,0.0,0.0,0.0,1.8525390625,,0.0,0.001508672721683979,15808512.0,0.0,816.121098215,45234.58108932441,1774221142.331121,15808512.0,0.016494270414114,0.0
0.0,2715.39013671875,-3096.24658203125,775.9580078125,0.0029296875,0.0009765625,0.0,0.0,0.0029296875,1.2177734375,,0.0,0.0021457187831401825,16062464.0,0.0,824.721646144,45081.16878962345,1774221150.9731452,16062464.0,0.004463032819330692,0.0
0.0,1787.2703857421875,-2083.86083984375,521.9560546875,0.0,0.0,0.0,0.0,0.0,6.4677734375,"{'path': 'media/html/render_16316416_a23ccec3470992278ac8.html', 'size': 3964369.0, '_type': 'html-file', 'sha256': 'a23ccec3470992278ac802cf19900162307f12ec556afbd437b99a2d10e779a3'}",0.0,0.001960216788575053,16316416.0,0.0,852.730509669,45236.605924394375,1774221187.5831912,16316416.0,0.012601074762642384,0.0
0.0,2175.3876953125,-2592.107177734375,649.3603515625,0.048828125,0.0009765625,0.0,0.0,0.048828125,8.3349609375,,0.0,0.0016488902037963271,16570368.0,0.0,861.525257487,45050.011679950294,1774221187.7559214,16570368.0,0.013979952782392502,0.0
0.0,2892.169921875,-3271.9736328125,820.76953125,0.0,0.0,0.0,0.0,0.0,2.0693359375,,0.0,0.0020303253550082445,16824320.0,0.0,870.173594361,45090.55238751755,1774221196.3774338,16824320.0,0.00789918377995491,0.0
0.0,2043.427490234375,-2328.37548828125,583.6142578125,0.0,0.0,0.0,0.0,0.0,3.818359375,,0.0,0.002453854074701667,17078272.0,0.0,878.756804949,45069.73131303045,1774221205.0256927,17078272.0,0.004241159651428461,0.0
0.0,2777.77392578125,-3167.6943359375,793.2763671875,0.0,0.0,0.0,0.0,0.0,0.1064453125,,0.0,0.0034497620072215796,17332224.0,0.0,887.406959073,45343.60311333739,1774221213.6089802,17332224.0,-0.00816677138209343,0.0
0.0,2905.9521484375,-3356.045654296875,839.7744140625,0.9423828125,0.001953125,0.0,0.0,0.9423828125,9.818359375,"{'path': 'media/html/render_17586176_aa6f7479ef10b133c12a.html', 'size': 3909845.0, '_type': 'html-file', 'sha256': 'aa6f7479ef10b133c12aabae8e837d3d87e74438fc6266153bef6cb233449b73'}",0.0,0.0034083344507962465,17586176.0,0.0,916.063748648,45069.849549437706,1774221250.9164243,17586176.0,0.005309934727847576,0.0
0.0,2552.0458984375,-2919.484130859375,732.583984375,0.0,0.0,0.0,0.0,0.0,6.6376953125,,0.0,0.0031785727478563786,17840128.0,0.0,924.985836491,45251.66339483609,1774221251.1428137,17840128.0,0.020579759031534195,0.0
0.0,2899.89599609375,-3341.35546875,838.7734375,0.0,0.0,0.0,0.0,0.0,2.94140625,,0.0,0.0016430896939709783,18094080.0,0.0,933.605841948,44799.63410891682,1774221259.8379283,18094080.0,0.05956823006272316,0.0
0.0,2172.051025390625,-2530.609619140625,634.3427734375,0.0283203125,0.0009765625,0.0,0.0,0.0283203125,8.9140625,,0.0,0.0013320914003998041,18348032.0,0.0,942.278043918,45066.0720122525,1774221268.4579482,18348032.0,0.0743347629904747,0.0
0.0,2179.683349609375,-2480.32568359375,622.1142578125,0.041015625,0.0009765625,0.0,0.0,0.041015625,9.107421875,,0.0,0.0012022276641801,18601984.0,0.0,950.8932633,44904.02656253004,1774221277.130096,18601984.0,0.07349570095539093,0.0
0.0,2575.0771484375,-2878.7177734375,720.7978515625,0.0,0.0,0.0,0.0,0.0,9.62109375,"{'path': 'media/html/render_18855936_905f722de514aff965e4.html', 'size': 3937961.0, '_type': 'html-file', 'sha256': '905f722de514aff965e4f4a95d265115e20fd5ae0333024a3c3d2ae8342d990d'}",0.0,0.0022023688070476055,18855936.0,0.0,979.880822863,45124.54311170824,1774221314.7334883,18855936.0,0.059131767600774765,0.0
0.0,2474.35107421875,-2819.9248046875,705.798828125,0.0,0.0,0.0,0.0,0.0,6.3701171875,,0.0,0.002456093905493617,19109888.0,0.0,988.748475514,44945.56979028434,1774221314.9402444,19109888.0,0.05804263427853584,0.0
0.0,2402.95947265625,-2636.24853515625,660.0078125,0.0,0.0,0.0,0.0,0.0,8.2802734375,,0.0,0.002046835608780384,19363840.0,0.0,997.420317563,44827.41756437078,1774221323.6000626,19363840.0,0.05368516594171524,0.0
0.0,1408.415283203125,-1652.491943359375,414.28125,0.0,0.0,0.0,0.0,0.0,7.3564453125,,0.0,0.0014359991764649749,19617792.0,0.0,1006.019553703,44888.336879343406,1774221332.2724214,19617792.0,0.05412372201681137,0.0
0.0,1850.490966796875,-2158.791015625,540.765625,0.013671875,0.0009765625,0.0,0.0,0.013671875,6.400390625,,0.0,0.0012576879234984517,19871744.0,0.0,1014.693023464,45179.473061391975,1774221340.8718405,19871744.0,0.0524049773812294,0.0
0.0,1973.78076171875,-2312.474365234375,579.25390625,0.01953125,0.0009765625,0.0,0.0,0.01953125,9.9248046875,"{'sha256': '8b89547e4e724206609a79448bbfcc823778811bfc9467b6fbf76bb92f9f31fc', 'path': 'media/html/render_20125696_8b89547e4e724206609a.html', 'size': 3918353.0, '_type': 'html-file'}",0.0,0.0008855964988470078,20125696.0,0.0,1042.790241697,44921.7789038439,1774221377.6428487,20125696.0,0.05326343700289726,0.0
0.0,1703.6162109375,-1927.80615234375,482.4189453125,0.0,0.0,0.0,0.0,0.0,1.306640625,,0.0,0.0016510527348145843,20379648.0,0.0,1051.653177554,45085.18549137897,1774221377.8206031,20379648.0,0.034740518778562546,0.0
0.0,2484.71630859375,-2822.418701171875,706.05859375,0.0,0.0,0.0,0.0,0.0,1.349609375,,0.0,0.001943412353284657,20633600.0,0.0,1060.253553337,44825.59331292468,1774221386.5055456,20633600.0,0.026092790067195892,0.0
0.0,1770.681884765625,-2023.2110595703125,506.5654296875,0.0498046875,0.0009765625,0.0,0.0,0.0498046875,5.1435546875,,0.0,0.002284721937030554,20887552.0,0.0,1068.903851371,45219.93621068857,1774221395.1057148,20887552.0,0.024661308154463768,0.0
0.0,2128.24267578125,-2447.3466796875,612.595703125,0.0,0.0,0.0,0.0,0.0,8.435546875,,0.0,0.0017334704753011465,21141504.0,0.0,1077.526512655,45094.066755272695,1774221403.756,21141504.0,0.03454233705997467,0.0
0.0,3037.3349609375,-3469.451416015625,867.9189453125,0.0,0.0,0.0,0.0,0.0,2.6064453125,"{'path': 'media/html/render_21395456_d28d99917e48b8cf0917.html', 'size': 4001289.0, '_type': 'html-file', 'sha256': 'd28d99917e48b8cf0917f7111b9d68779926e0031e89e1dcc17d6009494cd151'}",0.0,0.0013908473774790764,21395456.0,0.0,1106.060826885,45224.19657330992,1774221440.9135137,21395456.0,0.032585855573415756,0.0
0.0,2079.525390625,-2310.2236328125,578.2626953125,0.0,0.0,0.0,0.0,0.0,5.4716796875,,0.0,0.0015802052803337574,21649408.0,0.0,1114.922996251,45038.36338315459,1774221441.119147,21649408.0,0.03681058809161186,0.0
0.0,2776.08447265625,-3142.6806640625,786.1513671875,0.0,0.0,0.0,0.0,0.0,6.4658203125,,0.0,0.0019058282487094402,21903360.0,0.0,1123.640766505,44877.4470323827,1774221449.7751818,21903360.0,0.03393876552581787,0.0
0.0,1880.9013671875,-2142.91357421875,536.2939453125,0.0,0.0,0.0,0.0,0.0,8.2333984375,,0.0,0.0020620846189558506,22157312.0,0.0,1132.276685624,44568.413927881855,1774221458.4928927,22157312.0,0.03694979101419449,0.0
0.0,1594.399169921875,-1852.1820068359375,463.7802734375,0.1005859375,0.0009765625,0.0,0.0,0.1005859375,7.6064453125,,0.0,0.0013979345094412565,22411264.0,0.0,1140.927424106,44969.64029704946,1774221467.1287556,22411264.0,0.04267880693078041,0.0
0.0,1800.68798828125,-2138.38916015625,535.1513671875,0.8212890625,0.0009765625,0.0,0.0,0.8212890625,6.8955078125,"{'path': 'media/html/render_22665216_f4bef4b9840b932f5682.html', 'size': 3951437.0, '_type': 'html-file', 'sha256': 'f4bef4b9840b932f5682fe71636e10a5a5a1ca4b3b9954c0cb89cdadfdf20e66'}",0.0,0.0009444738388992846,22665216.0,0.0,1170.258201021,45058.80284571968,1774221505.1108458,22665216.0,0.045106545090675354,0.0
0.0,2400.83447265625,-2884.3994140625,721.546875,0.0,0.0,0.0,0.0,0.0,5.10546875,,0.0,0.0011232943506911397,22919168.0,0.0,1179.18219525,45088.04627735904,1774221505.3255384,22919168.0,0.03554924950003624,0.0
0.0,2376.865234375,-2712.96728515625,678.52734375,0.2294921875,0.0009765625,0.0,0.0,0.2294921875,2.3447265625,,0.0,0.0010391200194135308,23173120.0,0.0,1187.80042562,44680.906758330144,1774221514.0341775,23173120.0,0.024507176131010056,0.0
0.0,2354.31689453125,-2806.56640625,701.998046875,0.0,0.0,0.0,0.0,0.0,2.7373046875,,0.0,0.0020076462533324957,23427072.0,0.0,1196.46262644,45120.34928624915,1774221522.6524515,23427072.0,0.01931471936404705,0.0
0.0,2296.1396484375,-2740.77099609375,685.5341796875,0.025390625,0.0009765625,0.0,0.0,0.025390625,5.064453125,,0.0,0.0017019490478560328,23681024.0,0.0,1205.07834824,44955.24043669329,1774221531.3147979,23681024.0,0.050312381237745285,0.0
0.0,2376.48681640625,-2705.644775390625,676.8994140625,0.0,0.0,0.0,0.0,0.0,3.96875,"{'path': 'media/html/render_23934976_3a872f65d586ccc31bcd.html', 'size': 3977809.0, '_type': 'html-file', 'sha256': '3a872f65d586ccc31bcdc061f761a6e6d5bd38543c8595e08d2fd8a4cc272003'}",0.0,0.0013473795261234045,23934976.0,0.0,1232.606482044,45140.017691855115,1774221567.4591913,23934976.0,0.061959508806467056,0.0
0.0,2355.194580078125,-2707.22216796875,677.173828125,0.0,0.0,0.0,0.0,0.0,4.662109375,,0.0,0.0015357781667262316,24188928.0,0.0,1241.429047414,44916.944573984525,1774221567.6413407,24188928.0,0.0613483190536499,0.0
0.0,1959.5838623046875,-2261.008544921875,565.5849609375,0.0,0.0,0.0,0.0,0.0,5.849609375,,0.0,0.0012900038855150342,24442880.0,0.0,1250.098274225,44981.864733186834,1774221576.28129,24442880.0,0.058994125574827194,0.0
0.0,1799.393798828125,-2006.95361328125,502.337890625,0.0048828125,0.0009765625,0.0,0.0,0.0048828125,6.7265625,,0.0,0.0012893193634226918,24696832.0,0.0,1258.690699217,44930.40826797348,1774221584.950493,24696832.0,0.05683058127760887,0.0
