eval/episode_dist,eval/episode_success_easy,eval/episode_success_hard,training/sps,eval/episode_success_any,eval/episode_reward_ctrl,_timestamp,eval/episode_success,_step,eval/episode_reward_survive,eval/episode_reward,training/critic_loss,eval/episode_reward_near,step,training/log_alpha,training/alpha_loss,render,_runtime,training/entropy,eval/episode_reward_dist,training/actor_loss
2313.64453125,6.921875,0.0,45080.224348492135,0.0,-2628.593505859375,1774228524.720261,0.0,6158336.0,676.0712890625,0.0,0.006257956847548485,0.0,6158336.0,0.0,0.0,"{'_type': 'html-file', 'sha256': '0b36404ca8b9293537c2b78aae2a351473203bb7606cf7d96a789fc265c7bf10', 'path': 'media/html/render_6158336_0b36404ca8b9293537c2.html', 'size': 3928053.0}",350.992751909,0.0,0.0,0.06554225832223892
2486.792236328125,1.8564453125,0.0,44975.37661751566,0.0,-2833.949462890625,1774228524.8976777,0.0,6412288.0,727.203125,0.0,0.004818172659724951,0.0,6412288.0,0.0,0.0,,359.792617347,0.0,0.0,0.07802428305149078
2067.889892578125,2.8916015625,0.0,45101.425603421834,0.0,-2304.2099609375,1774228533.5195446,0.0,6666240.0,594.43359375,0.0,0.005113002844154835,0.0,6666240.0,0.0,0.0,,368.464931122,0.0,0.0,0.061323132365942
2174.705810546875,3.8095703125,0.0,44925.2670113314,0.0009765625,-2462.041015625,1774228542.1918273,0.0078125,6920192.0,633.19921875,0.0078125,0.005365264602005482,0.0,6920192.0,0.0,0.0,,377.064253543,0.0,0.0,0.05106143653392792
2096.706787109375,6.162109375,0.0,45245.75259922083,0.0,-2428.0693359375,1774228550.791254,0.0,7174144.0,619.1796875,0.0,0.0037625469267368317,0.0,7174144.0,0.0,0.0,,385.70199464,0.0,0.0,0.06898432970046997
2485.0244140625,0.994140625,0.0,45177.508906355884,0.0,-2842.03076171875,1774228587.6783211,0.0,7428096.0,721.875,0.0,0.0033353862818330526,0.0,7428096.0,0.0,0.0,"{'path': 'media/html/render_7428096_0e74f7554e518ffcb545.html', 'size': 4013069.0, '_type': 'html-file', 'sha256': '0e74f7554e518ffcb5459244bc934fdfacc7d74eee36432ea7cf7d242a242df4'}",413.950858139,0.0,0.0,0.0725201740860939
2732.935546875,4.57421875,0.0,45232.3547484291,0.0,-3026.39794921875,1774228587.9053833,0.0,7682048.0,769.05078125,0.0,0.0032202613074332476,0.0,7682048.0,0.0,0.0,,422.871572507,0.0,0.0,0.059347476810216904
2162.4619140625,11.0517578125,0.0,44792.55611856232,0.0,-2452.754638671875,1774228596.5984871,0.0,7936000.0,622.7734375,0.0,0.0032384577207267284,0.0,7936000.0,0.0,0.0,,431.48756897,0.0,0.0,0.05328512564301491
2165.22216796875,3.4677734375,0.0,45135.60295079493,0.0,-2404.5322265625,1774228605.2144203,0.0,8189952.0,608.0390625,0.0,0.0039437091909348965,0.0,8189952.0,0.0,0.0,,440.150792552,0.0,0.0,0.034539300948381424
2388.7802734375,2.83203125,0.0,44971.39084943699,0.0,-2706.09423828125,1774228613.8776994,0.0,8443904.0,685.572265625,0.0,0.002608349546790123,0.0,8443904.0,0.0,0.0,,448.77159701,0.0,0.0,0.05972367525100708
2341.61279296875,3.8125,0.0,45106.95109134574,0.0,-2571.40087890625,1774228651.3404708,0.0,8697856.0,651.4873046875,0.0,0.0027799441013485193,0.0,8697856.0,0.0,0.0,"{'sha256': '0a3cd119e4cc34fa4286b20e034f977c72c8e46daafe6b2204289a227f7503b6', 'path': 'media/html/render_8697856_0a3cd119e4cc34fa4286.html', 'size': 4033481.0, '_type': 'html-file'}",477.613015334,0.0,0.0,0.0729466900229454
2408.126953125,1.4248046875,0.0,45031.32589372533,0.0,-2688.990234375,1774228651.5436199,0.0,8951808.0,677.9296875,0.0,0.003343211719766259,0.0,8951808.0,0.0,0.0,,486.442164063,0.0,0.0,0.06881030648946762
2198.551513671875,2.328125,0.0,45060.83866221983,0.0,-2482.635009765625,1774228660.1689813,0.0,9205760.0,627.65234375,0.0,0.002496265573427081,0.0,9205760.0,0.0,0.0,,495.095289415,0.0,0.0,0.07761470228433609
2244.51318359375,2.595703125,0.0,45049.438172266986,0.0,-2611.64208984375,1774228668.822248,0.0,9459712.0,659.0927734375,0.0,0.0027347723953425884,0.0,9459712.0,0.0,0.0,,503.710061824,0.0,0.0,0.07752761989831924
2111.40869140625,3.0419921875,0.0,45174.21717387393,0.0,-2372.03564453125,1774228677.4367938,0.0,9713664.0,596.2978515625,0.0,0.003997770603746176,0.0,9713664.0,0.0,0.0,,512.379410541,0.0,0.0,0.06662381440401077
2135.556640625,4.04296875,0.0,44939.222963883214,0.001953125,-2454.635986328125,1774228713.893478,0.955078125,9967616.0,617.89453125,0.955078125,0.003289861837401986,0.0,9967616.0,0.0,0.0,"{'path': 'media/html/render_9967616_c92bd465f54a5169eddd.html', 'size': 3971065.0, '_type': 'html-file', 'sha256': 'c92bd465f54a5169eddd470ca544e707dbc792832b7297cee9f407f45462dd9c'}",540.165989813,0.0,0.0,0.06853711605072021
