training/alpha_loss,training/log_alpha,eval/episode_success_easy,eval/episode_reward_near,eval/episode_reward,eval/episode_reward_dist,_timestamp,eval/episode_dist,eval/episode_success_any,eval/episode_reward_survive,step,training/sps,eval/episode_reward_ctrl,training/entropy,_step,eval/episode_success_hard,_runtime,eval/episode_success,training/actor_loss,render,training/critic_loss
0.0,0.0,10.2109375,0.0,0.0615234375,0.0,1774223167.91964,2627.1142578125,0.0009765625,758.86328125,3618816.0,45131.23114246449,-2761.32080078125,0.0,3618816.0,0.0,221.664441521,0.0615234375,-0.08074335008859634,"{'_type': 'html-file', 'sha256': '8578a5cfa06541ecbedca4a3a4c388648ffa96047c0c469cfcce58732e8a2407', 'path': 'media/html/render_3618816_8578a5cfa06541ecbedc.html', 'size': 4032425.0}",0.022754956036806107
0.0,0.0,14.568359375,0.0,0.0732421875,0.0,1774223168.0863512,2452.26220703125,0.001953125,729.46875,3872768.0,45188.61006411752,-2696.559814453125,0.0,3872768.0,0.0,230.467285609,0.0732421875,-0.08385330438613892,,0.02158387564122677
0.0,0.0,4.4541015625,0.0,0.0,0.0,1774223176.7221048,2399.15380859375,0.0,704.4921875,4126720.0,44964.40084627399,-2588.328125,0.0,4126720.0,0.0,239.112265269,0.0,-0.10891173034906387,,0.022391067817807198
0.0,0.0,5.904296875,0.0,0.0,0.0,1774223185.3668299,2537.82568359375,0.0,737.0859375,4380672.0,45144.34145548591,-2734.331298828125,0.0,4380672.0,0.0,247.727377574,0.0,-0.07254477590322495,,0.01989387907087803
0.0,0.0,5.09765625,0.0,0.0,0.0,1774223193.9820056,2277.451904296875,0.0,656.0693359375,4634624.0,45110.794710821116,-2405.9853515625,0.0,4634624.0,0.0,256.358893503,0.0,-0.07850479334592819,,0.015344715677201748
0.0,0.0,4.474609375,0.0,0.0,0.0,1774223230.5973492,2555.68017578125,0.0,728.9931640625,4888576.0,45222.337965803796,-2728.399658203125,0.0,4888576.0,0.0,284.342145206,0.0,-0.023861832916736603,"{'sha256': 'c3bff60183202ce96034612cba0ed58bafec89c63bdcb7c3c00edc46ae33a458', 'path': 'media/html/render_4888576_c3bff60183202ce96034.html', 'size': 3940973.0, '_type': 'html-file'}",0.011603846214711666
0.0,0.0,4.3466796875,0.0,0.0,0.0,1774223230.7709146,2619.470458984375,0.0,754.52734375,5142528.0,45215.96648263916,-2822.12109375,0.0,5142528.0,0.0,293.178287604,0.0,-0.008382491767406464,,0.010125445201992989
0.0,0.0,1.8935546875,0.0,0.0,0.0,1774223239.4330022,2659.219482421875,0.0,757.474609375,5396480.0,45033.22404749182,-2818.047119140625,0.0,5396480.0,0.0,301.794049221,0.0,-0.028068749234080315,,0.00968608632683754
0.0,0.0,1.8994140625,0.0,0.0,0.0,1774223248.0486646,2875.33544921875,0.0,831.0419921875,5650432.0,45096.54680449311,-3137.66748046875,0.0,5650432.0,0.0,310.427507744,0.0,-0.011587540619075298,,0.00895887054502964
0.0,0.0,5.892578125,0.0,0.0,0.0,1774223256.6821487,2245.978515625,0.0,657.4619140625,5904384.0,45216.96460784907,-2435.6015625,0.0,5904384.0,0.0,319.027982448,0.0,-0.010689291171729565,,0.007704622577875853
0.0,0.0,2.890625,0.0,0.0,0.0,1774223293.277136,2730.494384765625,0.0,782.3310546875,6158336.0,45234.48503903328,-2972.10791015625,0.0,6158336.0,0.0,347.021982775,0.0,0.02563401870429516,"{'sha256': '2705ad41d566edfad7a8e138d79cfd95c6a77bb5f1d1d40d07d49982671d4964', 'path': 'media/html/render_6158336_2705ad41d566edfad7a8.html', 'size': 3955525.0, '_type': 'html-file'}",0.006972831208258867
0.0,0.0,2.8125,0.0,0.0,0.0,1774223293.4716358,2580.98974609375,0.0,748.59375,6412288.0,45131.28277305363,-2845.429931640625,0.0,6412288.0,0.0,355.838985731,0.0,0.030815577134490013,,0.0050325519405305386
0.0,0.0,5.9521484375,0.0,0.0,0.0,1774223302.093508,2820.88818359375,0.0,822.919921875,6666240.0,45105.134578678604,-3166.6591796875,0.0,6666240.0,0.0,364.478881086,0.0,0.04218769446015358,,0.00431594206020236
0.0,0.0,3.6318359375,0.0,0.0,0.0,1774223310.7335312,2421.957275390625,0.0,697.42578125,6920192.0,45141.638049593115,-2654.8525390625,0.0,6920192.0,0.0,373.087765302,0.0,0.046974461525678635,,0.003773333737626672
0.0,0.0,6.6953125,0.0,0.0078125,0.0,1774223319.3423893,2258.76806640625,0.0009765625,662.537109375,7174144.0,45206.2869543923,-2552.2958984375,0.0,7174144.0,0.0,381.727235679,0.0078125,0.05283540114760399,,0.003685081610456109
0.0,0.0,4.4775390625,0.0,0.0,0.0,1774223356.4732134,2129.203125,0.0,622.083984375,7428096.0,45147.86804053726,-2421.783203125,0.0,7428096.0,0.0,410.217992758,0.0,0.03947734087705612,"{'sha256': 'dee554a4b1ccff47621600974baea21dc48a030755e7054a4a345d12909d775f', 'path': 'media/html/render_7428096_dee554a4b1ccff476216.html', 'size': 4004821.0, '_type': 'html-file'}",0.004960128106176853
0.0,0.0,4.646484375,0.0,0.0,0.0,1774223356.6442347,2603.70751953125,0.0,749.84375,7682048.0,45241.6822565253,-2904.5263671875,0.0,7682048.0,0.0,419.06675409,0.0,0.04758532717823982,,0.004091780632734299
0.0,0.0,3.78125,0.0,0.0,0.0,1774223365.3213933,2038.0458984375,0.0,600.73046875,7936000.0,44902.09196239014,-2332.55615234375,0.0,7936000.0,0.0,427.664040451,0.0,0.051598139107227325,,0.004140233155339956
0.0,0.0,3.7431640625,0.0,0.0,0.0,1774223373.9186735,2462.431884765625,0.0,703.1064453125,8189952.0,45243.13504267115,-2773.03271484375,0.0,8189952.0,0.0,436.317134351,0.0,0.05273430049419403,,0.003919654060155153
0.0,0.0,3.751953125,0.0,0.0,0.0,1774223382.5717647,2320.86279296875,0.0,664.224609375,8443904.0,45061.54018467774,-2622.3056640625,0.0,8443904.0,0.0,444.920100297,0.0,0.06193903461098671,,0.00318150850944221
0.0,0.0,3.86328125,0.0,0.8935546875,0.0,1774223419.4864478,2354.71923828125,0.0009765625,688.3154296875,8697856.0,45178.61839343142,-2698.63916015625,0.0,8697856.0,0.0,473.231209925,0.8935546875,0.04255615174770355,"{'sha256': 'ded4dfafe4ae23e57f0fb056eadab939a7a5adabc4e74ecf04f7bd65d51e34e4', 'path': 'media/html/render_8697856_ded4dfafe4ae23e57f0f.html', 'size': 4016093.0, '_type': 'html-file'}",0.0037701462861150503
0.0,0.0,4.7158203125,0.0,0.0009765625,0.0,1774223419.665813,2565.392333984375,0.0009765625,723.955078125,8951808.0,45229.63310911127,-2850.195556640625,0.0,8951808.0,0.0,482.029916862,0.0009765625,0.04098706319928169,,0.003744940971955657
0.0,0.0,2.1650390625,0.0,0.0,0.0,1774223428.2846274,2548.77197265625,0.0,723.7265625,9205760.0,45106.95682190112,-2856.77685546875,0.0,9205760.0,0.0,490.663207927,0.0,0.05413580685853958,,0.0027661100029945374
0.0,0.0,1.021484375,0.0,0.0,0.0,1774223436.9180436,2173.945068359375,0.0,624.4892578125,9459712.0,45155.42248862807,-2458.95703125,0.0,9459712.0,0.0,499.252961437,0.0,0.04434455186128616,,0.0026774087455123663
0.0,0.0,3.3134765625,0.0,0.0,0.0,1774223445.507712,2438.19140625,0.0,699.697265625,9713664.0,45320.10833271568,-2763.8759765625,0.0,9713664.0,0.0,507.903110657,0.0,0.042082130908966064,,0.002190147526562214
0.0,0.0,2.1416015625,0.0,0.0,0.0,1774223481.9813867,2555.89306640625,0.0,744.90625,9967616.0,45055.72659566107,-2943.897216796875,0.0,9967616.0,0.0,535.726151142,0.0,0.037997372448444366,"{'sha256': 'cd7a8e40934d09846a4e81e496bc8de1f216247ad3bf8fb9a948c72b315615e8', 'path': 'media/html/render_9967616_cd7a8e40934d09846a4e.html', 'size': 3950025.0, '_type': 'html-file'}",0.0022409330122172832
0.0,0.0,2.1650390625,0.0,0.0,0.0,1774223482.1538556,2610.323486328125,0.0,760.4716796875,10221568.0,45398.001843961574,-3019.321533203125,0.0,10221568.0,0.0,544.575197547,0.0,0.03290191665291786,,0.0027364713605493307
0.0,0.0,8.5478515625,0.0,0.0,0.0,1774223490.8298008,2319.39794921875,0.0,670.3818359375,10475520.0,44895.06482272751,-2665.952880859375,0.0,10475520.0,0.0,553.191386514,0.0,0.03824295476078987,,0.0021956900600343943
0.0,0.0,7.390625,0.0,0.0,0.0,1774223499.4461186,2293.166259765625,0.0,685.9775390625,10729472.0,45105.25300091366,-2722.462890625,0.0,10729472.0,0.0,561.887640908,0.0,0.031271304935216904,,0.0024363838601857424
0.0,0.0,9.134765625,0.0,0.0,0.0,1774223508.1422446,2481.510498046875,0.0,717.6162109375,10983424.0,44970.842125835465,-2857.7041015625,0.0,10983424.0,0.0,570.484373601,0.0,0.045331165194511414,,0.002035255543887615
0.0,0.0,9.3740234375,0.0,0.0,0.0,1774223545.0279732,2594.968017578125,0.0,752.1396484375,11237376.0,45210.90359540543,-2996.2802734375,0.0,11237376.0,0.0,598.772783636,0.0,0.045918092131614685,"{'sha256': 'dfebd250ee682176ddb0828624e5df4c6d2b5aa0cd8ccd52c2180738c013f4e3', 'path': 'media/html/render_11237376_dfebd250ee682176ddb0.html', 'size': 3936857.0, '_type': 'html-file'}",0.0018703051609918475
0.0,0.0,2.64453125,0.0,0.0,0.0,1774223545.2365098,2511.782470703125,0.0,709.5341796875,11491328.0,45186.27131424131,-2823.96240234375,0.0,11491328.0,0.0,607.645718278,0.0,0.045078158378601074,,0.001330127357505262
0.0,0.0,8.1728515625,0.0,0.0,0.0,1774223553.8998811,1827.402587890625,0.0,533.4697265625,11745280.0,44840.42932937334,-2121.912109375,0.0,11745280.0,0.0,616.290379886,0.0,0.04228070378303528,,0.0007808906375430524
0.0,0.0,7.951171875,0.0,0.0,0.0,1774223562.5452075,2219.91748046875,0.0,646.634765625,11999232.0,45082.47580878597,-2573.62646484375,0.0,11999232.0,0.0,624.913902542,0.0,0.033220771700143814,,0.0009284172556363046
0.0,0.0,1.1142578125,0.0,0.0,0.0,1774223571.168687,2671.202392578125,0.0,765.4462890625,12253184.0,45090.31569802703,-3054.009765625,0.0,12253184.0,0.0,633.567538907,0.0,0.034629762172698975,,0.0011177787091583014
0.0,0.0,3.7734375,0.0,0.9033203125,0.0,1774223608.3165789,2913.691162109375,0.0009765625,845.2578125,12507136.0,45052.41066272755,-3373.984375,0.0,12507136.0,0.0,662.061349939,0.9033203125,0.038446925580501556,"{'sha256': '9b77e02ba8fa046db1279a2d1c8b419bb3a12449914f83ad120c369920e6d278', 'path': 'media/html/render_12507136_9b77e02ba8fa046db127.html', 'size': 3907609.0, '_type': 'html-file'}",0.001154970028437674
0.0,0.0,3.3447265625,0.0,0.9111328125,0.0,1774223608.4918406,2723.8447265625,0.0009765625,781.8701171875,12761088.0,44976.09827087973,-3114.73046875,0.0,12761088.0,0.0,670.909501098,0.9111328125,0.04453457519412041,,0.0006984715582802892
