step,eval/episode_reward,training/actor_loss,training/sps,training/log_alpha,eval/episode_success,eval/episode_success_any,eval/episode_reward_survive,eval/episode_reward_dist,eval/episode_dist,eval/episode_reward_ctrl,_step,render,eval/episode_success_easy,training/critic_loss,training/alpha_loss,_timestamp,_runtime,eval/episode_reward_near,training/entropy,eval/episode_success_hard
3364864.0,0.0,-0.050287049263715744,44981.699468134524,0.0,0.0,0.0,593.595703125,0.0,2014.331787109375,-2184.06103515625,3364864.0,,15.5234375,0.0069876923225820065,0.0,1774212668.2721465,193.891742981,0.0,0.0,0.0
3618816.0,0.099609375,-0.05967008322477341,44852.51750369391,0.0,0.099609375,0.001953125,707.423828125,0.0,2433.253662109375,-2618.38671875,3618816.0,"{'path': 'media/html/render_3618816_b043bc8ddee325037baa.html', 'size': 3977041.0, '_type': 'html-file', 'sha256': 'b043bc8ddee325037baa26c70b8be4dc049500c49d3d44206a1edaffe1b8adba'}",13.4560546875,0.005637158174067736,0.0,1774212705.1264331,222.090336423,0.0,0.0,0.0
3872768.0,0.0,-0.06475008279085159,44954.58016607357,0.0,0.0,0.0,564.939453125,0.0,1909.98193359375,-2016.979248046875,3872768.0,,0.400390625,0.004911946132779121,0.0,1774212705.2920017,230.937349236,0.0,0.0,0.0
4126720.0,0.0,-0.06404804438352585,44655.46115881041,0.0,0.0,0.0,766.783203125,0.0,2570.554443359375,-2792.875244140625,4126720.0,,3.455078125,0.005930109415203333,0.0,1774212713.9729247,239.611214115,0.0,0.0,0.0
4380672.0,0.0,-0.05243735760450363,44943.303538048385,0.0,0.0,0.0,670.71484375,0.0,2294.4912109375,-2398.04443359375,4380672.0,,5.859375,0.005517917685210705,0.0,1774212722.6466851,248.281005613,0.0,0.0,0.0
4634624.0,0.0,-0.03815004229545593,44728.17146730272,0.0,0.0,0.0,703.259765625,0.0,2444.7216796875,-2546.647705078125,4634624.0,,3.1826171875,0.004705093801021576,0.0,1774212731.3164666,256.941879755,0.0,0.0,0.0
4888576.0,0.0,-0.051609668880701065,45013.82929420351,0.0,0.0,0.0,626.4423828125,0.0,2126.857421875,-2325.50537109375,4888576.0,"{'path': 'media/html/render_4888576_6897895bf592673034db.html', 'size': 3969541.0, '_type': 'html-file', 'sha256': '6897895bf592673034db66ab2863f13172c58a963a77e3b2dc5b3b760ffc98f5'}",4.9658203125,0.005814742296934128,0.0,1774212768.250333,285.214278554,0.0,0.0,0.0
5142528.0,0.0,-0.04466841369867325,44947.48727504986,0.0,0.0,0.0,615.314453125,0.0,2136.833251953125,-2292.52685546875,5142528.0,,1.0810546875,0.00410897983238101,0.0,1774212768.4375832,294.112053463,0.0,0.0,0.0
5396480.0,0.0,-0.03192177042365074,44659.41358971197,0.0,0.0,0.0,552.9091796875,0.0,1905.1400146484375,-2037.7537841796875,5396480.0,,4.9599609375,0.00320631917566061,0.0,1774212777.1475856,302.764345197,0.0,0.0,0.0
5650432.0,0.0,-0.02191987633705139,44850.224743713305,0.0,0.0,0.0,661.3896484375,0.0,2292.2353515625,-2455.26123046875,5650432.0,,3.6318359375,0.0028777385596185923,0.0,1774212785.7999089,311.431069787,0.0,0.0,0.0
5904384.0,0.94140625,-0.019800972193479538,44965.67452795202,0.0,0.94140625,0.0009765625,808.7685546875,0.0,2721.2919921875,-3083.728271484375,5904384.0,,10.4697265625,0.0027889295015484095,0.0,1774212794.4665487,320.068299643,0.0,0.0,0.0
6158336.0,0.0,-0.01697276160120964,44965.36511727279,0.0,0.0,0.0,720.857421875,0.0,2454.85009765625,-2753.0947265625,6158336.0,"{'size': 3923693.0, '_type': 'html-file', 'sha256': '45d110f28decee99245d974901c745c3cd780be359f582b169d4fe874878a8e4', 'path': 'media/html/render_6158336_45d110f28decee99245d.html'}",8.494140625,0.0030789142474532127,0.0,1774212832.1555862,349.119560823,0.0,0.0,0.0
6412288.0,0.0,-0.013714066706597805,44914.79105595302,0.0,0.0,0.0,693.9736328125,0.0,2347.96923828125,-2631.677734375,6412288.0,,6.544921875,0.0028384814504534006,0.0,1774212832.3555722,357.958219578,0.0,0.0,0.0
6666240.0,0.0,-0.0186825692653656,44992.00141115347,0.0,0.0,0.0,650.970703125,0.0,2277.953125,-2466.1552734375,6666240.0,,3.0693359375,0.003192382398992777,0.0,1774212840.9936004,366.639893524,0.0,0.0,0.0
6920192.0,0.0,-0.022299161180853844,44848.55914582457,0.0,0.0,0.0,751.7431640625,0.0,2650.46484375,-2889.080322265625,6920192.0,,3.697265625,0.00441942410543561,0.0,1774212849.6752958,375.282771497,0.0,0.0,0.0
7174144.0,0.951171875,0.004329863470047712,44958.03921284592,0.0,0.951171875,0.0009765625,753.6533203125,0.0,2547.09765625,-2896.085693359375,7174144.0,,8.0927734375,0.004030456300824881,0.0,1774212858.3181388,383.944996985,0.0,0.0,0.0
7428096.0,0.0,0.019881093874573708,45007.98616875749,0.0,0.0,0.0,686.4736328125,0.0,2393.44140625,-2681.529541015625,7428096.0,"{'path': 'media/html/render_7428096_ad7d2e871280ae8e9330.html', 'size': 4063609.0, '_type': 'html-file', 'sha256': 'ad7d2e871280ae8e933055a6527edd9a51a69f73ec9fad93bbe9b748d1c58ff7'}",8.154296875,0.0025494806468486786,0.0,1774212894.7847564,411.748675446,0.0,0.0,0.0
7682048.0,0.0,0.018743440508842468,45084.95649151747,0.0,0.0,0.0,756.9130859375,0.0,2626.75732421875,-2937.98828125,7682048.0,,2.4716796875,0.0027423107530921698,0.0,1774212894.9531364,420.615856791,0.0,0.0,0.0
7936000.0,0.0,0.033766429871320724,44721.7976341302,0.0,0.0,0.0,561.291015625,0.0,1921.8653564453125,-2165.96240234375,7936000.0,,11.236328125,0.001937104039825499,0.0,1774212903.6515298,429.261249159,0.0,0.0,0.0
8189952.0,0.1171875,0.027403518557548523,44918.82173131756,0.0,0.1171875,0.0009765625,665.7578125,0.0,2312.982666015625,-2578.03662109375,8189952.0,,13.8671875,0.0018636363092809916,0.0,1774212912.2966294,437.950463173,0.0,0.0,0.0
8443904.0,0.0283203125,0.013922827318310738,44780.74309995621,0.0,0.0283203125,0.0009765625,691.4697265625,0.0,2393.559814453125,-2718.173095703125,8443904.0,,2.0693359375,0.0021722340025007725,0.0,1774212920.9860992,446.592668656,0.0,0.0,0.0
8697856.0,0.0,0.018426651135087013,44918.200414647625,0.0,0.0,0.0,610.91796875,0.0,2136.461669921875,-2389.4482421875,8697856.0,"{'path': 'media/html/render_8697856_9ae8ac297bcb4c0144d9.html', 'size': 3888873.0, '_type': 'html-file', 'sha256': '9ae8ac297bcb4c0144d93f48359db575f6d172024ad7e9a9e8fc8f5bcba2f1ff'}",4.2392578125,0.0017317557940259576,0.0,1774212957.946794,474.910701471,0.0,0.0,0.0
8951808.0,0.0,-0.00510489521548152,44893.97489524441,0.0,0.0,0.0,745.2958984375,0.0,2572.31298828125,-2921.813720703125,8951808.0,,1.080078125,0.0027013802900910378,0.0,1774212958.1259289,483.740199608,0.0,0.0,0.0
9205760.0,0.0,-0.01855522207915783,44939.96052209834,0.0,0.0,0.0,643.326171875,0.0,2197.962890625,-2519.2880859375,9205760.0,,7.52734375,0.003019740805029869,0.0,1774212966.775314,492.415490688,0.0,0.0,0.0
9459712.0,0.0,-0.01253593061119318,44898.39169950913,0.0,0.0,0.0,684.7001953125,0.0,2316.5478515625,-2685.069091796875,9459712.0,,4.2236328125,0.002513117855414748,0.0,1774212975.4511034,501.040773161,0.0,0.0,0.0
9713664.0,0.0,0.004483432043343782,45070.885098030005,0.0,0.0,0.0,698.9931640625,0.0,2440.65283203125,-2747.947509765625,9713664.0,,4.8115234375,0.0018352271290495992,0.0,1774212984.07637,509.717218045,0.0,0.0,0.0
9967616.0,0.0,-0.004109276924282312,44921.07983176355,0.0,0.0,0.0,691.1953125,0.0,2398.611328125,-2728.21533203125,9967616.0,"{'path': 'media/html/render_9967616_bc98b8335cf3d7917675.html', 'size': 3985885.0, '_type': 'html-file', 'sha256': 'bc98b8335cf3d7917675646e0034196fe88a28921679fdd03e90d1f0605e123a'}",6.984375,0.0025568243581801653,0.0,1774213020.9383318,537.902340671,0.0,0.0,0.0
10221568.0,0.0,0.009920034557580948,45096.462795283085,0.0,0.0,0.0,705.8447265625,0.0,2546.9326171875,-2785.569580078125,10221568.0,,6.3583984375,0.0021001887507736683,0.0,1774213021.1295738,546.806810386,0.0,0.0,0.0
10475520.0,0.0,0.0041963751427829266,44638.05520022258,0.0,0.0,0.0,725.8505859375,0.0,2526.31787109375,-2866.727783203125,10475520.0,,4.419921875,0.0019021125044673681,0.0,1774213029.8421688,555.458485155,0.0,0.0,0.0
10729472.0,0.0,0.0239862073212862,44869.677205043845,0.0,0.0,0.0,697.2314453125,0.0,2389.1171875,-2762.741455078125,10729472.0,,1.2548828125,0.0009864503517746925,0.0,1774213038.4939933,564.202154831,0.0,0.0,0.0
10983424.0,0.9052734375,0.00782487541437149,44677.147286806096,0.0,0.9052734375,0.001953125,453.494140625,0.0,1536.529296875,-1789.4774169921875,10983424.0,,9.6669921875,0.0020035228226333857,0.0,1774213047.237601,572.841291781,0.0,0.0,0.0
11237376.0,0.0,0.022065045312047005,44951.65092343901,0.0,0.0,0.0,719.1728515625,0.0,2473.548095703125,-2833.892578125,11237376.0,"{'path': 'media/html/render_11237376_c19da149540ce6abe7d0.html', 'size': 3998297.0, '_type': 'html-file', 'sha256': 'c19da149540ce6abe7d0ccc53155494b429d1be548114ebe7c0610f2112c8b76'}",17.796875,0.0020267467480152845,0.0,1774213084.7541788,601.718092505,0.0,0.0,0.0
11491328.0,0.0068359375,0.03269318491220474,44760.30678281227,0.0,0.0068359375,0.001953125,588.8583984375,0.0,2028.2401123046875,-2325.91015625,11491328.0,,14.6455078125,0.001239674398675561,0.0,1774213084.950647,610.607240503,0.0,0.0,0.0
11745280.0,0.0029296875,0.031987983733415604,44630.42413966384,0.0,0.0029296875,0.0009765625,666.669921875,0.0,2261.76416015625,-2637.12890625,11745280.0,,4.8330078125,0.001337447902187705,0.0,1774213093.642883,619.327706181,0.0,0.0,0.0
11999232.0,0.0029296875,0.036810897290706635,44530.96389676745,0.0,0.0029296875,0.0009765625,637.7646484375,0.0,2175.193603515625,-2518.068603515625,11999232.0,,10.63671875,0.0007830512477084994,0.0,1774213102.363195,627.965277275,0.0,0.0,0.0
12253184.0,0.0,0.0359201543033123,44997.01158560629,0.0,0.0,0.0,780.98828125,0.0,2676.20166015625,-3097.7412109375,12253184.0,,0.017578125,0.0007216019439511001,0.0,1774213111.0006478,636.666105832,0.0,0.0,0.0
12507136.0,0.0205078125,0.025069955736398697,44681.2722441889,0.0,0.0205078125,0.001953125,555.1298828125,0.0,1812.74169921875,-2192.84130859375,12507136.0,"{'path': 'media/html/render_12507136_2b5d176c1c5b869156a9.html', 'size': 3876545.0, '_type': 'html-file', 'sha256': '2b5d176c1c5b869156a9c5a73608b27a7ba555996fa3cb09fbca734679b89aeb'}",10.1904296875,0.0009447256452403963,0.0,1774213147.7042048,664.66814431,0.0,0.0,0.0
12761088.0,0.0,0.026783859357237816,44798.59591393285,0.0,0.0,0.0,679.09765625,0.0,2327.939697265625,-2688.452880859375,12761088.0,,9.6650390625,0.000525637180544436,0.0,1774213147.877151,673.572148228,0.0,0.0,0.0
13015040.0,0.0,0.026711247861385345,44487.62634753748,0.0,0.0,0.0,659.7919921875,0.0,2236.995849609375,-2601.232666015625,13015040.0,,13.75390625,0.0005290544359013438,0.0,1774213156.6076615,682.234852131,0.0,0.0,0.0
13268992.0,0.0,0.020045578479766846,44772.89379912809,0.0,0.0,0.0,560.6318359375,0.0,1913.356689453125,-2219.03173828125,13268992.0,,11.7978515625,0.0007186774746514857,0.0,1774213165.2704432,690.936920336,0.0,0.0,0.0
13522944.0,0.0,0.013813786208629608,44697.17010357774,0.0,0.0,0.0,690.9951171875,0.0,2367.737548828125,-2743.06591796875,13522944.0,,3.9091796875,0.000751553860027343,0.0,1774213173.9723742,699.601881675,0.0,0.0,0.0
13776896.0,0.1005859375,0.018276002258062363,44728.1320243283,0.0,0.1005859375,0.001953125,635.517578125,0.0,2195.29443359375,-2522.789794921875,13776896.0,"{'path': 'media/html/render_13776896_59229d1083afc9b55107.html', 'size': 3935729.0, '_type': 'html-file', 'sha256': '59229d1083afc9b55107608692f91a69a92aaa36ddb57441ae169ab869c69a37'}",10.3818359375,0.0007872499409131706,0.0,1774213212.0809996,729.044976101,0.0,0.0,0.0
14030848.0,0.0,0.0206610094755888,44681.292861518064,0.0,0.0,0.0,740.083984375,0.0,2577.256103515625,-2943.13818359375,14030848.0,,0.0146484375,0.0007831642287783325,0.0,1774213212.3093584,737.977840029,0.0,0.0,0.0
14284800.0,0.0,0.010770291090011597,44521.34092231051,0.0,0.0,0.0,843.87109375,0.0,2970.0634765625,-3347.890625,14284800.0,,0.90625,0.0011735139414668083,0.0,1774213221.0130768,746.650579954,0.0,0.0,0.0
14538752.0,0.0,0.015997309237718582,44925.71987978664,0.0,0.0,0.0,720.7236328125,0.0,2461.781005859375,-2859.714599609375,14538752.0,,9.19921875,0.0010652196360751987,0.0,1774213229.6858962,755.33282392,0.0,0.0,0.0
14792704.0,0.0,0.014302877709269524,44623.78275229653,0.0,0.0,0.0,798.8388671875,0.0,2811.602783203125,-3173.5615234375,14792704.0,,5.072265625,0.0014330437406897545,0.0,1774213238.3674917,764.02175527,0.0,0.0,0.0
15046656.0,0.0,0.016350433230400085,44791.87989851313,0.0,0.0,0.0,694.654296875,0.0,2349.456298828125,-2761.210205078125,15046656.0,"{'path': 'media/html/render_15046656_0a40d1605767311c51cf.html', 'size': 4002561.0, '_type': 'html-file', 'sha256': '0a40d1605767311c51cfd518b0904e959522bbef7aabfc57bce915678c80091a'}",4.177734375,0.0016345517942681909,0.0,1774213275.6803126,792.64426394,0.0,0.0,0.0
15300608.0,0.0,0.020892146974802017,44749.71772449927,0.0,0.0,0.0,715.65625,0.0,2513.594482421875,-2849.565185546875,15300608.0,,3.7890625,0.001949987607076764,0.0,1774213275.8806832,801.585121062,0.0,0.0,0.0
15554560.0,0.0,0.021823694929480553,44449.39000171555,0.0,0.0,0.0,663.6015625,0.0,2306.251953125,-2643.94921875,15554560.0,,9.96875,0.0013777768472209573,0.0,1774213284.6207433,810.243104964,0.0,0.0,0.0
15808512.0,0.0,0.037758875638246536,44845.2226569039,0.0,0.0,0.0,540.3359375,0.0,1879.3548583984375,-2151.5869140625,15808512.0,,3.9443359375,0.0007157070795074105,0.0,1774213293.277977,818.961705914,0.0,0.0,0.0
16062464.0,0.0,0.044324155896902084,44545.63902702108,0.0,0.0,0.0,565.1630859375,0.0,2015.73681640625,-2250.26708984375,16062464.0,,5.0576171875,0.0004241021815687418,0.0,1774213301.9971507,827.626731425,0.0,0.0,0.0
16316416.0,0.0,0.03919718414545059,44782.37918808469,0.0,0.0,0.0,506.2529296875,0.0,1761.918212890625,-2014.17138671875,16316416.0,"{'path': 'media/html/render_16316416_5c10748c3ecde609a743.html', 'size': 3948933.0, '_type': 'html-file', 'sha256': '5c10748c3ecde609a74376c4a79188dedec7d238ad3220423f16fe903c376181'}",9.271484375,0.0006501539028249681,0.0,1774213338.8919845,855.855940204,0.0,0.0,0.0
16570368.0,0.0,0.028803179040551186,44424.26663004238,0.0,0.0,0.0,530.015625,0.0,1824.358154296875,-2107.32861328125,16570368.0,,3.041015625,0.0011962829157710075,0.0,1774213339.068042,864.723664972,0.0,0.0,0.0
16824320.0,1.0048828125,0.02456396445631981,44546.78662756477,0.0,1.0048828125,0.0029296875,574.8603515625,0.0,1983.837890625,-2285.66650390625,16824320.0,,8.8798828125,0.001222012098878622,0.0,1774213347.7592094,873.41496699,0.0,0.0,0.0
17078272.0,0.0,0.02841910906136036,44760.173236586146,0.0,0.0,0.0,573.89453125,0.0,1974.68017578125,-2287.51806640625,17078272.0,,4.1669921875,0.0008440391393378377,0.0,1774213356.4505332,882.081641664,0.0,0.0,0.0
17332224.0,0.0,0.03178565949201584,44745.73801573347,0.0,0.0,0.0,643.7333984375,0.0,2248.164306640625,-2569.73974609375,17332224.0,,5.6728515625,0.0007318618590943515,0.0,1774213365.1171765,890.815219567,0.0,0.0,0.0
17586176.0,0.8916015625,0.021064363420009613,44438.40615483871,0.0,0.8916015625,0.001953125,603.5751953125,0.0,2088.387939453125,-2410.02490234375,17586176.0,"{'path': 'media/html/render_17586176_970c07679dec9189fb83.html', 'size': 4009853.0, '_type': 'html-file', 'sha256': '970c07679dec9189fb83045e61e08f8de3f6c37e4117c0e7c9903362950b05ef'}",7.5615234375,0.001387414988130331,0.0,1774213401.9836829,918.947616615,0.0,0.0,0.0
17840128.0,0.0,0.02142341434955597,44755.75349424311,0.0,0.0,0.0,686.275390625,0.0,2415.8046875,-2741.095703125,17840128.0,,0.3330078125,0.001318657654337585,0.0,1774213402.184291,927.89111271,0.0,0.0,0.0
18094080.0,0.0361328125,0.020549362525343895,44476.04788197264,0.0,0.0361328125,0.0009765625,753.1953125,0.0,2636.294921875,-3007.92041015625,18094080.0,,3.6455078125,0.0016099985223263502,0.0,1774213410.926449,936.552470685,0.0,0.0,0.0
18348032.0,1.6513671875,0.025157015770673752,44783.740489458105,0.0,1.6513671875,0.0029296875,702.26953125,0.0,2376.07470703125,-2803.67529296875,18348032.0,,12.9521484375,0.001231002388522029,0.0,1774213419.58772,945.266639619,0.0,0.0,0.0
18601984.0,0.0,0.02169305644929409,44611.006634197554,0.0,0.0,0.0,777.0185546875,0.0,2717.06298828125,-3101.97509765625,18601984.0,,4.654296875,0.0019238580716773868,0.0,1774213428.301985,953.910201573,0.0,0.0,0.0
18855936.0,0.0,0.0363209992647171,44927.182764121724,0.0,0.0,0.0,857.0625,0.0,2989.60693359375,-3422.508056640625,18855936.0,"{'path': 'media/html/render_18855936_c0b24afcff2e4754aa67.html', 'size': 4010429.0, '_type': 'html-file', 'sha256': 'c0b24afcff2e4754aa6780a5add7137a57fa4c38d7f6c8c860b47a62ca453579'}",1.6435546875,0.001898917485959828,0.0,1774213466.059199,983.02313652,0.0,0.0,0.0
19109888.0,0.0,0.05217593535780907,44852.328634869176,0.0,0.0,0.0,621.3037109375,0.0,2091.27978515625,-2480.0712890625,19109888.0,,14.4326171875,0.00162029720377177,0.0,1774213466.2844124,991.916511559,0.0,0.0,0.0
19363840.0,0.013671875,0.04749291390180588,44826.04228761346,0.0,0.013671875,0.0009765625,748.4384765625,0.0,2571.658203125,-2989.0341796875,19363840.0,,7.0263671875,0.0017202773597091436,0.0,1774213474.9521163,1000.594694539,0.0,0.0,0.0
19617792.0,0.0029296875,0.0573396272957325,44909.56437770312,0.0,0.0029296875,0.0009765625,441.9951171875,0.0,1564.37451171875,-1763.4188232421875,19617792.0,,3.8447265625,0.0018146693473681808,0.0,1774213483.6296465,1009.224064152,0.0,0.0,0.0
19871744.0,0.0029296875,0.05901295319199562,45019.69486781461,0.0,0.0029296875,0.0009765625,629.794921875,0.0,2230.9599609375,-2513.28564453125,19871744.0,,13.5390625,0.0015783928101882339,0.0,1774213492.2595046,1017.927946743,0.0,0.0,0.0
20125696.0,0.12109375,0.060532182455062866,44689.29569635483,0.0,0.12109375,0.0009765625,317.736328125,0.0,1163.540283203125,-1266.29931640625,20125696.0,"{'path': 'media/html/render_20125696_a4175199d461272cebeb.html', 'size': 4054393.0, '_type': 'html-file', 'sha256': 'a4175199d461272cebeb6373b6fce1019661cd651cc11eeeebc9dc51983f4239'}",6.224609375,0.0013471757993102074,0.0,1774213529.3659673,1046.329880235,0.0,0.0,0.0
20379648.0,0.0,0.06325043737888336,44612.87512383543,0.0,0.0,0.0,316.37890625,0.0,1241.0439453125,-1261.046875,20379648.0,,2.5595703125,0.0010518509661778808,0.0,1774213529.5474021,1055.283446588,0.0,0.0,0.0
20633600.0,0.19140625,0.06323058158159256,44215.87292883364,0.0,0.19140625,0.0009765625,381.703125,0.0,1379.676025390625,-1521.3035888671875,20633600.0,,4.732421875,0.0010066847316920757,0.0,1774213538.3189015,1063.937227377,0.0,0.0,0.0
20887552.0,0.0,0.060784343630075455,44836.79395573391,0.0,0.0,0.0,390.548828125,0.0,1388.5709228515625,-1556.919921875,20887552.0,,5.1044921875,0.0011470791650936007,0.0,1774213546.9728587,1072.641715779,0.0,0.0,0.0
21141504.0,0.0,0.053279321640729904,44709.61841303488,0.0,0.0,0.0,626.099609375,0.0,2196.46337890625,-2498.637939453125,21141504.0,,4.2158203125,0.001108007039874792,0.0,1774213555.6773589,1081.315307291,0.0,0.0,0.0
21395456.0,0.0029296875,0.050966065376996994,44864.51582202691,0.0,0.0029296875,0.0009765625,623.9462890625,0.0,2135.244140625,-2487.95166015625,21395456.0,"{'path': 'media/html/render_21395456_29b3b9035a538ec09dfc.html', 'size': 4012405.0, '_type': 'html-file', 'sha256': '29b3b9035a538ec09dfc9d24a649741b62c487f3039208861204790fff92f30c'}",5.8671875,0.0009431360522285104,0.0,1774213592.6799948,1109.643904885,0.0,0.0,0.0
21649408.0,0.0,0.03622078523039818,44837.28845271071,0.0,0.0,0.0,763.1513671875,0.0,2673.37353515625,-3045.0625,21649408.0,,3.1083984375,0.0012503936886787415,0.0,1774213592.8561068,1118.536803564,0.0,0.0,0.0
21903360.0,0.91015625,0.023648353293538094,44375.15133447465,0.0,0.91015625,0.0009765625,599.9365234375,0.0,1982.292236328125,-2393.9794921875,21903360.0,,26.9736328125,0.0017117250245064497,0.0,1774213601.5724363,1127.298792392,0.0,0.0,0.0
22157312.0,0.0,0.03225526586174965,44271.20042500942,0.0,0.0,0.0,514.08203125,0.0,1750.7103271484375,-2051.16357421875,22157312.0,,9.51953125,0.0017460471717640758,0.0,1774213610.3344138,1136.001266645,0.0,0.0,0.0
22411264.0,0.0,0.03998185321688652,44478.86717447469,0.0,0.0,0.0,617.3798828125,0.0,2221.128662109375,-2465.9228515625,22411264.0,,10.2734375,0.0015010825591161847,0.0,1774213619.0367675,1144.701522364,0.0,0.0,0.0
22665216.0,0.0048828125,0.039950236678123474,44706.23501381582,0.0,0.0048828125,0.001953125,654.2587890625,0.0,2256.033447265625,-2613.01953125,22665216.0,"{'path': 'media/html/render_22665216_f5c1de3a6537d08e7c9b.html', 'size': 3981041.0, '_type': 'html-file', 'sha256': 'f5c1de3a6537d08e7c9b7276e918eef4f99278b530e0a9d17952ca0ff49f6322'}",18.5537109375,0.001625337521545589,0.0,1774213656.794533,1173.758470898,0.0,0.0,0.0
22919168.0,0.0,0.0430031381547451,44726.715879809875,0.0,0.0,0.0,572.5302734375,0.0,2011.794921875,-2285.694091796875,22919168.0,,5.6494140625,0.001612312626093626,0.0,1774213657.0047297,1182.706680976,0.0,0.0,0.0
23173120.0,0.0,0.04170744866132736,44504.362890893666,0.0,0.0,0.0,778.62109375,0.0,2765.128662109375,-3109.61181640625,23173120.0,,12.6123046875,0.0017350750276818871,0.0,1774213665.7423124,1191.409276707,0.0,0.0,0.0
23427072.0,0.0,0.05042116716504097,44487.74712376564,0.0,0.0,0.0,786.3837890625,0.0,2719.67333984375,-3136.468505859375,23427072.0,,8.0771484375,0.001450539450161159,0.0,1774213674.4449475,1200.13620043,0.0,0.0,0.0
23681024.0,0.0,0.03160981833934784,44490.65152501603,0.0,0.0,0.0,713.328125,0.0,2473.6337890625,-2847.5400390625,23681024.0,,7.11328125,0.0023474383633583784,0.0,1774213683.171257,1208.809385687,0.0,0.0,0.0
23934976.0,0.7138671875,0.04172702133655548,44692.64090211714,0.0,0.7138671875,0.0009765625,589.291015625,0.0,2051.7421875,-2354.29296875,23934976.0,"{'path': 'media/html/render_23934976_0038b667154dc8493522.html', 'size': 4047041.0, '_type': 'html-file', 'sha256': '0038b667154dc8493522d4ec403d8baa4b107208ba9537660be0487360c83f15'}",14.7919921875,0.0021639997139573097,0.0,1774213720.5209966,1237.484921975,0.0,0.0,0.0
24188928.0,0.0,0.04272986203432083,44718.181470059484,0.0,0.0,0.0,523.0576171875,0.0,1845.15283203125,-2088.68994140625,24188928.0,,6.943359375,0.0021603284403681755,0.0,1774213720.7137778,1246.377118334,0.0,0.0,0.0
24442880.0,0.8994140625,0.04719385504722595,44549.04474152398,0.0,0.8994140625,0.001953125,589.5087890625,0.0,2008.765380859375,-2352.582275390625,24442880.0,,8.0732421875,0.0016791458474472165,0.0,1774213729.4128563,1255.084704034,0.0,0.0,0.0
24696832.0,0.7763671875,0.04034971073269844,44666.354035927005,0.0,0.7763671875,0.0009765625,431.2021484375,0.0,1525.05908203125,-1722.156494140625,24696832.0,,7.1767578125,0.0027892962098121643,0.0,1774213738.1202755,1263.728218115,0.0,0.0,0.0
