eval/episode_reward_ctrl,_step,eval/episode_reward_survive,step,training/entropy,eval/episode_success_any,_timestamp,training/actor_loss,eval/episode_reward_near,training/alpha_loss,render,training/log_alpha,training/sps,eval/episode_dist,training/critic_loss,eval/episode_success_easy,_runtime,eval/episode_success_hard,eval/episode_reward,eval/episode_success,eval/episode_reward_dist
-2438.531005859375,6158336.0,630.2353515625,6158336.0,0.0,0.0009765625,1774215451.0979886,-0.0005623180186375976,0.0,0.0,"{'_type': 'html-file', 'sha256': '6f28f5137d0d6b6012433a2228dcea0cdc9a115a1232f878da1e19af43a42283', 'path': 'media/html/render_6158336_6f28f5137d0d6b601243.html', 'size': 4037541.0}",0.0,45238.946044981065,2199.673828125,0.002350040478631854,3.162109375,348.487146375,0.0,0.03125,0.03125,0.0
-1956.5003662109375,6412288.0,508.326171875,6412288.0,0.0,0.0009765625,1774215451.275032,0.009185072965919971,0.0,0.0,,0.0,45039.247032907704,1753.850341796875,0.001522997161373496,6.701171875,357.276084827,0.0,0.0078125,0.0078125,0.0
-2101.727783203125,6666240.0,542.9990234375,6666240.0,0.0,0.0,1774215459.886426,0.0145445317029953,0.0,0.0,,0.0,45181.552377443004,1890.065673828125,0.00105477764736861,3.33203125,365.953190535,0.0,0.0,0.0,0.0
-2460.09765625,6920192.0,628.166015625,6920192.0,0.0,0.0,1774215468.5636215,0.01712695322930813,0.0,0.0,,0.0,44868.01583206506,2271.62646484375,0.0007610383327119052,4.84765625,374.565062421,0.0,0.0,0.0,0.0
-2780.23486328125,7174144.0,719.59375,7174144.0,0.0,0.0,1774215477.1754453,0.021790405735373497,0.0,0.0,,0.0,45183.2063848468,2560.493896484375,0.0005419108783826232,3.9755859375,383.205566356,0.0,0.0,0.0,0.0
-2766.710693359375,7428096.0,713.26953125,7428096.0,0.0,0.0,1774215514.7848322,0.029697727411985397,0.0,0.0,"{'path': 'media/html/render_7428096_3b7babc1279ff0732a41.html', 'size': 4081881.0, '_type': 'html-file', 'sha256': '3b7babc1279ff0732a41917e8c1a71ca5522459c7119f90d67bfa7ea568c3714'}",0.0,45152.694786722306,2411.8359375,0.0006283094990067184,9.4853515625,412.173922476,0.0,0.0,0.0,0.0
-2649.10791015625,7682048.0,674.2236328125,7682048.0,0.0,0.0,1774215514.9893804,0.028932612389326096,0.0,0.0,,0.0,45302.77778745139,2247.60986328125,0.0007103640236891806,6.5341796875,421.062677123,0.0,0.0,0.0,0.0
-3245.58154296875,7936000.0,824.4765625,7936000.0,0.0,0.0,1774215523.6731408,0.0272139310836792,0.0,0.0,,0.0,44878.6344838785,2862.568603515625,0.0011863586260005832,4.9423828125,429.66014517,0.0,0.0,0.0,0.0
-1893.19873046875,8189952.0,482.2841796875,8189952.0,0.0,0.001953125,1774215532.270433,0.03176423907279968,0.0,0.0,,0.0,45216.66708514774,1628.50439453125,0.0011125056771561503,10.7998046875,438.313252898,0.0,0.0732421875,0.0732421875,0.0
-2710.25927734375,8443904.0,688.3310546875,8443904.0,0.0,0.0,1774215540.9235516,0.02726876549422741,0.0,0.0,,0.0,45049.6934861765,2438.90234375,0.0012440357822924852,3.1162109375,446.913818782,0.0,0.0,0.0,0.0
-2898.94921875,8697856.0,733.748046875,8697856.0,0.0,0.0,1774215578.4485512,0.027074143290519714,0.0,0.0,"{'size': 3887737.0, '_type': 'html-file', 'sha256': '847e3c416972ece456533612642b7f34c9cad10aed40cfbc041648792ce3a982', 'path': 'media/html/render_8697856_847e3c416972ece45653.html'}",0.0,45216.168023602106,2550.5302734375,0.0014394547324627638,7.3115234375,475.837696395,0.0,0.0,0.0,0.0
-2726.03955078125,8951808.0,693.287109375,8951808.0,0.0,0.0,1774215578.6485624,0.03895176947116852,0.0,0.0,,0.0,45118.1494643905,2451.31201171875,0.001364434603601694,5.5556640625,484.655658006,0.0,0.0,0.0,0.0
-2272.700927734375,9205760.0,575.390625,9205760.0,0.0,0.0009765625,1774215587.2657719,0.03970088064670563,0.0,0.0,,0.0,45147.688157970806,2063.064453125,0.0018517804564908147,4.7900390625,493.303303492,0.0,0.0009765625,0.0009765625,0.0
-3171.03466796875,9459712.0,802.0859375,9459712.0,0.0,0.0,1774215595.9136536,0.05090812221169472,0.0,0.0,,0.0,45104.376309105464,2810.939453125,0.0010604439303278923,5.6875,501.899595481,0.0,0.0,0.0,0.0
-2999.82568359375,9713664.0,759.388671875,9713664.0,0.0,0.0,1774215604.509932,0.0406755767762661,0.0,0.0,,0.0,45298.33500720481,2605.2646484375,0.001729374285787344,11.7578125,510.555090425,0.0,0.0,0.0,0.0
-2403.157958984375,9967616.0,609.3115234375,9967616.0,0.0,0.0009765625,1774215641.0051901,0.0475694015622139,0.0,0.0,"{'path': 'media/html/render_9967616_05f27edf29db2adf26b5.html', 'size': 3986345.0, '_type': 'html-file', 'sha256': '05f27edf29db2adf26b574a2e20cd798bb14ae3281780b4b25776434913d791e'}",0.0,45060.27059753921,2103.618408203125,0.001658690976910293,4.2861328125,538.394272392,0.0,0.1396484375,0.1396484375,0.0
-2499.826904296875,10221568.0,630.8369140625,10221568.0,0.0,0.0009765625,1774215641.1807792,0.04941825568675995,0.0,0.0,,0.0,45308.73625700181,2216.85986328125,0.00226549687795341,5.83984375,547.274545166,0.0,0.953125,0.953125,0.0
-2621.680908203125,10475520.0,660.7529296875,10475520.0,0.0,0.0009765625,1774215649.8848922,0.057694848626852036,0.0,0.0,,0.0,44713.90703973597,2334.9287109375,0.0017228171927854419,4.8232421875,555.882653005,0.0,0.015625,0.015625,0.0
-2325.89453125,10729472.0,586.29296875,10729472.0,0.0,0.0,1774215658.493178,0.05933603271842003,0.0,0.0,,0.0,45141.481173982414,1988.9178466796875,0.0018264399841427803,6.2275390625,564.594603996,0.0,0.0,0.0,0.0
-2788.063720703125,10983424.0,702.3388671875,10983424.0,0.0,0.0,1774215667.2044811,0.07032638788223267,0.0,0.0,,0.0,44888.99520548537,2433.479248046875,0.001216801698319614,2.208984375,573.204445437,0.0,0.0,0.0,0.0
-2423.095703125,11237376.0,609.7978515625,11237376.0,0.0,0.0,1774215705.248909,0.07397270947694778,0.0,0.0,"{'path': 'media/html/render_11237376_2f67594bdd43cdab01e3.html', 'size': 4049045.0, '_type': 'html-file', 'sha256': '2f67594bdd43cdab01e3647515ee100302a5fc902168bd49e78930bd3883daa8'}",0.0,45130.8219264181,2166.9970703125,0.001366271753795445,1.0009765625,602.638043048,0.0,0.0,0.0,0.0
-2597.85302734375,11491328.0,653.6337890625,11491328.0,0.0,0.0,1774215705.4537024,0.0817008689045906,0.0,0.0,,0.0,44899.49319739003,2267.388916015625,0.0013435654109343886,4.794921875,611.503867755,0.0,0.0,0.0,0.0
-2868.074462890625,11745280.0,721.6796875,11745280.0,0.0,0.0,1774215714.1141531,0.07586447149515152,0.0,0.0,,0.0,44866.7363374259,2556.2978515625,0.001753112650476396,3.7685546875,620.174438781,0.0,0.0,0.0,0.0
-3130.99853515625,11999232.0,787.029296875,11999232.0,0.0,0.0,1774215722.7847025,0.0665997862815857,0.0,0.0,,0.0,44910.8141248782,2812.93994140625,0.0022022423800081015,1.2236328125,628.786188218,0.0,0.0,0.0,0.0
-2980.09375,12253184.0,748.5302734375,12253184.0,0.0,0.0,1774215731.3964512,0.07319682836532593,0.0,0.0,,0.0,45153.2115891469,2583.3720703125,0.0015026575420051813,0.75,637.455150806,0.0,0.0,0.0,0.0
-3053.869873046875,12507136.0,766.982421875,12507136.0,0.0,0.0,1774215768.3461163,0.062307823449373245,0.0,0.0,"{'size': 4007441.0, '_type': 'html-file', 'sha256': 'acf68567b9658a491af5e9fe5edbf4a9ade4e7464d492bcc582eb888e071bf1d', 'path': 'media/html/render_12507136_acf68567b9658a491af5.html'}",0.0,44950.41787199955,2703.62158203125,0.002768909791484475,0.814453125,665.735223904,0.0,0.0,0.0,0.0
-2320.556640625,12761088.0,584.5078125,12761088.0,0.0,0.0009765625,1774215768.5449433,0.07150484621524811,0.0,0.0,,0.0,45068.97804725983,2026.528564453125,0.002031143521890044,2.9072265625,674.629442432,0.0,0.8720703125,0.8720703125,0.0
-3109.69970703125,13015040.0,783.0224609375,13015040.0,0.0,0.0,1774215777.239711,0.0779917761683464,0.0,0.0,,0.0,44753.464974966424,2754.083984375,0.0016314800595864654,0.9130859375,683.255316563,0.0,0.0,0.0,0.0
-2347.35546875,13268992.0,589.5478515625,13268992.0,0.0,0.0,1774215785.8656688,0.08103525638580322,0.0,0.0,,0.0,45059.42424585722,2035.8299560546875,0.0014618376735597849,0.8681640625,691.935870529,0.0,0.0,0.0,0.0
-3112.24462890625,13522944.0,785.5537109375,13522944.0,0.0,0.0,1774215794.5461712,0.0649784728884697,0.0,0.0,,0.0,44845.011192729085,2765.137939453125,0.002397416392341256,0.0,700.565748373,0.0,0.0,0.0,0.0
-3034.774169921875,13776896.0,762.8125,13776896.0,0.0,0.0,1774215831.3427436,0.07595757395029068,0.0,0.0,"{'_type': 'html-file', 'sha256': '188ba25713561981cb3a5c2b1221c23d312e5dc77fb79b5ca45dc6e609d04c1a', 'path': 'media/html/render_13776896_188ba25713561981cb3a.html', 'size': 3935489.0}",0.0,44971.10414443148,2639.224365234375,0.0029673005919903517,1.8388671875,728.731852601,0.0,0.0,0.0,0.0
-2671.65625,14030848.0,673.8427734375,14030848.0,0.0,0.0,1774215831.572375,0.08615660667419434,0.0,0.0,,0.0,44810.2845092743,2315.481201171875,0.0021374698262661695,8.142578125,737.618216636,0.0,0.0,0.0,0.0
-2935.400634765625,14284800.0,740.2431640625,14284800.0,0.0,0.0,1774215840.228532,0.09085541218519211,0.0,0.0,,0.0,44846.52169487427,2508.8984375,0.002615962643176317,1.1669921875,746.288782395,0.0,0.0,0.0,0.0
-3075.274658203125,14538752.0,773.330078125,14538752.0,0.0,0.0,1774215848.8986337,0.10143037885427475,0.0,0.0,,0.0,44939.433421470974,2686.432861328125,0.0020781904458999634,3.693359375,754.929138447,0.0,0.0,0.0,0.0
-3117.50048828125,14792704.0,784.58203125,14792704.0,0.0,0.0,1774215857.539485,0.10857082158327103,0.0,0.0,,0.0,44927.85360045608,2735.904296875,0.0015345800202339888,3.203125,763.601319846,0.0,0.0,0.0,0.0
-2951.44091796875,15046656.0,742.134765625,15046656.0,0.0,0.0009765625,1774215894.4111233,0.10606195777654648,0.0,0.0,"{'_type': 'html-file', 'sha256': 'b66747d172d8308f3cdb78002597e1b3d1112161e3f8349501aa093d622e9a8f', 'path': 'media/html/render_15046656_b66747d172d8308f3cdb.html', 'size': 3923957.0}",0.0,44901.62064181782,2553.519775390625,0.002049163682386279,3.408203125,791.80018865,0.0,0.720703125,0.720703125,0.0
-2733.890869140625,15300608.0,686.3671875,15300608.0,0.0,0.0,1774215894.597881,0.12039390951395035,0.0,0.0,,0.0,44907.477833646706,2349.728515625,0.001172765507362783,5.9873046875,800.706411297,0.0,0.0,0.0,0.0
-2508.3369140625,15554560.0,630.587890625,15554560.0,0.0,0.0,1774215903.316656,0.1085919588804245,0.0,0.0,,0.0,44599.90916348447,2192.947021484375,0.0013040832709521055,4.08984375,809.340663335,0.0,0.0,0.0,0.0
-2258.880859375,15808512.0,566.83984375,15808512.0,0.0,0.0,1774215911.950998,0.10138706117868423,0.0,0.0,,0.0,44997.11423362043,2082.49609375,0.001474237535148859,2.673828125,818.028463499,0.0,0.0,0.0,0.0
-2901.537109375,16062464.0,727.6005859375,16062464.0,0.0,0.0,1774215920.6387677,0.09246332198381424,0.0,0.0,,0.0,44798.23415856456,2673.47314453125,0.0014046522555872798,0.0,826.670812,0.0,0.0,0.0,0.0
-2990.64013671875,16316416.0,749.861328125,16316416.0,0.0,0.0,1774215958.6479023,0.08436618745326996,0.0,0.0,"{'_type': 'html-file', 'sha256': 'c3139c46c7639662a2d2bea0964e1f9df6c8a78d4b79abf578a635b10bb8fd52', 'path': 'media/html/render_16316416_c3139c46c7639662a2d2.html', 'size': 3997165.0}",0.0,44957.849454297975,2578.7490234375,0.0015757037326693535,7.1728515625,856.037009376,0.0,0.0,0.0,0.0
-2354.7724609375,16570368.0,590.2900390625,16570368.0,0.0,0.0,1774215958.8380446,0.07952148467302322,0.0,0.0,,0.0,44806.02449543096,2006.645751953125,0.0016505299136042595,4.6083984375,864.900903407,0.0,0.0,0.0,0.0
-2415.059326171875,16824320.0,606.150390625,16824320.0,0.0,0.0,1774215967.511202,0.07234805822372437,0.0,0.0,,0.0,44733.16438261182,2112.67626953125,0.0018756650388240814,2.8232421875,873.594195372,0.0,0.0,0.0,0.0
-3184.08447265625,17078272.0,797.4423828125,17078272.0,0.0,0.0,1774215976.2045412,0.07316004484891891,0.0,0.0,,0.0,44774.16230063837,2786.56201171875,0.00205608899705112,0.978515625,882.23673149,0.0,0.0,0.0,0.0
-2377.17822265625,17332224.0,596.3544921875,17332224.0,0.0,0.0,1774215984.847186,0.07782658189535141,0.0,0.0,,0.0,44932.3415180933,2030.361572265625,0.001310089137405157,4.494140625,890.925449047,0.0,0.0,0.0,0.0
-2172.261962890625,17586176.0,545.6279296875,17586176.0,0.0,0.0,1774216021.9016514,0.07623395323753357,0.0,0.0,"{'_type': 'html-file', 'sha256': '50183fe81ff1a748828da8fe1f0a1775188c4ffdd3744e674957e2ca853243ea', 'path': 'media/html/render_17586176_50183fe81ff1a748828d.html', 'size': 4014065.0}",0.0,44812.80131398482,1899.19189453125,0.0011464166454970837,4.5380859375,919.290786895,0.0,0.0,0.0,0.0
-2604.994873046875,17840128.0,653.01953125,17840128.0,0.0,0.001953125,1774216022.1071148,0.07873789221048355,0.0,0.0,,0.0,45105.996019127124,2300.873046875,0.0011779391206800938,4.5478515625,928.211551596,0.0,0.9072265625,0.9072265625,0.0
-2455.3515625,18094080.0,616.404296875,18094080.0,0.0,0.0,1774216030.8218057,0.09060554951429367,0.0,0.0,,0.0,44654.99687367364,2144.74560546875,0.0007881255587562919,3.607421875,936.837891347,0.0,0.0,0.0,0.0
-2649.271484375,18348032.0,664.2177734375,18348032.0,0.0,0.0,1774216039.4482262,0.08463715761899948,0.0,0.0,,0.0,45034.617778814485,2282.08349609375,0.0009672809974290431,1.1552734375,945.543499206,0.0,0.0,0.0,0.0
-2005.447509765625,18601984.0,503.087890625,18601984.0,0.0,0.0,1774216048.15379,0.07832321524620056,0.0,0.0,,0.0,44671.134572167546,1801.9732666015625,0.001222484395839274,3.8046875,954.165711841,0.0,0.0,0.0,0.0
-2608.772216796875,18855936.0,654.125,18855936.0,0.0,0.0,1774216085.232436,0.09007905423641205,0.0,0.0,"{'_type': 'html-file', 'sha256': 'fdd848d721324ea7efb3fd56899bfb43f8589ae61f45692a2f88a5b982c5dd28', 'path': 'media/html/render_18855936_fdd848d721324ea7efb3.html', 'size': 3955753.0}",0.0,45072.47951633674,2310.48779296875,0.0008341026841662824,7.1728515625,982.621497365,0.0,0.0,0.0,0.0
-2784.8203125,19109888.0,698.2900390625,19109888.0,0.0,0.0,1774216085.4130373,0.08818092942237854,0.0,0.0,,0.0,44953.00735815888,2479.56201171875,0.000919790065381676,3.9638671875,991.443936064,0.0,0.0,0.0,0.0
-3077.369873046875,19363840.0,771.736328125,19363840.0,0.0,0.001953125,1774216094.054352,0.09230520576238632,0.0,0.0,,0.0,44973.94857174874,2659.09619140625,0.00087666668696329,14.0244140625,1000.108718606,0.0,1.7958984375,1.7958984375,0.0
-2576.236328125,19617792.0,645.8837890625,19617792.0,0.0,0.0,1774216102.7190816,0.08139588683843613,0.0,0.0,,0.0,44958.55915947503,2237.48095703125,0.0012671039439737797,2.3857421875,1008.722967253,0.0,0.0,0.0,0.0
-3221.90087890625,19871744.0,807.65625,19871744.0,0.0,0.0,1774216111.33342,0.08552182465791702,0.0,0.0,,0.0,45092.61016376274,2821.715087890625,0.0008805078687146306,2.0283203125,1017.43487635,0.0,0.0,0.0,0.0
-3049.17919921875,20125696.0,765.3369140625,20125696.0,0.0,0.0,1774216148.8902586,0.08829084783792496,0.0,0.0,"{'_type': 'html-file', 'sha256': 'cd030987d15d48db3750f48bc1003c7faf71db3635763438b371c1c001ed3905', 'path': 'media/html/render_20125696_cd030987d15d48db3750.html', 'size': 4000449.0}",0.0,44659.92852445099,2635.74169921875,0.0008171343361027539,4.19921875,1046.279372075,0.0,0.0,0.0,0.0
-2371.72998046875,20379648.0,594.6669921875,20379648.0,0.0,0.0,1774216149.0954087,0.08928461372852325,0.0,0.0,,0.0,44958.420632373054,2178.457275390625,0.0006046373746357858,2.6484375,1055.205734279,0.0,0.0,0.0,0.0
-2862.89208984375,20633600.0,718.697265625,20633600.0,0.0,0.0,1774216157.815892,0.08714146912097931,0.0,0.0,,0.0,44616.784510423655,2542.20703125,0.0005775183672085404,1.697265625,1063.838355062,0.0,0.0,0.0,0.0
-2403.43896484375,20887552.0,603.55859375,20887552.0,0.0,0.0,1774216166.4485795,0.07988926768302917,0.0,0.0,,0.0,45019.753854747505,2096.9248046875,0.0008725497173145413,3.111328125,1072.52877023,0.0,0.0,0.0,0.0
-2203.927734375,21141504.0,553.1962890625,21141504.0,0.0,0.001953125,1774216175.1389387,0.06454285234212875,0.0,0.0,,0.0,44857.99728077169,1896.800048828125,0.0012070570373907685,7.64453125,1081.185566256,0.0,0.923828125,0.923828125,0.0
-2286.975341796875,21395456.0,573.412109375,21395456.0,0.0,0.0,1774216212.3779202,0.06023634597659111,0.0,0.0,"{'size': 3928181.0, '_type': 'html-file', 'sha256': 'b464f62d4dbd4b0506b72531459c9a1d845837bfd590df0c5e157fc61799326e', 'path': 'media/html/render_21395456_b464f62d4dbd4b0506b7.html'}",0.0,44819.037043479584,1997.625,0.0011651378590613604,1.1279296875,1109.767059922,0.0,0.0,0.0,0.0
-2200.454833984375,21649408.0,552.5771484375,21649408.0,0.0,0.001953125,1774216212.557931,0.05551580712199211,0.0,0.0,,0.0,44897.9128865275,1918.6773681640625,0.0010234876535832882,8.64453125,1118.64966213,0.0,0.9638671875,0.9638671875,0.0
-2343.420654296875,21903360.0,587.8701171875,21903360.0,0.0,0.0,1774216221.2599082,0.05356086045503616,0.0,0.0,,0.0,44535.3989379592,2049.219482421875,0.0013127835700288415,3.0400390625,1127.398120175,0.0,0.0,0.0,0.0
-2513.3779296875,22157312.0,631.14453125,22157312.0,0.0,0.0,1774216230.0085495,0.06633249670267105,0.0,0.0,,0.0,44339.8174187674,2202.74755859375,0.0006636996404267848,6.78125,1136.082380124,0.0,0.0,0.0,0.0
-1817.4686279296875,22411264.0,455.380859375,22411264.0,0.0,0.0,1774216238.6923432,0.06268489360809326,0.0,0.0,,0.0,44608.65069187155,1608.567138671875,0.0008120807469822466,2.8408203125,1144.78697905,0.0,0.0,0.0,0.0
-2652.3818359375,22665216.0,665.3623046875,22665216.0,0.0,0.0,1774216275.678692,0.07011967897415161,0.0,0.0,"{'_type': 'html-file', 'sha256': '0ebe56add0d709aab3700b1769584f6f963323991e42d6cc20a5aebae8dbf616', 'path': 'media/html/render_22665216_0ebe56add0d709aab370.html', 'size': 3986101.0}",0.0,44656.93457920572,2281.46240234375,0.0005049137980677187,3.583984375,1173.067779085,0.0,0.0,0.0,0.0
-2329.607666015625,22919168.0,585.708984375,22919168.0,0.0,0.0009765625,1774216275.870292,0.06724853068590164,0.0,0.0,,0.0,44840.26321429878,2040.740234375,0.0006827542092651129,5.59765625,1181.968999709,0.0,0.8935546875,0.8935546875,0.0
-2346.845458984375,23173120.0,589.125,23173120.0,0.0,0.0,1774216284.5793135,0.07137463986873627,0.0,0.0,,0.0,44684.36693076605,2066.642578125,0.0004734011017717421,2.775390625,1190.617759485,0.0,0.0,0.0,0.0
-2816.888427734375,23427072.0,706.7822265625,23427072.0,0.0,0.0,1774216293.227783,0.06745227426290512,0.0,0.0,,0.0,44884.17738562888,2468.07861328125,0.0007031592540442944,0.091796875,1199.314000656,0.0,0.0,0.0,0.0
-2285.06103515625,23681024.0,572.6025390625,23681024.0,0.0,0.0,1774216301.9243054,0.06385256350040436,0.0,0.0,,0.0,44700.9404495476,1996.141357421875,0.0006934070261195302,0.2255859375,1207.95167222,0.0,0.0,0.0,0.0
-2537.21240234375,23934976.0,635.7080078125,23934976.0,0.0,0.0,1774216338.499522,0.06442122161388397,0.0,0.0,"{'sha256': '2920356a894377326ab2274a0197396b88f26636a8d78a4c06958adcc32fe2f7', 'path': 'media/html/render_23934976_2920356a894377326ab2.html', 'size': 3902557.0, '_type': 'html-file'}",0.0,44968.531557792616,2196.37353515625,0.0006070381496101618,1.9375,1235.88866301,0.0,0.0,0.0,0.0
-1853.4227294921875,24188928.0,464.580078125,24188928.0,0.0,0.001953125,1774216338.7078085,0.06655050814151764,0.0,0.0,,0.0,44836.45423130737,1654.8682861328125,0.0010194984497502446,5.4150390625,1244.781075982,0.0,1.826171875,1.826171875,0.0
-2250.1875,24442880.0,564.1796875,24442880.0,0.0,0.0,1774216347.391422,0.07068230211734772,0.0,0.0,,0.0,44671.43432639778,2013.572998046875,0.0010089664719998837,0.103515625,1253.457734419,0.0,0.0,0.0,0.0
-2107.17578125,24696832.0,528.2109375,24696832.0,0.0,0.0,1774216356.0681713,0.06660889089107513,0.0,0.0,,0.0,44898.25922058716,1810.519775390625,0.0011601868318393826,0.0322265625,1262.094982425,0.0,0.0,0.0,0.0
