eval/episode_reward_ctrl,_step,eval/episode_reward_survive,step,training/entropy,eval/episode_success_any,_timestamp,training/actor_loss,eval/episode_reward_near,training/alpha_loss,render,training/log_alpha,training/sps,eval/episode_dist,training/critic_loss,eval/episode_success_easy,_runtime,eval/episode_success_hard,eval/episode_reward,eval/episode_success,eval/episode_reward_dist
-2095.11328125,24950784.0,525.54296875,24950784.0,0.0,0.0,1774216364.7054203,0.07258418947458267,0.0,0.0,,0.0,44995.60877634804,1860.7435302734375,0.0011238664155825973,3.7578125,1270.776760142,0.0,0.0,0.0,0.0
-1779.27587890625,25204736.0,446.3984375,25204736.0,0.0,0.0,1774216402.207677,0.06362905353307724,0.0,0.0,"{'sha256': 'a7221b8fba1c56b70d6b813c9673442ad80ae210fe8b05d3fe2ab4ea21691fbb', 'path': 'media/html/render_25204736_a7221b8fba1c56b70d6b.html', 'size': 4022193.0, '_type': 'html-file'}",0.0,44853.69608109133,1560.3243408203125,0.0012011355720460415,2.9189453125,1299.596797995,0.0,0.0,0.0,0.0
-2908.66015625,25458688.0,728.7392578125,25458688.0,0.0,0.0,1774216402.4139948,0.06368271261453629,0.0,0.0,,0.0,44898.16459326441,2573.66845703125,0.0011512694181874394,0.94140625,1308.515076108,0.0,0.0,0.0,0.0
-2526.66796875,25712640.0,633.79296875,25712640.0,0.0,0.0,1774216411.1255443,0.05837954208254814,0.0,0.0,,0.0,44659.98469986816,2168.4599609375,0.0016908081015571952,3.3603515625,1317.152179993,0.0,0.0,0.0,0.0
-1805.447998046875,25966592.0,453.0322265625,25966592.0,0.0,0.0,1774216419.7625742,0.04738137498497963,0.0,0.0,,0.0,44965.47711205762,1561.827392578125,0.0018687520641833544,6.345703125,1325.843959888,0.0,0.0,0.0,0.0
-2155.081787109375,26220544.0,540.189453125,26220544.0,0.0,0.0,1774216428.4543328,0.04052687808871269,0.0,0.0,,0.0,44791.42407367723,1918.6339111328125,0.0024010506458580494,1.1005859375,1334.472286869,0.0,0.0,0.0,0.0
-1865.27490234375,26474496.0,467.48828125,26474496.0,0.0,0.0,1774216465.6062753,0.05255969986319542,0.0,0.0,"{'sha256': '649c042aad76a5f8bbcfd8b566d476310d150507650842e3b3d90b73f2c1ad5b', 'path': 'media/html/render_26474496_649c042aad76a5f8bbcf.html', 'size': 3949237.0, '_type': 'html-file'}",0.0,45008.117394179346,1588.471435546875,0.001785082509741187,3.3505859375,1362.99533129,0.0,0.0,0.0,0.0
-1473.89697265625,26728448.0,369.9130859375,26728448.0,0.0,0.0,1774216465.8227563,0.05647159367799759,0.0,0.0,,0.0,44683.20473290847,1241.3671875,0.0013492784928530455,4.5966796875,1371.89543539,0.0,0.0,0.0,0.0
-1764.6920166015625,26982400.0,442.3896484375,26982400.0,0.0,0.0,1774216474.5058637,0.059696588665246964,0.0,0.0,,0.0,44646.80046115874,1532.123779296875,0.0011559007689356804,2.265625,1380.605739938,0.0,0.0,0.0,0.0
-1968.7967529296875,27236352.0,493.6416015625,27236352.0,0.0,0.0,1774216483.2157433,0.06594737619161606,0.0,0.0,,0.0,44654.100156728215,1712.6474609375,0.0007947302656248212,3.193359375,1389.223747097,0.0,0.0,0.0,0.0
-1515.575439453125,27490304.0,379.9921875,27490304.0,0.0,0.0,1774216491.8341966,0.06833823770284653,0.0,0.0,,0.0,45057.579156908054,1306.8612060546875,0.0005980505957268178,0.5341796875,1397.912587109,0.0,0.0,0.0,0.0
-1794.3046875,27744256.0,449.4677734375,27744256.0,0.0,0.0,1774216529.278344,0.06706279516220093,0.0,0.0,"{'_type': 'html-file', 'sha256': 'c19b74095d66aed11e060acd753aee794b07c01114efafdcb2cd84d245d6bf76', 'path': 'media/html/render_27744256_c19b74095d66aed11e06.html', 'size': 3966045.0}",0.0,44770.61105388903,1555.3648681640625,0.0007007225067354739,3.603515625,1426.667439185,0.0,0.0,0.0,0.0
-1597.697265625,27998208.0,400.6982421875,27998208.0,0.0,0.0009765625,1774216529.4900222,0.06489692628383636,0.0,0.0,,0.0,44840.53881498178,1378.644287109375,0.0007766604539938271,0.25390625,1435.617443471,0.0,0.005859375,0.005859375,0.0
-1901.310791015625,28252160.0,476.8447265625,28252160.0,0.0,0.0,1774216538.2277012,0.06071764975786209,0.0,0.0,,0.0,44495.26812922574,1655.5506591796875,0.0006017287378199399,3.0068359375,1444.246996303,0.0,0.0,0.0,0.0
-2159.92822265625,28506112.0,541.74609375,28506112.0,0.0,0.0,1774216546.8574345,0.061898373067379,0.0,0.0,,0.0,45017.19662769959,1864.111328125,0.000496330379974097,1.916015625,1452.94268962,0.0,0.0,0.0,0.0
-1591.6279296875,28760064.0,399.00390625,28760064.0,0.0,0.0,1774216555.5530357,0.05193930119276047,0.0,0.0,,0.0,44745.083884774605,1375.18798828125,0.0007517094491049647,1.046875,1461.590042443,0.0,0.0,0.0,0.0
-1653.6083984375,29014016.0,414.8515625,29014016.0,0.0,0.0,1774216593.194675,0.05000226944684982,0.0,0.0,"{'size': 4005501.0, '_type': 'html-file', 'sha256': '77cf5299ec761e6cf668900ef6514bdcde41705ecfea0c272c0a83ddf8f78e21', 'path': 'media/html/render_29014016_77cf5299ec761e6cf668.html'}",0.0,44884.31734696251,1453.7391357421875,0.0009616126772016287,3.134765625,1490.583788326,0.0,0.0,0.0,0.0
-2043.1376953125,29267968.0,512.4521484375,29267968.0,0.0,0.0009765625,1774216593.3988929,0.056123360991477966,0.0,0.0,,0.0,44878.02373266523,1825.8736572265625,0.00042288709664717317,0.12109375,1499.453095679,0.0,0.044921875,0.044921875,0.0
-2243.146484375,29521920.0,562.62890625,29521920.0,0.0,0.0,1774216602.063196,0.04877860099077225,0.0,0.0,,0.0,44841.79605011478,2003.15380859375,0.0007320651202462614,0.1953125,1508.123941863,0.0,0.0,0.0,0.0
-2088.9423828125,29775872.0,523.5537109375,29775872.0,0.0,0.0,1774216610.734031,0.04125908017158508,0.0,0.0,,0.0,44893.49806861151,1830.545654296875,0.0010068498086184263,2.94921875,1516.749967195,0.0,0.0,0.0,0.0
-2864.58251953125,30029824.0,717.9189453125,30029824.0,0.0,0.0,1774216619.3603795,0.04134506359696388,0.0,0.0,,0.0,45058.93817987256,2482.597900390625,0.0008922936394810677,3.0224609375,1525.427953238,0.0,0.0,0.0,0.0
-2860.68359375,30283776.0,716.9638671875,30283776.0,0.0,0.0,1774216656.5111527,0.04896730184555054,0.0,0.0,"{'_type': 'html-file', 'sha256': '8848171bd87912c637d8fa58abc3e509eeffd8ce445dcfa3094705d25c49a855', 'path': 'media/html/render_30283776_8848171bd87912c637d8.html', 'size': 3975705.0}",0.0,44873.9644558725,2504.06005859375,0.0005871978355571628,5.466796875,1553.900229514,0.0,0.0,0.0,0.0
-2305.64794921875,30537728.0,577.82421875,30537728.0,0.0,0.0,1774216656.7384717,0.05104586109519005,0.0,0.0,,0.0,45174.121379762764,1998.38623046875,0.000609575305134058,1.8955078125,1562.848609464,0.0,0.0,0.0,0.0
-2245.82275390625,30791680.0,562.6689453125,30791680.0,0.0,0.0,1774216665.4588509,0.050542499870061874,0.0,0.0,,0.0,44614.32704834331,2003.899169921875,0.0006261732196435332,4.2998046875,1571.453026107,0.0,0.0,0.0,0.0
-1911.100830078125,31045632.0,478.8173828125,31045632.0,0.0,0.0,1774216674.063367,0.05267755314707756,0.0,0.0,,0.0,45184.12256157187,1696.998046875,0.000735780515242368,0.6513671875,1580.109592617,0.0,0.0,0.0,0.0
-1912.1212158203125,31299584.0,479.5703125,31299584.0,0.0,0.0,1774216682.7198195,0.05066100135445595,0.0,0.0,,0.0,45004.37681874146,1692.641845703125,0.0008318090694956481,2.6044921875,1588.711908267,0.0,0.0,0.0,0.0
-2011.65087890625,31553536.0,504.27734375,31553536.0,0.0,0.0,1774216718.960114,0.04157201573252678,0.0,0.0,"{'sha256': '94e93e96f5efe02b1a3a0407deeec40c9a6e0fd5cd4688ec4af14c368b715105', 'path': 'media/html/render_31553536_94e93e96f5efe02b1a3a.html', 'size': 3955757.0, '_type': 'html-file'}",0.0,45172.44313284449,1801.5430908203125,0.0008843581890687346,0.9296875,1616.349212206,0.0,0.0,0.0,0.0
-1986.612548828125,31807488.0,498.1064453125,31807488.0,0.0,0.0,1774216719.1623485,0.044961895793676376,0.0,0.0,,0.0,44908.04773251336,1734.516845703125,0.0009083391632884741,0.1142578125,1625.190695237,0.0,0.0,0.0,0.0
-2618.85888671875,32061440.0,656.5888671875,32061440.0,0.0,0.0,1774216727.800788,0.045126836746931076,0.0,0.0,,0.0,44989.61455810068,2305.14990234375,0.0009497530991211534,3.7275390625,1633.853836788,0.0,0.0,0.0,0.0
-2187.2138671875,32315392.0,548.8740234375,32315392.0,0.0,0.0,1774216736.4641652,0.03871559351682663,0.0,0.0,,0.0,44985.43057495261,1889.53466796875,0.0011151449289172888,2.359375,1642.454630301,0.0,0.0,0.0,0.0
-2356.340087890625,32569344.0,590.56640625,32569344.0,0.0,0.0,1774216745.0649748,0.03865278884768486,0.0,0.0,,0.0,45153.28815347521,2005.2999267578125,0.001070245518349111,5.42578125,1651.135734779,0.0,0.0,0.0,0.0
-2175.1640625,32823296.0,545.74609375,32823296.0,0.0,0.0,1774216782.9414997,0.04397597536444664,0.0,0.0,"{'_type': 'html-file', 'sha256': 'afe9ef2358b94690820450f1011c8a7c7ddc758f1fd6735cbd73a47ad4fd16ec', 'path': 'media/html/render_32823296_afe9ef2358b946908204.html', 'size': 3971805.0}",0.0,44821.91884972638,1933.8310546875,0.0008701166370883584,4.166015625,1680.330632337,0.0,0.0,0.0,0.0
-1935.47802734375,33077248.0,485.091796875,33077248.0,0.0,0.0,1774216783.1542745,0.04335779696702957,0.0,0.0,,0.0,45178.54557568304,1666.4345703125,0.0009334240457974374,1.9716796875,1689.252549324,0.0,0.0,0.0,0.0
-2443.971923828125,33331200.0,611.94140625,33331200.0,0.0,0.0,1774216791.8626993,0.04329207167029381,0.0,0.0,,0.0,44728.2954313895,2142.0078125,0.0010178496595472097,1.9287109375,1697.890321913,0.0,0.0,0.0,0.0
-2039.6429443359375,33585152.0,510.9208984375,33585152.0,0.0,0.0,1774216800.5005555,0.05302726477384567,0.0,0.0,,0.0,44946.47445855661,1787.769287109375,0.0010650329058989882,1.96875,1706.56486733,0.0,0.0,0.0,0.0
-2027.51611328125,33839104.0,507.865234375,33839104.0,0.0,0.0009765625,1774216809.1751635,0.053687646985054016,0.0,0.0,,0.0,44874.5580816212,1754.1513671875,0.0008033789927139878,1.8701171875,1715.187620159,0.0,0.0166015625,0.0166015625,0.0
-2013.345947265625,34093056.0,504.23046875,34093056.0,0.0,0.0,1774216846.4337459,0.05463782697916031,0.0,0.0,"{'_type': 'html-file', 'sha256': '07658c4cfbf2a87816f7ebd8b9f70d86209db7c054595bc7602b955b9c01a5e9', 'path': 'media/html/render_34093056_07658c4cfbf2a87816f7.html', 'size': 3901245.0}",0.0,45052.999491037146,1721.7076416015625,0.0007193959900178015,4.037109375,1743.822811007,0.0,0.0,0.0,0.0
-1948.66015625,34347008.0,487.966796875,34347008.0,0.0,0.0,1774216846.6507926,0.05078604444861412,0.0,0.0,,0.0,44937.33083013951,1694.666748046875,0.0010442162165418267,0.0244140625,1752.694767243,0.0,0.0,0.0,0.0
-2162.50439453125,34600960.0,541.5576171875,34600960.0,0.0,0.0,1774216855.3052526,0.05782002955675125,0.0,0.0,,0.0,44936.19714297165,1902.0465087890625,0.0012390919728204608,0.0234375,1761.379846141,0.0,0.0,0.0,0.0
-1932.0439453125,34854912.0,483.9033203125,34854912.0,0.0,0.0,1774216863.9902992,0.06488582491874695,0.0,0.0,,0.0,44781.097042144735,1691.65234375,0.0006929285591468215,4.84375,1769.984041984,0.0,0.0,0.0,0.0
-2116.95361328125,35108864.0,530.021484375,35108864.0,0.0,0.0,1774216872.5944717,0.06318902224302292,0.0,0.0,,0.0,45180.845196866656,1867.584716796875,0.0006195915048010647,3.8671875,1778.693117219,0.0,0.0,0.0,0.0
-1526.066162109375,35362816.0,382.205078125,35362816.0,0.0,0.0,1774216910.0465226,0.06210186704993248,0.0,0.0,"{'_type': 'html-file', 'sha256': 'c4499d5cbf4ff4b3290fa87a3fb20441582bcac1fdd975772d55044b4f3299ed', 'path': 'media/html/render_35362816_c4499d5cbf4ff4b3290f.html', 'size': 3923241.0}",0.0,44636.91411594698,1316.1884765625,0.0005714986473321915,0.0556640625,1807.435644998,0.0,0.0,0.0,0.0
-1754.045166015625,35616768.0,439.29296875,35616768.0,0.0,0.0,1774216910.234046,0.05233205109834671,0.0,0.0,,0.0,44981.07831034959,1504.228271484375,0.0008660495514050126,0.0,1816.36236867,0.0,0.0,0.0,0.0
-1801.693115234375,35870720.0,450.9560546875,35870720.0,0.0,0.0009765625,1774216918.9727342,0.04354912042617798,0.0,0.0,,0.0,44456.94628622067,1555.442626953125,0.0009308793232776225,0.0341796875,1824.984524505,0.0,0.0283203125,0.0283203125,0.0
-1969.767578125,36124672.0,492.9951171875,36124672.0,0.0,0.0,1774216927.5948925,0.04137127101421356,0.0,0.0,,0.0,45068.76446762318,1728.388427734375,0.0010473671136423945,2.435546875,1833.67915899,0.0,0.0,0.0,0.0
-1979.191162109375,36378624.0,495.8173828125,36378624.0,0.0,0.0,1774216936.2895393,0.05548744648694992,0.0,0.0,,0.0,44777.151279788115,1730.0098876953125,0.0007807445945218205,1.220703125,1842.348108879,0.0,0.0,0.0,0.0
-1703.697509765625,36632576.0,426.59765625,36632576.0,0.0,0.0,1774216973.3448036,0.052749380469322205,0.0,0.0,"{'_type': 'html-file', 'sha256': 'eb0e2350487ea54e49bc5fe919e169f5fdec1adac53ec946f9afab9b3d9bc112', 'path': 'media/html/render_36632576_eb0e2350487ea54e49bc.html', 'size': 3975617.0}",0.0,44736.268140773405,1480.789306640625,0.0006947501678951085,1.9384765625,1870.733941204,0.0,0.0,0.0,0.0
-2095.797119140625,36886528.0,525.056640625,36886528.0,0.0,0.0,1774216973.5570977,0.05150746554136276,0.0,0.0,,0.0,44676.49328582893,1846.211181640625,0.0007059741183184087,2.08984375,1879.606492359,0.0,0.0,0.0,0.0
-1842.5909423828125,37140480.0,461.5,37140480.0,0.0,0.0009765625,1774216982.2168033,0.050157330930233,0.0,0.0,,0.0,44858.2428726205,1614.9195556640625,0.0008089828188531101,0.974609375,1888.305704396,0.0,0.8974609375,0.8974609375,0.0
-1802.661376953125,37394432.0,451.6044921875,37394432.0,0.0,0.0,1774216990.915987,0.045372918248176575,0.0,0.0,,0.0,44718.08760027546,1583.3564453125,0.0011620696168392897,1.296875,1896.930427241,0.0,0.0,0.0,0.0
-1789.213623046875,37648384.0,448.2861328125,37648384.0,0.0,0.0,1774216999.540738,0.04843057319521904,0.0,0.0,,0.0,45042.49436268906,1623.662353515625,0.0007780236192047596,1.8388671875,1905.630536937,0.0,0.0,0.0,0.0
-1550.85791015625,37902336.0,388.345703125,37902336.0,0.0,0.0,1774217037.5261264,0.04380519315600395,0.0,0.0,"{'path': 'media/html/render_37902336_5be399e65c322f479dfe.html', 'size': 3999853.0, '_type': 'html-file', 'sha256': '5be399e65c322f479dfe304035b8319e499a552e27d544bbfc99f90c761305b8'}",0.0,44721.2493514979,1388.163818359375,0.0011403048411011696,2.23828125,1934.915246194,0.0,0.0,0.0,0.0
-1693.238525390625,38156288.0,424.31640625,38156288.0,0.0,0.0,1774217037.762944,0.04533182829618454,0.0,0.0,,0.0,45122.51491554566,1498.98583984375,0.0008968427428044379,0.9833984375,1943.872817194,0.0,0.0,0.0,0.0
-1401.099609375,38410240.0,351.0224609375,38410240.0,0.0,0.0,1774217046.4832625,0.0477568581700325,0.0,0.0,,0.0,44602.83569967536,1247.37353515625,0.0009718415676616132,0.9345703125,1952.474886196,0.0,0.0,0.0,0.0
-1520.572265625,38664192.0,380.9248046875,38664192.0,0.0,0.0,1774217055.0853043,0.04574895650148392,0.0,0.0,,0.0,45207.898642131404,1345.527587890625,0.0009128638776019216,0.16015625,1961.172090205,0.0,0.0,0.0,0.0
-1978.3486328125,38918144.0,495.4248046875,38918144.0,0.0,0.0,1774217063.7825143,0.044643618166446686,0.0,0.0,,0.0,44655.59969737464,1760.614501953125,0.001113340025767684,3.919921875,1969.795916483,0.0,0.0,0.0,0.0
-2280.657470703125,39172096.0,570.6083984375,39172096.0,0.0,0.0,1774217101.1387706,0.048179011791944504,0.0,0.0,"{'_type': 'html-file', 'sha256': '704f26f6eaf5e9d0b7e0975abcc3e22443692879a14eea2aff8fcd035f68ce53', 'path': 'media/html/render_39172096_704f26f6eaf5e9d0b7e0.html', 'size': 3985925.0}",0.0,45036.57524113647,1986.716064453125,0.0009306828142143786,0.0,1998.527895916,0.0,0.0,0.0,0.0
-1297.4742431640625,39426048.0,324.7998046875,39426048.0,0.0,0.0,1774217101.3322883,0.04468471556901932,0.0,0.0,,0.0,44601.05956202059,1161.598388671875,0.001033474924042821,0.7529296875,2007.389898653,0.0,0.0,0.0,0.0
-2079.083251953125,39680000.0,520.572265625,39680000.0,0.0,0.0,1774217110.0002553,0.04934851452708244,0.0,0.0,,0.0,44787.85878875495,1887.1640625,0.0006745436694473028,0.8076171875,2016.058489206,0.0,0.0,0.0,0.0
-1758.8970947265625,39933952.0,440.23828125,39933952.0,0.0,0.0,1774217118.668841,0.056727126240730286,0.0,0.0,,0.0,44928.51687641426,1572.7584228515625,0.0004034707380924374,0.0400390625,2024.690321004,0.0,0.0,0.0,0.0
-1538.576904296875,40187904.0,385.044921875,40187904.0,0.0,0.0,1774217127.3006375,0.05295603349804878,0.0,0.0,,0.0,45021.430289945274,1362.6109619140625,0.0004613582568708807,1.7060546875,2033.383738451,0.0,0.0,0.0,0.0
-1923.837890625,40441856.0,481.740234375,40441856.0,0.0,0.0,1774217164.1438792,0.05179214850068092,0.0,0.0,"{'_type': 'html-file', 'sha256': 'b9adccdaf1dfb0d99596bf40f892abecd42b0943a512ee36bcc955e199cd60e8', 'path': 'media/html/render_40441856_b9adccdaf1dfb0d99596.html', 'size': 3964817.0}",0.0,44760.32371126405,1748.742431640625,0.0005375990876927972,0.8994140625,2061.532999127,0.0,0.0,0.0,0.0
-1608.7861328125,40695808.0,402.767578125,40695808.0,0.0,0.0,1774217164.35225,0.05404384061694145,0.0,0.0,,0.0,44888.86278200884,1436.039306640625,0.00048507502651773393,0.0,2070.482004334,0.0,0.0,0.0,0.0
-1614.52880859375,40949760.0,404.306640625,40949760.0,0.0,0.0,1774217173.0923045,0.054314784705638885,0.0,0.0,,0.0,44475.67831742396,1418.218505859375,0.0005287204985506833,1.001953125,2079.11981152,0.0,0.0,0.0,0.0
-1993.521728515625,41203712.0,498.998046875,41203712.0,0.0,0.0,1774217181.7299557,0.05116927996277809,0.0,0.0,,0.0,44965.31766202377,1795.4180908203125,0.000605831271968782,0.1181640625,2087.822108467,0.0,0.0,0.0,0.0
-1833.6156005859375,41457664.0,458.8955078125,41457664.0,0.0,0.0,1774217190.4324381,0.05059238150715828,0.0,0.0,,0.0,44699.06457602793,1560.24169921875,0.000423973222495988,2.55859375,2096.443273666,0.0,0.0,0.0,0.0
-1991.466064453125,41711616.0,498.439453125,41711616.0,0.0,0.0,1774217228.576859,0.046811435371637344,0.0,0.0,"{'_type': 'html-file', 'sha256': '8a92f3807529211d086db8492a151afc6f75bbe77ddd72bd26e077c10cd9fcbc', 'path': 'media/html/render_41711616_8a92f3807529211d086d.html', 'size': 4032605.0}",0.0,45089.4071388662,1746.8837890625,0.0005593833629973233,2.04296875,2125.965991811,0.0,0.0,0.0,0.0
-1641.5516357421875,41965568.0,410.8212890625,41965568.0,0.0,0.0,1774217228.827849,0.042543742805719376,0.0,0.0,,0.0,44748.16485830739,1433.69091796875,0.0007315455004572868,0.837890625,2134.912447409,0.0,0.0,0.0,0.0
-1643.406494140625,42219520.0,411.87109375,42219520.0,0.0,0.0,1774217237.5228107,0.04108881577849388,0.0,0.0,,0.0,44640.35438163276,1396.345947265625,0.0008910481119528413,4.3798828125,2143.584486175,0.0,0.0,0.0,0.0
-1498.56787109375,42473472.0,375.0244140625,42473472.0,0.0,0.0,1774217246.1947682,0.04915051534771919,0.0,0.0,,0.0,44932.95753960107,1314.646728515625,0.0005733292200602591,1.1923828125,2152.216191623,0.0,0.0,0.0,0.0
-1376.0419921875,42727424.0,344.6552734375,42727424.0,0.0,0.0,1774217254.826543,0.04635262116789818,0.0,0.0,,0.0,45013.361331793036,1217.8721923828125,0.0005312793073244393,0.1279296875,2160.91234464,0.0,0.0,0.0,0.0
-1644.2281494140625,42981376.0,411.6005859375,42981376.0,0.0,0.0,1774217292.3314924,0.0470685139298439,0.0,0.0,"{'path': 'media/html/render_42981376_fb4543fa9db6c36abe33.html', 'size': 3994365.0, '_type': 'html-file', 'sha256': 'fb4543fa9db6c36abe33dbce455943adc06d5b6965789d81c34f98aa2f5acdaa'}",0.0,44735.0205736211,1463.6875,0.00047015026211738586,0.03515625,2189.720623859,0.0,0.0,0.0,0.0
-1836.755615234375,43235328.0,459.611328125,43235328.0,0.0,0.0009765625,1774217292.5193586,0.045946892350912094,0.0,0.0,,0.0,45022.4236509771,1610.2733154296875,0.0005442093824967742,0.9912109375,2198.644430115,0.0,0.0302734375,0.0302734375,0.0
-997.8213500976562,43489280.0,249.8583984375,43489280.0,0.0,0.0,1774217301.2547762,0.04394005611538887,0.0,0.0,,0.0,44539.32269356319,857.212890625,0.0005170508520677686,0.0,2207.263502173,0.0,0.0,0.0,0.0
-1494.95849609375,43743232.0,374.3603515625,43743232.0,0.0,0.0,1774217309.873987,0.036565981805324554,0.0,0.0,,0.0,45082.54068470402,1276.795654296875,0.0009932731045410037,2.0107421875,2215.934831214,0.0,0.0,0.0,0.0
-1160.620361328125,43997184.0,290.65234375,43997184.0,0.0,0.0,1774217318.5451372,0.04057270288467407,0.0,0.0,,0.0,44949.74446477468,1028.6295166015625,0.0005249147652648389,0.0732421875,2224.556654219,0.0,0.0,0.0,0.0
-1713.1536865234375,44251136.0,429.2626953125,44251136.0,0.0,0.001953125,1774217354.9674566,0.03947160392999649,0.0,0.0,"{'_type': 'html-file', 'sha256': '6823756d6322ab837eabd9bf569b743c9cd702a40db1e85eb42605c100a452d0', 'path': 'media/html/render_44251136_6823756d6322ab837eab.html', 'size': 4086881.0}",0.0,45097.883356753366,1515.1085205078125,0.0009128110250458121,0.1533203125,2252.356637574,0.0,0.025390625,0.025390625,0.0
-1376.4652099609375,44505088.0,344.6513671875,44505088.0,0.0,0.0,1774217355.1810052,0.04103511944413185,0.0,0.0,,0.0,44823.955952035525,1151.71240234375,0.0006833840743638575,0.0478515625,2261.238797071,0.0,0.0,0.0,0.0
-1214.125244140625,44759040.0,303.9482421875,44759040.0,0.0,0.0,1774217363.849019,0.042550913989543915,0.0,0.0,,0.0,44736.45791235609,1044.7076416015625,0.000741364958230406,0.015625,2269.91902829,0.0,0.0,0.0,0.0
-503.3970031738281,45012992.0,126.115234375,45012992.0,0.0,0.0,1774217372.5292609,0.0446675643324852,0.0,0.0,,0.0,44878.72524708746,437.6649169921875,0.0006391450297087431,1.0029296875,2278.557662405,0.0,0.0,0.0,0.0
-1256.331298828125,45266944.0,314.5693359375,45266944.0,0.0,0.0,1774217381.167733,0.04059393331408501,0.0,0.0,,0.0,44941.41864543855,1099.1256103515625,0.0007547663408331573,0.158203125,2287.231039833,0.0,0.0,0.0,0.0
-1101.644287109375,45520896.0,275.84375,45520896.0,0.0,0.0,1774217419.1382773,0.04626579210162163,0.0,0.0,"{'path': 'media/html/render_45520896_8f9e9dd538d7faae3dc6.html', 'size': 4009229.0, '_type': 'html-file', 'sha256': '8f9e9dd538d7faae3dc6d9f58e1adb107972ac64d31bd82b202ae7f27d39c218'}",0.0,44937.80858835243,963.697998046875,0.00043478026054799557,1.2158203125,2316.527428117,0.0,0.0,0.0,0.0
-1694.27001953125,45774848.0,424.150390625,45774848.0,0.0,0.0,1774217419.3770375,0.04030651971697807,0.0,0.0,,0.0,45068.610005040195,1474.591796875,0.0003926952194888145,1.7763671875,2325.504699295,0.0,0.0,0.0,0.0
-1747.56982421875,46028800.0,437.5595703125,46028800.0,0.0,0.0,1774217428.1151195,0.043115224689245224,0.0,0.0,,0.0,44569.434021621586,1561.4459228515625,0.00031062270863913,0.8759765625,2334.13454743,0.0,0.0,0.0,0.0
-1185.40771484375,46282752.0,296.74609375,46282752.0,0.0,0.0,1774217436.7449162,0.041057899594306946,0.0,0.0,,0.0,44958.652143899,1059.8511962890625,0.00025440959143452346,0.7890625,2342.810471048,0.0,0.0,0.0,0.0
-1099.074951171875,46536704.0,275.0625,46536704.0,0.0,0.0,1774217445.4209735,0.03771466389298439,0.0,0.0,,0.0,44902.6768679432,932.855224609375,0.00028002882027067244,2.83984375,2351.44395186,0.0,0.0,0.0,0.0
-2003.43359375,46790656.0,501.337890625,46790656.0,0.0,0.0,1774217481.5428462,0.03534414991736412,0.0,0.0,"{'_type': 'html-file', 'sha256': 'e104b32e27f717519b9c4480a12e786658ebda4f83544d265f663f039e701002', 'path': 'media/html/render_46790656_e104b32e27f717519b9c.html', 'size': 4098841.0}",0.0,44986.456547843896,1738.9749755859375,0.00037717699888162315,0.09375,2378.931918959,0.0,0.0,0.0,0.0
-1238.0328369140625,47044608.0,309.962890625,47044608.0,0.0,0.0009765625,1774217481.7567277,0.040612686425447464,0.0,0.0,,0.0,44887.355101228255,1089.50390625,0.00020687787036877126,1.8916015625,2387.804723547,0.0,0.0166015625,0.0166015625,0.0
-1530.293212890625,47298560.0,382.9599609375,47298560.0,0.0,0.0,1774217490.4152114,0.03284936770796776,0.0,0.0,,0.0,44807.41362333099,1384.280517578125,0.00036423178971745074,0.09375,2396.498801624,0.0,0.0,0.0,0.0
-1861.227294921875,47552512.0,465.7353515625,47552512.0,0.0,0.0,1774217499.108803,0.026470031589269638,0.0,0.0,,0.0,44755.05393845247,1604.5460205078125,0.0005513227079063654,0.7060546875,2405.112527334,0.0,0.0,0.0,0.0
-1453.1119384765625,47806464.0,363.8876953125,47806464.0,0.0,0.0,1774217507.7229872,0.03705824539065361,0.0,0.0,,0.0,45081.084837698225,1258.239013671875,0.000294955592835322,0.71484375,2413.796777398,0.0,0.0,0.0,0.0
-963.80224609375,48060416.0,241.1591796875,48060416.0,0.0,0.0,1774217545.5862465,0.038795825093984604,0.0,0.0,"{'_type': 'html-file', 'sha256': 'cc138c788e83f65849e00d50be6e8de23b72b1d65824db42ef5fbcf09523237b', 'path': 'media/html/render_48060416_cc138c788e83f65849e0.html', 'size': 4030609.0}",0.0,44825.829117837326,849.9285888671875,0.00027389131719246507,0.001953125,2442.975313869,0.0,0.0,0.0,0.0
-1088.7158203125,48314368.0,272.50390625,48314368.0,0.0,0.0,1774217545.7767248,0.03802754357457161,0.0,0.0,,0.0,45062.41902488254,953.6806640625,0.00019399021402932703,0.0,2451.891150474,0.0,0.0,0.0,0.0
-1204.2369384765625,48568320.0,301.2978515625,48568320.0,0.0,0.001953125,1774217554.5015705,0.039063721895217896,0.0,0.0,,0.0,44593.820136358925,1024.380126953125,0.00014833641762379557,2.2578125,2460.527428868,0.0,0.10546875,0.10546875,0.0
-1641.4443359375,48822272.0,410.853515625,48822272.0,0.0,0.0,1774217563.137884,0.03403579816222191,0.0,0.0,,0.0,44949.06349038154,1475.44775390625,0.0002774389577098191,0.0341796875,2469.219699033,0.0,0.0,0.0,0.0
-1018.138916015625,49076224.0,254.8173828125,49076224.0,0.0,0.0,1774217571.8300612,0.03833690658211708,0.0,0.0,,0.0,44772.84110329097,862.3362426757812,0.00018848491890821606,0.060546875,2477.882376959,0.0,0.0,0.0,0.0
