eval/episode_reward_dist,training/sps,training/alpha_loss,eval/episode_dist,_step,eval/episode_success_any,eval/episode_reward,_runtime,eval/episode_reward_ctrl,training/actor_loss,_timestamp,eval/episode_success_hard,render,eval/episode_reward_survive,eval/episode_success,eval/episode_reward_near,eval/episode_success_easy,training/log_alpha,training/critic_loss,step,training/entropy
0.0,42345.72221931344,-1.7211446845522005e-07,2933.072265625,4888576.0,0.0,0.0,290.430602582,-1797.0418701171875,-0.6810509562492371,1773773563.418773,0.0,"{'size': 4147069.0, '_type': 'html-file', 'sha256': 'b67f2251600b9f63e50dcd26dcb7d19af41f9b102a65ff32ebf5d138dd9f40c7', 'path': 'media/html/render_4888576_b67f2251600b9f63e50d.html'}",869.0146484375,0.0,0.0,9.31640625,0.0,0.011813703924417496,4888576.0,0.0
0.0,42261.936626371455,4.323838311393047e-06,2933.9716796875,5142528.0,0.0,0.0,299.713030319,-1796.42529296875,-0.5669389367103577,1773773563.6072643,0.0,,862.765625,0.0,0.0,16.177734375,0.0,0.009782799519598484,5142528.0,0.0
0.0,42133.19784364167,8.072577657003421e-06,2901.814697265625,5396480.0,0.0,0.0,308.718472227,-1738.15185546875,-0.530322253704071,1773773572.7005548,0.0,,858.3740234375,0.0,0.0,19.94921875,0.0,0.0085674449801445,5396480.0,0.0
0.0,42421.57059091751,6.116711119830143e-06,3005.16796875,5650432.0,0.0,0.0,317.744020967,-1848.755859375,-0.5492916703224182,1773773581.7060752,0.0,,871.439453125,0.0,0.0,8.8759765625,0.0,0.011469516903162003,5650432.0,0.0
0.0,42575.873954371724,-3.0074352252995595e-06,2724.30908203125,5904384.0,0.0009765625,0.2275390625,326.739922091,-1722.130615234375,-0.4909469783306122,1773773590.731643,0.0,,808.1455078125,0.2275390625,0.0,18.162109375,0.0,0.01131461001932621,5904384.0,0.0
0.0,42489.062398038295,2.0398427125201124e-07,3104.33837890625,6158336.0,0.0,0.0,355.361083292,-1874.190185546875,-0.4938400387763977,1773773628.3491728,0.0,"{'size': 4141001.0, '_type': 'html-file', 'sha256': 'e560dbfa795bf76fa7395a3844c1be8b5baeb6fba168d26486d8dbc70be54da7', 'path': 'media/html/render_6158336_e560dbfa795bf76fa739.html'}",918.66015625,0.0,0.0,11.0986328125,0.0,0.01131949108093977,6158336.0,0.0
0.0,42568.688348717085,4.339484860338416e-07,3069.952880859375,6412288.0,0.0,0.0,364.570752556,-1906.072021484375,-0.5648913383483887,1773773628.5242617,0.0,,902.3837890625,0.0,0.0,12.1572265625,0.0,0.012128368951380253,6412288.0,0.0
0.0,42260.40741904408,3.084968284383649e-06,3060.63818359375,6666240.0,0.0,0.0,373.609221395,-1880.71484375,-0.46437790989875793,1773773637.5583823,0.0,,904.8818359375,0.0,0.0,9.9638671875,0.0,0.011005355976521969,6666240.0,0.0
0.0,42464.38212462185,3.8320022213156335e-06,3166.03076171875,6920192.0,0.0,0.0,382.610423774,-1947.23828125,-0.48198288679122925,1773773646.5968034,0.0,,923.396484375,0.0,0.0,12.7158203125,0.0,0.01076047495007515,6920192.0,0.0
0.0,42412.83590986093,2.4279449917230522e-06,3015.13427734375,7174144.0,0.0,0.0,391.647493895,-1875.833984375,-0.4594535827636719,1773773655.5979762,0.0,,870.634765625,0.0,0.0,6.0703125,0.0,0.009345948696136475,7174144.0,0.0
0.0,42478.48888624084,7.6154096859681886e-06,2972.514404296875,7428096.0,0.0,0.0,420.210112811,-1935.75927734375,-0.3476083278656006,1773773693.1983237,0.0,"{'path': 'media/html/render_7428096_8c242ac34b58a7c6b4cf.html', 'size': 4120585.0, '_type': 'html-file', 'sha256': '8c242ac34b58a7c6b4cf8ce46625d6ec9265bcdb25585a817288ff34fdb948ae'}",893.365234375,0.0,0.0,22.9072265625,0.0,0.008076595142483711,7428096.0,0.0
0.0,42396.173815605885,-1.8281790516994079e-06,3117.04833984375,7682048.0,0.0,0.0,429.438079458,-1941.8837890625,-0.3407934010028839,1773773693.3702884,0.0,,914.830078125,0.0,0.0,5.2001953125,0.0,0.006996843498200178,7682048.0,0.0
0.0,42400.45541579023,3.988396201748401e-06,3138.826171875,7936000.0,0.0,0.0,438.42396666,-1911.033935546875,-0.3549397885799408,1773773702.4251635,0.0,,926.6240234375,0.0,0.0,16.91796875,0.0,0.00861759390681982,7936000.0,0.0
0.0,42541.978428261704,-5.814309588458855e-06,2990.88720703125,8189952.0,0.0,0.0,447.45849389,-1827.3798828125,-0.34994393587112427,1773773711.4115536,0.0,,886.30859375,0.0,0.0,10.90625,0.0,0.008985094726085663,8189952.0,0.0
0.0,42511.95410992063,9.047790626937058e-06,3079.455322265625,8443904.0,0.0,0.0,456.456293524,-1926.5205078125,-0.3777174651622772,1773773720.4460907,0.0,,900.994140625,0.0,0.0,20.509765625,0.0,0.009419466368854046,8443904.0,0.0
0.0,42482.77526869116,-4.628783244697843e-06,3052.8154296875,8697856.0,0.0,0.0,484.780568777,-1968.990234375,-0.4021728038787842,1773773757.768763,0.0,"{'path': 'media/html/render_8697856_df59ea86a78800bae78d.html', 'size': 4133045.0, '_type': 'html-file', 'sha256': 'df59ea86a78800bae78d0487023b0ae650704db65f8ea038a4917346f830b0d4'}",919.0859375,0.0,0.0,21.3564453125,0.0,0.01039273664355278,8697856.0,0.0
0.0,42398.826719409386,-4.130773959332146e-06,2873.376708984375,8951808.0,0.0,0.0,493.98969483,-1829.129150390625,-0.39490485191345215,1773773757.9411087,0.0,,859.4404296875,0.0,0.0,12.244140625,0.0,0.010123907588422298,8951808.0,0.0
0.0,42211.12465581043,4.6245545490819495e-06,3158.959228515625,9205760.0,0.001953125,0.021484375,503.04519364,-2090.80517578125,-0.33023884892463684,1773773766.977243,0.0,,936.4765625,0.021484375,0.0,17.451171875,0.0,0.008040409535169601,9205760.0,0.0
0.0,42370.8697935914,2.931872984390793e-07,3031.458984375,9459712.0,0.0,0.0,512.047468085,-1901.6439208984375,-0.3272385895252228,1773773776.0327623,0.0,,904.2646484375,0.0,0.0,15.2568359375,0.0,0.008517931215465069,9459712.0,0.0
0.0,42412.90852919828,1.4994328694228898e-06,3271.141357421875,9713664.0,0.001953125,0.6630859375,521.103773601,-2120.56640625,-0.28106263279914856,1773773785.0350983,0.0,,960.4638671875,0.6630859375,0.0,25.7451171875,0.0,0.010006939060986042,9713664.0,0.0
0.0,42350.62844372343,6.133460829005344e-06,3190.12890625,9967616.0,0.0,0.0,550.005510275,-2063.6923828125,-0.25832822918891907,1773773822.9936743,0.0,"{'_type': 'html-file', 'sha256': 'f1f990798f1abd428fbcd5054b435e8a39d5ffcae344ec4fbc43fa3929382042', 'path': 'media/html/render_9967616_f1f990798f1abd428fbc.html', 'size': 4124957.0}",941.015625,0.0,0.0,10.0908203125,0.0,0.00948266126215458,9967616.0,0.0
0.0,42310.191942030986,2.9999789603607496e-06,3026.010986328125,10221568.0,0.0,0.0,559.305764661,-1897.6412353515625,-0.22642777860164642,1773773823.1887188,0.0,,894.2216796875,0.0,0.0,8.3193359375,0.0,0.006729758810251951,10221568.0,0.0
0.0,42058.731654317045,-3.397692012185871e-07,2932.605224609375,10475520.0,0.0,0.0,568.345587265,-1914.598876953125,-0.2557253837585449,1773773832.2931957,0.0,,875.5634765625,0.0,0.0,14.7314453125,0.0,0.006958535872399807,10475520.0,0.0
0.0,42148.35122574461,-4.6381401830331015e-07,3026.67431640625,10729472.0,0.0,0.0,577.452292247,-2110.92041015625,-0.29013240337371826,1773773841.332871,0.0,,908.740234375,0.0,0.0,18.6298828125,0.0,0.007575235795229673,10729472.0,0.0
0.0,42237.55292703165,2.725788590396405e-06,3002.883056640625,10983424.0,0.0,0.0,586.496462714,-2001.5772705078125,-0.2650687098503113,1773773850.4395251,0.0,,895.8623046875,0.0,0.0,14.2744140625,0.0,0.006086425855755806,10983424.0,0.0
0.0,42144.29380600064,6.846982500974264e-07,3094.1103515625,11237376.0,0.0,0.0,614.90417236,-2108.9169921875,-0.2942308783531189,1773773887.8923633,0.0,"{'size': 4205409.0, '_type': 'html-file', 'sha256': 'eb0b51e279087e41674bc6814523cab7d2ae5e7786523f738af8b38a2efb55f4', 'path': 'media/html/render_11237376_eb0b51e279087e41674b.html'}",912.857421875,0.0,0.0,8.1103515625,0.0,0.007169418968260288,11237376.0,0.0
0.0,42157.788205964585,1.5336885326178162e-06,3117.3935546875,11491328.0,0.001953125,1.43359375,624.132537819,-2118.48095703125,-0.25888949632644653,1773773888.070606,0.0,,926.7841796875,1.43359375,0.0,15.7685546875,0.0,0.006666510831564665,11491328.0,0.0
0.0,42127.24884054856,1.9462895579636097e-06,2925.03662109375,11745280.0,0.0,0.0,633.201515391,-1911.51708984375,-0.23342877626419067,1773773897.1201606,0.0,,874.0498046875,0.0,0.0,8.359375,0.0,0.005303862038999796,11745280.0,0.0
0.0,42258.22278960509,2.9290436032169964e-06,3095.6630859375,11999232.0,0.0,0.0,642.2447686,-1964.208251953125,-0.19182761013507843,1773773906.1891491,0.0,,908.8818359375,0.0,0.0,6.763671875,0.0,0.00446021044626832,11999232.0,0.0
0.0,42146.56339664414,3.918237780453637e-06,3057.842041015625,12253184.0,0.0,0.0,651.319152976,-2048.76513671875,-0.14323541522026062,1773773915.2323568,0.0,,900.4951171875,0.0,0.0,15.189453125,0.0,0.0036551249213516712,12253184.0,0.0
0.0,42209.624213472416,2.715869413805194e-07,3098.4951171875,12507136.0,0.0,0.0,680.233104134,-1979.973876953125,-0.08262964338064194,1773773953.2212682,0.0,"{'size': 4207789.0, '_type': 'html-file', 'sha256': 'e8e96887824d3fb20dd02998432efab60bc2f503dcafcd08ee322416e48f97cb', 'path': 'media/html/render_12507136_e8e96887824d3fb20dd0.html'}",904.4296875,0.0,0.0,5.6171875,0.0,0.0026755700819194317,12507136.0,0.0
0.0,42145.479432338216,2.0325230707385344e-06,2736.996826171875,12761088.0,0.0,0.0,689.538522176,-1804.515380859375,-0.12493709474802017,1773773953.409562,0.0,,808.619140625,0.0,0.0,4.078125,0.0,0.002964903600513935,12761088.0,0.0
0.0,41985.572480060095,1.7178679172502598e-06,3226.1689453125,13015040.0,0.0,0.0,698.582756229,-2160.242919921875,-0.13047726452350616,1773773962.5258045,0.0,,955.162109375,0.0,0.0,17.576171875,0.0,0.003354197135195136,13015040.0,0.0
0.0,42117.79055274901,2.2095044016623433e-07,2999.581787109375,13268992.0,0.0,0.0,707.654113805,-1914.87060546875,-0.16603754460811615,1773773971.570173,0.0,,887.7255859375,0.0,0.0,5.1240234375,0.0,0.0030805179849267006,13268992.0,0.0
0.0,42235.685508683055,-1.8934362060463172e-06,3062.062744140625,13522944.0,0.0,0.0,716.689951295,-2021.212646484375,-0.22483567893505096,1773773980.6414871,0.0,,910.2001953125,0.0,0.0,5.978515625,0.0,0.0038354683201760054,13522944.0,0.0
0.0,42188.9801307149,-3.5696143640961964e-06,2948.13037109375,13776896.0,0.0009765625,0.67578125,745.064923811,-1909.11669921875,-0.3202435076236725,1773774018.0531042,0.0,"{'size': 4145345.0, '_type': 'html-file', 'sha256': '4543100577430ce8f8a007e15a305d173f916a651dff9106693777bee404031c', 'path': 'media/html/render_13776896_4543100577430ce8f8a0.html'}",876.4013671875,0.67578125,0.0,16.1298828125,0.0,0.006112964823842049,13776896.0,0.0
0.0,42222.097686654124,2.447937390570587e-07,3246.75244140625,14030848.0,0.0,0.0,754.314826353,-1994.482421875,-0.26802563667297363,1773774018.222736,0.0,,947.5009765625,0.0,0.0,4.6474609375,0.0,0.0053725577890872955,14030848.0,0.0
0.0,41919.75528210019,1.5479466242140916e-07,3226.850341796875,14284800.0,0.0,0.0,763.404506048,-1967.98828125,-0.20853884518146515,1773774027.3019154,0.0,,952.4248046875,0.0,0.0,9.2119140625,0.0,0.004211924970149994,14284800.0,0.0
0.0,42102.58424417092,2.594948909973027e-06,3165.9921875,14538752.0,0.0,0.0,772.461275176,-2137.189453125,-0.16802482306957245,1773774036.3918817,0.0,,953.955078125,0.0,0.0,10.5927734375,0.0,0.004408029839396477,14538752.0,0.0
0.0,42032.009120868635,2.934390295195044e-07,2884.205322265625,14792704.0,0.0,0.0,781.558430393,-1913.067138671875,-0.21395942568778992,1773774045.4487712,0.0,,867.0576171875,0.0,0.0,22.1767578125,0.0,0.0053892130963504314,14792704.0,0.0
0.0,42078.44054522248,1.0800121117426897e-06,3128.159423828125,15046656.0,0.0009765625,0.1015625,810.011902344,-2184.55517578125,-0.1534355878829956,1773774083.000078,0.0,"{'path': 'media/html/render_15046656_52e3ec083af1a49ffb9c.html', 'size': 4087905.0, '_type': 'html-file', 'sha256': '52e3ec083af1a49ffb9c15ef4b31867b7fcc8507b25ae5f56bf3eddfd197767b'}",946.7705078125,0.1015625,0.0,15.7138671875,0.0,0.0038182472344487906,15046656.0,0.0
0.0,42104.734502597574,2.2773092496208847e-06,3296.4248046875,15300608.0,0.0,0.0,819.309819377,-2208.80810546875,-0.18384911119937897,1773774083.192621,0.0,,973.1201171875,0.0,0.0,9.84765625,0.0,0.003387375036254525,15300608.0,0.0
0.0,42076.65864195519,-2.4498283437424107e-06,3194.428955078125,15554560.0,0.0,0.0,828.354076163,-2163.292236328125,-0.23337605595588684,1773774092.2972186,0.0,,950.09765625,0.0,0.0,13.052734375,0.0,0.005179786588996649,15554560.0,0.0
0.0,42155.849418298596,1.751974991748284e-06,3123.872314453125,15808512.0,0.0,0.0,837.444796033,-1977.8883056640625,-0.20788893103599548,1773774101.341517,0.0,,921.388671875,0.0,0.0,9.7802734375,0.0,0.0051055168733000755,15808512.0,0.0
0.0,42111.949125582105,-1.2989453068712464e-07,3344.270751953125,16062464.0,0.0,0.0,846.49551764,-2182.56689453125,-0.185926154255867,1773774110.4321458,0.0,,974.794921875,0.0,0.0,7.1328125,0.0,0.00418799789622426,16062464.0,0.0
0.0,42116.99117397242,-3.1403035727350925e-10,3272.95751953125,16316416.0,0.0009765625,0.001953125,875.018897934,-2128.8212890625,-0.22799073159694672,1773774148.0070322,0.0,"{'size': 4114553.0, '_type': 'html-file', 'sha256': '8ffd62200b482d71846906545a66bfd7d0e2aaff7555c9f906d1ead4d833b7bf', 'path': 'media/html/render_16316416_8ffd62200b482d718469.html'}",964.41796875,0.001953125,0.0,17.48046875,0.0,0.005042335018515587,16316416.0,0.0
0.0,42127.403793267076,4.114674254651618e-07,3194.69580078125,16570368.0,0.0,0.0,884.307137802,-2037.3494873046875,-0.23498129844665527,1773774148.204096,0.0,,947.31640625,0.0,0.0,5.86328125,0.0,0.005281996913254261,16570368.0,0.0
0.0,41871.655119848874,3.0073242669459432e-06,3103.73291015625,16824320.0,0.0009765625,0.224609375,893.392231137,-2067.05224609375,-0.18510596454143524,1773774157.2944663,0.0,,919.6484375,0.224609375,0.0,16.43359375,0.0,0.0041488404385745525,16824320.0,0.0
0.0,42135.669590161866,2.7098512873635627e-06,2946.500732421875,17078272.0,0.0,0.0,902.448394995,-1987.106689453125,-0.17990827560424805,1773774166.3795512,0.0,,861.330078125,0.0,0.0,10.072265625,0.0,0.003936353605240583,17078272.0,0.0
0.0,42039.48090531209,8.153780868269678e-07,3057.832763671875,17332224.0,0.0,0.0,911.536961048,-1924.54443359375,-0.21401558816432953,1773774175.435837,0.0,,901.1796875,0.0,0.0,3.0859375,0.0,0.005184758920222521,17332224.0,0.0
0.0,42110.936865097654,3.0581509236071724e-06,3167.64306640625,17586176.0,0.0,0.0,939.85100341,-2048.394775390625,-0.17579306662082672,1773774212.8390038,0.0,"{'sha256': 'b82766faa9d53d9f2535a2d27a7d20a1d2c0d29d0a45f2195ce5ea1b94df6f5d', 'path': 'media/html/render_17586176_b82766faa9d53d9f2535.html', 'size': 4138521.0, '_type': 'html-file'}",940.357421875,0.0,0.0,7.5146484375,0.0,0.004230544902384281,17586176.0,0.0
0.0,42065.50522957639,-2.8910972105222754e-06,3236.099609375,17840128.0,0.0,0.0,949.149080569,-2142.22802734375,-0.1513415426015854,1773774213.0175266,0.0,,958.9697265625,0.0,0.0,7.5595703125,0.0,0.0034598717465996742,17840128.0,0.0
0.0,41933.89536193791,2.0252844024071237e-06,3233.546875,18094080.0,0.0,0.0,958.188681034,-1975.8438720703125,-0.11738188564777374,1773774222.1365757,0.0,,955.6787109375,0.0,0.0,3.76171875,0.0,0.0028321195859462023,18094080.0,0.0
0.0,42144.52725738907,1.115703298637527e-06,3236.43408203125,18348032.0,0.0,0.0,967.27774883,-2098.1494140625,-0.15731097757816315,1773774231.176157,0.0,,950.1044921875,0.0,0.0,6.1015625,0.0,0.004221947863698006,18348032.0,0.0
0.0,42152.39274539276,-1.8011846805165987e-06,2982.5341796875,18601984.0,0.0009765625,0.71484375,976.319388107,-1962.35009765625,-0.25459057092666626,1773774240.264951,0.0,,882.2197265625,0.71484375,0.0,17.23046875,0.0,0.006928353104740381,18601984.0,0.0
0.0,42140.13880398653,-1.6027605624913122e-06,3211.66064453125,18855936.0,0.0,0.0,1005.059876485,-2130.50341796875,-0.1963709443807602,1773774278.047912,0.0,"{'size': 4129237.0, '_type': 'html-file', 'sha256': 'ef72844bbb8dedbf68f22fec522f389c3d457f27151d5bd316acfba0e16ab27f', 'path': 'media/html/render_18855936_ef72844bbb8dedbf68f2.html'}",934.224609375,0.0,0.0,17.1171875,0.0,0.005608198698610067,18855936.0,0.0
0.0,42190.66293382057,2.0479938029893674e-06,2645.52197265625,19109888.0,0.0,0.0,1014.326007016,-1710.57568359375,-0.15118713676929474,1773774278.2258427,0.0,,782.9189453125,0.0,0.0,5.73046875,0.0,0.004624583292752504,19109888.0,0.0
0.0,41914.15997655975,8.00554971647216e-07,3167.254638671875,19363840.0,0.0009765625,0.00390625,1023.420625916,-2013.490478515625,-0.14490720629692078,1773774287.3134353,0.0,,924.5595703125,0.00390625,0.0,11.939453125,0.0,0.004332585260272026,19363840.0,0.0
0.0,42069.63887982118,-5.345812041923637e-07,3146.0908203125,19617792.0,0.0,0.0,1032.463677658,-2084.951171875,-0.16198991239070892,1773774296.4080312,0.0,,912.158203125,0.0,0.0,23.0849609375,0.0,0.004550849553197622,19617792.0,0.0
0.0,42155.145358828246,-2.487587096311472e-07,2870.99658203125,19871744.0,0.0,0.0,1041.561908748,-1885.70361328125,-0.18660065531730652,1773774305.4511664,0.0,,844.7958984375,0.0,0.0,5.0927734375,0.0,0.005064499098807573,19871744.0,0.0
0.0,42037.046975127756,2.933348469014163e-06,3249.107666015625,20125696.0,0.0009765625,0.3837890625,1071.063522994,-2055.27392578125,-0.13480691611766815,1773774344.0516822,0.0,"{'size': 4108889.0, '_type': 'html-file', 'sha256': 'e19a5df747ef63b251d3a761afeb7ac7643948821183db82f8e498f852aa155f', 'path': 'media/html/render_20125696_e19a5df747ef63b251d3.html'}",938.427734375,0.3837890625,0.0,7.880859375,0.0,0.003953305073082447,20125696.0,0.0
0.0,41981.18562824359,1.43025076226877e-07,3126.1298828125,20379648.0,0.0,0.0,1080.364754843,-1932.918701171875,-0.21139708161354065,1773774344.2457285,0.0,,907.0849609375,0.0,0.0,9.3994140625,0.0,0.005456227343529463,20379648.0,0.0
0.0,42044.99852539809,-4.578474090521922e-06,3156.593017578125,20633600.0,0.0,0.0,1089.417315448,-1992.3424072265625,-0.23922859132289886,1773774353.352308,0.0,,929.904296875,0.0,0.0,12.326171875,0.0,0.006498048547655344,20633600.0,0.0
0.0,42067.096788115814,-6.82299173604406e-07,3041.4541015625,20887552.0,0.0,0.0,1098.508146949,-1977.266845703125,-0.22475039958953857,1773774362.4047017,0.0,,893.439453125,0.0,0.0,16.998046875,0.0,0.006348155904561281,20887552.0,0.0
0.0,42106.12929229057,-1.4134072898741579e-06,2934.494384765625,21141504.0,0.0,0.0,1107.597370367,-1824.674560546875,-0.22259238362312317,1773774371.4955773,0.0,,856.7353515625,0.0,0.0,9.251953125,0.0,0.00695830350741744,21141504.0,0.0
0.0,42025.94937119995,1.336158220510697e-06,2981.76611328125,21395456.0,0.0,0.0,1135.762775096,-1898.73046875,-0.23093754053115845,1773774408.7509134,0.0,"{'size': 4173973.0, '_type': 'html-file', 'sha256': '2a2f678608f7e74f39d967ad8b8081a78c7b5acfb2114eac597d051a1f59ca14', 'path': 'media/html/render_21395456_2a2f678608f7e74f39d9.html'}",867.8671875,0.0,0.0,10.931640625,0.0,0.008025272749364376,21395456.0,0.0
0.0,42073.90629695731,-1.84722102858359e-06,3247.91259765625,21649408.0,0.0,0.0,1145.031192789,-2015.15234375,-0.17821529507637024,1773774408.936887,0.0,,943.828125,0.0,0.0,5.8916015625,0.0,0.006696690805256367,21649408.0,0.0
0.0,41919.49131902261,4.806694960279856e-06,3247.974609375,21903360.0,0.0009765625,0.0439453125,1154.120957724,-2007.992431640625,-0.12945255637168884,1773774418.0186677,0.0,,940.5498046875,0.0439453125,0.0,8.640625,0.0,0.005347722209990025,21903360.0,0.0
0.0,42117.64066691702,3.1319952995545464e-06,3295.99072265625,22157312.0,0.0,0.0,1163.180706409,-2068.88818359375,-0.12957051396369934,1773774427.10843,0.0,,967.8837890625,0.0,0.0,15.1337890625,0.0,0.004854593425989151,22157312.0,0.0
0.0,42017.426556536484,3.866008739805693e-07,3093.194091796875,22411264.0,0.0009765625,0.6982421875,1172.279496539,-2093.8095703125,-0.10382251441478729,1773774436.1681352,0.0,,931.6181640625,0.6982421875,0.0,27.115234375,0.0,0.00416929554194212,22411264.0,0.0
0.0,42086.67715962473,2.3124675863073207e-06,3148.41259765625,22665216.0,0.0009765625,0.0322265625,1200.981635191,-1916.9888916015625,-0.14388418197631836,1773774473.969841,0.0,"{'size': 4104649.0, '_type': 'html-file', 'sha256': '62cb0219f972e026b285c3106baec223441902f387b0d5ab5ab46b8ebc4a47ae', 'path': 'media/html/render_22665216_62cb0219f972e026b285.html'}",917.1376953125,0.0322265625,0.0,13.0791015625,0.0,0.004778250586241484,22665216.0,0.0
0.0,42087.00143628577,-1.4150056415473955e-07,3139.594970703125,22919168.0,0.0009765625,0.0732421875,1210.339489013,-2143.96875,-0.11460553854703903,1773774474.1854684,0.0,,946.3642578125,0.0732421875,0.0,9.1767578125,0.0,0.004783520475029945,22919168.0,0.0
0.0,41848.04182070149,3.7820836951141246e-07,3210.582275390625,23173120.0,0.0,0.0,1219.380214181,-2134.0419921875,-0.11394351720809937,1773774483.3266854,0.0,,930.5322265625,0.0,0.0,8.7958984375,0.0,0.004193555563688278,23173120.0,0.0
0.0,42164.143073373634,8.838994176585402e-07,3312.99951171875,23427072.0,0.0,0.0,1228.454708673,-2323.8662109375,-0.11178848892450333,1773774492.3670268,0.0,,981.54296875,0.0,0.0,8.5888671875,0.0,0.0029246441554278135,23427072.0,0.0
