training/log_alpha,eval/episode_reward_dist,_runtime,render,training/sps,eval/episode_reward,eval/episode_reward_ctrl,step,eval/episode_dist,eval/episode_success,eval/episode_reward_survive,eval/episode_reward_near,eval/episode_success_hard,eval/episode_success_any,_timestamp,_step,eval/episode_success_easy,training/actor_loss,training/entropy,training/critic_loss,training/alpha_loss
0.0,0.0,743.318734495,"{'sha256': '51bd7ab1d22598e7de6f9aad69c55b64a94e55d4e12f4bc85c7831bac60c8512', 'path': 'media/html/render_13776896_51bd7ab1d22598e7de6f.html', 'size': 4082181.0, '_type': 'html-file'}",42208.40486900617,0.0,-2114.0244140625,13776896.0,3269.4130859375,0.0,945.556640625,0.0,0.0,0.0,1773779388.3721457,13776896.0,20.6904296875,-0.25992199778556824,0.0,0.005578618496656418,-4.3429699303487723e-07
0.0,0.0,752.570451817,,42240.95825031095,0.0,-1920.9610595703125,14030848.0,2978.747314453125,0.0,884.294921875,0.0,0.0,0.0,1773779388.5571554,14030848.0,23.65234375,-0.29391980171203613,0.0,0.006751000881195068,-4.530330443230923e-06
0.0,0.0,761.651175123,,41987.09675746977,0.0,-2104.45947265625,14284800.0,3170.1669921875,0.0,932.0859375,0.0,0.0,0.0,1773779397.6231892,14284800.0,8.5771484375,-0.2887361943721771,0.0,0.007491763681173325,7.788361244820408e-07
0.0,0.0,770.699399402,,42137.16978003419,0.0,-1852.616455078125,14538752.0,3073.931640625,0.0,898.9892578125,0.0,0.0,0.0,1773779406.7041528,14538752.0,9.7373046875,-0.3749360740184784,0.0,0.008424506522715092,2.739295496212435e-06
0.0,0.0,779.783423683,,42082.36891168783,0.0,-2039.442138671875,14792704.0,3087.752685546875,0.0,906.208984375,0.0,0.0,0.0,1773779415.7523198,14792704.0,17.3427734375,-0.2717231512069702,0.0,0.006116625852882862,-1.6498654531460488e-06
0.0,0.0,807.990516205,"{'path': 'media/html/render_15046656_ff24aebbb6633dbca1fe.html', 'size': 4027257.0, '_type': 'html-file', 'sha256': 'ff24aebbb6633dbca1fec044c30ed61a6cee77856d5df3d0e685ec0e0ba1ec1d'}",42140.92072211563,0.0,-2179.476318359375,15046656.0,3211.22021484375,0.0,953.0341796875,0.0,0.0,0.0,1773779453.043922,15046656.0,14.0,-0.1955619901418686,0.0,0.0048276884481310844,2.249449380542501e-06
0.0,0.0,817.300793089,,42166.421479465345,0.5478515625,-2119.18115234375,15300608.0,3312.422119140625,0.5478515625,952.984375,0.0,0.0,0.0009765625,1773779453.2566981,15300608.0,6.3408203125,-0.2180618941783905,0.0,0.004692471120506525,1.1550665703907725e-06
0.0,0.0,826.334801137,,42093.19857505795,0.0,-2141.6064453125,15554560.0,3184.33203125,0.0,950.7666015625,0.0,0.0,0.0,1773779462.3532472,15554560.0,10.3916015625,-0.2774137556552887,0.0,0.005594352260231972,1.7112596424340154e-06
0.0,0.0,835.417081761,,42190.33705779295,0.0,-2080.534423828125,15808512.0,3194.44287109375,0.0,949.107421875,0.0,0.0,0.0,1773779471.3876576,15808512.0,16.087890625,-0.25612616539001465,0.0,0.006063623353838921,2.1233552160992986e-06
0.0,0.0,844.459357349,,42138.6884143558,0.0,-1938.37353515625,16062464.0,3097.55517578125,0.0,893.48046875,0.0,0.0,0.0,1773779480.469644,16062464.0,5.4267578125,-0.25515714287757874,0.0,0.006364366039633751,-9.151972335530445e-07
0.0,0.0,873.624574305,"{'_type': 'html-file', 'sha256': 'd75e2af0c452042890262a49fceb78e53e91270462dc2c5c657acd19359e8b6f', 'path': 'media/html/render_16316416_d75e2af0c45204289026.html', 'size': 4146913.0}",42138.21164140851,0.0,-1941.5242919921875,16316416.0,3315.78466796875,0.0,966.771484375,0.0,0.0,0.0,1773779518.6780188,16316416.0,7.9921875,-0.3247181177139282,0.0,0.007005787454545498,1.5242902691170457e-06
0.0,0.0,882.887684402,,42159.842314117835,0.0,-2146.01953125,16570368.0,3202.390869140625,0.0,953.291015625,0.0,0.0,0.0,1773779518.8635592,16570368.0,18.404296875,-0.3639300465583801,0.0,0.008627737872302532,-3.834643393929582e-06
0.0,0.0,891.958080376,,41953.34364022666,0.0,-2100.031005859375,16824320.0,3303.74951171875,0.0,960.15234375,0.0,0.0,0.0,1773779527.9403691,16824320.0,6.98046875,-0.3533347249031067,0.0,0.0076883938163518906,-2.6574033995530044e-07
0.0,0.0,901.009482318,,42206.55340655991,0.0,-2032.530517578125,17078272.0,3341.5615234375,0.0,965.2802734375,0.0,0.0,0.0,1773779537.0108511,17078272.0,2.5439453125,-0.37776345014572144,0.0,0.007250533439218998,-2.855279944924405e-06
0.0,0.0,910.089332272,,42081.45117430409,0.0615234375,-1879.5460205078125,17332224.0,3052.197021484375,0.0615234375,914.59765625,0.0,0.0,0.0009765625,1773779546.0624404,17332224.0,17.96484375,-0.30153748393058777,0.0,0.006745436694473028,5.416967724158894e-06
0.0,0.0,938.764181345,"{'_type': 'html-file', 'sha256': 'b021231678ee5f36f92690e993f254f7d4021977898110abf458d43ca530399c', 'path': 'media/html/render_17586176_b021231678ee5f36f926.html', 'size': 4085581.0}",42151.51031694128,0.0,-2135.69921875,17586176.0,3384.21484375,0.0,988.546875,0.0,0.0,0.0,1773779583.8175828,17586176.0,8.1865234375,-0.25523892045021057,0.0,0.005714791361242533,-4.594900929077994e-06
0.0,0.0,948.090024417,,42121.616333358856,0.0,-1910.745849609375,17840128.0,2999.47021484375,0.0,884.9130859375,0.0,0.0,0.0,1773779584.0175376,17840128.0,15.99609375,-0.2766439914703369,0.0,0.0053125470876693726,7.569575245724991e-06
0.0,0.0,957.125049146,,41897.552765117536,0.0,-2051.875,18094080.0,3246.29638671875,0.0,947.150390625,0.0,0.0,0.0,1773779593.1427693,18094080.0,11.455078125,-0.2981189787387848,0.0,0.005536382552236319,-3.2926251947174023e-07
0.0,0.0,966.207126858,,42172.91253096495,0.0,-2045.445556640625,18348032.0,3298.337890625,0.0,969.130859375,0.0,0.0,0.0,1773779602.1777236,18348032.0,18.4482421875,-0.25600460171699524,0.0,0.005788625217974186,-2.5828064735833323e-06
0.0,0.0,975.236537755,,42152.491165979016,0.0,-1918.7274169921875,18601984.0,3082.73193359375,0.0,912.0,0.0,0.0,0.0,1773779611.2594206,18601984.0,12.93359375,-0.2267121821641922,0.0,0.00466851657256484,8.27947133075213e-06
0.0,0.0,1003.916997894,"{'path': 'media/html/render_18855936_a1fbc044317f59c43ee9.html', 'size': 4069809.0, '_type': 'html-file', 'sha256': 'a1fbc044317f59c43ee9e077a17361ef8de3622752a0a2e384200b90a1a1d480'}",42198.340023609475,1.017578125,-1853.8682861328125,18855936.0,2996.4853515625,1.017578125,892.8037109375,0.0,0.0,0.00390625,1773779648.9704387,18855936.0,24.58203125,-0.2818998694419861,0.0,0.006087403278797865,-4.099035777471727e-06
0.0,0.0,1013.169707893,,42205.267346229106,0.7626953125,-1926.4947509765625,19109888.0,2975.699462890625,0.7626953125,890.158203125,0.0,0.0,0.0009765625,1773779649.1527853,19109888.0,31.7275390625,-0.312591016292572,0.0,0.00591735914349556,-1.0233032980977441e-06
0.0,0.0,1022.256982001,,41971.361149061646,0.0224609375,-2023.911376953125,19363840.0,3176.534912109375,0.0224609375,940.6552734375,0.0,0.0,0.0009765625,1773779658.222472,19363840.0,22.3828125,-0.29344967007637024,0.0,0.006930320989340544,1.561959265927726e-06
0.0,0.0,1031.295750578,,42084.12469474593,1.0048828125,-2074.839111328125,19617792.0,3237.8095703125,1.0048828125,950.0703125,0.0,0.0,0.001953125,1773779667.3099327,19617792.0,11.560546875,-0.25883862376213074,0.0,0.006407769396901131,3.1835288609727286e-06
0.0,0.0,1040.392597149,,42179.66948716677,0.1904296875,-1803.179443359375,19871744.0,2866.166015625,0.1904296875,852.916015625,0.0,0.0,0.0048828125,1773779676.348688,19871744.0,30.2412109375,-0.2996835708618164,0.0,0.006189837586134672,-9.152645930043946e-07
0.0,0.0,1068.931916787,"{'path': 'media/html/render_20125696_eafd5de787acb4c2423c.html', 'size': 4060617.0, '_type': 'html-file', 'sha256': 'eafd5de787acb4c2423c18a145b8c873fce7c7718448b5c1d8475d2309d8a998'}",42029.50474317203,0.158203125,-2107.0908203125,20125696.0,3233.8623046875,0.158203125,966.146484375,0.0,0.0,0.001953125,1773779713.9853463,20125696.0,32.533203125,-0.338501900434494,0.0,0.008083791472017765,-7.56436293158913e-07
0.0,0.0,1078.218323252,,42015.90173357347,0.0,-1893.78271484375,20379648.0,2917.730712890625,0.0,861.625,0.0,0.0,0.0,1773779714.1641881,20379648.0,6.3642578125,-0.29115650057792664,0.0,0.006615831982344389,-1.2116626066926983e-06
0.0,0.0,1087.265333199,,42030.526360549185,0.8037109375,-1922.89306640625,20633600.0,2959.0908203125,0.8037109375,889.697265625,0.0,0.0,0.0009765625,1773779723.2711961,20633600.0,18.5732421875,-0.2734702229499817,0.0,0.007765606511384249,1.4595949551221565e-06
0.0,0.0,1096.344810363,,42099.03979293862,0.0185546875,-2010.9237060546875,20887552.0,3252.46337890625,0.0185546875,951.126953125,0.0,0.0,0.0009765625,1773779732.3181481,20887552.0,19.2314453125,-0.27712222933769226,0.0,0.0071831028908491135,-9.362534569845593e-07
0.0,0.0,1105.419630513,,42174.991492280125,0.001953125,-1979.5869140625,21141504.0,3135.95654296875,0.001953125,926.7734375,0.0,0.0,0.0009765625,1773779741.3977294,21141504.0,24.99609375,-0.2314533144235611,0.0,0.0064878021366894245,8.041322416829644e-07
0.0,0.0,1134.144883787,"{'size': 4143393.0, '_type': 'html-file', 'sha256': '38f369d0de41725007eb6dfe8c68a3c7b8e0bd674782229bfa4b27ecbb0c8ebf', 'path': 'media/html/render_21395456_38f369d0de41725007eb.html'}",42087.84790506493,1.46484375,-1825.3785400390625,21395456.0,2969.08837890625,1.46484375,865.9619140625,0.0,0.0,0.0029296875,1773779779.1983473,21395456.0,17.8212890625,-0.2664051055908203,0.0,0.006684374995529652,1.3882234952689032e-06
0.0,0.0,1143.415665313,,42141.435903648424,0.0029296875,-1983.008544921875,21649408.0,3087.13720703125,0.0029296875,903.126953125,0.0,0.0,0.001953125,1773779779.3933191,21649408.0,13.8408203125,-0.2833724617958069,0.0,0.006866190116852522,-6.524628133774968e-06
0.0,0.0,1152.496071784,,41942.42726056445,0.8662109375,-1910.375,21903360.0,2934.656982421875,0.8662109375,883.5390625,0.0,0.0,0.00390625,1773779788.4685717,21903360.0,30.6494140625,-0.35551902651786804,0.0,0.00892794132232666,-1.5872228686930612e-07
0.0,0.0,1161.543512049,,42139.30523452599,0.4248046875,-1981.8046875,22157312.0,3002.71337890625,0.4248046875,895.04296875,0.0,0.0,0.0029296875,1773779797.5489488,22157312.0,23.748046875,-0.2717079520225525,0.0,0.00831590499728918,-4.693943537859013e-06
0.0,0.0,1170.634084704,,42067.0286709307,1.8505859375,-2129.31201171875,22411264.0,3130.93212890625,1.8505859375,948.3505859375,0.0,0.0,0.001953125,1773779806.5964937,22411264.0,27.7119140625,-0.36817577481269836,0.0,0.010899567045271397,-1.656878112044069e-06
0.0,0.0,1198.491791472,"{'sha256': 'b03868f4a22a5fe0db3081ee573ad907dfee8bbf3233efbee68f0a910d6cdce8', 'path': 'media/html/render_22665216_b03868f4a22a5fe0db30.html', 'size': 4122841.0, '_type': 'html-file'}",42119.77247683871,0.0,-2075.52001953125,22665216.0,3204.6220703125,0.0,944.494140625,0.0,0.0,0.0,1773779843.5452406,22665216.0,10.220703125,-0.24424533545970917,0.0,0.007717774715274572,4.038270617456874e-06
0.0,0.0,1207.807086188,,42100.262810785076,1.8349609375,-2044.4422607421875,22919168.0,3176.5810546875,1.8349609375,950.666015625,0.0,0.0,0.0029296875,1773779843.7367725,22919168.0,21.3984375,-0.23540081083774567,0.0,0.00805991142988205,-3.458956712165673e-07
0.0,0.0,1216.836815358,,41927.46281959965,0.0,-2111.1318359375,23173120.0,3164.887939453125,0.0,947.5302734375,0.0,0.0,0.0,1773779852.8597844,23173120.0,20.193359375,-0.2668582797050476,0.0,0.008578472770750523,6.731086614308879e-06
