training/entropy,_step,eval/episode_dist,eval/episode_reward_near,eval/episode_success_any,training/log_alpha,eval/episode_reward,eval/episode_success,eval/episode_success_hard,eval/episode_reward_dist,training/critic_loss,eval/episode_reward_survive,_timestamp,_runtime,training/sps,training/alpha_loss,eval/episode_reward_ctrl,step,eval/episode_success_easy,render,training/actor_loss
0.0,46536704.0,3149.26806640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015561358071863651,926.7578125,1773772992.3382485,2411.300275182,42098.212840187065,-2.9096147500240477e-06,-1972.9542236328125,46536704.0,9.5537109375,,-0.38512322306632996
0.0,46790656.0,3117.006103515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013328869827091694,923.9755859375,1773773029.315897,2439.243613404,42172.75891304029,-1.5553497405562666e-06,-2067.270263671875,46790656.0,11.3076171875,"{'path': 'media/html/render_46790656_2da6c819bd6130a69c1a.html', 'size': 4074849.0, '_type': 'html-file', 'sha256': '2da6c819bd6130a69c1a1bb10b9ac0ba971024098f22334988b0c5b16056e28e'}",-0.27975836396217346
0.0,47044608.0,3299.96484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01189876813441515,964.1962890625,1773773029.5055768,2448.526569002,42140.68897789615,4.908241407974856e-06,-2078.546142578125,47044608.0,10.9501953125,,-0.28750231862068176
0.0,47298560.0,3166.75927734375,0.0,0.0009765625,0.0,0.8232421875,0.8232421875,0.0,0.0,0.013895446434617043,918.2958984375,1773773038.598197,2457.60603021,41861.217171357115,1.5018282510936842e-06,-2054.177001953125,47298560.0,9.9521484375,,-0.3137335479259491
0.0,47552512.0,3101.619873046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010372177697718143,908.046875,1773773047.6775744,2466.674067065,42133.64450327106,4.561316586659814e-07,-2092.30908203125,47552512.0,7.5693359375,,-0.25736427307128906
0.0,47806464.0,2836.311767578125,0.0,0.005859375,0.0,2.810546875,2.810546875,0.0,0.0,0.010959172621369362,839.85546875,1773773056.7457533,2475.760169656,42075.40209195929,-8.606508572484017e-07,-1905.662109375,47806464.0,25.2216796875,,-0.3070814907550812
0.0,48060416.0,2902.271484375,0.0,0.0009765625,0.0,0.001953125,0.001953125,0.0,0.0,0.01325414702296257,879.6416015625,1773773095.1187782,2505.046446432,42103.50623211029,-1.643780933591188e-07,-1990.68505859375,48060416.0,37.3212890625,"{'_type': 'html-file', 'sha256': 'f5d55fa96430cc785ca20ef0ec6f51856c88d00c3a8cca23ab0bb186e014d45c', 'path': 'media/html/render_48060416_f5d55fa96430cc785ca2.html', 'size': 4163629.0}",-0.34417298436164856
0.0,48314368.0,3096.04296875,0.0,0.0009765625,0.0,0.634765625,0.634765625,0.0,0.0,0.015065676532685757,922.935546875,1773773095.3399744,2514.373131284,42013.93288677116,-2.2777994672651403e-06,-2168.291015625,48314368.0,24.021484375,,-0.4463115930557251
0.0,48568320.0,3241.229736328125,0.0,0.00390625,0.0,0.875,0.875,0.0,0.0,0.01601361483335495,948.515625,1773773104.4445455,2523.439300575,42095.70223098724,-5.140972916706232e-06,-2110.5205078125,48568320.0,41.6884765625,,-0.5158117413520813
0.0,48822272.0,2968.97119140625,0.0,0.0048828125,0.0,3.6708984375,3.6708984375,0.0,0.0,0.014901050366461277,900.921875,1773773113.510801,2532.513112321,42103.840753963166,-4.257874934410211e-06,-2060.6484375,48822272.0,47.73828125,,-0.46922001242637634
0.0,49076224.0,3210.1865234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013780140317976475,938.68359375,1773773122.5846257,2541.588796276,42208.63234081768,-3.772050376937841e-06,-2127.464111328125,49076224.0,7.232421875,,-0.3970993161201477
0.0,49330176.0,2921.519775390625,0.0,0.0009765625,0.0,0.01171875,0.01171875,0.0,0.0,0.011841078288853168,857.8095703125,1773773161.0989344,2571.026641153,42064.503506573565,2.759051312750671e-06,-1858.154296875,49330176.0,21.6064453125,"{'sha256': '33e340971b8b97d7e332be3f694a6dfa0b170e83300fd2c8284921f4120f2421', 'path': 'media/html/render_49330176_33e340971b8b97d7e332.html', 'size': 4141213.0, '_type': 'html-file'}",-0.3311862349510193
0.0,49584128.0,2972.5390625,0.0,0.001953125,0.0,0.0068359375,0.0068359375,0.0,0.0,0.01924999989569187,891.7236328125,1773773161.3104112,2580.326056699,42187.39270366743,6.909278454259038e-06,-1952.118408203125,49584128.0,39.6513671875,,-0.4081937074661255
0.0,49838080.0,3113.444091796875,0.0,0.00390625,0.0,2.4521484375,2.4521484375,0.0,0.0,0.018566319718956947,929.5078125,1773773170.3976295,2589.413268562,42009.83999956773,3.790830987782101e-06,-2061.71875,49838080.0,25.130859375,,-0.4460195302963257
0.0,50092032.0,3290.5693359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015837078914046288,958.8251953125,1773773179.4848547,2598.485392916,42124.40491085493,-2.334722239538678e-06,-2228.420166015625,50092032.0,15.015625,,-0.3658425211906433
0.0,50345984.0,3296.77880859375,0.0,0.0009765625,0.0,0.0048828125,0.0048828125,0.0,0.0,0.014569110237061977,964.5625,1773773188.5569057,2607.56786504,42074.439784972994,3.803963409154676e-06,-2248.47802734375,50345984.0,9.8828125,,-0.28757762908935547
0.0,50599936.0,2620.256591796875,0.0,0.00390625,0.0,0.01171875,0.01171875,0.0,0.0,0.01706874929368496,783.96484375,1773773225.6576886,2635.585400467,42146.65178388459,-7.977602763276082e-06,-1659.015625,50599936.0,31.1806640625,"{'sha256': 'b1aaaebd083912edbd203e31a4dd180773717547214cf58fd15a9371a175d73d', 'path': 'media/html/render_50599936_b1aaaebd083912edbd20.html', 'size': 4191093.0, '_type': 'html-file'}",-0.3978193402290344
0.0,50853888.0,2825.138671875,0.0,0.00390625,0.0,0.7978515625,0.7978515625,0.0,0.0,0.018132086843252182,841.169921875,1773773225.8750792,2644.937653759,42026.130110205995,1.2159860034444137e-06,-1862.766357421875,50853888.0,40.044921875,,-0.37052300572395325
0.0,51107840.0,2935.062255859375,0.0,0.0078125,0.0,1.8232421875,1.8232421875,0.0,0.0,0.02000240609049797,883.0869140625,1773773235.009167,2654.002634376,41974.28534913054,-2.7887640499102417e-06,-2012.2003173828125,51107840.0,36.5888671875,,-0.41296762228012085
0.0,51361792.0,3049.05029296875,0.0,0.00390625,0.0,1.1025390625,1.1025390625,0.0,0.0,0.021348953247070312,903.6728515625,1773773244.0739408,2663.090388929,42121.42477796771,7.909778787507094e-07,-1982.142333984375,51361792.0,31.337890625,,-0.45901548862457275
0.0,51615744.0,3227.81640625,0.0,0.001953125,0.0,0.3046875,0.3046875,0.0,0.0,0.02029237523674965,954.21484375,1773773253.1613815,2663.897011918,42091.44868808006,2.627690946610528e-06,-2179.484375,51615744.0,24.6630859375,,-0.4350760877132416
