eval/episode_success_any,_step,training/log_alpha,training/sps,step,_runtime,_timestamp,eval/episode_reward_near,eval/episode_reward,render,training/actor_loss,training/critic_loss,eval/episode_success,eval/episode_reward_ctrl,eval/episode_reward_dist,eval/episode_success_easy,eval/episode_success_hard,training/entropy,eval/episode_dist,training/alpha_loss,eval/episode_reward_survive
0.001953125,3618816.0,0.0,42264.098161888964,3618816.0,225.592549715,1773761214.6939142,0.0,0.2998046875,"{'path': 'media/html/render_3618816_eae5111630193d769ec5.html', 'size': 4102485.0, '_type': 'html-file', 'sha256': 'eae5111630193d769ec5e3be5d45bd8a716346eaa9ca6bc35b824d76caa5d07a'}",-0.39456263184547424,0.0026134727522730827,0.2998046875,-1826.7138671875,0.0,22.857421875,0.0,0.0,2911.587890625,5.2794844123127405e-06,864.2958984375
0.0,3872768.0,0.0,42383.04581729838,3872768.0,234.810726619,1773761214.8615897,0.0,0.0,,-0.33302077651023865,0.0029530131723731756,0.0,-1832.109375,0.0,11.462890625,0.0,0.0,3064.607177734375,-1.0162028729610029e-06,901.69140625
0.0009765625,4126720.0,0.0,42146.14314540285,4126720.0,243.871346,1773761223.9114325,0.0,0.34765625,,-0.32960471510887146,0.002736136084422469,0.34765625,-1802.505615234375,0.0,13.6708984375,0.0,0.0,2975.2587890625,2.4085211407509632e-06,877.6611328125
0.0,4380672.0,0.0,42318.835633083734,4380672.0,252.884422845,1773761232.9721043,0.0,0.0,,-0.3890550136566162,0.003035100409761071,0.0,-1867.86865234375,0.0,5.0888671875,0.0,0.0,2981.42431640625,-1.7143060176749714e-05,870.4365234375
0.0,4634624.0,0.0,42335.596834989,4634624.0,261.933736867,1773761241.9850898,0.0,0.0,,-0.43330591917037964,0.0033530513755977154,0.0,-1813.1544189453125,0.0,11.318359375,0.0,0.0,2870.885986328125,7.266948159667663e-06,850.2373046875
0.0,4888576.0,0.0,42389.61048699155,4888576.0,290.369958201,1773761279.4713259,0.0,0.0,"{'path': 'media/html/render_4888576_6f3280e5cc4ec42a36e3.html', 'size': 4133093.0, '_type': 'html-file', 'sha256': '6f3280e5cc4ec42a36e3a30a684d4cb7690082c1b4c3c9a7ad551b04af7cee09'}",-0.40733790397644043,0.0034831177908927202,0.0,-1781.067626953125,0.0,10.8515625,0.0,0.0,2966.4892578125,2.5228719096048735e-06,861.36328125
0.0009765625,5142528.0,0.0,42286.30988388287,5142528.0,299.637694332,1773761279.6517909,0.0,0.140625,,-0.37362414598464966,0.002621311228722334,0.140625,-1814.5963134765625,0.0,7.69921875,0.0,0.0,2888.84326171875,3.131420044155675e-06,839.5888671875
0.0,5396480.0,0.0,42168.13420175426,5396480.0,308.643747936,1773761288.7378721,0.0,0.0,,-0.3813978433609009,0.0031396003905683756,0.0,-1649.044677734375,0.0,5.845703125,0.0,0.0,2740.3720703125,-1.4544128134730272e-05,799.4150390625
0.0009765625,5650432.0,0.0,42389.13139298123,5650432.0,317.666267919,1773761297.7444882,0.0,0.5146484375,,-0.39978742599487305,0.0052369944751262665,0.5146484375,-1613.08349609375,0.0,9.8291015625,0.0,0.0,2599.70703125,-7.193334568000864e-06,778.1630859375
0.0,5904384.0,0.0,42571.653839891216,5904384.0,326.66561049,1773761306.7670765,0.0,0.0,,-0.42636391520500183,0.00664130412042141,0.0,-1808.890380859375,0.0,9.5537109375,0.0,0.0,2745.9912109375,1.580111165822018e-05,832.1494140625
0.0,6158336.0,0.0,42439.25366046131,6158336.0,355.410308431,1773761344.5116675,0.0,0.0,"{'_type': 'html-file', 'sha256': 'c102aff00a254d4fc030985217fbbc9ff3206749c34d93924d9544b0ea8899c9', 'path': 'media/html/render_6158336_c102aff00a254d4fc030.html', 'size': 4077209.0}",-0.40948784351348877,0.006475072354078293,0.0,-1803.9908447265625,0.0,9.1806640625,0.0,0.0,2866.76220703125,-2.0510913145699305e-06,841.4326171875
0.0,6412288.0,0.0,42602.553197221656,6412288.0,364.625308397,1773761344.691197,0.0,0.0,,-0.3610144257545471,0.006520840805023909,0.0,-1773.0828857421875,0.0,4.7470703125,0.0,0.0,2774.6083984375,7.426514457620215e-06,815.69140625
0.0,6666240.0,0.0,42251.45908025938,6666240.0,373.653688489,1773761353.7258437,0.0,0.0,,-0.2079463005065918,0.00475313002243638,0.0,-1689.1693115234375,0.0,9.0654296875,0.0,0.0,2658.700439453125,8.089091352303512e-06,783.8447265625
0.0,6920192.0,0.0,42533.68324743287,6920192.0,382.648075151,1773761362.7544851,0.0,0.0,,-0.2752528786659241,0.0043649799190461636,0.0,-1744.711181640625,0.0,6.92578125,0.0,0.0,2819.23193359375,7.439922228513751e-06,834.404296875
0.0,7174144.0,0.0,42459.65261508383,7174144.0,391.679209259,1773761371.7485785,0.0,0.0,,-0.21805302798748016,0.003253985196352005,0.0,-1697.957275390625,0.0,7.4326171875,0.0,0.0,2743.339111328125,8.398220415983815e-06,794.083984375
0.0,7428096.0,0.0,42512.726132278745,7428096.0,420.439203663,1773761409.5406048,0.0,0.0,"{'size': 4119957.0, '_type': 'html-file', 'sha256': '2d84ae7204008a334dd462804b2aa533245e1e8761280a3005b4c05cb002e1d2', 'path': 'media/html/render_7428096_2d84ae7204008a334dd4.html'}",-0.22815601527690887,0.003231830894947052,0.0,-1890.0458984375,0.0,13.40234375,0.0,0.0,2833.27099609375,-4.792088020622032e-06,829.5107421875
0.0,7682048.0,0.0,42440.912521152684,7682048.0,429.654935705,1773761409.713374,0.0,0.0,,-0.2121659815311432,0.0029611417558044195,0.0,-1647.3958740234375,0.0,6.658203125,0.0,0.0,2625.626953125,8.460187927994411e-06,787.478515625
0.0,7936000.0,0.0,42488.384450926314,7936000.0,438.638635962,1773761418.7549686,0.0,0.0,,-0.24869830906391144,0.0034374070819467306,0.0,-1820.279052734375,0.0,14.494140625,0.0,0.0,2807.93115234375,2.0033744476677384e-06,830.052734375
0.0,8189952.0,0.0,42550.62530344956,8189952.0,447.666783186,1773761427.7391706,0.0,0.0,,-0.28118011355400085,0.004068850539624691,0.0,-1724.288818359375,0.0,11.4775390625,0.0,0.0,2770.958740234375,-3.963597464462509e-06,813.630859375
0.0,8443904.0,0.0,42542.10586257656,8443904.0,456.666404756,1773761436.7673295,0.0,0.0,,-0.3806679844856262,0.005149705335497856,0.0,-1842.1630859375,0.0,4.681640625,0.0,0.0,2841.135009765625,-4.6070031203271355e-06,841.40625
0.0,8697856.0,0.0,42463.75744397138,8697856.0,485.463197253,1773761474.5645611,0.0,0.0,"{'path': 'media/html/render_8697856_67aa315678ff8fb271ea.html', 'size': 4139265.0, '_type': 'html-file', 'sha256': '67aa315678ff8fb271eac2ca07879b1ac2ca586d9568f6464a2a424e3edee54f'}",-0.3128253221511841,0.0049613965675234795,0.0,-1983.00439453125,0.0,8.791015625,0.0,0.0,3023.33056640625,3.511027671265765e-06,896.4130859375
0.0,8951808.0,0.0,42435.746975111295,8951808.0,494.677758164,1773761474.7401292,0.0,0.0,,-0.2517991065979004,0.0042735505849123,0.0,-1631.5079345703125,0.0,6.748046875,0.0,0.0,2644.14697265625,7.388728135993006e-07,776.9716796875
0.0,9205760.0,0.0,42180.95565833657,9205760.0,503.723430267,1773761483.7785215,0.0,0.0,,-0.19260446727275848,0.003307462902739644,0.0,-2059.921875,0.0,7.6689453125,0.0,0.0,3145.314453125,3.014747562701814e-06,925.9814453125
0.0,9459712.0,0.0,42413.004792424115,9459712.0,512.719501514,1773761492.8241467,0.0,0.0,,-0.2641592025756836,0.0041246176697313786,0.0,-1978.2340087890625,0.0,7.7060546875,0.0,0.0,3064.251953125,-5.972002782073105e-06,907.3984375
0.0,9713664.0,0.0,42437.84347720765,9713664.0,521.769486112,1773761501.8203485,0.0,0.0,,-0.2850249111652374,0.005290149711072445,0.0,-1896.0089111328125,0.0,9.521484375,0.0,0.0,3050.5546875,3.110756779278745e-06,898.25
0.0,9967616.0,0.0,42374.71640470494,9967616.0,550.000113575,1773761539.1014714,0.0,0.0,"{'size': 4164565.0, '_type': 'html-file', 'sha256': '2fba14359ca530afb02ba822ce763a46a633f86322ce59aa1a99d8f928bf9e8e', 'path': 'media/html/render_9967616_2fba14359ca530afb02b.html'}",-0.2916804254055023,0.004961474798619747,0.0,-1918.186767578125,0.0,3.447265625,0.0,0.0,3046.0361328125,-2.4180556010833243e-06,893.513671875
0.0,10221568.0,0.0,42331.65469830657,10221568.0,559.28407778,1773761539.2959924,0.0,0.0,,-0.2675318717956543,0.004880836699157953,0.0,-1844.9481201171875,0.0,3.8330078125,0.0,0.0,2951.099609375,1.1121663192170672e-05,861.0869140625
0.0,10475520.0,0.0,42146.43832099397,10475520.0,568.320735631,1773761548.3848188,0.0,0.0,,-0.21014754474163055,0.004545750096440315,0.0,-1907.11328125,0.0,11.4990234375,0.0,0.0,2913.62646484375,1.0524993321325837e-08,839.1806640625
0.0,10729472.0,0.0,42165.00099372496,10729472.0,577.415673168,1773761557.4210145,0.0,0.0,,-0.2560693919658661,0.0049588424153625965,0.0,-1926.3212890625,0.0,4.0791015625,0.0,0.0,3002.85791015625,-3.4768304431054275e-06,878.9912109375
0.0,10983424.0,0.0,42280.46022240003,10983424.0,586.453636552,1773761566.5164618,0.0,0.0,,-0.3272814452648163,0.0051864320412278175,0.0,-1832.636962890625,0.0,1.8359375,0.0,0.0,2838.48828125,-1.1945951428060653e-06,830.58203125
0.0009765625,11237376.0,0.0,42153.02998513061,11237376.0,614.759396735,1773761603.8607464,0.0,0.5634765625,"{'path': 'media/html/render_11237376_e2567017096612308093.html', 'size': 4197945.0, '_type': 'html-file', 'sha256': 'e2567017096612308093e8b738376ac8accdcf439bb8da20c9256ecb8643bf15'}",-0.2946121394634247,0.005466893780976534,0.5634765625,-1989.2899169921875,0.0,9.767578125,0.0,0.0,3024.49560546875,1.655897358432412e-05,890.201171875
0.0,11491328.0,0.0,42203.88771975036,11491328.0,623.998689571,1773761604.0423563,0.0,0.0,,-0.20866544544696808,0.0035859791096299887,0.0,-1782.68701171875,0.0,8.419921875,0.0,0.0,2833.2861328125,1.1689696748362621e-06,831.2177734375
0.0,11745280.0,0.0,42050.12581687993,11745280.0,633.0630186,1773761613.0995195,0.0,0.0,,-0.20814649760723114,0.003847862360998988,0.0,-1810.575439453125,0.0,12.0625,0.0,0.0,2732.31396484375,-4.320709194871597e-06,807.53125
0.0,11999232.0,0.0,42243.724118571576,11999232.0,642.105069959,1773761622.1637623,0.0,0.0,,-0.14138659834861755,0.002632507821545005,0.0,-1920.4088134765625,0.0,1.6865234375,0.0,0.0,3032.0947265625,6.157147254270967e-06,881.486328125
0.0,12253184.0,0.0,42150.05914444337,12253184.0,651.176793877,1773761631.205894,0.0,0.0,,-0.18274544179439545,0.003046787343919277,0.0,-1714.1607666015625,0.0,3.5087890625,0.0,0.0,2732.76806640625,4.985940549318002e-08,806.9482421875
0.0,12507136.0,0.0,42204.26731707178,12507136.0,680.068335129,1773761669.169699,0.0,0.0,"{'_type': 'html-file', 'sha256': 'b535fcb1a86eb0dfd0d0426e279e739a999e07fa770de826660edee605d5cce6', 'path': 'media/html/render_12507136_b535fcb1a86eb0dfd0d0.html', 'size': 4115893.0}",-0.2750444710254669,0.005120384506881237,0.0,-1744.608642578125,0.0,5.50390625,0.0,0.0,2733.16650390625,3.0892267659510253e-06,799.978515625
0.001953125,12761088.0,0.0,42135.42623609689,12761088.0,689.358237887,1773761669.3535962,0.0,0.3779296875,,-0.2689879834651947,0.005599525757133961,0.3779296875,-1915.96240234375,0.0,7.6669921875,0.0,0.0,2946.02197265625,-5.55422138859285e-06,873.4443359375
0.0,13015040.0,0.0,42056.97134701905,13015040.0,698.405402836,1773761678.458957,0.0,0.0,,-0.30272719264030457,0.005570007488131523,0.0,-1910.73486328125,0.0,4.4462890625,0.0,0.0,3023.224609375,1.2135387805756181e-06,883.46875
0.0,13268992.0,0.0,42099.20784968307,13268992.0,707.470886949,1773761687.506098,0.0,0.0,,-0.28624042868614197,0.005715975072234869,0.0,-1990.5982666015625,0.0,5.3388671875,0.0,0.0,3047.3505859375,3.5327068417245755e-06,881.5693359375
0.0,13522944.0,0.0,42263.222788825755,13522944.0,716.512037965,1773761696.5717154,0.0,0.0,,-0.2518737316131592,0.0053105526603758335,0.0,-1947.3525390625,0.0,8.1337890625,0.0,0.0,3058.260498046875,8.071555384958629e-06,887.0830078125
0.0009765625,13776896.0,0.0,42150.79305827551,13776896.0,744.948704405,1773761734.0500793,0.0,0.4296875,"{'path': 'media/html/render_13776896_c65268a803e827ae9173.html', 'size': 4058885.0, '_type': 'html-file', 'sha256': 'c65268a803e827ae9173fbc4c227df008f17667bc1696dfc10747df8c8507f5c'}",-0.2175062596797943,0.0051355622708797455,0.4296875,-1760.542236328125,0.0,10.25390625,0.0,0.0,2704.280029296875,-4.553052804112667e-06,793.2734375
0.0,14030848.0,0.0,42253.78548491523,14030848.0,754.215235946,1773761734.2349072,0.0,0.0,,-0.1901596337556839,0.0042496626265347,0.0,-1890.2589111328125,0.0,8.5185546875,0.0,0.0,2940.84375,2.5866941086860606e-06,846.2099609375
0.0,14284800.0,0.0,41903.397503582426,14284800.0,763.30253066,1773761743.316051,0.0,0.0,,-0.18033543229103088,0.0038775044959038496,0.0,-1915.11865234375,0.0,10.84375,0.0,0.0,3034.322265625,5.879621767235221e-07,895.6669921875
0.0,14538752.0,0.0,42093.30004635135,14538752.0,772.352036319,1773761752.4032185,0.0,0.0,,-0.1906634420156479,0.003784396918490529,0.0,-1936.273681640625,0.0,17.5029296875,0.0,0.0,3072.01904296875,2.724844080148614e-06,914.447265625
0.0009765625,14792704.0,0.0,42049.95649172563,14792704.0,781.436368474,1773761761.4529781,0.0,0.06640625,,-0.22527094185352325,0.005007753148674965,0.06640625,-1955.51611328125,0.0,19.87890625,0.0,0.0,2982.799072265625,1.3484773262462113e-06,898.5771484375
0.0,15046656.0,0.0,42147.26383400414,15046656.0,809.700012686,1773761798.8013558,0.0,0.0,"{'path': 'media/html/render_15046656_2afb3069f45abfa4238d.html', 'size': 4056589.0, '_type': 'html-file', 'sha256': '2afb3069f45abfa4238d611fdf283ee9d34e4cf40fd4edf036f3c046ca1a839d'}",-0.19186316430568695,0.004424207378178835,0.0,-1957.065185546875,0.0,12.34375,0.0,0.0,2871.142822265625,-1.712082280391769e-06,851.6953125
0.0,15300608.0,0.0,42123.606946849286,15300608.0,818.979046386,1773761798.9809701,0.0,0.0,,-0.2067490518093109,0.0038156623486429453,0.0,-1846.244140625,0.0,6.4306640625,0.0,0.0,2890.88427734375,4.994018127035815e-06,850.8681640625
0.0009765625,15554560.0,0.0,42052.72230668416,15554560.0,828.016980606,1773761808.0797951,0.0,0.3525390625,,-0.24024775624275208,0.004851769655942917,0.3525390625,-1940.9559326171875,0.0,8.92578125,0.0,0.0,3000.6982421875,-1.2710407872873475e-06,874.146484375
0.0009765625,15808512.0,0.0,42170.49985693768,15808512.0,837.101388704,1773761817.1177347,0.0,0.609375,,-0.26823511719703674,0.006325790658593178,0.609375,-1814.981201171875,0.0,6.91015625,0.0,0.0,2848.568115234375,-4.917413207294885e-06,826.228515625
0.0009765625,16062464.0,0.0,42127.613731026686,16062464.0,846.148244021,1773761826.2021003,0.0,0.1435546875,,-0.26283690333366394,0.005095148459076881,0.1435546875,-1942.0169677734375,0.0,8.2705078125,0.0,0.0,3040.816162109375,2.9206967155914754e-06,889.033203125
0.0,16316416.0,0.0,42110.192684893525,16316416.0,874.67604067,1773761863.7774098,0.0,0.0,"{'_type': 'html-file', 'sha256': 'f4803a847853e0e1f0c7d49898ef2612daaa56e0cf9341267d9eeef110059217', 'path': 'media/html/render_16316416_f4803a847853e0e1f0c7.html', 'size': 4148801.0}",-0.1948641687631607,0.003226550528779626,0.0,-1899.621826171875,0.0,15.6630859375,0.0,0.0,2910.205810546875,1.7771644706954248e-06,865.076171875
0.0009765625,16570368.0,0.0,42161.93333814927,16570368.0,883.962649219,1773761863.9884315,0.0,0.060546875,,-0.16796867549419403,0.0031429221853613853,0.060546875,-1779.69873046875,0.0,10.826171875,0.0,0.0,2839.861328125,-4.9896947018623905e-08,838.7783203125
0.0,16824320.0,0.0,41986.17820571382,16824320.0,893.036579637,1773761873.0634255,0.0,0.0,,-0.2664715051651001,0.005667231045663357,0.0,-1692.247802734375,0.0,10.681640625,0.0,0.0,2605.042724609375,1.22009828373848e-06,783.6630859375
0.0,17078272.0,0.0,42190.08638735108,17078272.0,902.088143868,1773761882.1374002,0.0,0.0,,-0.27315711975097656,0.00568033242598176,0.0,-1781.6220703125,0.0,9.44921875,0.0,0.0,2858.95703125,-2.759423750831047e-06,824.1630859375
0.0,17332224.0,0.0,42059.93738377663,17332224.0,911.166634808,1773761891.1889484,0.0,0.0,,-0.2500166594982147,0.006308945827186108,0.0,-1890.02685546875,0.0,16.12109375,0.0,0.0,2904.4033203125,-5.458062332763802e-06,858.7216796875
0.0,17586176.0,0.0,42152.98494399281,17586176.0,939.775368649,1773761928.8765976,0.0,0.0,"{'path': 'media/html/render_17586176_c7aa2315fa7b1371b11c.html', 'size': 4076869.0, '_type': 'html-file', 'sha256': 'c7aa2315fa7b1371b11c693a721382baada989f194aeaab98e64650c3c86cbaa'}",-0.25550413131713867,0.005706325639039278,0.0,-1925.6064453125,0.0,6.099609375,0.0,0.0,3041.02783203125,6.319432486634469e-06,892.228515625
0.0,17840128.0,0.0,42098.55226957887,17840128.0,949.08224509,1773761929.068279,0.0,0.0,,-0.28566640615463257,0.005942544434219599,0.0,-1737.826904296875,0.0,7.9482421875,0.0,0.0,2805.6630859375,2.8449260298657464e-06,823.8759765625
0.0,18094080.0,0.0,41944.362983664236,18094080.0,958.117837703,1773761938.1829739,0.0,0.0,,-0.23308028280735016,0.004793942905962467,0.0,-1885.068115234375,0.0,6.115234375,0.0,0.0,2980.887451171875,-4.478275968722301e-06,880.8408203125
0.0,18348032.0,0.0,42157.34770842975,18348032.0,967.201737111,1773761947.218591,0.0,0.0,,-0.19207274913787842,0.004570131655782461,0.0,-1979.7449951171875,0.0,8.7509765625,0.0,0.0,3009.1513671875,-1.6271189906547079e-06,896.625
0.0,18601984.0,0.0,42159.07638036345,18601984.0,976.239821919,1773761956.302401,0.0,0.0,,-0.21769510209560394,0.004815444815903902,0.0,-1917.260009765625,0.0,4.5244140625,0.0,0.0,3060.6650390625,2.761017640295904e-06,886.7783203125
0.0,18855936.0,0.0,42141.652650452634,18855936.0,1005.444674609,1773761994.5460384,0.0,0.0,"{'path': 'media/html/render_18855936_cde2d9d7e99b7d18ab8c.html', 'size': 4052053.0, '_type': 'html-file', 'sha256': 'cde2d9d7e99b7d18ab8c22501c3a1f7e2f85a6183920bc5b18e34e6526186108'}",-0.24385623633861542,0.00527691887691617,0.0,-2053.69287109375,0.0,7.0595703125,0.0,0.0,3147.495849609375,1.0074914058577633e-07,921.537109375
0.001953125,19109888.0,0.0,42209.55396126144,19109888.0,1014.732081467,1773761994.7513957,0.0,0.9150390625,,-0.22851745784282684,0.005370964761823416,0.9150390625,-2007.8365478515625,0.0,12.40234375,0.0,0.0,3029.7373046875,7.98960229531076e-07,885.5625
0.0,19363840.0,0.0,41950.88002002642,19363840.0,1023.81543673,1773762003.832805,0.0,0.0,,-0.24051031470298767,0.004938372876495123,0.0,-1702.76171875,0.0,12.541015625,0.0,0.0,2519.392822265625,2.927304421973531e-06,765.8798828125
0.0,19617792.0,0.0,42129.52659366522,19617792.0,1032.859042524,1773762012.916282,0.0,0.0,,-0.23422566056251526,0.004568804055452347,0.0,-1966.361572265625,0.0,7.2265625,0.0,0.0,3077.58203125,8.002285056818437e-08,885.6650390625
0.0,19871744.0,0.0,42145.752919611536,19871744.0,1041.946829416,1773762021.9598362,0.0,0.0,,-0.2835252285003662,0.005207754671573639,0.0,-1831.4552001953125,0.0,10.876953125,0.0,0.0,2903.74365234375,-1.1831706387965824e-06,869.693359375
0.001953125,20125696.0,0.0,42093.13869058976,20125696.0,1070.499983293,1773762059.6013377,0.0,0.55859375,"{'path': 'media/html/render_20125696_0995e3fe3252e31c1cb6.html', 'size': 4099661.0, '_type': 'html-file', 'sha256': '0995e3fe3252e31c1cb680e3c875160941c7b95cd9045b79f97296ae6ee082c2'}",-0.32599756121635437,0.00744993332773447,0.55859375,-1811.52001953125,0.0,6.6123046875,0.0,0.0,2750.625244140625,6.869200205983361e-06,812.6533203125
0.0,20379648.0,0.0,41980.67270279735,20379648.0,1079.78374491,1773762059.7786598,0.0,0.0,,-0.37769025564193726,0.007293699309229851,0.0,-1496.406005859375,0.0,6.6171875,0.0,0.0,2394.687255859375,-6.722177658957662e-06,708.4072265625
0.0009765625,20633600.0,0.0,42026.60435021832,20633600.0,1088.830394875,1773762068.8840718,0.0,0.0966796875,,-0.3262113332748413,0.007933372631669044,0.0966796875,-1664.71923828125,0.0,13.3173828125,0.0,0.0,2390.369384765625,-1.8674978718991042e-06,737.4638671875
0.0,20887552.0,0.0,42090.55217687967,20887552.0,1097.910109696,1773762077.9311817,0.0,0.0,,-0.32741138339042664,0.008122162893414497,0.0,-1366.458740234375,0.0,9.47265625,0.0,0.0,2199.00146484375,1.8978105345013319e-06,657.70703125
0.0009765625,21141504.0,0.0,42161.61791900614,21141504.0,1106.987752853,1773762087.0108879,0.0,0.7119140625,,-0.3246530294418335,0.00785828847438097,0.7119140625,-1267.408447265625,0.0,11.8583984375,0.0,0.0,1909.095947265625,5.7338393162353896e-06,587.556640625
0.0,21395456.0,0.0,42055.50509031997,21395456.0,1134.854133791,1773762123.9554713,0.0,0.0,"{'sha256': 'd0626ef8e61b7ac52c1ea11aec83bce410bbf6ee1634bc3064e5eb97e7c96763', 'path': 'media/html/render_21395456_d0626ef8e61b7ac52c1e.html', 'size': 4163101.0, '_type': 'html-file'}",-0.29508236050605774,0.0079107116907835,0.0,-1403.0921630859375,0.0,14.490234375,0.0,0.0,2229.63720703125,-2.3726274775981437e-06,664.611328125
0.0009765625,21649408.0,0.0,42116.419969810195,21649408.0,1144.119919926,1773762124.1345482,0.0,0.00390625,,-0.34126412868499756,0.008420013822615147,0.00390625,-1802.0042724609375,0.0,13.63671875,0.0,0.0,2720.044189453125,3.094708517892286e-06,806.6708984375
0.0,21903360.0,0.0,41865.29266713887,21903360.0,1153.20196951,1773762133.2207124,0.0,0.0,,-0.39320722222328186,0.01000428106635809,0.0,-1822.3173828125,0.0,13.021484375,0.0,0.0,2795.259765625,-4.2755114009196404e-06,834.51171875
0.0,22157312.0,0.0,42145.501111077916,22157312.0,1162.256645456,1773762142.3028421,0.0,0.0,,-0.4444034695625305,0.010603077709674835,0.0,-1996.696044921875,0.0,13.6064453125,0.0,0.0,2975.75927734375,-7.0073187998787034e-06,903.7001953125
0.0,22411264.0,0.0,42021.993400371146,22411264.0,1171.343440499,1773762151.3574817,0.0,0.0,,-0.3736530840396881,0.009103665128350258,0.0,-1974.2822265625,0.0,11.8447265625,0.0,0.0,3091.594970703125,5.7167731029039714e-06,896.484375
0.0,22665216.0,0.0,42129.19332983902,22665216.0,1200.072343664,1773762189.1736717,0.0,0.0,"{'sha256': 'b847984aa78f45c62286074cfb30249e1c6332d56de6c69f547b615afdf4843c', 'path': 'media/html/render_22665216_b847984aa78f45c62286.html', 'size': 4194141.0, '_type': 'html-file'}",-0.35803651809692383,0.007453463971614838,0.0,-1880.53076171875,0.0,9.6162109375,0.0,0.0,2969.837890625,4.995177732780576e-06,882.9462890625
0.0009765625,22919168.0,0.0,42088.684429273075,22919168.0,1209.41611954,1773762189.3969462,0.0,0.6787109375,,-0.39732709527015686,0.010044439695775509,0.6787109375,-1992.3934326171875,0.0,21.1845703125,0.0,0.0,3105.994140625,-2.38461166190973e-06,914.251953125
0.0,23173120.0,0.0,41959.32792270437,23173120.0,1218.452188134,1773762198.5167875,0.0,0.0,,-0.45282217860221863,0.011750628240406513,0.0,-2020.9158935546875,0.0,9.7666015625,0.0,0.0,3077.10693359375,-6.8529816417139955e-06,902.09765625
0.0009765625,23427072.0,0.0,42164.082986875146,23427072.0,1227.515802218,1773762207.5529194,0.0,0.1298828125,,-0.48780152201652527,0.013522390276193619,0.1298828125,-2022.042724609375,0.0,9.4345703125,0.0,0.0,3225.673828125,2.8840427148679737e-06,931.482421875
