_step,eval/episode_reward_ctrl,_runtime,eval/episode_reward_survive,eval/episode_reward,training/entropy,eval/episode_success_easy,training/sps,training/log_alpha,render,eval/episode_success_any,eval/episode_reward_dist,eval/episode_success,training/alpha_loss,eval/episode_dist,training/actor_loss,eval/episode_reward_near,training/critic_loss,_timestamp,eval/episode_success_hard,step
5904384.0,-1938.2254638671875,327.13686466,896.376953125,0.0,0.0,12.3974609375,42107.97361910384,0.0,,0.0,0.0,0.0,1.672272446739953e-06,3010.181396484375,-0.2607586085796356,0.0,0.0026041471865028143,1773758598.8027918,0.0,5904384.0
6158336.0,-1996.00390625,355.80432226,946.2939453125,0.0,0.0,11.7470703125,42039.68333074159,0.0,"{'size': 4141517.0, '_type': 'html-file', 'sha256': 'd0713f564fcde322d9125a73e3761b1add88a50fd4d99d3e5782c5835743b657', 'path': 'media/html/render_6158336_d0713f564fcde322d912.html'}",0.0,0.0,0.0,3.1263093092093186e-07,3151.468505859375,-0.26005303859710693,0.0,0.0024070637300610542,1773758636.5260804,0.0,6158336.0
6412288.0,-2058.83447265625,365.079149767,951.494140625,0.0,0.0,14.2158203125,42135.019541057234,0.0,,0.0,0.0,0.0,3.6959761473553954e-06,3204.772705078125,-0.22081510722637177,0.0,0.0022274849470704794,1773758636.7083185,0.0,6412288.0
6666240.0,-2025.571533203125,374.168507188,933.18359375,0.4755859375,0.0,10.404296875,41828.28201844949,0.0,,0.0009765625,0.0,0.4755859375,-3.844957063847687e-06,3157.320556640625,-0.23002906143665314,0.0,0.0025137695483863354,1773758645.8001602,0.0,6666240.0
6920192.0,-2067.626953125,383.224472238,920.2783203125,0.0,0.0,8.95703125,42089.80372739196,0.0,,0.0,0.0,0.0,6.5851700128405355e-06,3154.386962890625,-0.2623194754123688,0.0,0.002659026300534606,1773758654.8894925,0.0,6920192.0
7174144.0,-1822.68505859375,392.320801304,864.7548828125,0.0,0.0,7.1865234375,42015.43933630594,0.0,,0.0,0.0,0.0,-4.254420673532877e-06,2919.876953125,-0.2634369134902954,0.0,0.0030107980128377676,1773758663.94536,0.0,7174144.0
7428096.0,-1910.441162109375,421.015463803,934.7060546875,0.36328125,0.0,18.58984375,42040.64736711712,0.0,"{'sha256': 'f1eab7fffd7d105472ebff6328a3092d4b9b0f61d505e6be23658050211b78d0', 'path': 'media/html/render_7428096_f1eab7fffd7d105472eb.html', 'size': 4100161.0, '_type': 'html-file'}",0.0009765625,0.0,0.36328125,-1.682547349446395e-06,3174.068603515625,-0.29647010564804077,0.0,0.0036485716700553894,1773758701.7372565,0.0,7428096.0
7682048.0,-2099.515625,430.285372984,935.79296875,0.65234375,0.0,17.76953125,42000.73080345443,0.0,,0.0009765625,0.0,0.65234375,1.3492536936610122e-06,3161.423828125,-0.2685048282146454,0.0,0.002993886126205325,1773758701.9020991,0.0,7682048.0
7936000.0,-2103.241943359375,439.327905143,972.1630859375,0.3701171875,0.0,12.8115234375,42031.35231480016,0.0,,0.0009765625,0.0,0.3701171875,6.665577984676929e-06,3278.13232421875,-0.23759952187538147,0.0,0.002093204762786627,1773758711.0058665,0.0,7936000.0
8189952.0,-1986.9398193359375,448.423323076,932.75390625,0.0,0.0,7.337890625,42117.47412835489,0.0,,0.0,0.0,0.0,-2.3339471511008014e-07,3125.027099609375,-0.22955359518527985,0.0,0.0024047684855759144,1773758720.0489032,0.0,8189952.0
8443904.0,-2057.1884765625,457.480647542,945.640625,0.0,0.0,4.4677734375,42087.72816674574,0.0,,0.0,0.0,0.0,-5.0415724217600655e-06,3207.59912109375,-0.2904419004917145,0.0,0.003084019524976611,1773758729.1442163,0.0,8443904.0
8697856.0,-1926.621826171875,485.651227032,914.2041015625,0.0,0.0,8.314453125,42033.69932984949,0.0,"{'size': 4095617.0, '_type': 'html-file', 'sha256': 'f044bfafd55825c76b0041afe156d417e5c441074c4a5c5ad776102955484815', 'path': 'media/html/render_8697856_f044bfafd55825c76b00.html'}",0.0,0.0,0.0,6.78253491059877e-06,3045.841064453125,-0.3023187518119812,0.0,0.002741626463830471,1773758766.3729692,0.0,8697856.0
8951808.0,-2153.95166015625,494.923382326,964.9892578125,0.0,0.0,13.91796875,41999.07470928758,0.0,,0.0,0.0,0.0,6.802338248235174e-07,3279.4580078125,-0.24715840816497803,0.0,0.002234742743894458,1773758766.5426967,0.0,8951808.0
9205760.0,-1924.7314453125,504.036081103,884.5341796875,0.0,0.0,11.3359375,41753.75778872899,0.0,,0.0,0.0,0.0,-1.22368544452911e-06,2954.201171875,-0.29341262578964233,0.0,0.0030468381009995937,1773758775.6443772,0.0,9205760.0
9459712.0,-2090.73974609375,513.095924514,967.3828125,0.015625,0.0,17.505859375,41921.40512665425,0.0,,0.001953125,0.0,0.015625,2.3357874852081295e-06,3317.269287109375,-0.30777275562286377,0.0,0.0031342131551355124,1773758784.757084,0.0,9459712.0
9713664.0,-1919.6256103515625,522.212652726,862.671875,0.0,0.0,2.080078125,41985.46821757133,0.0,,0.0,0.0,0.0,3.024259967787657e-06,2914.90380859375,-0.3442990481853485,0.0,0.0034820563159883022,1773758793.816463,0.0,9713664.0
9967616.0,-2043.5289306640625,550.87669829,936.5302734375,0.0,0.0,6.330078125,41888.80848202526,0.0,"{'size': 4071069.0, '_type': 'html-file', 'sha256': '6c14a229b53d7a14df231c075995fef611b6a8071f19b9fd9bd01917e3818d1e', 'path': 'media/html/render_9967616_6c14a229b53d7a14df23.html'}",0.0,0.0,0.0,-4.985593477613293e-06,3192.628662109375,-0.33511000871658325,0.0,0.0031993037555366755,1773758831.598475,0.0,9967616.0
10221568.0,-1888.1015625,560.20563838,892.0068359375,0.0,0.0,3.9609375,41912.81910665551,0.0,,0.0,0.0,0.0,-1.0621077308314852e-05,3024.89794921875,-0.314655601978302,0.0,0.003590207314118743,1773758831.7768064,0.0,10221568.0
10475520.0,-1996.55126953125,569.293671688,870.8203125,0.0,0.0,2.982421875,41732.39781234312,0.0,,0.0,0.0,0.0,1.2842536307289265e-05,2975.570556640625,-0.35233238339424133,0.0,0.004624790046364069,1773758840.925907,0.0,10475520.0
10729472.0,-2029.46044921875,578.46023556,907.9052734375,0.0,0.0,9.4267578125,41787.09530979477,0.0,,0.0,0.0,0.0,3.4900351693067933e-06,3070.17578125,-0.3406490683555603,0.0,0.0039338236674666405,1773758850.0146933,0.0,10729472.0
10983424.0,-1644.21044921875,587.550723661,763.392578125,0.0,0.0,3.427734375,41798.715004572085,0.0,,0.0,0.0,0.0,1.7789346884455881e-06,2613.49755859375,-0.3443417251110077,0.0,0.004109558649361134,1773758859.1812034,0.0,10983424.0
11237376.0,-1909.614013671875,615.891654081,914.896484375,0.0,0.0,12.2626953125,41803.59372544144,0.0,"{'size': 4106865.0, '_type': 'html-file', 'sha256': 'c2e140016a732cba7983cd584073f4864c7f6b519d80687bf04ba979cb1a9c53', 'path': 'media/html/render_11237376_c2e140016a732cba7983.html'}",0.0,0.0,0.0,1.255961933566141e-06,3048.51806640625,-0.2726357579231262,0.0,0.0032514233607798815,1773758896.6134415,0.0,11237376.0
11491328.0,-1863.821044921875,625.185269214,916.7509765625,0.2216796875,0.0,12.7578125,41730.872352064,0.0,,0.0009765625,0.0,0.2216796875,-1.9146828833527252e-07,3125.68017578125,-0.30300021171569824,0.0,0.004540739580988884,1773758896.78751,0.0,11491328.0
11745280.0,-1869.4052734375,634.321662155,888.1435546875,0.0,0.0,12.205078125,41607.85487280964,0.0,,0.0,0.0,0.0,3.318646577099571e-06,2925.7958984375,-0.2835228145122528,0.0,0.004351879004389048,1773758905.906292,0.0,11745280.0
11999232.0,-1871.085205078125,643.423746529,893.3994140625,0.0,0.0,6.5498046875,41768.26925359296,0.0,,0.0,0.0,0.0,2.041425204879488e-06,3073.639404296875,-0.23314277827739716,0.0,0.00356283294968307,1773758915.0425913,0.0,11999232.0
12253184.0,-2115.52392578125,652.562763461,925.4150390625,0.0,0.0,8.5849609375,41700.77673389322,0.0,,0.0,0.0,0.0,1.0944754649244715e-06,3115.98779296875,-0.3046121597290039,0.0,0.004000526387244463,1773758924.14463,0.0,12253184.0
12507136.0,-1916.3203125,681.475208074,887.431640625,0.0,0.0,9.353515625,41740.91333525667,0.0,"{'sha256': 'dd3e5b9be66b9a4a8126b4f995b8a1e5499f01856053cac15c79fde0cb506fc9', 'path': 'media/html/render_12507136_dd3e5b9be66b9a4a8126.html', 'size': 4084397.0, '_type': 'html-file'}",0.0,0.0,0.0,-8.52374512305687e-07,3017.11376953125,-0.33305326104164124,0.0,0.0050132120959460735,1773758962.196852,0.0,12507136.0
12761088.0,-1907.47265625,690.862782778,866.263671875,0.0,0.0,7.3984375,41697.45794551745,0.0,,0.0,0.0,0.0,-2.9142190882680552e-08,2947.2548828125,-0.30027395486831665,0.0,0.004513883963227272,1773758962.414177,0.0,12761088.0
13015040.0,-1880.4158935546875,699.964732108,904.6728515625,0.0,0.0,10.16015625,41583.27179983004,0.0,,0.0,0.0,0.0,-3.9114720493671484e-06,3070.66162109375,-0.3597508668899536,0.0,0.005729914177209139,1773758971.5839713,0.0,13015040.0
13268992.0,-1997.9423828125,709.097885992,918.3583984375,0.0,0.0,7.111328125,41688.20632727339,0.0,,0.0,0.0,0.0,6.546436566168268e-07,3175.5380859375,-0.36429792642593384,0.0,0.005604567471891642,1773758980.6851394,0.0,13268992.0
13522944.0,-2000.2978515625,718.193423883,913.466796875,0.017578125,0.0,12.4609375,41771.91057270025,0.0,,0.0009765625,0.0,0.017578125,4.318745141063118e-06,3161.67138671875,-0.30435264110565186,0.0,0.005232658237218857,1773758989.8188744,0.0,13522944.0
13776896.0,-2104.83984375,746.56645455,958.5087890625,0.0,0.0,5.44140625,41736.35341050231,0.0,"{'size': 4031481.0, '_type': 'html-file', 'sha256': '9c64e6ae164d0ea2dc9629e47b15f2a62ad9ab34f3a0fe8ffc3c7a269adf2373', 'path': 'media/html/render_13776896_9c64e6ae164d0ea2dc96.html'}",0.0,0.0,0.0,-5.664921900461195e-06,3214.178955078125,-0.32809001207351685,0.0,0.0065267872996628284,1773759027.2881925,0.0,13776896.0
14030848.0,-1939.844482421875,755.871150648,935.603515625,0.0,0.0,7.6923828125,41779.92764309105,0.0,,0.0,0.0,0.0,4.8961151151161175e-06,3173.861572265625,-0.4068537652492523,0.0,0.007595611736178398,1773759027.4595218,0.0,14030848.0
14284800.0,-2006.366455078125,765.016052831,929.32421875,0.0,0.0,7.9677734375,41521.6302462018,0.0,,0.0,0.0,0.0,-1.8886649968408165e-06,3140.968994140625,-0.4302830696105957,0.0,0.009765404276549816,1773759036.592188,0.0,14284800.0
14538752.0,-2056.19287109375,774.129804581,957.89453125,0.0,0.0,5.501953125,41686.987554392785,0.0,,0.0,0.0,0.0,-2.6617701678333106e-06,3221.60498046875,-0.39490267634391785,0.0,0.008861924521625042,1773759045.7371752,0.0,14538752.0
14792704.0,-2069.19580078125,783.279837246,909.341796875,0.0,0.0,14.8984375,41621.84058232257,0.0,,0.0,0.0,0.0,8.859963600116316e-06,3082.148193359375,-0.37204137444496155,0.0,0.006209652405232191,1773759054.8508077,0.0,14792704.0
15046656.0,-2032.869140625,811.91599693,968.3095703125,0.0,0.0,4.279296875,41675.04832865022,0.0,"{'size': 4074261.0, '_type': 'html-file', 'sha256': '22ed2d4f36bd617de0c6a1b8af1018e947e8aac41a1f40c81a7c267f82443b31', 'path': 'media/html/render_15046656_22ed2d4f36bd617de0c6.html'}",0.0,0.0,0.0,-3.161129029649601e-07,3340.05615234375,-0.32049864530563354,0.0,0.005865299608558416,1773759092.6377506,0.0,15046656.0
15300608.0,-2082.03515625,821.257221658,933.1494140625,1.0439453125,0.0,17.92578125,41713.594860302095,0.0,,0.001953125,0.0,1.0439453125,3.199496859451756e-06,3139.154052734375,-0.2862316966056824,0.0,0.005411920603364706,1773759092.809046,0.0,15300608.0
15554560.0,-1928.359619140625,830.359745709,876.107421875,0.0048828125,0.0,9.482421875,41601.713691823614,0.0,,0.0009765625,0.0,0.0048828125,-5.939798029430676e-06,2983.036376953125,-0.3530502915382385,0.0,0.006586035247892141,1773759101.9782932,0.0,15554560.0
15808512.0,-2005.46875,839.513907514,819.6513671875,0.0,0.0,18.8447265625,41697.28491939322,0.0,,0.0,0.0,0.0,-2.58970749200671e-06,2706.82958984375,-0.32404422760009766,0.0,0.008654910139739513,1773759111.0807726,0.0,15808512.0
16062464.0,-2117.42724609375,848.626139136,927.984375,0.0,0.0,9.12890625,41639.89346898888,0.0,,0.0,0.0,0.0,5.106614025862655e-06,3145.4296875,-0.3441896438598633,0.0,0.01042458787560463,1773759120.2343678,0.0,16062464.0
16316416.0,-2151.48486328125,877.161118912,975.6435546875,0.0,0.0,13.4296875,41640.18973522179,0.0,"{'path': 'media/html/render_16316416_0e28ec658132f7168a34.html', 'size': 4119837.0, '_type': 'html-file', 'sha256': '0e28ec658132f7168a34226f3987cd385421c1852020a0c9e212b2ddccf4349e'}",0.0,0.0,0.0,-3.5714099340111716e-06,3328.580078125,-0.32369503378868103,0.0,0.007487430237233639,1773759157.8828588,0.0,16316416.0
16570368.0,-2075.88232421875,886.485325431,924.9638671875,0.0,0.0,9.3251953125,41658.70170994949,0.0,,0.0,0.0,0.0,2.2741594420949696e-06,3145.64404296875,-0.29106074571609497,0.0,0.006829093210399151,1773759158.0650063,0.0,16570368.0
16824320.0,-2196.80908203125,895.628799147,947.80859375,0.0,0.0,6.8779296875,41505.16760759557,0.0,,0.0,0.0,0.0,-2.3110371785151074e-06,3276.95654296875,-0.34660786390304565,0.0,0.008700361475348473,1773759167.206342,0.0,16824320.0
17078272.0,-2226.96044921875,904.739085067,948.11328125,1.34375,0.0,24.412109375,41710.38673164466,0.0,,0.001953125,0.0,1.34375,1.502618147242174e-06,3141.91455078125,-0.302509605884552,0.0,0.009050186723470688,1773759176.3498118,0.0,17078272.0
17332224.0,-2089.888671875,913.893761345,933.9931640625,0.0048828125,0.0,14.39453125,41647.76874700516,0.0,,0.0009765625,0.0,0.0048828125,1.2909032420793665e-06,3160.220458984375,-0.3232463598251343,0.0,0.010332182981073856,1773759185.4601054,0.0,17332224.0
17586176.0,-1929.953125,942.396824346,883.962890625,0.02734375,0.0,27.666015625,41661.427700077365,0.0,"{'size': 4100953.0, '_type': 'html-file', 'sha256': 'd14961ab9886e265804bf4339fdebdcd2091265736ce1267a04fcf33e3f4a7c5', 'path': 'media/html/render_17586176_d14961ab9886e265804b.html'}",0.0009765625,0.0,0.02734375,3.3880319278978277e-06,2936.486083984375,-0.3273450434207916,0.0,0.008706395514309406,1773759223.118576,0.0,17586176.0
17840128.0,-1669.117431640625,951.755584728,750.1025390625,0.5146484375,0.0,12.419921875,41673.61184191247,0.0,,0.0009765625,0.0,0.5146484375,-5.556866653932957e-06,2504.52001953125,-0.3410476744174957,0.0,0.01129238586872816,1773759223.2943795,0.0,17840128.0
18094080.0,-2148.462890625,960.855184888,916.08984375,0.8837890625,0.0,23.466796875,41463.44261024394,0.0,,0.001953125,0.0,0.8837890625,-1.7569628880664823e-06,3097.24365234375,-0.29617786407470703,0.0,0.010085499845445156,1773759232.476735,0.0,18094080.0
18348032.0,-2101.3623046875,970.001097831,925.1435546875,0.0,0.0,7.3173828125,41720.02567111682,0.0,,0.0,0.0,0.0,5.515903467312455e-06,3130.3642578125,-0.2277822345495224,0.0,0.007400261703878641,1773759241.5764008,0.0,18348032.0
18601984.0,-2070.8388671875,979.092684375,931.1923828125,0.0,0.0,6.92578125,41696.73320417149,0.0,,0.0,0.0,0.0,4.197969246888533e-06,3216.1865234375,-0.25584566593170166,0.0,0.007603655103594065,1773759250.7219512,0.0,18601984.0
18855936.0,-1816.83154296875,1008.409568764,836.349609375,0.0,0.0,5.193359375,41749.47651693611,0.0,"{'size': 4097477.0, '_type': 'html-file', 'sha256': '70bc7a7a5352b3089c9af31e130089ceb204651dcd40613cbf3fe99f112797d1', 'path': 'media/html/render_18855936_70bc7a7a5352b3089c9a.html'}",0.0,0.0,0.0,7.08070047039655e-07,2851.744873046875,-0.21779567003250122,0.0,0.006151401903480291,1773759289.1313365,0.0,18855936.0
19109888.0,-2117.201171875,1017.761490409,906.068359375,0.0,0.0,11.6103515625,41728.913778810784,0.0,,0.0,0.0,0.0,1.3095814210828394e-06,3022.342529296875,-0.289932519197464,0.0,0.007432123646140099,1773759289.3502994,0.0,19109888.0
19363840.0,-1966.5775146484375,1026.913360882,865.052734375,0.0,0.0,17.17578125,41547.48390997893,0.0,,0.0,0.0,0.0,-8.305682968057226e-06,2882.462890625,-0.39569562673568726,0.0,0.011124806478619576,1773759298.4823096,0.0,19363840.0
19617792.0,-2055.321044921875,1036.011121584,912.7607421875,0.0380859375,0.0,13.9853515625,41642.524200161184,0.0,,0.0009765625,0.0,0.0380859375,3.61829120265611e-06,3140.16455078125,-0.42116856575012207,0.0,0.011339203454554081,1773759307.6338098,0.0,19617792.0
19871744.0,-1985.74267578125,1045.168495503,917.4990234375,0.0,0.0,15.7666015625,41729.942088588614,0.0,,0.0,0.0,0.0,3.161621407343773e-06,3112.98974609375,-0.3259488344192505,0.0,0.010532411746680737,1773759316.732171,0.0,19871744.0
20125696.0,-2075.145751953125,1072.992074739,933.962890625,0.626953125,0.0,12.4658203125,41613.6239363375,0.0,"{'sha256': '2c97f274c5d4f10f8e68ee928f8f5444c1979b0d62303034f8649e99463cd057', 'path': 'media/html/render_20125696_2c97f274c5d4f10f8e68.html', 'size': 4046669.0, '_type': 'html-file'}",0.0009765625,0.0,0.626953125,-7.665568659831479e-07,3193.807861328125,-0.3279016315937042,0.0,0.01261125598102808,1773759353.7138052,0.0,20125696.0
20379648.0,-2131.110595703125,1082.328811174,950.6162109375,1.8662109375,0.0,23.884765625,41537.02713993303,0.0,,0.005859375,0.0,1.8662109375,-5.317798240866978e-06,3230.626953125,-0.37399497628211975,0.0,0.012666592374444008,1773759353.8935726,0.0,20379648.0
20633600.0,-2064.74365234375,1091.434179785,952.4541015625,0.0,0.0,17.0361328125,41642.94098015459,0.0,,0.0,0.0,0.0,8.284451723739039e-06,3175.484130859375,-0.4312414824962616,0.0,0.012116868048906326,1773759363.0500104,0.0,20633600.0
20887552.0,-2122.70166015625,1100.584712346,951.0205078125,0.0,0.0,19.3388671875,41677.375288574665,0.0,,0.0,0.0,0.0,2.1289970391080715e-06,3198.168701171875,-0.3419416546821594,0.0,0.009502345696091652,1773759372.1553779,0.0,20887552.0
21141504.0,-2200.6806640625,1109.71889294,939.3232421875,0.6328125,0.0,15.7744140625,41695.08467467323,0.0,,0.0009765625,0.0,0.6328125,1.321193508374563e-06,3213.130615234375,-0.33709388971328735,0.0,0.008543640375137329,1773759381.3055773,0.0,21141504.0
21395456.0,-1961.249755859375,1139.083794411,851.001953125,0.0,0.0,9.9990234375,41643.82015281298,0.0,"{'sha256': 'ce8de07ae7cae9f9fad8c3fb80c189aaa6287a0c248b73fd198b20ad2a0d2f17', 'path': 'media/html/render_21395456_ce8de07ae7cae9f9fad8.html', 'size': 4109201.0, '_type': 'html-file'}",0.0,0.0,0.0,1.0885054280151962e-06,2887.142578125,-0.27200406789779663,0.0,0.0061824447475373745,1773759419.8055508,0.0,21395456.0
21649408.0,-2124.5654296875,1148.422598217,954.3837890625,0.0,0.0,7.125,41689.647083780794,0.0,,0.0,0.0,0.0,8.216562491725199e-06,3201.683349609375,-0.197017103433609,0.0,0.005369900725781918,1773759419.996237,0.0,21649408.0
21903360.0,-2118.57958984375,1157.572016084,950.5146484375,0.0,0.0,13.7236328125,41453.87184111568,0.0,,0.0,0.0,0.0,1.4381815560682298e-07,3083.25048828125,-0.2184308022260666,0.0,0.0055128224194049835,1773759429.1434376,0.0,21903360.0
22157312.0,-2222.807861328125,1166.687463042,929.453125,0.0,0.0,18.9873046875,41644.87683722041,0.0,,0.0,0.0,0.0,4.084086413058685e-06,3134.047119140625,-0.1966971904039383,0.0,0.0059045604430139065,1773759438.293152,0.0,22157312.0
22411264.0,-1982.766845703125,1175.845056366,874.1689453125,0.953125,0.0,32.6982421875,41584.33677806856,0.0,,0.0029296875,0.0,0.953125,-5.692925697076134e-06,2844.5537109375,-0.2884787619113922,0.0,0.007116993423551321,1773759447.408378,0.0,22411264.0
22665216.0,-1824.6837158203125,1203.69360551,817.140625,0.0,0.0,16.7041015625,41627.62003255949,0.0,"{'sha256': 'bd627dd7a7732f440545076de470c19557f1539e9f4bd8c682cb87de556f1b6b', 'path': 'media/html/render_22665216_bd627dd7a7732f440545.html', 'size': 4027409.0, '_type': 'html-file'}",0.0,0.0,0.0,-1.3440761676974944e-06,2744.888427734375,-0.3061419427394867,0.0,0.007061154115945101,1773759484.4153612,0.0,22665216.0
22919168.0,-1964.5140380859375,1213.083882192,910.828125,1.4423828125,0.0,38.3466796875,41634.081317785225,0.0,,0.001953125,0.0,1.4423828125,2.228627181466436e-06,2978.58447265625,-0.29885968565940857,0.0,0.007554955314844847,1773759484.6052408,0.0,22919168.0
23173120.0,-1953.0234375,1222.178221928,898.921875,0.0,0.0,10.94921875,41401.770927165584,0.0,,0.0,0.0,0.0,-2.293008947162889e-06,3027.84130859375,-0.30995622277259827,0.0,0.007687311619520187,1773759493.8049247,0.0,23173120.0
23427072.0,-2028.4698486328125,1231.311970143,945.158203125,0.0009765625,0.0,22.833984375,41751.35846634046,0.0,,0.0009765625,0.0,0.0009765625,1.4698501900056726e-06,3150.77490234375,-0.3221356272697449,0.0,0.008194283582270145,1773759502.8994224,0.0,23427072.0
