render,training/entropy,training/actor_loss,_timestamp,training/sps,_step,eval/episode_dist,eval/episode_success_any,_runtime,eval/episode_reward_dist,eval/episode_reward_near,eval/episode_reward,eval/episode_success,eval/episode_success_hard,training/log_alpha,training/critic_loss,training/alpha_loss,eval/episode_reward_survive,step,eval/episode_reward_ctrl,eval/episode_success_easy
,0.0,-0.0061699640937149525,1773868402.2461197,32012.520472558845,21617664.0,261.5562744140625,0.00390625,1539.777103801,0.0,0.0,0.017578125,0.017578125,0.0,0.0,6.953444244572893e-05,3.1969250163799146e-11,0.0,21617664.0,0.0,24.107421875
,0.0,-0.006606794893741608,1773868414.15558,31951.26154863649,21871616.0,237.24835205078125,0.0,1551.671375252,0.0,0.0,0.0,0.0,0.0,0.0,6.615580059587955e-05,2.9983175664494155e-11,0.0,21871616.0,0.0,21.640625
"{'_type': 'html-file', 'sha256': '26232552d5a7e8d857e933ab409146419422362cdc5f73c89869d02422b5346e', 'path': 'media/html/render_22125568_26232552d5a7e8d857e9.html', 'size': 4706121.0}",0.0,-0.00582845276221633,1773868464.114375,32001.282074209375,22125568.0,255.82373046875,0.0,1589.735371187,0.0,0.0,0.0,0.0,0.0,0.0,6.100018435972743e-05,2.7655074411048197e-11,0.0,22125568.0,0.0,21.26953125
,0.0,-0.005789706949144602,1773868464.3393013,31980.964323911183,22379520.0,261.8748779296875,0.001953125,1601.886633293,0.0,0.0,0.015625,0.015625,0.0,0.0,5.575259274337441e-05,3.0230064979042126e-11,0.0,22379520.0,0.0,24.0546875
,0.0,-0.005289152264595032,1773868476.2651072,31948.915462236833,22633472.0,212.52587890625,0.001953125,1613.800168603,0.0,0.0,0.0078125,0.0078125,0.0,0.0,5.257047087070532e-05,3.024966041542676e-11,0.0,22633472.0,0.0,14.82421875
,0.0,-0.004646293818950653,1773868488.1785994,31921.8425395686,22887424.0,207.90188598632812,0.001953125,1625.693232773,0.0,0.0,0.01171875,0.01171875,0.0,0.0,5.1815623010043055e-05,2.401732632217879e-11,0.0,22887424.0,0.0,20.126953125
,0.0,-0.00507378252223134,1773868500.0715272,32010.25388379272,23141376.0,242.56405639648438,0.005859375,1637.576470918,0.0,0.0,0.025390625,0.025390625,0.0,0.0,5.647191574098542e-05,2.645773183873601e-11,0.0,23141376.0,0.0,19.73828125
"{'_type': 'html-file', 'sha256': '73c169a74f2dd72d3ab94a56c0d6e8de35b1efa60849cff238ba0efc7ee748d1', 'path': 'media/html/render_23395328_73c169a74f2dd72d3ab9.html', 'size': 4706817.0}",0.0,-0.0057421340607106686,1773868550.7572353,32051.100687219034,23395328.0,258.1737976074219,0.001953125,1676.378254452,0.0,0.0,0.00390625,0.00390625,0.0,0.0,6.47935303277336e-05,2.8442220800783957e-11,0.0,23395328.0,0.0,18.65625
,0.0,-0.0047323210164904594,1773868550.9883857,32003.042571858066,23649280.0,248.29409790039062,0.005859375,1688.534642808,0.0,0.0,0.03125,0.03125,0.0,0.0,4.8058816901175305e-05,2.9084951461144648e-11,0.0,23649280.0,0.0,24.921875
,0.0,-0.005214498843997717,1773868562.913105,31905.299685320817,23903232.0,253.135986328125,0.0078125,1700.43291468,0.0,0.0,0.0625,0.0625,0.0,0.0,5.390647129388526e-05,2.919263789036286e-11,0.0,23903232.0,0.0,23.40234375
,0.0,-0.00466136122122407,1773868574.8113525,32022.089668245848,24157184.0,248.61703491210938,0.001953125,1712.334261057,0.0,0.0,0.013671875,0.013671875,0.0,0.0,4.816097134607844e-05,2.8714444016975094e-11,0.0,24157184.0,0.0,18.478515625
,0.0,-0.004766497761011124,1773868586.7127802,31972.625052109448,24411136.0,244.6976318359375,0.0,1724.22676589,0.0,0.0,0.0,0.0,0.0,0.0,5.267976666800678e-05,2.832677148401075e-11,0.0,24411136.0,0.0,21.314453125
"{'_type': 'html-file', 'sha256': '72544aa9ee2014271045b1bd9f3bc387d3fe4abdf88de1f09db4d9d5a4942965', 'path': 'media/html/render_24665088_72544aa9ee2014271045.html', 'size': 4709681.0}",0.0,-0.004534286446869373,1773868637.3774502,32007.359543352264,24665088.0,260.7998046875,0.001953125,1762.998410062,0.0,0.0,0.015625,0.015625,0.0,0.0,4.181927943136543e-05,2.9603926948729153e-11,0.0,24665088.0,0.0,20.818359375
,0.0,-0.0034726427402347326,1773868637.5821688,32031.546104880385,24919040.0,256.5801086425781,0.0,1775.133696589,0.0,0.0,0.0,0.0,0.0,0.0,3.531643233145587e-05,2.991211792147119e-11,0.0,24919040.0,0.0,23.103515625
,0.0,-0.0035681307781487703,1773868649.512163,31876.3248495046,25172992.0,260.24237060546875,0.005859375,1787.01593555,0.0,0.0,0.0390625,0.0390625,0.0,0.0,4.569070370052941e-05,3.015397306849188e-11,0.0,25172992.0,0.0,22.94140625
,0.0,-0.0038485093973577023,1773868661.3945873,32037.738184151804,25426944.0,264.084228515625,0.00390625,1798.906492328,0.0,0.0,0.0078125,0.0078125,0.0,0.0,4.0579718188382685e-05,3.0301473136207235e-11,0.0,25426944.0,0.0,22.791015625
,0.0,-0.003898082999512553,1773868673.2849696,32024.761364102385,25680896.0,232.45126342773438,0.00390625,1810.806193589,0.0,0.0,0.017578125,0.017578125,0.0,0.0,4.42405762441922e-05,2.8474172672487974e-11,0.0,25680896.0,0.0,21.91796875
"{'_type': 'html-file', 'sha256': '776f088cbaccffea9fc595b55545303808d1ecf0e6cf5b1557fbd567f0b2b3c4', 'path': 'media/html/render_25934848_776f088cbaccffea9fc5.html', 'size': 4703961.0}",0.0,-0.004424001090228558,1773868723.3542128,31973.09052362383,25934848.0,252.58447265625,0.0078125,1848.975175599,0.0,0.0,0.04296875,0.04296875,0.0,0.0,4.974627881892957e-05,2.6920037379807304e-11,0.0,25934848.0,0.0,21.564453125
,0.0,-0.005081152077764273,1773868723.6010401,32021.59581437314,26188800.0,251.24832153320312,0.001953125,1861.15766101,0.0,0.0,0.02734375,0.02734375,0.0,0.0,5.683312701876275e-05,2.8952902575429817e-11,0.0,26188800.0,0.0,24.13671875
,0.0,-0.005267251282930374,1773868735.5361004,31864.77671789403,26442752.0,255.08901977539062,0.005859375,1873.05667033,0.0,0.0,0.041015625,0.041015625,0.0,0.0,6.574563303729519e-05,2.979646737677477e-11,0.0,26442752.0,0.0,22.060546875
,0.0,-0.004748466890305281,1773868747.4351287,31982.85415210816,26696704.0,264.80499267578125,0.00390625,1884.961045274,0.0,0.0,0.017578125,0.017578125,0.0,0.0,3.987862874055281e-05,3.020135183606776e-11,0.0,26696704.0,0.0,19.669921875
,0.0,-0.004807197023183107,1773868759.3395495,31946.593674300744,26950656.0,270.42266845703125,0.00390625,1896.860094077,0.0,0.0,0.029296875,0.029296875,0.0,0.0,6.231533916434273e-05,3.0522997324089474e-11,0.0,26950656.0,0.0,20.681640625
"{'path': 'media/html/render_27204608_10f05cb6e54b8e76787f.html', 'size': 4712073.0, '_type': 'html-file', 'sha256': '10f05cb6e54b8e76787f368f4b76714ac8e245147f0764b45d892401fa4c6003'}",0.0,-0.006096323486417532,1773868810.132604,31997.998124433674,27204608.0,270.1158447265625,0.001953125,1935.753592857,0.0,0.0,0.0546875,0.0546875,0.0,0.0,7.283304876182228e-05,2.75385339532086e-11,0.0,27204608.0,0.0,24.513671875
,0.0,-0.006184035912156105,1773868810.361739,32001.43590571264,27458560.0,231.91363525390625,0.001953125,1947.918124841,0.0,0.0,0.00390625,0.00390625,0.0,0.0,6.310072058113292e-05,2.198764954830512e-11,0.0,27458560.0,0.0,18.306640625
,0.0,-0.006773416884243488,1773868822.2966151,31873.75607311952,27712512.0,218.71014404296875,0.005859375,1959.816227374,0.0,0.0,0.017578125,0.017578125,0.0,0.0,7.543737592641264e-05,1.0918304454987648e-11,0.0,27712512.0,0.0,15.580078125
,0.0,-0.007153767626732588,1773868834.1945965,31999.043031824564,27966464.0,219.20819091796875,0.0,1971.70648713,0.0,0.0,0.0,0.0,0.0,0.0,8.315853483509272e-05,1.9631069339554053e-11,0.0,27966464.0,0.0,19.275390625
,0.0,-0.0070349182933568954,1773868846.0850182,32019.538735126,28220416.0,229.7621307373047,0.001953125,1983.616708759,0.0,0.0,0.005859375,0.005859375,0.0,0.0,8.14171289675869e-05,2.5432463426899865e-11,0.0,28220416.0,0.0,18.716796875
"{'_type': 'html-file', 'sha256': 'b3c08748ba5551b93d90b4ff28786c9ecceab908385e1f6317dbf35fbd18d69f', 'path': 'media/html/render_28474368_b3c08748ba5551b93d90.html', 'size': 4708377.0}",0.0,-0.007949313148856163,1773868896.261504,31931.92142042192,28474368.0,233.20059204101562,0.001953125,2021.882464286,0.0,0.0,0.0078125,0.0078125,0.0,0.0,8.038941450649872e-05,2.8453493033930854e-11,0.0,28474368.0,0.0,21.2421875
,0.0,-0.006181628443300724,1773868896.4623766,31988.576853609582,28728320.0,245.23828125,0.0,2033.996899903,0.0,0.0,0.0,0.0,0.0,0.0,6.7014669184573e-05,2.9928406974910615e-11,0.0,28728320.0,0.0,20.609375
,0.0,-0.007200401742011309,1773868908.3753953,31951.919051322315,28982272.0,251.25779724121094,0.001953125,2045.892098076,0.0,0.0,0.015625,0.015625,0.0,0.0,8.75545374583453e-05,3.074283536075306e-11,0.0,28982272.0,0.0,21.25390625
,0.0,-0.00646732933819294,1773868920.2706816,31988.98322598781,29236224.0,240.22462463378906,0.001953125,2057.781892512,0.0,0.0,0.009765625,0.009765625,0.0,0.0,6.472360109910369e-05,3.0641929965602444e-11,0.0,29236224.0,0.0,21.748046875
,0.0,-0.007384868338704109,1773868932.160455,32028.42158896111,29490176.0,249.32310485839844,0.005859375,2069.683622472,0.0,0.0,0.017578125,0.017578125,0.0,0.0,8.292681013699621e-05,2.6200418570820894e-11,0.0,29490176.0,0.0,20.244140625
"{'path': 'media/html/render_29744128_785272d22332a7880dae.html', 'size': 4708689.0, '_type': 'html-file', 'sha256': '785272d22332a7880dae1943e04ced343f22c9daee3245334ef10cbf420608af'}",0.0,-0.00720617501065135,1773868982.4826796,31978.55818908882,29744128.0,261.82891845703125,0.00390625,2108.103713766,0.0,0.0,0.03515625,0.03515625,0.0,0.0,7.682279829168692e-05,2.8953789019126042e-11,0.0,29744128.0,0.0,22.662109375
,0.0,-0.0067151375114917755,1773868982.7898543,32011.594942107848,29998080.0,253.81143188476562,0.001953125,2120.351340309,0.0,0.0,0.005859375,0.005859375,0.0,0.0,7.252515206346288e-05,3.056582417726439e-11,0.0,29998080.0,0.0,21.345703125
,0.0,-0.006100297439843416,1773868994.7297232,31865.78052963128,30252032.0,259.72613525390625,0.001953125,2132.24385331,0.0,0.0,0.005859375,0.005859375,0.0,0.0,5.834027979290113e-05,3.1256077587249465e-11,0.0,30252032.0,0.0,20.693359375
,0.0,-0.006877117324620485,1773869006.6224265,31994.565886881544,30505984.0,252.7440643310547,0.001953125,2144.142084968,0.0,0.0,0.013671875,0.013671875,0.0,0.0,9.470857912674546e-05,3.164042639003384e-11,0.0,30505984.0,0.0,20.798828125
,0.0,-0.008072481490671635,1773869018.520513,31984.583809520376,30759936.0,259.8685302734375,0.005859375,2156.045540955,0.0,0.0,0.033203125,0.033203125,0.0,0.0,8.441915997536853e-05,3.177328539161195e-11,0.0,30759936.0,0.0,20.224609375
"{'_type': 'html-file', 'sha256': '15113f40653f31082233fd2ddad294fcf5b0c0f0d88ea0e856d7950626859a86', 'path': 'media/html/render_31013888_15113f40653f31082233.html', 'size': 4719545.0}",0.0,-0.0075392345897853374,1773869068.2191646,31971.81314866886,31013888.0,253.17930603027344,0.001953125,2193.840157116,0.0,0.0,0.01171875,0.01171875,0.0,0.0,8.243690535891801e-05,3.179415411502795e-11,0.0,31013888.0,0.0,21.431640625
,0.0,-0.007224800996482372,1773869068.4284246,32009.460268776813,31267840.0,263.319091796875,0.005859375,2205.971422154,0.0,0.0,0.0078125,0.0078125,0.0,0.0,7.86212258390151e-05,3.17316381504007e-11,0.0,31267840.0,0.0,20.853515625
,0.0,-0.007249437738209963,1773869080.3497663,31932.62599336028,31521792.0,262.4835510253906,0.0,2217.88029058,0.0,0.0,0.0,0.0,0.0,0.0,7.58564128773287e-05,3.180920804535248e-11,0.0,31521792.0,0.0,20.5390625
,0.0,-0.008019573986530304,1773869092.2587042,31949.004584223352,31775744.0,252.5356903076172,0.0,2229.770685322,0.0,0.0,0.0,0.0,0.0,0.0,8.844672265695408e-05,2.906277128678081e-11,0.0,31775744.0,0.0,23.412109375
,0.0,-0.0073946318589150906,1773869104.149158,32007.749080126297,32029696.0,284.80462646484375,0.0,2241.681013614,0.0,0.0,0.0,0.0,0.0,0.0,8.218169386964291e-05,2.8833961260299468e-11,0.0,32029696.0,0.0,20.533203125
"{'_type': 'html-file', 'sha256': '0c2e70279d79369c4d5eaab001b2d0daa37352f8ef46b53a320832f881480162', 'path': 'media/html/render_32283648_0c2e70279d79369c4d5e.html', 'size': 4706737.0}",0.0,-0.006389287766069174,1773869154.2509751,31944.376648289723,32283648.0,254.68373107910156,0.001953125,2279.871958287,0.0,0.0,0.0078125,0.0078125,0.0,0.0,6.409667548723519e-05,3.039409349203659e-11,0.0,32283648.0,0.0,22.388671875
,0.0,-0.005631939508020878,1773869154.4575667,31968.94302629126,32537600.0,223.39352416992188,0.0,2292.028687648,0.0,0.0,0.0,0.0,0.0,0.0,5.83230284973979e-05,3.056114042387925e-11,0.0,32537600.0,0.0,17.517578125
,0.0,-0.0052792951464653015,1773869166.4068155,31806.838409095326,32791552.0,247.69845581054688,0.0078125,2303.897365676,0.0,0.0,0.0390625,0.0390625,0.0,0.0,5.0857121095759794e-05,3.0975111364739405e-11,0.0,32791552.0,0.0,20.849609375
,0.0,-0.0051036011427640915,1773869178.276063,32089.79430687719,33045504.0,254.13963317871094,0.001953125,2315.807635698,0.0,0.0,0.01171875,0.01171875,0.0,0.0,5.719562614103779e-05,3.147863913977034e-11,0.0,33045504.0,0.0,20.708984375
,0.0,-0.004942227620631456,1773869190.1861699,31957.648904347985,33299456.0,265.3221740722656,0.001953125,2327.715354251,0.0,0.0,0.01953125,0.01953125,0.0,0.0,5.0002654461422935e-05,3.16805852385027e-11,0.0,33299456.0,0.0,21.07421875
"{'_type': 'html-file', 'sha256': '9cc6f0b8108ed5058512029b9b1cefdec9bd33201ec530054216ef71d4763e4f', 'path': 'media/html/render_33553408_9cc6f0b8108ed5058512.html', 'size': 4714333.0}",0.0,-0.0046874238178133965,1773869240.307936,31936.069849486226,33553408.0,265.74151611328125,0.005859375,2365.928924408,0.0,0.0,0.029296875,0.029296875,0.0,0.0,5.646445060847327e-05,3.179169774658597e-11,0.0,33553408.0,0.0,21.09765625
,0.0,-0.004790062550455332,1773869240.582753,31986.77664248421,33807360.0,276.2260437011719,0.00390625,2378.139522391,0.0,0.0,0.01953125,0.01953125,0.0,0.0,4.999172961106524e-05,3.1820230478318834e-11,0.0,33807360.0,0.0,21.154296875
,0.0,-0.0050500365905463696,1773869252.5179281,31870.724247885602,34061312.0,266.56939697265625,0.0,2390.051291484,0.0,0.0,0.0,0.0,0.0,0.0,5.267647429718636e-05,3.181935270823999e-11,0.0,34061312.0,0.0,20.9296875
,0.0,-0.0050020599737763405,1773869264.429448,31937.196899493312,34315264.0,266.368408203125,0.001953125,2401.952005199,0.0,0.0,0.005859375,0.005859375,0.0,0.0,5.9879756008740515e-05,3.1810894196571127e-11,0.0,34315264.0,0.0,20.62109375
,0.0,-0.005349535029381514,1773869276.3306603,31963.93426127357,34569216.0,268.43548583984375,0.0,2413.867169689,0.0,0.0,0.0,0.0,0.0,0.0,5.683688141289167e-05,3.180607513475486e-11,0.0,34569216.0,0.0,20.431640625
"{'size': 4724645.0, '_type': 'html-file', 'sha256': '15d6236776bd3466feb4341f1da02587267f8e25d157c1d7b910ba7b389e068b', 'path': 'media/html/render_34823168_15d6236776bd3466feb4.html'}",0.0,-0.0046941498294472694,1773869325.3206623,31933.327725301497,34823168.0,266.01507568359375,0.005859375,2450.94164304,0.0,0.0,0.03125,0.03125,0.0,0.0,4.682808503275737e-05,3.1810588885239355e-11,0.0,34823168.0,0.0,21.328125
,0.0,-0.003816851880401373,1773869325.526804,31944.07966299213,35077120.0,267.11016845703125,0.00390625,2463.089674212,0.0,0.0,0.013671875,0.013671875,0.0,0.0,3.483983164187521e-05,3.181294463971973e-11,0.0,35077120.0,0.0,23.61328125
,0.0,-0.0038659251295030117,1773869337.468361,31840.381531720664,35331072.0,268.9490051269531,0.0078125,2474.989729791,0.0,0.0,0.017578125,0.017578125,0.0,0.0,4.692344737122767e-05,3.180980132078126e-11,0.0,35331072.0,0.0,22.37890625
,0.0,-0.004390776623040438,1773869349.3683307,31976.32808497994,35585024.0,266.18475341796875,0.001953125,2486.904537662,0.0,0.0,0.017578125,0.017578125,0.0,0.0,4.90053826069925e-05,3.1805724720612716e-11,0.0,35585024.0,0.0,23.021484375
,0.0,-0.004589850548654795,1773869361.2831385,31919.23294391029,35838976.0,182.47561645507812,0.001953125,2498.805996781,0.0,0.0,0.009765625,0.009765625,0.0,0.0,5.047866216045804e-05,2.8871289040055537e-11,0.0,35838976.0,0.0,14.279296875
"{'_type': 'html-file', 'sha256': 'f86d0d06759a195697ef7da50cb32e265282f292c4941718941ae2d7ff0fe5e5', 'path': 'media/html/render_36092928_f86d0d06759a195697ef.html', 'size': 4716525.0}",0.0,-0.0042722225189208984,1773869411.6434035,31961.424233465044,36092928.0,173.44305419921875,0.0,2537.264361592,0.0,0.0,0.0,0.0,0.0,0.0,4.0477119910065085e-05,2.5457962127273248e-11,0.0,36092928.0,0.0,13.056640625
,0.0,-0.004369987640529871,1773869411.8603737,31959.895582797108,36346880.0,207.54541015625,0.0,2549.410078539,0.0,0.0,0.0,0.0,0.0,0.0,5.146757757756859e-05,2.7334585983584958e-11,0.0,36346880.0,0.0,21.046875
,0.0,-0.0036871209740638733,1773869423.7882137,31896.817382382585,36600832.0,243.4874267578125,0.005859375,2561.300509702,0.0,0.0,0.015625,0.015625,0.0,0.0,3.485340130282566e-05,3.026418698981459e-11,0.0,36600832.0,0.0,21.2265625
,0.0,-0.0038956101052463055,1773869435.679083,32001.650310837427,36854784.0,220.20310974121094,0.0,2573.198028008,0.0,0.0,0.0,0.0,0.0,0.0,4.754435576614924e-05,2.7826374884853955e-11,0.0,36854784.0,0.0,20.359375
,0.0,-0.0035687179770320654,1773869447.5766718,31987.20025984918,37108736.0,261.5872802734375,0.0,2585.108704457,0.0,0.0,0.0,0.0,0.0,0.0,3.705219569383189e-05,2.9849660937442124e-11,0.0,37108736.0,0.0,17.048828125
"{'_type': 'html-file', 'sha256': '3ba2f73ed1ca1c228f9717a08a4c3e04dbbd63b9c0ff3edb0aaee758180f83da', 'path': 'media/html/render_37362688_3ba2f73ed1ca1c228f97.html', 'size': 4721273.0}",0.0,-0.003053004154935479,1773869497.8418033,31937.7178398861,37362688.0,225.83798217773438,0.0,2623.462830544,0.0,0.0,0.0,0.0,0.0,0.0,2.8124357413616963e-05,2.6230470920318716e-11,0.0,37362688.0,0.0,18.505859375
,0.0,-0.0032387583050876856,1773869498.0584028,31948.29258051374,37616640.0,248.44937133789062,0.0,2635.623693527,0.0,0.0,0.0,0.0,0.0,0.0,4.143633850617334e-05,2.7043868880416433e-11,0.0,37616640.0,0.0,21.65234375
,0.0,-0.003833398688584566,1773869510.0021732,31853.645607102524,37870592.0,256.2235412597656,0.001953125,2647.531034013,0.0,0.0,0.001953125,0.001953125,0.0,0.0,4.523272946244106e-05,2.885821789866405e-11,0.0,37870592.0,0.0,22.853515625
,0.0,-0.0034641234669834375,1773869521.9096153,31939.677264189704,38124544.0,268.9925231933594,0.0,2659.421004391,0.0,0.0,0.0,0.0,0.0,0.0,3.497482975944877e-05,3.006784404790963e-11,0.0,38124544.0,0.0,20.44140625
,0.0,-0.0036371375899761915,1773869533.7995272,32010.42511740591,38378496.0,275.56781005859375,0.001953125,2671.3060751,0.0,0.0,0.001953125,0.001953125,0.0,0.0,3.8399371987907216e-05,3.0794040928316946e-11,0.0,38378496.0,0.0,21.98828125
"{'path': 'media/html/render_38632448_82323d2466673dd047f8.html', 'size': 4720765.0, '_type': 'html-file', 'sha256': '82323d2466673dd047f8d5b72d8c9e1c5da95628020a545731bfce24d7ba650f'}",0.0,-0.0024035710375756025,1773869582.8498805,32032.273383924075,38632448.0,265.0509948730469,0.001953125,2708.470957889,0.0,0.0,0.0078125,0.0078125,0.0,0.0,2.33525424846448e-05,3.126166686628906e-11,0.0,38632448.0,0.0,21.3125
,0.0,-0.0024713650345802307,1773869583.0608888,31957.20976979509,38886400.0,261.84564208984375,0.0,2720.599345579,0.0,0.0,0.0,0.0,0.0,0.0,2.7505380785441957e-05,3.0720016808150064e-11,0.0,38886400.0,0.0,21.400390625
,0.0,-0.0023430315777659416,1773869594.9778965,31933.8897074991,39140352.0,272.6795349121094,0.001953125,2732.509777965,0.0,0.0,0.01171875,0.01171875,0.0,0.0,2.6041208911919966e-05,3.0355443852991826e-11,0.0,39140352.0,0.0,21.57421875
,0.0,-0.002172125270590186,1773869606.8884687,31926.863958979262,39394304.0,278.9778137207031,0.001953125,2744.425992995,0.0,0.0,0.001953125,0.001953125,0.0,0.0,2.3106062144506723e-05,3.164149151024809e-11,0.0,39394304.0,0.0,18.220703125
,0.0,-0.001719498191960156,1773869618.8045268,31911.158145385438,39648256.0,277.2262878417969,0.0,2756.327925269,0.0,0.0,0.0,0.0,0.0,0.0,1.3821974789607339e-05,3.1793307569971674e-11,0.0,39648256.0,0.0,21.69921875
"{'_type': 'html-file', 'sha256': '9f7625a0aa3824eb6b153d4be52993a492cdc073657eabcd45555eeed8afe93b', 'path': 'media/html/render_39902208_9f7625a0aa3824eb6b15.html', 'size': 4699029.0}",0.0,-0.001456647994928062,1773869669.2446291,31955.743838123588,39902208.0,267.31005859375,0.001953125,2794.865588788,0.0,0.0,0.01171875,0.01171875,0.0,0.0,1.8211481801699847e-05,3.182073354812687e-11,0.0,39902208.0,0.0,23.30859375
,0.0,-0.0015442793956026435,1773869669.5443032,32047.812290746722,40156160.0,216.717529296875,0.0,2807.124319578,0.0,0.0,0.0,0.0,0.0,0.0,1.6136036720126867e-05,2.890886488526867e-11,0.0,40156160.0,0.0,16.484375
,0.0,-0.0016755781834945083,1773869681.5029113,31797.31387754532,40410112.0,219.170654296875,0.0,2819.025015589,0.0,0.0,0.0,0.0,0.0,0.0,1.907147998281289e-05,2.379263799867637e-11,0.0,40410112.0,0.0,16.3984375
,0.0,-0.001345877768471837,1773869693.4036374,31961.750313383032,40664064.0,243.8976287841797,0.0,2830.932717244,0.0,0.0,0.0,0.0,0.0,0.0,1.4059422028367408e-05,2.500700167773484e-11,0.0,40664064.0,0.0,17.205078125
,0.0,-0.0014738112222403288,1773869705.3111756,31951.07177884108,40918016.0,240.36439514160156,0.0,2842.843188258,0.0,0.0,0.0,0.0,0.0,0.0,1.845657970989123e-05,2.7471518115884663e-11,0.0,40918016.0,0.0,22.109375
"{'_type': 'html-file', 'sha256': '8c8068dffb5e5413c52663832e461e0aed92bc7e5659355c8e3d580f9f755dee', 'path': 'media/html/render_41171968_8c8068dffb5e5413c526.html', 'size': 4718261.0}",0.0,-0.0014561316929757595,1773869755.8096642,31924.559727428914,41171968.0,228.43310546875,0.0,2881.430663997,0.0,0.0,0.0,0.0,0.0,0.0,1.6137671991600655e-05,2.82371764859235e-11,0.0,41171968.0,0.0,18.69921875
,0.0,-0.0014736726880073547,1773869756.0201774,31913.189848163114,41425920.0,247.40350341796875,0.001953125,2893.589974205,0.0,0.0,0.00390625,0.00390625,0.0,0.0,1.687012627371587e-05,2.5829128766363674e-11,0.0,41425920.0,0.0,18.3515625
,0.0,-0.0018561366014182568,1773869767.9686837,31811.8541127056,41679872.0,244.54977416992188,0.001953125,2905.510434302,0.0,0.0,0.005859375,0.005859375,0.0,0.0,2.0658024368458427e-05,2.810411799114565e-11,0.0,41679872.0,0.0,21.529296875
,0.0,-0.0014502853155136108,1773869779.8890748,31918.014385929837,41933824.0,254.27247619628906,0.001953125,2917.410992007,0.0,0.0,0.001953125,0.001953125,0.0,0.0,1.723366221995093e-05,2.96394367382824e-11,0.0,41933824.0,0.0,22.607421875
,0.0,-0.0016110418364405632,1773869791.7894795,31971.408172059328,42187776.0,262.9359130859375,0.0,2929.329086089,0.0,0.0,0.0,0.0,0.0,0.0,1.6258671166724525e-05,3.048476054923199e-11,0.0,42187776.0,0.0,22.802734375
"{'_type': 'html-file', 'sha256': '8df56a3ca984518e87866ba4d34b3d7d93fdc86dbf4982dba58eabb7efdbdc80', 'path': 'media/html/render_42441728_8df56a3ca984518e8786.html', 'size': 4717521.0}",0.0,-0.001738653052598238,1773869840.9473066,31916.063356546936,42441728.0,228.587890625,0.0,2966.568326956,0.0,0.0,0.0,0.0,0.0,0.0,2.0654810214182362e-05,3.0814767404407917e-11,0.0,42441728.0,0.0,20.181640625
,0.0,-0.002241595881059766,1773869841.1953745,31941.052644003168,42695680.0,236.5494384765625,0.0,2978.783346876,0.0,0.0,0.0,0.0,0.0,0.0,2.4935205146903172e-05,2.6340310141370615e-11,0.0,42695680.0,0.0,19.740234375
,0.0,-0.0021221707575023174,1773869853.1619182,31762.547635029576,42949632.0,255.35377502441406,0.0,2990.69586419,0.0,0.0,0.0,0.0,0.0,0.0,2.2735526727046818e-05,2.803813431428992e-11,0.0,42949632.0,0.0,19.1015625
,0.0,-0.0016013210406526923,1773869865.0743759,31918.865645053014,43203584.0,254.31781005859375,0.001953125,3002.602328654,0.0,0.0,0.00390625,0.00390625,0.0,0.0,1.625781624170486e-05,2.946962812666598e-11,0.0,43203584.0,0.0,22.697265625
,0.0,-0.001934577594511211,1773869876.9809642,31958.521456411883,43457536.0,254.55233764648438,0.0,3014.511866422,0.0,0.0,0.0,0.0,0.0,0.0,2.0780425984412432e-05,3.0327650113459725e-11,0.0,43457536.0,0.0,20.765625
"{'_type': 'html-file', 'sha256': '82bbbdacc1b6415177e4dbe9f6b1a6d85413a47ea36e8bfdb31be349f4ad098e', 'path': 'media/html/render_43711488_82bbbdacc1b6415177e4.html', 'size': 4725029.0}",0.0,-0.0021617584861814976,1773869927.597761,31947.547070937166,43711488.0,262.57763671875,0.001953125,3053.218718262,0.0,0.0,0.001953125,0.001953125,0.0,0.0,2.6888345018960536e-05,3.0841863785102674e-11,0.0,43711488.0,0.0,21.32421875
,0.0,-0.0020033284090459347,1773869927.8129525,31920.895459559986,43965440.0,265.1363525390625,0.00390625,3065.401494999,0.0,0.0,0.0078125,0.0078125,0.0,0.0,2.0902924006804824e-05,3.117286290210686e-11,0.0,43965440.0,0.0,21.494140625
,0.0,-0.002117700409144163,1773869939.7801416,31774.82271529914,44219392.0,269.1925048828125,0.0,3077.315262078,0.0,0.0,0.0,0.0,0.0,0.0,2.3590617274749093e-05,3.1403161321330586e-11,0.0,44219392.0,0.0,23.22265625
,0.0,-0.002153329085558653,1773869951.6939127,31941.631181765988,44473344.0,270.0419616699219,0.001953125,3089.239793764,0.0,0.0,0.001953125,0.001953125,0.0,0.0,2.3956306904437952e-05,3.15505920001069e-11,0.0,44473344.0,0.0,18.98046875
,0.0,-0.0026099702809005976,1773869963.618366,31874.313099013234,44727296.0,278.5859375,0.0,3101.148109156,0.0,0.0,0.0,0.0,0.0,0.0,3.238643694203347e-05,3.168084891647105e-11,0.0,44727296.0,0.0,21.1640625
