eval/episode_success_easy,eval/episode_reward,eval/episode_success_hard,training/actor_loss,training/log_alpha,training/sps,training/entropy,_step,eval/episode_success,render,eval/episode_reward_ctrl,eval/episode_reward_survive,eval/episode_reward_near,_timestamp,eval/episode_dist,_runtime,eval/episode_success_any,eval/episode_reward_dist,training/alpha_loss,step,training/critic_loss
17.73046875,0.0,0.0,-0.004004402551800013,0.0,32148.536126949595,0.0,9174016.0,0.0,,0.0,0.0,0.0,1773846280.6009226,214.26992797851562,683.890314711,0.0,0.0,1.4131774916936735e-10,9174016.0,4.6821038267808035e-05
17.5,0.0,0.0,-0.00376476114615798,0.0,32114.732120162524,0.0,9427968.0,0.0,"{'path': 'media/html/render_9427968_6619c45aa9a048b2ee69.html', 'size': 4719037.0, '_type': 'html-file', 'sha256': '6619c45aa9a048b2ee6993444a8a240119bae7e3640b87ea1f0d541c457a20c2'}",0.0,0.0,0.0,1773846329.9607425,219.18246459960938,721.371682103,0.0,0.0,-1.6915385108243197e-12,9427968.0,5.277536911307834e-05
18.162109375,0.005859375,0.0,-0.003958789631724358,0.0,32148.036424658163,0.0,9681920.0,0.005859375,,0.0,0.0,0.0,1773846330.154471,213.02609252929688,733.52453745,0.001953125,0.0,1.4872388043318807e-10,9681920.0,4.681482460000552e-05
17.126953125,0.009765625,0.0,-0.0039868527092039585,0.0,31968.415309961023,0.0,9935872.0,0.009765625,,0.0,0.0,0.0,1773846342.1130192,210.13687133789062,745.397782395,0.001953125,0.0,1.0074840267604301e-10,9935872.0,5.36430197826121e-05
16.85546875,0.0078125,0.0,-0.004543191287666559,0.0,32126.09299198793,0.0,10189824.0,0.0078125,,0.0,0.0,0.0,1773846353.986208,225.53079223632812,757.281524982,0.001953125,0.0,1.1398960247932521e-10,10189824.0,5.745343514718115e-05
15.6015625,0.0,0.0,-0.004873836413025856,0.0,32095.81356733118,0.0,10443776.0,0.0,,0.0,0.0,0.0,1773846365.869952,228.33761596679688,769.140815107,0.0,0.0,1.298346430367303e-10,10443776.0,5.6982280511874706e-05
18.806640625,0.0,0.0,-0.0036617375444620848,0.0,32163.739350579577,0.0,10697728.0,0.0,"{'sha256': '2b398a91f16e6f5489100fd7708da24cf7575427b1238029ccb6e72f10e706e1', 'path': 'media/html/render_10697728_2b398a91f16e6f548910.html', 'size': 4724373.0, '_type': 'html-file'}",0.0,0.0,0.0,1773846415.2972782,220.9656982421875,806.708213387,0.0,0.0,1.245452213582965e-10,10697728.0,3.8753663829993457e-05
16.8046875,0.0,0.0,-0.0033846022561192513,0.0,32159.20338091462,0.0,10951680.0,0.0,,0.0,0.0,0.0,1773846415.5235875,228.00454711914062,818.85240072,0.0,0.0,1.180500142083929e-10,10951680.0,4.020090273115784e-05
16.46484375,0.013671875,0.0,-0.004069363232702017,0.0,31954.269413357975,0.0,11205632.0,0.013671875,,0.0,0.0,0.0,1773846427.4406888,235.09506225585938,830.74089841,0.001953125,0.0,1.1166507302151629e-10,11205632.0,5.255340147414245e-05
17.16015625,0.0,0.0,-0.0043307943269610405,0.0,32068.953695240736,0.0,11459584.0,0.0,,0.0,0.0,0.0,1773846439.329429,231.01126098632812,842.605203637,0.0,0.0,1.0557302254632361e-10,11459584.0,5.96322825003881e-05
20.794921875,0.00390625,0.0,-0.004479147959500551,0.0,32139.909468539638,0.0,11713536.0,0.00390625,,0.0,0.0,0.0,1773846451.193728,226.27146911621094,854.49258988,0.001953125,0.0,9.991146104892934e-11,11713536.0,5.072228304925375e-05
18.79296875,0.015625,0.0,-0.003963787574321032,0.0,32092.13502324194,0.0,11967488.0,0.015625,"{'path': 'media/html/render_11967488_6296d895879b639cedc8.html', 'size': 4727925.0, '_type': 'html-file', 'sha256': '6296d895879b639cedc8aa255b660195026b4642b91ac5e7375613a163d727f4'}",0.0,0.0,0.0,1773846501.1448255,237.46463012695312,892.555807933,0.00390625,0.0,9.540737644364583e-11,11967488.0,5.132492879056372e-05
20.744140625,0.0,0.0,-0.005207168869674206,0.0,32108.740607023083,0.0,12221440.0,0.0,,0.0,0.0,0.0,1773846501.332503,235.17788696289062,904.644335372,0.0,0.0,9.266103162541839e-11,12221440.0,6.344664143398404e-05
16.068359375,0.00390625,0.0,-0.0051952204667031765,0.0,32062.668473438905,0.0,12475392.0,0.00390625,,0.0,0.0,0.0,1773846513.2327042,178.46170043945312,916.508972313,0.00390625,0.0,7.029310467032701e-11,12475392.0,6.295731145655736e-05
17.40625,0.00390625,0.0,-0.004580797627568245,0.0,32136.420542460248,0.0,12729344.0,0.00390625,,0.0,0.0,0.0,1773846525.0974476,199.15994262695312,928.387932524,0.001953125,0.0,5.181990600511277e-11,12729344.0,5.316554961609654e-05
13.197265625,0.0,0.0,-0.004576583858579397,0.0,32111.21380769796,0.0,12983296.0,0.0,,0.0,0.0,0.0,1773846536.9759521,185.12388610839844,940.257722326,0.0,0.0,5.7641103695660334e-11,12983296.0,5.8530833484837785e-05
12.6640625,0.01171875,0.0,-0.00471324659883976,0.0,32116.484786887006,0.0,13237248.0,0.01171875,"{'sha256': '9d6085c48563d1f87b82d3f7ccdfb0ae504fd8a795fd214b8dad2b32fd6129e9', 'path': 'media/html/render_13237248_9d6085c48563d1f87b82.html', 'size': 4718797.0, '_type': 'html-file'}",0.0,0.0,0.0,1773846586.476338,184.48477172851562,977.887358352,0.001953125,0.0,6.482432646226499e-11,13237248.0,5.670629252563231e-05
15.0546875,0.00390625,0.0,-0.0042428141459822655,0.0,32067.414741681874,0.0,13491200.0,0.00390625,,0.0,0.0,0.0,1773846586.6715496,214.30410766601562,989.987214204,0.001953125,0.0,5.7431635835936135e-11,13491200.0,4.120589073863812e-05
16.556640625,0.00390625,0.0,-0.004314535763114691,0.0,31998.071179217328,0.0,13745152.0,0.00390625,,0.0,0.0,0.0,1773846598.5756693,218.97361755371094,1001.884478974,0.001953125,0.0,6.979133243545377e-11,13745152.0,5.609083382296376e-05
17.435546875,0.001953125,0.0,-0.004229879938066006,0.0,32044.842706116055,0.0,13999104.0,0.001953125,,0.0,0.0,0.0,1773846610.473024,219.82159423828125,1013.758766067,0.001953125,0.0,7.017953579380176e-11,13999104.0,4.827868542633951e-05
18.44140625,0.01171875,0.0,-0.004350245930254459,0.0,32108.591549566652,0.0,14253056.0,0.01171875,,0.0,0.0,0.0,1773846622.3472698,223.39146423339844,1025.654693812,0.001953125,0.0,6.957609488544847e-11,14253056.0,5.3652220231015235e-05
16.23046875,0.0,0.0,-0.004058603662997484,0.0,32043.603934959014,0.0,14507008.0,0.0,"{'sha256': 'dfb67081e76b59e9e9a2f8c06754fc15f30ccc99f69f66bd0084b04514de85f8', 'path': 'media/html/render_14507008_dfb67081e76b59e9e9a2.html', 'size': 4721949.0, '_type': 'html-file'}",0.0,0.0,0.0,1773846672.1617548,225.6410675048828,1063.572688032,0.0,0.0,6.846224975820547e-11,14507008.0,5.0226029998157173e-05
17.193359375,0.0078125,0.0,-0.004362659994512796,0.0,32137.874007990238,0.0,14760960.0,0.0078125,,0.0,0.0,0.0,1773846672.3952422,228.3878173828125,1075.713436934,0.00390625,0.0,6.68250940694115e-11,14760960.0,5.195510675548576e-05
18.97265625,0.009765625,0.0,-0.004157800227403641,0.0,32017.287513319097,0.0,15014912.0,0.009765625,,0.0,0.0,0.0,1773846684.3020496,225.28627014160156,1087.571660667,0.001953125,0.0,6.535898905424276e-11,15014912.0,4.5351891458267346e-05
17.318359375,0.005859375,0.0,-0.0039637088775634766,0.0,32159.80344219037,0.0,15268864.0,0.005859375,,0.0,0.0,0.0,1773846696.1597984,224.80148315429688,1099.45557842,0.001953125,0.0,5.246442516537719e-11,15268864.0,5.133239392307587e-05
16.908203125,0.0,0.0,-0.004169476684182882,0.0,32079.405880397804,0.0,15522816.0,0.0,,0.0,0.0,0.0,1773846708.0441954,230.94082641601562,1111.309122704,0.0,0.0,5.971898670020792e-11,15522816.0,4.6937460865592584e-05
16.390625,0.013671875,0.0,-0.003559101838618517,0.0,32193.752074969252,0.0,15776768.0,0.013671875,"{'size': 4726841.0, '_type': 'html-file', 'sha256': '9fe1d3add9a485a77b247cc0e51c96b8292ff893d92504b9c2edb0fde6605daf', 'path': 'media/html/render_15776768_9fe1d3add9a485a77b24.html'}",0.0,0.0,0.0,1773846758.836965,236.97959899902344,1150.247902794,0.00390625,0.0,5.917298595559117e-11,15776768.0,3.740676766028628e-05
17.357421875,0.005859375,0.0,-0.0031698381062597036,0.0,32052.33135747604,0.0,16030720.0,0.005859375,,0.0,0.0,0.0,1773846759.028778,229.6898651123047,1162.325694,0.001953125,0.0,5.827489185650236e-11,16030720.0,3.65417254215572e-05
19.953125,0.00390625,0.0,-0.0033887664321810007,0.0,32084.300137665698,0.0,16284672.0,0.00390625,,0.0,0.0,0.0,1773846770.9142206,228.15573120117188,1174.21533049,0.001953125,0.0,5.70813604716669e-11,16284672.0,4.44815304945223e-05
18.09765625,0.0078125,0.0,-0.003408608492463827,0.0,32083.348225354075,0.0,16538624.0,0.0078125,,0.0,0.0,0.0,1773846782.8038504,236.96971130371094,1186.091242464,0.001953125,0.0,5.5928008751982006e-11,16538624.0,3.910306986654177e-05
18.099609375,0.0,0.0,-0.0033319173380732536,0.0,32104.835564939214,0.0,16792576.0,0.0,,0.0,0.0,0.0,1773846794.679788,205.0732879638672,1197.982445267,0.0,0.0,2.7766280594199166e-11,16792576.0,3.837205076706596e-05
19.845703125,0.0078125,0.0,-0.0027817285154014826,0.0,32065.589236120235,0.0,17046528.0,0.0078125,"{'sha256': '12af431331bcb43deeb5c1b7cab0436178995b3a7daab6c37250179162286cef', 'path': 'media/html/render_17046528_12af431331bcb43deeb5.html', 'size': 4729797.0, '_type': 'html-file'}",0.0,0.0,0.0,1773846846.3598616,225.4593505859375,1237.770827073,0.00390625,0.0,4.7855368973115375e-11,17046528.0,3.1769635825185105e-05
17.41796875,0.0078125,0.0,-0.002986786887049675,0.0,32200.09463990524,0.0,17300480.0,0.0078125,,0.0,0.0,0.0,1773846846.5822513,222.32998657226562,1249.896607286,0.001953125,0.0,4.978427045609912e-11,17300480.0,3.6417895898921415e-05
19.505859375,0.0,0.0,-0.003111917758360505,0.0,32047.43238461087,0.0,17554432.0,0.0,,0.0,0.0,0.0,1773846858.4845183,236.7584991455078,1261.751442432,0.0,0.0,4.83179538046663e-11,17554432.0,4.141509998589754e-05
18.185546875,0.0,0.0,-0.0033837161026895046,0.0,32171.48385040587,0.0,17808384.0,0.0,,0.0,0.0,0.0,1773846870.3400817,227.19189453125,1273.63336721,0.0,0.0,4.790785476660453e-11,17808384.0,3.75184572476428e-05
26.61328125,0.0,0.0,-0.003042287426069379,0.0,32111.641695551967,0.0,18062336.0,0.0,,0.0,0.0,0.0,1773846882.221796,297.82965087890625,1285.494927128,0.0,0.0,4.248100135550992e-11,18062336.0,3.73910297639668e-05
20.005859375,0.015625,0.0,-0.0030654927249997854,0.0,32156.20923503921,0.0,18316288.0,0.015625,"{'sha256': '81b6733dd944e0ab709e36e15b728fab9577d6ad93b6c463d1c4868955880bd9', 'path': 'media/html/render_18316288_81b6733dd944e0ab709e.html', 'size': 4730065.0, '_type': 'html-file'}",0.0,0.0,0.0,1773846931.4502432,248.7850799560547,1322.861193525,0.005859375,0.0,3.55578413935298e-11,18316288.0,3.628830017987639e-05
17.4609375,0.0,0.0,-0.003662349423393607,0.0,32051.306113849143,0.0,18570240.0,0.0,,0.0,0.0,0.0,1773846931.707205,237.14309692382812,1335.015534744,0.0,0.0,4.3195585996969044e-11,18570240.0,4.4232347136130556e-05
17.388671875,0.0,0.0,-0.003137702587991953,0.0,32069.16804051664,0.0,18824192.0,0.0,,0.0,0.0,0.0,1773846943.6039827,233.3428497314453,1346.897989352,0.0,0.0,4.258847094429363e-11,18824192.0,3.1657749786973e-05
18.978515625,0.0,0.0,-0.003090262645855546,0.0,32089.818476098604,0.0,19078144.0,0.0,,0.0,0.0,0.0,1773846955.486486,223.78717041015625,1358.758849422,0.0,0.0,-1.2408570004840414e-10,19078144.0,3.848418782581575e-05
18.408203125,0.001953125,0.0,-0.003485270543023944,0.0,32161.020140012435,0.0,19332096.0,0.001953125,,0.0,0.0,0.0,1773846967.3472257,227.62637329101562,1370.622238021,0.001953125,0.0,2.7876716560126802e-11,19332096.0,4.141885074204765e-05
18.9921875,0.0390625,0.0,-0.0030666878446936607,0.0,32152.52168742075,0.0,19586048.0,0.0390625,"{'sha256': 'a7f0b1141849d63246d1759f5b02dc5341a1163e595de69e010da290e7661c63', 'path': 'media/html/render_19586048_a7f0b1141849d63246d1.html', 'size': 4711997.0, '_type': 'html-file'}",0.0,0.0,0.0,1773847019.2500737,210.54367065429688,1410.661049983,0.0078125,0.0,3.362374961790593e-11,19586048.0,3.0313743991428055e-05
16.517578125,0.01953125,0.0,-0.0028239500243216753,0.0,32063.841154600872,0.0,19840000.0,0.01953125,,0.0,0.0,0.0,1773847019.481741,223.60134887695312,1422.817359211,0.00390625,0.0,2.4984491905910566e-11,19840000.0,3.445832771831192e-05
19.958984375,0.009765625,0.0,-0.003084243042394519,0.0,32040.876084045463,0.0,20093952.0,0.009765625,,0.0,0.0,0.0,1773847031.4060397,232.26185607910156,1434.696085269,0.00390625,0.0,3.641896853534554e-11,20093952.0,3.6897505196975544e-05
19.109375,0.005859375,0.0,-0.0031704239081591368,0.0,32098.303155226113,0.0,20347904.0,0.005859375,,0.0,0.0,0.0,1773847043.284588,236.88278198242188,1446.570908912,0.001953125,0.0,3.763460723615886e-11,20347904.0,3.812474824371748e-05
19.5,0.00390625,0.0,-0.003506746143102646,0.0,32105.68520575423,0.0,20601856.0,0.00390625,,0.0,0.0,0.0,1773847055.1594026,232.5895233154297,1458.45799504,0.001953125,0.0,3.735812353911072e-11,20601856.0,4.057203477714211e-05
20.4921875,0.0,0.0,-0.0036007105372846127,0.0,32045.466466057558,0.0,20855808.0,0.0,"{'sha256': '29346a5605cf2383c2ad075b3c789d942733f666ce9ee161f09c6e8b27926d98', 'path': 'media/html/render_20855808_29346a5605cf2383c2ad.html', 'size': 4726753.0, '_type': 'html-file'}",0.0,0.0,0.0,1773847104.1844075,235.8649444580078,1495.595340322,0.0,0.0,3.6866079633490756e-11,20855808.0,4.3635733163682744e-05
20.1875,0.025390625,0.0,-0.0038083253894001245,0.0,32152.10532626458,0.0,21109760.0,0.025390625,,0.0,0.0,0.0,1773847104.4181185,233.38885498046875,1507.725233907,0.0078125,0.0,3.6272831960282303e-11,21109760.0,3.9855898648966104e-05
19.484375,0.0234375,0.0,-0.0034380897413939238,0.0,32049.19796382718,0.0,21363712.0,0.0234375,,0.0,0.0,0.0,1773847116.313865,234.84646606445312,1519.589122499,0.00390625,0.0,3.554956329310244e-11,21363712.0,4.37524686276447e-05
18.126953125,0.005859375,0.0,-0.003814727533608675,0.0,32141.064530084528,0.0,21617664.0,0.005859375,,0.0,0.0,0.0,1773847128.177606,223.0729217529297,1531.467939474,0.001953125,0.0,3.163163828090454e-11,21617664.0,4.010024349554442e-05
18.201171875,0.0078125,0.0,-0.003831178182736039,0.0,32076.048887286954,0.0,21871616.0,0.0078125,,0.0,0.0,0.0,1773847140.056636,239.40724182128906,1543.337010716,0.001953125,0.0,3.217712901681935e-11,21871616.0,4.790275124832988e-05
19.482421875,0.0,0.0,-0.0038621064741164446,0.0,32138.100911738034,0.0,22125568.0,0.0,"{'sha256': 'b5c2360faf288db6ca09edc4197ef1cec105a9f51343adfcd4cbea0f0b4b036a', 'path': 'media/html/render_22125568_b5c2360faf288db6ca09.html', 'size': 4718921.0, '_type': 'html-file'}",0.0,0.0,0.0,1773847190.9217713,240.11318969726562,1582.332795016,0.0,0.0,3.384961408392506e-11,22125568.0,4.132393951294944e-05
17.095703125,0.0,0.0,-0.003078041598200798,0.0,32110.592325740316,0.0,22379520.0,0.0,,0.0,0.0,0.0,1773847191.1524754,244.118896484375,1594.471751049,0.0,0.0,3.3486019512807275e-11,22379520.0,3.251847010687925e-05
17.4296875,0.00390625,0.0,-0.003633299143984914,0.0,32037.889475417825,0.0,22633472.0,0.00390625,,0.0,0.0,0.0,1773847203.0602345,208.68719482421875,1606.367536203,0.001953125,0.0,2.1624993462587838e-11,22633472.0,4.875098602497019e-05
17.662109375,0.0,0.0,-0.004299660678952932,0.0,32022.603754540287,0.0,22887424.0,0.0,,0.0,0.0,0.0,1773847214.9560394,226.86695861816406,1618.237195759,0.0,0.0,2.7197109148113796e-11,22887424.0,4.694462040788494e-05
18.21875,0.0,0.0,-0.004215562716126442,0.0,32125.44574208381,0.0,23141376.0,0.0,,0.0,0.0,0.0,1773847226.825587,229.4951171875,1630.09438251,0.0,0.0,2.963835774028034e-11,23141376.0,5.072363273939118e-05
18.072265625,0.001953125,0.0,-0.003781095612794161,0.0,32173.511908860153,0.0,23395328.0,0.001953125,"{'path': 'media/html/render_23395328_0017ba18ddce582f31bd.html', 'size': 4724101.0, '_type': 'html-file', 'sha256': '0017ba18ddce582f31bd40f0886a375f715837968832ea41b5d7986735a63194'}",0.0,0.0,0.0,1773847277.0130162,239.43287658691406,1668.42397522,0.001953125,0.0,3.041859819585824e-11,23395328.0,3.802618448389694e-05
18.5703125,0.013671875,0.0,-0.003429495496675372,0.0,32121.897958186026,0.0,23649280.0,0.013671875,,0.0,0.0,0.0,1773847277.2182713,235.16563415527344,1680.540894215,0.00390625,0.0,3.083095584388573e-11,23649280.0,4.228554098517634e-05
