eval/episode_success_easy,eval/episode_success,training/alpha_loss,_timestamp,_step,eval/episode_reward,training/actor_loss,training/critic_loss,eval/episode_reward_near,training/log_alpha,eval/episode_reward_survive,training/sps,eval/episode_dist,step,_runtime,eval/episode_reward_dist,render,eval/episode_reward_ctrl,training/entropy,eval/episode_success_any,eval/episode_success_hard
16.796875,0.0,8.87780265967919e-11,1773850319.8965337,16284672.0,0.0,-0.011811948381364346,0.00013749266508966684,0.0,0.0,0.0,32273.016155567813,253.1941375732422,16284672.0,1180.48568683,0.0,,0.0,0.0,0.0,0.0
6.755859375,0.0,6.308758376816215e-11,1773850331.710824,16538624.0,0.0,-0.011456760577857494,0.00013148212747182697,0.0,0.0,0.0,32351.09636378756,79.47479248046875,16538624.0,1192.299732642,0.0,,0.0,0.0,0.0,0.0
14.564453125,0.0,1.6130896965393937e-11,1773850343.5259292,16792576.0,0.0,-0.011402523145079613,0.00013428664533421397,0.0,0.0,0.0,32326.35436783918,181.04571533203125,16792576.0,1204.123139306,0.0,,0.0,0.0,0.0,0.0
16.23046875,0.0,-1.2130320359293734e-10,1773850393.163251,17046528.0,0.0,-0.012228818610310555,0.00014196698612067848,0.0,0.0,0.0,32329.83657573565,234.64991760253906,17046528.0,1241.93657171,0.0,"{'_type': 'html-file', 'sha256': '9bf2118441f4fd769d65f42931facfd3fca83f5b539b41dae1b5b60d58a764d4', 'path': 'media/html/render_17046528_9bf2118441f4fd769d65.html', 'size': 4723141.0}",0.0,0.0,0.0,0.0
13.826171875,0.01171875,-9.977221132606573e-11,1773850393.3688788,17300480.0,0.01171875,-0.010759599506855011,0.0001264521270059049,0.0,0.0,0.0,32410.99784794277,149.82421875,17300480.0,1253.983740418,0.0,,0.0,0.0,0.001953125,0.0
12.876953125,0.0,-2.5314111917751347e-10,1773850405.2100232,17554432.0,0.0,-0.010988975875079632,0.0001275635149795562,0.0,0.0,0.0,32261.502293511152,174.89759826660156,17554432.0,1265.795211928,0.0,,0.0,0.0,0.0,0.0
14.48046875,0.0,-1.1929558729750767e-10,1773850417.0214524,17808384.0,0.0,-0.009675213135778904,0.00011689149687299505,0.0,0.0,0.0,32356.802210325797,170.890380859375,17808384.0,1277.613818903,0.0,,0.0,0.0,0.0,0.0
17.814453125,0.0,1.775371342993548e-11,1773850428.840085,18062336.0,0.0,-0.010771984234452248,0.00014034935156814754,0.0,0.0,0.0,32340.23762428304,215.73133850097656,18062336.0,1289.424385531,0.0,,0.0,0.0,0.0,0.0
16.447265625,0.013671875,6.472176961036524e-11,1773850479.5146158,18316288.0,0.013671875,-0.01130859274417162,0.0001303383760387078,0.0,0.0,0.0,32349.689375137466,213.9054718017578,18316288.0,1328.287890696,0.0,"{'sha256': '9a07f4f2e4c7e4d3887403f70966e4dba4cc8562738dd96d8106d1357792ea18', 'path': 'media/html/render_18316288_9a07f4f2e4c7e4d38874.html', 'size': 4711257.0, '_type': 'html-file'}",0.0,0.0,0.00390625,0.0
18.701171875,0.0,8.089086345197671e-11,1773850479.712088,18570240.0,0.0,-0.010015505366027355,0.0001202744897454977,0.0,0.0,0.0,32313.31820581874,222.4273223876953,18570240.0,1340.339219124,0.0,,0.0,0.0,0.0,0.0
19.123046875,0.001953125,8.895222058935559e-11,1773850491.5653656,18824192.0,0.001953125,-0.010579298250377178,0.00012718638754449785,0.0,0.0,0.0,32203.230349027494,222.0473175048828,18824192.0,1352.149725526,0.0,,0.0,0.0,0.001953125,0.0
18.1875,0.02734375,9.482631346813264e-11,1773850503.376047,19078144.0,0.02734375,-0.010552029125392437,0.00014141939755063504,0.0,0.0,0.0,32367.10456025455,229.8671417236328,19078144.0,1363.965907172,0.0,,0.0,0.0,0.005859375,0.0
15.21484375,0.0,6.499947108329351e-11,1773850515.1920888,19332096.0,0.0,-0.010606459341943264,0.00012387607421260327,0.0,0.0,0.0,32347.268697866446,209.63116455078125,19332096.0,1375.76245432,0.0,,0.0,0.0,0.0,0.0
22.744140625,0.052734375,-1.0890930518536734e-11,1773850564.9951243,19586048.0,0.052734375,-0.009848126210272312,0.0001274436217499897,0.0,0.0,0.0,32413.89759052405,233.1221160888672,19586048.0,1413.768463847,0.0,"{'_type': 'html-file', 'sha256': '2d02323a5cc3a0f1de6d74bfc739e2764fb1cd5f990a4bfac1f4293f4ba1f19b', 'path': 'media/html/render_19586048_2d02323a5cc3a0f1de6d.html', 'size': 4707469.0}",0.0,0.0,0.005859375,0.0
13.873046875,0.0,5.394551125248448e-11,1773850565.2755504,19840000.0,0.0,-0.010711262002587318,0.0001336387067567557,0.0,0.0,0.0,32274.189605611406,203.05831909179688,19840000.0,1425.924083858,0.0,,0.0,0.0,0.0,0.0
16.123046875,0.02734375,6.923867035268927e-11,1773850577.150398,20093952.0,0.02734375,-0.0106224799528718,0.00013032415881752968,0.0,0.0,0.0,32268.248914555472,222.23670959472656,20093952.0,1437.733067496,0.0,,0.0,0.0,0.00390625,0.0
18.318359375,0.0078125,8.830875614096456e-11,1773850588.9592655,20347904.0,0.0078125,-0.01187250204384327,0.00015507069474551827,0.0,0.0,0.0,32357.655410279094,226.2780303955078,20347904.0,1449.536305498,0.0,,0.0,0.0,0.001953125,0.0
17.189453125,0.0078125,7.96345489550987e-11,1773850600.7622144,20601856.0,0.0078125,-0.010986950248479843,0.00013295044482219964,0.0,0.0,0.0,32394.038832511364,241.0072479248047,20601856.0,1461.360810184,0.0,,0.0,0.0,0.00390625,0.0
12.67578125,0.0,6.32022142954547e-11,1773850650.6887226,20855808.0,0.0,-0.011011027731001377,0.0001446222304366529,0.0,0.0,0.0,32292.017957501277,205.76544189453125,20855808.0,1499.462050706,0.0,"{'_type': 'html-file', 'sha256': '671579ad7c5bc3c5ab20c97b92c35dd87428cf1f4d9899e7be9f8987805926c9', 'path': 'media/html/render_20855808_671579ad7c5bc3c5ab20.html', 'size': 4711617.0}",0.0,0.0,0.0,0.0
19.212890625,0.015625,5.3206352518264666e-11,1773850650.890992,21109760.0,0.015625,-0.012752466835081577,0.00016711835633032024,0.0,0.0,0.0,32410.339067197925,211.60182189941406,21109760.0,1511.49578291,0.0,,0.0,0.0,0.001953125,0.0
16.3828125,0.01953125,7.039450272694481e-11,1773850662.7221382,21363712.0,0.01953125,-0.013102694414556026,0.00016057274478953332,0.0,0.0,0.0,32285.788858741595,222.53207397460938,21363712.0,1523.300379059,0.0,,0.0,0.0,0.00390625,0.0
19.078125,0.005859375,7.16964057567715e-11,1773850674.5266201,21617664.0,0.005859375,-0.012292137369513512,0.0001492692535975948,0.0,0.0,0.0,32381.13408547376,222.35992431640625,21617664.0,1535.130711097,0.0,,0.0,0.0,0.001953125,0.0
18.869140625,0.01171875,7.543431157497338e-11,1773850686.3569157,21871616.0,0.01171875,-0.013685435056686401,0.00017737569578457624,0.0,0.0,0.0,32266.172730635477,233.69935607910156,21871616.0,1546.933918734,0.0,,0.0,0.0,0.00390625,0.0
